,0
8500,"{'temperature_2m': 21.5, 'relative_humidity_2m': 64, 'windspeed_10m': 11.7, 'apparent_temperature': 22.2}"
8501,"{'temperature_2m': 21.1, 'relative_humidity_2m': 66, 'windspeed_10m': 11.4, 'apparent_temperature': 21.7}"
8502,"{'temperature_2m': 18.1, 'relative_humidity_2m': 80, 'windspeed_10m': 7.8, 'apparent_temperature': 18.5}"
8503,"{'temperature_2m': 21.4, 'relative_humidity_2m': 65, 'windspeed_10m': 16.6, 'apparent_temperature': 21.2}"
8504,"{'temperature_2m': 18.8, 'relative_humidity_2m': 67, 'windspeed_10m': 10.4, 'apparent_temperature': 18.1}"
8505,"{'temperature_2m': 21.8, 'relative_humidity_2m': 56, 'windspeed_10m': 15.5, 'apparent_temperature': 21.1}"
8506,"{'temperature_2m': 14.6, 'relative_humidity_2m': 70, 'windspeed_10m': 13.3, 'apparent_temperature': 12.5}"
8507,"{'temperature_2m': 16.7, 'relative_humidity_2m': 60, 'windspeed_10m': 15.5, 'apparent_temperature': 14.2}"
8508,"{'temperature_2m': 14.1, 'relative_humidity_2m': 72, 'windspeed_10m': 11.9, 'apparent_temperature': 12.2}"
8509,"{'temperature_2m': 21.7, 'relative_humidity_2m': 61, 'windspeed_10m': 18.3, 'apparent_temperature': 21.3}"
8510,"{'temperature_2m': 13.8, 'relative_humidity_2m': 75, 'windspeed_10m': 11.2, 'apparent_temperature': 12.0}"
8511,"{'temperature_2m': 18.6, 'relative_humidity_2m': 76, 'windspeed_10m': 8.6, 'apparent_temperature': 18.7}"
8512,"{'temperature_2m': 19.1, 'relative_humidity_2m': 74, 'windspeed_10m': 11.8, 'apparent_temperature': 18.8}"
8513,"{'temperature_2m': 16.9, 'relative_humidity_2m': 64, 'windspeed_10m': 14.1, 'apparent_temperature': 14.9}"
8514,"{'temperature_2m': 18.5, 'relative_humidity_2m': 74, 'windspeed_10m': 5.4, 'apparent_temperature': 19.0}"
8515,"{'temperature_2m': 16.9, 'relative_humidity_2m': 64, 'windspeed_10m': 14.1, 'apparent_temperature': 14.9}"
8516,"{'temperature_2m': 14.3, 'relative_humidity_2m': 62, 'windspeed_10m': 8.0, 'apparent_temperature': 12.4}"
