,0
2000,"{'temperature_2m': 24.8, 'relative_humidity_2m': 69, 'windspeed_10m': 1.8, 'apparent_temperature': 27.7}"
2001,"{'temperature_2m': 25.8, 'relative_humidity_2m': 76, 'windspeed_10m': 3.8, 'apparent_temperature': 29.7}"
2002,"{'temperature_2m': 28.4, 'relative_humidity_2m': 51, 'windspeed_10m': 5.1, 'apparent_temperature': 30.8}"
2003,"{'temperature_2m': 23.7, 'relative_humidity_2m': 87, 'windspeed_10m': 8.7, 'apparent_temperature': 26.9}"
2004,"{'temperature_2m': 27.5, 'relative_humidity_2m': 62, 'windspeed_10m': 14.9, 'apparent_temperature': 28.9}"
2005,"{'temperature_2m': 27.5, 'relative_humidity_2m': 62, 'windspeed_10m': 14.9, 'apparent_temperature': 28.9}"
2006,"{'temperature_2m': 27.5, 'relative_humidity_2m': 62, 'windspeed_10m': 14.9, 'apparent_temperature': 28.9}"
2007,"{'temperature_2m': 27.3, 'relative_humidity_2m': 68, 'windspeed_10m': 6.1, 'apparent_temperature': 30.7}"
2008,"{'temperature_2m': 25.8, 'relative_humidity_2m': 76, 'windspeed_10m': 3.8, 'apparent_temperature': 29.7}"
2009,"{'temperature_2m': 26.9, 'relative_humidity_2m': 70, 'windspeed_10m': 5.2, 'apparent_temperature': 30.5}"
2010,"{'temperature_2m': 26.9, 'relative_humidity_2m': 70, 'windspeed_10m': 5.2, 'apparent_temperature': 30.5}"
2011,"{'temperature_2m': 23.2, 'relative_humidity_2m': 81, 'windspeed_10m': 6.3, 'apparent_temperature': 26.0}"
2012,"{'temperature_2m': 26.8, 'relative_humidity_2m': 73, 'windspeed_10m': 4.7, 'apparent_temperature': 30.7}"
2013,"{'temperature_2m': 27.3, 'relative_humidity_2m': 68, 'windspeed_10m': 6.1, 'apparent_temperature': 30.7}"
2014,"{'temperature_2m': 25.5, 'relative_humidity_2m': 80, 'windspeed_10m': 17.6, 'apparent_temperature': 27.7}"
2015,"{'temperature_2m': 25.5, 'relative_humidity_2m': 80, 'windspeed_10m': 17.6, 'apparent_temperature': 27.7}"
2016,"{'temperature_2m': 25.4, 'relative_humidity_2m': 87, 'windspeed_10m': 14.8, 'apparent_temperature': 28.8}"
2017,"{'temperature_2m': 22.3, 'relative_humidity_2m': 91, 'windspeed_10m': 12.9, 'apparent_temperature': 24.6}"
2018,"{'temperature_2m': 22.8, 'relative_humidity_2m': 88, 'windspeed_10m': 12.0, 'apparent_temperature': 25.3}"
2019,"{'temperature_2m': 21.9, 'relative_humidity_2m': 93, 'windspeed_10m': 13.4, 'apparent_temperature': 24.1}"
2020,"{'temperature_2m': 28.5, 'relative_humidity_2m': 67, 'windspeed_10m': 17.5, 'apparent_temperature': 31.1}"
2021,"{'temperature_2m': 26.6, 'relative_humidity_2m': 78, 'windspeed_10m': 15.8, 'apparent_temperature': 29.3}"
2022,"{'temperature_2m': 28.5, 'relative_humidity_2m': 67, 'windspeed_10m': 17.5, 'apparent_temperature': 31.1}"
2023,"{'temperature_2m': 26.6, 'relative_humidity_2m': 78, 'windspeed_10m': 15.8, 'apparent_temperature': 29.3}"
2024,"{'temperature_2m': 26.0, 'relative_humidity_2m': 79, 'windspeed_10m': 20.7, 'apparent_temperature': 28.2}"
2025,"{'temperature_2m': 26.3, 'relative_humidity_2m': 78, 'windspeed_10m': 16.6, 'apparent_temperature': 28.9}"
2026,"{'temperature_2m': 25.0, 'relative_humidity_2m': 89, 'windspeed_10m': 11.7, 'apparent_temperature': 28.9}"
2027,"{'temperature_2m': 26.0, 'relative_humidity_2m': 79, 'windspeed_10m': 20.7, 'apparent_temperature': 28.2}"
2028,"{'temperature_2m': 26.9, 'relative_humidity_2m': 72, 'windspeed_10m': 9.1, 'apparent_temperature': 30.1}"
2029,"{'temperature_2m': 22.6, 'relative_humidity_2m': 94, 'windspeed_10m': 5.1, 'apparent_temperature': 26.5}"
2030,"{'temperature_2m': 24.4, 'relative_humidity_2m': 86, 'windspeed_10m': 3.5, 'apparent_temperature': 28.7}"
2031,"{'temperature_2m': 25.9, 'relative_humidity_2m': 74, 'windspeed_10m': 7.1, 'apparent_temperature': 29.1}"
2032,"{'temperature_2m': 27.2, 'relative_humidity_2m': 68, 'windspeed_10m': 8.9, 'apparent_temperature': 30.1}"
2033,"{'temperature_2m': 25.8, 'relative_humidity_2m': 67, 'windspeed_10m': 9.3, 'apparent_temperature': 27.8}"
2034,"{'temperature_2m': 29.2, 'relative_humidity_2m': 50, 'windspeed_10m': 8.0, 'apparent_temperature': 30.7}"
2035,"{'temperature_2m': 28.0, 'relative_humidity_2m': 71, 'windspeed_10m': 4.3, 'apparent_temperature': 32.4}"
2036,"{'temperature_2m': 24.6, 'relative_humidity_2m': 89, 'windspeed_10m': 6.6, 'apparent_temperature': 28.9}"
2037,"{'temperature_2m': 24.9, 'relative_humidity_2m': 91, 'windspeed_10m': 2.5, 'apparent_temperature': 30.2}"
2038,"{'temperature_2m': 24.9, 'relative_humidity_2m': 91, 'windspeed_10m': 2.5, 'apparent_temperature': 30.2}"
2039,"{'temperature_2m': 24.9, 'relative_humidity_2m': 91, 'windspeed_10m': 2.5, 'apparent_temperature': 30.2}"
2040,"{'temperature_2m': 24.9, 'relative_humidity_2m': 91, 'windspeed_10m': 2.5, 'apparent_temperature': 30.2}"
2041,"{'temperature_2m': 24.9, 'relative_humidity_2m': 91, 'windspeed_10m': 2.5, 'apparent_temperature': 30.2}"
2042,"{'temperature_2m': 23.2, 'relative_humidity_2m': 98, 'windspeed_10m': 6.5, 'apparent_temperature': 27.6}"
2043,"{'temperature_2m': 28.0, 'relative_humidity_2m': 71, 'windspeed_10m': 4.3, 'apparent_temperature': 32.4}"
2044,"{'temperature_2m': 28.0, 'relative_humidity_2m': 71, 'windspeed_10m': 4.3, 'apparent_temperature': 32.4}"
2045,"{'temperature_2m': 24.1, 'relative_humidity_2m': 96, 'windspeed_10m': 1.8, 'apparent_temperature': 29.6}"
2046,"{'temperature_2m': 23.4, 'relative_humidity_2m': 97, 'windspeed_10m': 3.7, 'apparent_temperature': 28.2}"
2047,"{'temperature_2m': 28.0, 'relative_humidity_2m': 71, 'windspeed_10m': 4.3, 'apparent_temperature': 32.4}"
2048,"{'temperature_2m': 28.0, 'relative_humidity_2m': 71, 'windspeed_10m': 4.3, 'apparent_temperature': 32.4}"
2049,"{'temperature_2m': 27.4, 'relative_humidity_2m': 68, 'windspeed_10m': 15.0, 'apparent_temperature': 29.6}"
2050,"{'temperature_2m': 27.4, 'relative_humidity_2m': 68, 'windspeed_10m': 15.0, 'apparent_temperature': 29.6}"
2051,"{'temperature_2m': 27.4, 'relative_humidity_2m': 68, 'windspeed_10m': 15.0, 'apparent_temperature': 29.6}"
2052,"{'temperature_2m': 27.0, 'relative_humidity_2m': 72, 'windspeed_10m': 18.8, 'apparent_temperature': 28.8}"
2053,"{'temperature_2m': 27.0, 'relative_humidity_2m': 72, 'windspeed_10m': 18.8, 'apparent_temperature': 28.8}"
2054,"{'temperature_2m': 27.0, 'relative_humidity_2m': 72, 'windspeed_10m': 18.8, 'apparent_temperature': 28.8}"
2055,"{'temperature_2m': 27.0, 'relative_humidity_2m': 72, 'windspeed_10m': 18.8, 'apparent_temperature': 28.8}"
2056,"{'temperature_2m': 23.5, 'relative_humidity_2m': 95, 'windspeed_10m': 7.4, 'apparent_temperature': 27.7}"
2057,"{'temperature_2m': 24.2, 'relative_humidity_2m': 91, 'windspeed_10m': 8.6, 'apparent_temperature': 28.2}"
2058,"{'temperature_2m': 27.0, 'relative_humidity_2m': 72, 'windspeed_10m': 18.8, 'apparent_temperature': 28.8}"
2059,"{'temperature_2m': 27.9, 'relative_humidity_2m': 61, 'windspeed_10m': 9.8, 'apparent_temperature': 30.5}"
2060,"{'temperature_2m': 26.8, 'relative_humidity_2m': 65, 'windspeed_10m': 5.5, 'apparent_temperature': 29.7}"
2061,"{'temperature_2m': 28.0, 'relative_humidity_2m': 57, 'windspeed_10m': 8.3, 'apparent_temperature': 29.9}"
2062,"{'temperature_2m': 28.4, 'relative_humidity_2m': 55, 'windspeed_10m': 9.9, 'apparent_temperature': 30.0}"
2063,"{'temperature_2m': 27.8, 'relative_humidity_2m': 62, 'windspeed_10m': 10.5, 'apparent_temperature': 30.4}"
2064,"{'temperature_2m': 27.9, 'relative_humidity_2m': 61, 'windspeed_10m': 9.8, 'apparent_temperature': 30.5}"
2065,"{'temperature_2m': 27.8, 'relative_humidity_2m': 62, 'windspeed_10m': 10.5, 'apparent_temperature': 30.4}"
2066,"{'temperature_2m': 23.5, 'relative_humidity_2m': 93, 'windspeed_10m': 10.2, 'apparent_temperature': 27.1}"
2067,"{'temperature_2m': 27.8, 'relative_humidity_2m': 62, 'windspeed_10m': 10.5, 'apparent_temperature': 30.4}"
2068,"{'temperature_2m': 27.9, 'relative_humidity_2m': 61, 'windspeed_10m': 9.8, 'apparent_temperature': 30.5}"
2069,"{'temperature_2m': 27.8, 'relative_humidity_2m': 62, 'windspeed_10m': 10.5, 'apparent_temperature': 30.4}"
2070,"{'temperature_2m': 23.4, 'relative_humidity_2m': 67, 'windspeed_10m': 14.2, 'apparent_temperature': 23.7}"
2071,"{'temperature_2m': 22.2, 'relative_humidity_2m': 67, 'windspeed_10m': 10.3, 'apparent_temperature': 22.7}"
2072,"{'temperature_2m': 22.2, 'relative_humidity_2m': 67, 'windspeed_10m': 10.3, 'apparent_temperature': 22.7}"
2073,"{'temperature_2m': 25.7, 'relative_humidity_2m': 34, 'windspeed_10m': 9.3, 'apparent_temperature': 25.3}"
2074,"{'temperature_2m': 25.0, 'relative_humidity_2m': 36, 'windspeed_10m': 8.9, 'apparent_temperature': 23.4}"
2075,"{'temperature_2m': 19.9, 'relative_humidity_2m': 57, 'windspeed_10m': 7.0, 'apparent_temperature': 19.2}"
2076,"{'temperature_2m': 18.5, 'relative_humidity_2m': 60, 'windspeed_10m': 8.8, 'apparent_temperature': 17.4}"
2077,"{'temperature_2m': 18.5, 'relative_humidity_2m': 80, 'windspeed_10m': 6.1, 'apparent_temperature': 19.3}"
2078,"{'temperature_2m': 27.0, 'relative_humidity_2m': 46, 'windspeed_10m': 6.4, 'apparent_temperature': 27.6}"
2079,"{'temperature_2m': 20.3, 'relative_humidity_2m': 72, 'windspeed_10m': 6.5, 'apparent_temperature': 21.0}"
2080,"{'temperature_2m': 29.3, 'relative_humidity_2m': 67, 'windspeed_10m': 16.5, 'apparent_temperature': 32.4}"
2081,"{'temperature_2m': 27.7, 'relative_humidity_2m': 76, 'windspeed_10m': 12.8, 'apparent_temperature': 31.4}"
2082,"{'temperature_2m': 29.9, 'relative_humidity_2m': 62, 'windspeed_10m': 16.0, 'apparent_temperature': 32.8}"
2083,"{'temperature_2m': 29.3, 'relative_humidity_2m': 67, 'windspeed_10m': 16.5, 'apparent_temperature': 32.4}"
2084,"{'temperature_2m': 29.3, 'relative_humidity_2m': 67, 'windspeed_10m': 16.5, 'apparent_temperature': 32.4}"
2085,"{'temperature_2m': 29.3, 'relative_humidity_2m': 67, 'windspeed_10m': 16.5, 'apparent_temperature': 32.4}"
2086,"{'temperature_2m': 28.5, 'relative_humidity_2m': 72, 'windspeed_10m': 15.9, 'apparent_temperature': 31.7}"
2087,"{'temperature_2m': 26.8, 'relative_humidity_2m': 66, 'windspeed_10m': 8.9, 'apparent_temperature': 29.3}"
2088,"{'temperature_2m': 26.3, 'relative_humidity_2m': 82, 'windspeed_10m': 10.0, 'apparent_temperature': 30.4}"
2089,"{'temperature_2m': 26.3, 'relative_humidity_2m': 82, 'windspeed_10m': 10.0, 'apparent_temperature': 30.4}"
2090,"{'temperature_2m': 26.8, 'relative_humidity_2m': 66, 'windspeed_10m': 8.9, 'apparent_temperature': 29.3}"
2091,"{'temperature_2m': 26.8, 'relative_humidity_2m': 66, 'windspeed_10m': 8.9, 'apparent_temperature': 29.3}"
2092,"{'temperature_2m': 21.3, 'relative_humidity_2m': 76, 'windspeed_10m': 10.6, 'apparent_temperature': 22.2}"
2093,"{'temperature_2m': 29.3, 'relative_humidity_2m': 64, 'windspeed_10m': 4.4, 'apparent_temperature': 34.8}"
2094,"{'temperature_2m': 27.7, 'relative_humidity_2m': 76, 'windspeed_10m': 12.8, 'apparent_temperature': 31.4}"
2095,"{'temperature_2m': 29.9, 'relative_humidity_2m': 62, 'windspeed_10m': 16.0, 'apparent_temperature': 32.8}"
2096,"{'temperature_2m': 29.3, 'relative_humidity_2m': 64, 'windspeed_10m': 4.4, 'apparent_temperature': 34.8}"
2097,"{'temperature_2m': 29.3, 'relative_humidity_2m': 64, 'windspeed_10m': 4.4, 'apparent_temperature': 34.8}"
