,0
11000,"{'temperature_2m': 21.0, 'relative_humidity_2m': 82, 'windspeed_10m': 15.4, 'apparent_temperature': 21.6}"
11001,"{'temperature_2m': 25.5, 'relative_humidity_2m': 55, 'windspeed_10m': 20.7, 'apparent_temperature': 25.3}"
11002,"{'temperature_2m': 25.8, 'relative_humidity_2m': 56, 'windspeed_10m': 21.1, 'apparent_temperature': 26.2}"
11003,"{'temperature_2m': 25.6, 'relative_humidity_2m': 58, 'windspeed_10m': 19.7, 'apparent_temperature': 26.5}"
11004,"{'temperature_2m': 21.4, 'relative_humidity_2m': 76, 'windspeed_10m': 17.3, 'apparent_temperature': 21.3}"
11005,"{'temperature_2m': 18.1, 'relative_humidity_2m': 41, 'windspeed_10m': 9.4, 'apparent_temperature': 15.9}"
11006,"{'temperature_2m': 17.6, 'relative_humidity_2m': 40, 'windspeed_10m': 8.4, 'apparent_temperature': 14.9}"
11007,"{'temperature_2m': 18.1, 'relative_humidity_2m': 41, 'windspeed_10m': 9.4, 'apparent_temperature': 15.9}"
11008,"{'temperature_2m': 16.1, 'relative_humidity_2m': 50, 'windspeed_10m': 9.0, 'apparent_temperature': 14.3}"
11009,"{'temperature_2m': 9.7, 'relative_humidity_2m': 76, 'windspeed_10m': 6.5, 'apparent_temperature': 7.7}"
11010,"{'temperature_2m': 21.4, 'relative_humidity_2m': 76, 'windspeed_10m': 17.3, 'apparent_temperature': 21.3}"
11011,"{'temperature_2m': 17.6, 'relative_humidity_2m': 40, 'windspeed_10m': 8.4, 'apparent_temperature': 14.9}"
11012,"{'temperature_2m': 17.8, 'relative_humidity_2m': 46, 'windspeed_10m': 5.9, 'apparent_temperature': 15.9}"
11013,"{'temperature_2m': 12.7, 'relative_humidity_2m': 71, 'windspeed_10m': 6.3, 'apparent_temperature': 11.1}"
11014,"{'temperature_2m': 27.2, 'relative_humidity_2m': 44, 'windspeed_10m': 16.2, 'apparent_temperature': 26.8}"
11015,"{'temperature_2m': 27.3, 'relative_humidity_2m': 50, 'windspeed_10m': 17.0, 'apparent_temperature': 28.1}"
11016,"{'temperature_2m': 17.9, 'relative_humidity_2m': 47, 'windspeed_10m': 2.9, 'apparent_temperature': 16.5}"
11017,"{'temperature_2m': 21.2, 'relative_humidity_2m': 79, 'windspeed_10m': 6.9, 'apparent_temperature': 22.8}"
11018,"{'temperature_2m': 15.1, 'relative_humidity_2m': 69, 'windspeed_10m': 6.2, 'apparent_temperature': 14.0}"
11019,"{'temperature_2m': 21.9, 'relative_humidity_2m': 72, 'windspeed_10m': 11.3, 'apparent_temperature': 22.6}"
11020,"{'temperature_2m': 22.5, 'relative_humidity_2m': 76, 'windspeed_10m': 7.2, 'apparent_temperature': 24.3}"
11021,"{'temperature_2m': 21.5, 'relative_humidity_2m': 86, 'windspeed_10m': 5.7, 'apparent_temperature': 24.1}"
11022,"{'temperature_2m': 15.5, 'relative_humidity_2m': 68, 'windspeed_10m': 7.0, 'apparent_temperature': 14.4}"
11023,"{'temperature_2m': 13.8, 'relative_humidity_2m': 86, 'windspeed_10m': 9.8, 'apparent_temperature': 12.9}"
11024,"{'temperature_2m': 27.5, 'relative_humidity_2m': 51, 'windspeed_10m': 20.5, 'apparent_temperature': 27.4}"
11025,"{'temperature_2m': 25.7, 'relative_humidity_2m': 60, 'windspeed_10m': 18.6, 'apparent_temperature': 25.6}"
11026,"{'temperature_2m': 14.1, 'relative_humidity_2m': 69, 'windspeed_10m': 9.6, 'apparent_temperature': 12.3}"
11027,"{'temperature_2m': 28.7, 'relative_humidity_2m': 53, 'windspeed_10m': 19.2, 'apparent_temperature': 28.9}"
11028,"{'temperature_2m': 23.6, 'relative_humidity_2m': 75, 'windspeed_10m': 17.8, 'apparent_temperature': 24.3}"
11029,"{'temperature_2m': 25.7, 'relative_humidity_2m': 71, 'windspeed_10m': 14.3, 'apparent_temperature': 27.5}"
11030,"{'temperature_2m': 16.9, 'relative_humidity_2m': 81, 'windspeed_10m': 4.1, 'apparent_temperature': 17.5}"
11031,"{'temperature_2m': 17.3, 'relative_humidity_2m': 82, 'windspeed_10m': 7.0, 'apparent_temperature': 17.6}"
11032,"{'temperature_2m': 24.4, 'relative_humidity_2m': 39, 'windspeed_10m': 7.9, 'apparent_temperature': 23.1}"
11033,"{'temperature_2m': 23.8, 'relative_humidity_2m': 46, 'windspeed_10m': 8.1, 'apparent_temperature': 23.1}"
11034,"{'temperature_2m': 19.7, 'relative_humidity_2m': 64, 'windspeed_10m': 14.4, 'apparent_temperature': 18.5}"
11035,"{'temperature_2m': 23.2, 'relative_humidity_2m': 46, 'windspeed_10m': 6.9, 'apparent_temperature': 23.4}"
11036,"{'temperature_2m': 23.8, 'relative_humidity_2m': 43, 'windspeed_10m': 8.0, 'apparent_temperature': 23.6}"
11037,"{'temperature_2m': 24.2, 'relative_humidity_2m': 74, 'windspeed_10m': 7.1, 'apparent_temperature': 26.7}"
11038,"{'temperature_2m': 25.4, 'relative_humidity_2m': 72, 'windspeed_10m': 13.1, 'apparent_temperature': 27.3}"
11039,"{'temperature_2m': 27.1, 'relative_humidity_2m': 57, 'windspeed_10m': 15.6, 'apparent_temperature': 27.6}"
11040,"{'temperature_2m': 28.6, 'relative_humidity_2m': 45, 'windspeed_10m': 17.5, 'apparent_temperature': 27.9}"
11041,"{'temperature_2m': 29.7, 'relative_humidity_2m': 37, 'windspeed_10m': 18.7, 'apparent_temperature': 28.7}"
11042,"{'temperature_2m': 29.7, 'relative_humidity_2m': 37, 'windspeed_10m': 18.7, 'apparent_temperature': 28.7}"
11043,"{'temperature_2m': 30.9, 'relative_humidity_2m': 42, 'windspeed_10m': 17.5, 'apparent_temperature': 31.9}"
11044,"{'temperature_2m': 13.9, 'relative_humidity_2m': 86, 'windspeed_10m': 6.5, 'apparent_temperature': 13.5}"
11045,"{'temperature_2m': 30.9, 'relative_humidity_2m': 42, 'windspeed_10m': 17.5, 'apparent_temperature': 31.9}"
11046,"{'temperature_2m': 21.3, 'relative_humidity_2m': 58, 'windspeed_10m': 2.6, 'apparent_temperature': 21.8}"
11047,"{'temperature_2m': 18.4, 'relative_humidity_2m': 67, 'windspeed_10m': 5.3, 'apparent_temperature': 18.3}"
11048,"{'temperature_2m': 24.0, 'relative_humidity_2m': 48, 'windspeed_10m': 4.6, 'apparent_temperature': 25.5}"
11049,"{'temperature_2m': 24.0, 'relative_humidity_2m': 48, 'windspeed_10m': 4.6, 'apparent_temperature': 25.5}"
11050,"{'temperature_2m': 25.2, 'relative_humidity_2m': 42, 'windspeed_10m': 2.5, 'apparent_temperature': 25.8}"
11051,"{'temperature_2m': 24.0, 'relative_humidity_2m': 48, 'windspeed_10m': 4.6, 'apparent_temperature': 25.5}"
11052,"{'temperature_2m': 21.3, 'relative_humidity_2m': 72, 'windspeed_10m': 7.8, 'apparent_temperature': 22.2}"
11053,"{'temperature_2m': 17.4, 'relative_humidity_2m': 87, 'windspeed_10m': 8.6, 'apparent_temperature': 17.9}"
11054,"{'temperature_2m': 21.2, 'relative_humidity_2m': 65, 'windspeed_10m': 7.7, 'apparent_temperature': 21.5}"
11055,"{'temperature_2m': 22.8, 'relative_humidity_2m': 51, 'windspeed_10m': 4.9, 'apparent_temperature': 22.8}"
11056,"{'temperature_2m': 25.2, 'relative_humidity_2m': 42, 'windspeed_10m': 2.5, 'apparent_temperature': 25.8}"
11057,"{'temperature_2m': 16.9, 'relative_humidity_2m': 54, 'windspeed_10m': 3.3, 'apparent_temperature': 15.8}"
11058,"{'temperature_2m': 28.6, 'relative_humidity_2m': 56, 'windspeed_10m': 15.1, 'apparent_temperature': 30.4}"
