,0
9000,"{'temperature_2m': 28.8, 'relative_humidity_2m': 33, 'windspeed_10m': 10.5, 'apparent_temperature': 30.3}"
9001,"{'temperature_2m': 28.8, 'relative_humidity_2m': 33, 'windspeed_10m': 10.5, 'apparent_temperature': 30.3}"
9002,"{'temperature_2m': 26.3, 'relative_humidity_2m': 35, 'windspeed_10m': 8.1, 'apparent_temperature': 27.8}"
9003,"{'temperature_2m': 26.3, 'relative_humidity_2m': 35, 'windspeed_10m': 8.1, 'apparent_temperature': 27.8}"
9004,"{'temperature_2m': 22.2, 'relative_humidity_2m': 49, 'windspeed_10m': 3.4, 'apparent_temperature': 23.4}"
9005,"{'temperature_2m': 22.2, 'relative_humidity_2m': 49, 'windspeed_10m': 3.4, 'apparent_temperature': 23.4}"
9006,"{'temperature_2m': 22.2, 'relative_humidity_2m': 49, 'windspeed_10m': 3.4, 'apparent_temperature': 23.4}"
9007,"{'temperature_2m': 22.2, 'relative_humidity_2m': 49, 'windspeed_10m': 3.4, 'apparent_temperature': 23.4}"
9008,"{'temperature_2m': 28.8, 'relative_humidity_2m': 33, 'windspeed_10m': 10.5, 'apparent_temperature': 30.3}"
9009,"{'temperature_2m': 26.3, 'relative_humidity_2m': 35, 'windspeed_10m': 8.1, 'apparent_temperature': 27.8}"
9010,"{'temperature_2m': 31.0, 'relative_humidity_2m': 35, 'windspeed_10m': 14.2, 'apparent_temperature': 32.6}"
9011,"{'temperature_2m': 22.0, 'relative_humidity_2m': 53, 'windspeed_10m': 7.4, 'apparent_temperature': 21.5}"
9012,"{'temperature_2m': 28.9, 'relative_humidity_2m': 42, 'windspeed_10m': 22.4, 'apparent_temperature': 27.4}"
9013,"{'temperature_2m': 24.2, 'relative_humidity_2m': 46, 'windspeed_10m': 10.3, 'apparent_temperature': 23.2}"
9014,"{'temperature_2m': 30.5, 'relative_humidity_2m': 36, 'windspeed_10m': 18.1, 'apparent_temperature': 30.8}"
9015,"{'temperature_2m': 29.6, 'relative_humidity_2m': 36, 'windspeed_10m': 8.3, 'apparent_temperature': 32.0}"
9016,"{'temperature_2m': 29.5, 'relative_humidity_2m': 42, 'windspeed_10m': 21.1, 'apparent_temperature': 29.1}"
9017,"{'temperature_2m': 30.5, 'relative_humidity_2m': 36, 'windspeed_10m': 10.2, 'apparent_temperature': 33.0}"
9018,"{'temperature_2m': 30.3, 'relative_humidity_2m': 39, 'windspeed_10m': 23.4, 'apparent_temperature': 28.5}"
9019,"{'temperature_2m': 29.1, 'relative_humidity_2m': 44, 'windspeed_10m': 22.4, 'apparent_temperature': 27.8}"
