ATP,tourney_location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,LBW,LBL,EXW,EXL,tournament_id,loser_id,winner_id,match_id
1,Brisbane,Brisbane International,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,De Minaur A.,Popyrin A.,31.0,147.0,1298.0,367.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.21,4.98,1.24,5.0,1.2,4.55,,,,,Brisbane_ATP250_2019,200615,200282,Brisbane_ATP250_2019_200282_200615
1,Brisbane,Brisbane International,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,Bolt A.,72.0,154.0,715.0,352.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.37,3.35,1.38,3.4,1.36,3.14,,,,,Brisbane_ATP250_2019,106109,111442,Brisbane_ATP250_2019_111442_106109
1,Brisbane,Brisbane International,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Dimitrov G.,Millman J.,19.0,38.0,1835.0,1083.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.47,2.9,1.49,3.0,1.43,2.82,,,,,Brisbane_ATP250_2019,105357,105777,Brisbane_ATP250_2019_105777_105357
1,Brisbane,Brisbane International,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Uchiyama Y.,Edmund K.,185.0,14.0,275.0,2150.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.22,4.87,1.22,5.0,1.26,4.26,1.22,,,,,Brisbane_ATP250_2019,106378,106034,Brisbane_ATP250_2019_106034_106378
1,Brisbane,Brisbane International,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Nishikori K.,Kudla D.,9.0,63.0,3590.0,810.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.19,5.42,1.19,5.65,1.16,5.17,,,,,Brisbane_ATP250_2019,106045,105453,Brisbane_ATP250_2019_105453_106045
1,Brisbane,Brisbane International,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Raonic M.,Kecmanovic M.,18.0,131.0,1855.0,433.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.22,4.86,1.25,6.07,1.21,4.48,,,,,Brisbane_ATP250_2019,200175,105683,Brisbane_ATP250_2019_105683_200175
1,Brisbane,Brisbane International,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Chardy J.,Kyrgios N.,40.0,35.0,1050.0,1125.0,6.0,7.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,3.0,1.36,3.24,1.4,3.32,1.42,3.11,1.37,,,,,Brisbane_ATP250_2019,106401,104871,Brisbane_ATP250_2019_104871_106401
1,Brisbane,Brisbane International,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Medvedev D.,Murray A.,16.0,240.0,1977.0,200.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.9,2.0,1.99,2.0,1.88,1.93,,,,,Brisbane_ATP250_2019,104918,106421,Brisbane_ATP250_2019_106421_104918
1,Brisbane,Brisbane International,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,De Minaur A.,Thompson J.,31.0,72.0,1298.0,715.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.39,3.28,1.44,3.28,1.38,3.06,,,,,Brisbane_ATP250_2019,111442,200282,Brisbane_ATP250_2019_200282_111442
1,Brisbane,Brisbane International,2019-01-03,ATP250,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Daniel T.,239.0,77.0,200.0,691.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.27,4.23,1.35,4.23,1.27,3.84,,,,,Brisbane_ATP250_2019,106121,104542,Brisbane_ATP250_2019_104542_106121
1,Brisbane,Brisbane International,2019-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Chardy J.,Uchiyama Y.,40.0,185.0,1050.0,275.0,6.0,4.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.61,2.3,1.64,2.45,1.67,2.55,1.61,2.34,,,,,Brisbane_ATP250_2019,106034,104871,Brisbane_ATP250_2019_104871_106034
1,Brisbane,Brisbane International,2019-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Nishikori K.,Dimitrov G.,9.0,19.0,3590.0,1835.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.68,2.36,1.73,2.38,1.65,2.26,,,,,Brisbane_ATP250_2019,105777,105453,Brisbane_ATP250_2019_105453_105777
1,Brisbane,Brisbane International,2019-01-04,ATP250,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Raonic M.,16.0,18.0,1977.0,1855.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.8,2.16,1.8,2.16,1.91,2.04,1.79,,,,,Brisbane_ATP250_2019,105683,106421,Brisbane_ATP250_2019_106421_105683
1,Brisbane,Brisbane International,2019-01-04,ATP250,Outdoor,Hard,Quarterfinals,3,Tsonga J.W.,De Minaur A.,239.0,31.0,200.0,1298.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.5,1.61,2.56,1.63,2.42,1.57,,,,,Brisbane_ATP250_2019,200282,104542,Brisbane_ATP250_2019_104542_200282
1,Brisbane,Brisbane International,2019-01-05,ATP250,Outdoor,Hard,Semifinals,3,Nishikori K.,Chardy J.,9.0,40.0,3590.0,1050.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.2,5.3,1.2,5.8,1.17,5.11,,,,,Brisbane_ATP250_2019,104871,105453,Brisbane_ATP250_2019_105453_104871
1,Brisbane,Brisbane International,2019-01-05,ATP250,Outdoor,Hard,Semifinals,3,Medvedev D.,Tsonga J.W.,16.0,239.0,1977.0,200.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.71,2.3,1.79,2.46,1.67,2.23,,,,,Brisbane_ATP250_2019,104542,106421,Brisbane_ATP250_2019_106421_104542
1,Brisbane,Brisbane International,2019-01-06,ATP250,Outdoor,Hard,The Final,3,Nishikori K.,Medvedev D.,9.0,16.0,3590.0,1977.0,6.0,4.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.57,2.37,1.66,2.4,1.67,2.54,1.6,2.36,,,,,Brisbane_ATP250_2019,106421,105453,Brisbane_ATP250_2019_105453_106421
2,Doha,Qatar Exxon Mobil Open,2018-12-31,ATP250,Outdoor,Hard,1st Round,3,Bautista Agut R.,Berrettini M.,24.0,54.0,1605.0,932.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.34,3.5,1.53,3.6,1.35,3.23,,,,,Doha_ATP250_2019,126610,105138,Doha_ATP250_2019_105138_126610
2,Doha,Qatar Exxon Mobil Open,2018-12-31,ATP250,Outdoor,Hard,1st Round,3,Jarry N.,Haase R.,43.0,50.0,1022.0,965.0,6.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,2.1,1.66,2.07,1.83,2.17,1.87,2.05,1.77,,,,,Doha_ATP250_2019,104898,111797,Doha_ATP250_2019_111797_104898
2,Doha,Qatar Exxon Mobil Open,2018-12-31,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,Lorenzi P.,28.0,109.0,1410.0,525.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.23,4.62,1.3,4.7,1.24,4.07,,,,,Doha_ATP250_2019,103893,104269,Doha_ATP250_2019_104269_103893
2,Doha,Qatar Exxon Mobil Open,2018-12-31,ATP250,Outdoor,Hard,1st Round,3,Berdych T.,Kohlschreiber P.,71.0,34.0,715.0,1125.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.86,1.47,2.86,2.02,2.44,1.59,,,,,Doha_ATP250_2019,104259,104607,Doha_ATP250_2019_104607_104259
2,Doha,Qatar Exxon Mobil Open,2018-12-31,ATP250,Outdoor,Hard,1st Round,3,Basilashvili N.,Ramos-Vinolas A.,21.0,65.0,1795.0,790.0,6.0,1.0,1.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.4,2.75,1.49,2.81,1.5,3.03,1.45,2.75,,,,,Doha_ATP250_2019,105077,105932,Doha_ATP250_2019_105932_105077
2,Doha,Qatar Exxon Mobil Open,2018-12-31,ATP250,Outdoor,Hard,1st Round,3,Rublev A.,Seppi A.,68.0,37.0,760.0,1106.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.48,2.83,1.57,2.83,1.5,2.59,,,,,Doha_ATP250_2019,104312,126094,Doha_ATP250_2019_126094_104312
2,Doha,Qatar Exxon Mobil Open,2018-12-31,ATP250,Outdoor,Hard,1st Round,3,Marterer M.,Gojowczyk P.,74.0,59.0,706.0,855.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.9,1.8,2.2,1.74,2.23,1.82,2.09,1.74,,,,,Doha_ATP250_2019,105376,109739,Doha_ATP250_2019_109739_105376
2,Doha,Qatar Exxon Mobil Open,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Berankis R.,Goffin D.,116.0,22.0,507.0,1785.0,3.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,3.4,1.3,3.3,1.38,3.6,1.38,3.32,1.33,,,,,Doha_ATP250_2019,105676,105575,Doha_ATP250_2019_105575_105676
2,Doha,Qatar Exxon Mobil Open,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Pella G.,Ilkel C.,58.0,249.0,860.0,183.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.23,4.68,1.24,4.8,1.2,4.49,,,,,Doha_ATP250_2019,117356,105550,Doha_ATP250_2019_105550_117356
2,Doha,Qatar Exxon Mobil Open,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Cecchinato M.,Stakhovsky S.,20.0,134.0,1819.0,424.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.33,1.67,2.35,1.78,2.18,1.68,,,,,Doha_ATP250_2019,104660,106065,Doha_ATP250_2019_106065_104660
2,Doha,Qatar Exxon Mobil Open,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Lajovic D.,Mannarino A.,48.0,42.0,985.0,1045.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.78,2.15,1.8,2.2,1.72,2.11,,,,,Doha_ATP250_2019,105173,105583,Doha_ATP250_2019_105583_105173
2,Doha,Qatar Exxon Mobil Open,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Zayid M.S.,105.0,,543.0,,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.01,26.0,1.02,18.93,1.04,29.21,1.02,17.2,,,,,Doha_ATP250_2019,122570,104198,Doha_ATP250_2019_104198_122570
2,Doha,Qatar Exxon Mobil Open,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Wawrinka S.,Khachanov K.,66.0,11.0,785.0,2835.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.4,3.09,1.42,3.41,1.47,2.89,1.41,,,,,Doha_ATP250_2019,111575,104527,Doha_ATP250_2019_104527_111575
2,Doha,Qatar Exxon Mobil Open,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Fucsovics M.,Copil M.,36.0,60.0,1122.0,823.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.69,2.28,1.71,2.35,1.64,2.26,,,,,Doha_ATP250_2019,105657,105916,Doha_ATP250_2019_105916_105657
2,Doha,Qatar Exxon Mobil Open,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Djokovic N.,Dzumhur D.,1.0,47.0,9045.0,985.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.05,11.0,1.03,17.38,1.05,18.75,1.03,12.85,,,,,Doha_ATP250_2019,106000,104925,Doha_ATP250_2019_104925_106000
2,Doha,Qatar Exxon Mobil Open,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Herbert P.H.,Thiem D.,55.0,8.0,903.0,4095.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.75,1.25,4.06,1.28,4.2,1.33,3.77,1.27,,,,,Doha_ATP250_2019,106233,105732,Doha_ATP250_2019_105732_106233
2,Doha,Qatar Exxon Mobil Open,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Lajovic D.,Berankis R.,48.0,116.0,985.0,507.0,7.0,6.0,0.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.66,2.1,1.75,2.2,1.8,2.27,1.72,2.12,,,,,Doha_ATP250_2019,105575,105583,Doha_ATP250_2019_105583_105575
2,Doha,Qatar Exxon Mobil Open,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Garcia-Lopez G.,24.0,105.0,1605.0,543.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.24,4.65,1.29,4.7,1.23,4.2,,,,,Doha_ATP250_2019,104198,105138,Doha_ATP250_2019_105138_104198
2,Doha,Qatar Exxon Mobil Open,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Wawrinka S.,Jarry N.,66.0,43.0,785.0,1022.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.38,3.32,1.41,3.44,1.37,3.1,,,,,Doha_ATP250_2019,111797,104527,Doha_ATP250_2019_104527_111797
2,Doha,Qatar Exxon Mobil Open,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Fucsovics M.,1.0,36.0,9045.0,1122.0,4.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,1.04,13.0,1.04,17.09,1.06,17.5,1.03,12.51,,,,,Doha_ATP250_2019,105916,104925,Doha_ATP250_2019_104925_105916
2,Doha,Qatar Exxon Mobil Open,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Cecchinato M.,Pella G.,20.0,58.0,1819.0,860.0,,,,,,,,,,,,,Walkover,2.0,1.72,2.07,1.85,2.12,1.87,2.03,1.78,,,,,Doha_ATP250_2019,105550,106065,Doha_ATP250_2019_106065_105550
2,Doha,Qatar Exxon Mobil Open,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Herbert P.H.,Marterer M.,55.0,74.0,903.0,706.0,6.0,3.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.0,1.71,2.27,1.78,2.28,1.69,2.17,,,,,Doha_ATP250_2019,109739,105732,Doha_ATP250_2019_105732_109739
2,Doha,Qatar Exxon Mobil Open,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Basilashvili N.,Rublev A.,21.0,68.0,1795.0,760.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.09,1.83,2.1,2.0,2.0,1.81,,,,,Doha_ATP250_2019,126094,105932,Doha_ATP250_2019_105932_126094
2,Doha,Qatar Exxon Mobil Open,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Berdych T.,Verdasco F.,71.0,28.0,715.0,1410.0,4.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.66,2.1,1.74,2.23,1.83,2.32,1.71,2.14,,,,,Doha_ATP250_2019,104269,104607,Doha_ATP250_2019_104607_104269
2,Doha,Qatar Exxon Mobil Open,2019-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,Wawrinka S.,24.0,66.0,1605.0,785.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.12,1.83,2.21,1.88,2.1,1.75,,,,,Doha_ATP250_2019,104527,105138,Doha_ATP250_2019_105138_104527
2,Doha,Qatar Exxon Mobil Open,2019-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Basilashvili N.,1.0,21.0,9045.0,1795.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.06,10.0,1.09,9.69,1.1,10.45,1.07,8.78,,,,,Doha_ATP250_2019,105932,104925,Doha_ATP250_2019_104925_105932
2,Doha,Qatar Exxon Mobil Open,2019-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Berdych T.,Herbert P.H.,71.0,55.0,715.0,903.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.49,2.87,1.53,2.87,1.49,2.67,,,,,Doha_ATP250_2019,105732,104607,Doha_ATP250_2019_104607_105732
2,Doha,Qatar Exxon Mobil Open,2019-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Cecchinato M.,Lajovic D.,20.0,48.0,1819.0,985.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.63,1.56,2.7,1.61,2.53,1.53,,,,,Doha_ATP250_2019,105583,106065,Doha_ATP250_2019_106065_105583
2,Doha,Qatar Exxon Mobil Open,2019-01-04,ATP250,Outdoor,Hard,Semifinals,3,Bautista Agut R.,Djokovic N.,24.0,1.0,1605.0,9045.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,5.0,1.16,5.22,1.21,5.4,1.21,4.95,1.18,,,,,Doha_ATP250_2019,104925,105138,Doha_ATP250_2019_105138_104925
2,Doha,Qatar Exxon Mobil Open,2019-01-04,ATP250,Outdoor,Hard,Semifinals,3,Berdych T.,Cecchinato M.,71.0,20.0,715.0,1819.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.5,2.83,1.56,3.03,1.45,2.78,,,,,Doha_ATP250_2019,106065,104607,Doha_ATP250_2019_104607_106065
2,Doha,Qatar Exxon Mobil Open,2019-01-05,ATP250,Outdoor,Hard,The Final,3,Bautista Agut R.,Berdych T.,24.0,71.0,1605.0,715.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.37,1.6,2.55,1.65,2.55,1.6,2.37,,,,,Doha_ATP250_2019,104607,105138,Doha_ATP250_2019_105138_104607
3,Pune,Maharashtra Open,2018-12-31,ATP250,Outdoor,Hard,1st Round,3,Darcis S.,Carballes Baena R.,,73.0,,714.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.44,1.61,2.47,1.65,2.35,1.59,,,,,Pune_ATP250_2019,106148,104327,Pune_ATP250_2019_104327_106148
3,Pune,Maharashtra Open,2018-12-31,ATP250,Outdoor,Hard,1st Round,3,Munar J.,Albot R.,81.0,98.0,663.0,592.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.72,1.94,1.94,2.08,1.95,1.94,1.86,,,,,Pune_ATP250_2019,105430,144719,Pune_ATP250_2019_144719_105430
3,Pune,Maharashtra Open,2018-12-31,ATP250,Outdoor,Hard,1st Round,3,Donskoy E.,Andujar P.,97.0,82.0,594.0,658.0,6.0,3.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.5,2.5,1.54,2.62,1.57,2.65,1.51,2.53,,,,,Pune_ATP250_2019,104665,105539,Pune_ATP250_2019_105539_104665
3,Pune,Maharashtra Open,2018-12-31,ATP250,Outdoor,Hard,1st Round,3,Mmoh M.,Gunneswaran P.,103.0,110.0,563.0,521.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.81,2.1,1.83,2.17,1.74,2.09,,,,,Pune_ATP250_2019,105432,111581,Pune_ATP250_2019_111581_105432
3,Pune,Maharashtra Open,2018-12-31,ATP250,Outdoor,Hard,1st Round,3,Gulbis E.,Sousa P.,95.0,104.0,612.0,550.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.33,3.25,1.36,3.39,1.4,3.5,1.35,3.19,,,,,Pune_ATP250_2019,105155,105208,Pune_ATP250_2019_105208_105155
3,Pune,Maharashtra Open,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Karlovic I.,Auger-Aliassime F.,100.0,108.0,589.0,527.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.2,1.74,2.3,1.78,2.16,1.7,,,,,Pune_ATP250_2019,200000,103333,Pune_ATP250_2019_103333_200000
3,Pune,Maharashtra Open,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Bolelli S.,Istomin D.,141.0,92.0,384.0,622.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.19,1.75,2.2,1.8,2.11,1.72,,,,,Pune_ATP250_2019,104797,104620,Pune_ATP250_2019_104620_104797
3,Pune,Maharashtra Open,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Ivashka I.,Hurkacz H.,91.0,86.0,622.0,636.0,6.0,7.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,2.25,1.57,2.29,1.69,2.37,1.71,2.24,1.65,,,,,Pune_ATP250_2019,128034,125802,Pune_ATP250_2019_125802_128034
3,Pune,Maharashtra Open,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Vesely J.,Hoang A.,89.0,149.0,629.0,359.0,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.83,1.83,1.93,1.95,2.0,1.96,1.88,1.92,,,,,Pune_ATP250_2019,126156,106210,Pune_ATP250_2019_106210_126156
3,Pune,Maharashtra Open,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Monteiro T.,52.0,120.0,935.0,475.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,1.35,3.23,1.34,3.07,,,,,Pune_ATP250_2019,106329,105332,Pune_ATP250_2019_105332_106329
3,Pune,Maharashtra Open,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Ramanathan R.,Granollers M.,132.0,96.0,433.0,598.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.25,1.57,2.33,1.67,2.4,1.67,2.3,1.61,,,,,Pune_ATP250_2019,104719,106368,Pune_ATP250_2019_106368_104719
3,Pune,Maharashtra Open,2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Kadhe A.,93.0,392.0,621.0,37.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.26,4.31,1.3,4.4,1.25,3.96,,,,,Pune_ATP250_2019,111459,111513,Pune_ATP250_2019_111513_111459
3,Pune,Maharashtra Open,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Karlovic I.,Donskoy E.,100.0,97.0,589.0,594.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.74,2.23,1.74,2.33,1.66,2.22,,,,,Pune_ATP250_2019,105539,103333,Pune_ATP250_2019_103333_105539
3,Pune,Maharashtra Open,2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Gulbis E.,Chung H.,95.0,25.0,612.0,1585.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.0,1.36,3.5,1.35,3.5,1.38,3.25,1.34,,,,,Pune_ATP250_2019,111202,105208,Pune_ATP250_2019_105208_111202
