ATP,tourney_location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,LBW,LBL,EXW,EXL,tournament_id,loser_id,winner_id,match_id
6,Melbourne,Australian Open,2019-01-20,Grand Slam,Outdoor,Hard,4th Round,5,Bautista Agut R.,Cilic M.,24.0,7.0,1605.0,4160.0,6.0,7.0,6.0,3.0,6.0,2.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,2.1,1.72,2.22,1.76,2.25,1.77,2.15,1.72,,,,,Melbourne_Grand Slam_2019,105227,105138,Melbourne_Grand Slam_2019_105138_105227
6,Melbourne,Australian Open,2019-01-20,Grand Slam,Outdoor,Hard,4th Round,5,Tsitsipas S.,Federer R.,15.0,3.0,2095.0,6420.0,6.0,7.0,7.0,6.0,7.0,5.0,7.0,6.0,,,3.0,1.0,Completed,5.5,1.14,5.67,1.19,6.0,1.19,5.42,1.16,,,,,Melbourne_Grand Slam_2019,103819,126774,Melbourne_Grand Slam_2019_126774_103819
6,Melbourne,Australian Open,2019-01-21,Grand Slam,Outdoor,Hard,4th Round,5,Raonic M.,Zverev A.,17.0,4.0,1900.0,6385.0,6.0,1.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,Completed,2.2,1.66,2.19,1.78,2.4,1.8,2.13,1.74,,,,,Melbourne_Grand Slam_2019,100644,105683,Melbourne_Grand Slam_2019_105683_100644
6,Melbourne,Australian Open,2019-01-21,Grand Slam,Outdoor,Hard,4th Round,5,Pouille L.,Coric B.,31.0,12.0,1245.0,2435.0,6.0,7.0,6.0,4.0,7.0,5.0,7.0,6.0,,,3.0,1.0,Completed,4.0,1.25,4.05,1.29,4.33,1.35,3.83,1.27,,,,,Melbourne_Grand Slam_2019,106432,106298,Melbourne_Grand Slam_2019_106298_106432
6,Melbourne,Australian Open,2019-01-21,Grand Slam,Outdoor,Hard,4th Round,5,Nishikori K.,Carreno Busta P.,9.0,23.0,3750.0,1705.0,6.0,7.0,4.0,6.0,7.0,6.0,6.0,4.0,7.0,6.0,3.0,2.0,Completed,1.2,4.5,1.22,5.01,1.23,5.05,1.21,4.62,,,,,Melbourne_Grand Slam_2019,105807,105453,Melbourne_Grand Slam_2019_105453_105807
6,Melbourne,Australian Open,2019-01-21,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Medvedev D.,1.0,19.0,9135.0,1865.0,6.0,4.0,6.0,7.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.11,6.5,1.15,6.79,1.15,7.0,1.13,6.4,,,,,Melbourne_Grand Slam_2019,106421,104925,Melbourne_Grand Slam_2019_104925_106421
6,Melbourne,Australian Open,2019-01-22,Grand Slam,Outdoor,Hard,Quarterfinals,5,Tsitsipas S.,Bautista Agut R.,15.0,24.0,2095.0,1605.0,7.0,5.0,4.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,2.0,1.8,2.06,1.87,2.1,2.0,1.98,1.86,,,,,Melbourne_Grand Slam_2019,105138,126774,Melbourne_Grand Slam_2019_126774_105138
6,Melbourne,Australian Open,2019-01-22,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Tiafoe F.,2.0,39.0,7480.0,1080.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.04,13.0,1.06,12.68,1.06,15.0,1.05,11.47,,,,,Melbourne_Grand Slam_2019,126207,104745,Melbourne_Grand Slam_2019_104745_126207
6,Melbourne,Australian Open,2019-01-23,Grand Slam,Outdoor,Hard,Quarterfinals,5,Pouille L.,Raonic M.,31.0,17.0,1245.0,1900.0,7.0,6.0,6.0,3.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,5.5,1.14,6.46,1.16,6.46,1.2,5.54,1.16,,,,,Melbourne_Grand Slam_2019,105683,106298,Melbourne_Grand Slam_2019_106298_105683
6,Melbourne,Australian Open,2019-01-23,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Nishikori K.,1.0,9.0,9135.0,3750.0,6.0,1.0,4.0,1.0,,,,,,,1.0,0.0,Retired,1.08,8.0,1.12,7.75,1.12,9.0,1.1,7.62,,,,,Melbourne_Grand Slam_2019,105453,104925,Melbourne_Grand Slam_2019_104925_105453
6,Melbourne,Australian Open,2019-01-24,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,Tsitsipas S.,2.0,15.0,7480.0,2095.0,6.0,2.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,1.16,5.0,1.21,5.14,1.22,5.8,1.18,5.19,,,,,Melbourne_Grand Slam_2019,126774,104745,Melbourne_Grand Slam_2019_104745_126774
6,Melbourne,Australian Open,2019-01-25,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Pouille L.,1.0,31.0,9135.0,1245.0,6.0,0.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.05,11.0,1.07,11.6,1.1,13.05,1.06,10.45,,,,,Melbourne_Grand Slam_2019,106298,104925,Melbourne_Grand Slam_2019_104925_106298
6,Melbourne,Australian Open,2019-01-27,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Nadal R.,1.0,2.0,9135.0,7480.0,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.74,2.15,1.77,2.2,1.84,2.3,1.75,2.15,,,,,Melbourne_Grand Slam_2019,104745,104925,Melbourne_Grand Slam_2019_104925_104745
7,Cordoba,Cordoba Open,2019-02-04,ATP250,Outdoor,Clay,1st Round,3,Sonego L.,Andujar P.,113.0,82.0,495.0,668.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.16,1.76,2.41,1.77,2.13,1.7,,,,,Cordoba_ATP250_2019,104665,132283,Cordoba_ATP250_2019_132283_104665
7,Cordoba,Cordoba Open,2019-02-04,ATP250,Outdoor,Clay,1st Round,3,Bedene A.,Marterer M.,65.0,76.0,760.0,699.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.9,1.8,1.98,1.9,2.15,1.95,1.95,1.84,,,,,Cordoba_ATP250_2019,109739,105379,Cordoba_ATP250_2019_105379_109739
7,Cordoba,Cordoba Open,2019-02-04,ATP250,Outdoor,Clay,1st Round,3,Cachin P.,Norrie C.,280.0,64.0,152.0,762.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.45,1.61,2.55,1.62,2.41,1.56,,,,,Cordoba_ATP250_2019,111815,106398,Cordoba_ATP250_2019_106398_111815
7,Cordoba,Cordoba Open,2019-02-04,ATP250,Outdoor,Clay,1st Round,3,Pella G.,Lorenzi P.,59.0,114.0,790.0,493.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.27,4.19,1.3,4.27,1.27,3.74,,,,,Cordoba_ATP250_2019,103893,105550,Cordoba_ATP250_2019_105550_103893
7,Cordoba,Cordoba Open,2019-02-05,ATP250,Outdoor,Clay,1st Round,3,Jaziri M.,Berlocq C.,43.0,135.0,1007.0,411.0,6.0,3.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.0,1.36,3.08,1.42,3.08,1.48,2.9,1.4,,,,,Cordoba_ATP250_2019,104122,104291,Cordoba_ATP250_2019_104291_104122
7,Cordoba,Cordoba Open,2019-02-05,ATP250,Outdoor,Clay,1st Round,3,Giannessi A.,Seyboth Wild T.,168.0,451.0,324.0,19.0,6.0,7.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed,1.44,2.62,1.51,2.72,1.61,2.8,1.49,2.61,,,,,Cordoba_ATP250_2019,205734,105561,Cordoba_ATP250_2019_105561_205734
7,Cordoba,Cordoba Open,2019-02-05,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Martin A.,74.0,181.0,709.0,284.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.52,2.7,1.65,2.75,1.51,2.54,,,,,Cordoba_ATP250_2019,105413,106148,Cordoba_ATP250_2019_106148_105413
7,Cordoba,Cordoba Open,2019-02-05,ATP250,Outdoor,Clay,1st Round,3,Londero J.I.,Jarry N.,112.0,41.0,498.0,1015.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.32,1.67,2.56,1.76,2.38,1.57,,,,,Cordoba_ATP250_2019,111797,106228,Cordoba_ATP250_2019_106228_111797
7,Cordoba,Cordoba Open,2019-02-05,ATP250,Outdoor,Clay,1st Round,3,Cuevas P.,Bagnis F.,92.0,149.0,616.0,382.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.7,2.27,1.7,2.45,1.61,2.3,,,,,Cordoba_ATP250_2019,105487,104655,Cordoba_ATP250_2019_104655_105487
7,Cordoba,Cordoba Open,2019-02-05,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Andreozzi G.,81.0,70.0,668.0,711.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.59,2.5,1.6,2.6,1.55,2.44,,,,,Cordoba_ATP250_2019,105819,144719,Cordoba_ATP250_2019_144719_105819
7,Cordoba,Cordoba Open,2019-02-06,ATP250,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Dellien H.,71.0,116.0,710.0,481.0,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,1.61,2.75,1.52,2.47,,,,,Cordoba_ATP250_2019,106198,105077,Cordoba_ATP250_2019_105077_106198
7,Cordoba,Cordoba Open,2019-02-06,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,Mayer L.,77.0,49.0,696.0,920.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.83,1.83,1.88,2.01,1.91,2.05,1.85,1.94,,,,,Cordoba_ATP250_2019,104919,105643,Cordoba_ATP250_2019_105643_104919
7,Cordoba,Cordoba Open,2019-02-06,ATP250,Outdoor,Clay,2nd Round,3,Londero J.I.,Sonego L.,112.0,113.0,498.0,495.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.24,1.73,2.33,1.77,2.18,1.68,,,,,Cordoba_ATP250_2019,132283,106228,Cordoba_ATP250_2019_106228_132283
7,Cordoba,Cordoba Open,2019-02-06,ATP250,Outdoor,Clay,2nd Round,3,Cachin P.,Carreno Busta P.,280.0,23.0,152.0,1705.0,6.0,7.0,1.0,0.0,,,,,,,0.0,1.0,Retired,3.75,1.25,3.82,1.31,4.0,1.32,3.7,1.28,,,,,Cordoba_ATP250_2019,105807,106398,Cordoba_ATP250_2019_106398_105807
7,Cordoba,Cordoba Open,2019-02-07,ATP250,Outdoor,Clay,2nd Round,3,Munar J.,Cecchinato M.,81.0,19.0,668.0,1870.0,6.0,3.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,2.0,1.72,2.03,1.88,2.21,2.05,1.98,1.83,,,,,Cordoba_ATP250_2019,106065,144719,Cordoba_ATP250_2019_144719_106065
7,Cordoba,Cordoba Open,2019-02-07,ATP250,Outdoor,Clay,2nd Round,3,Delbonis F.,Carballes Baena R.,77.0,74.0,696.0,709.0,6.0,7.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.4,2.75,1.47,2.89,1.54,2.89,1.46,2.73,,,,,Cordoba_ATP250_2019,106148,105643,Cordoba_ATP250_2019_105643_106148
7,Cordoba,Cordoba Open,2019-02-07,ATP250,Outdoor,Clay,2nd Round,3,Cuevas P.,Jaziri M.,92.0,43.0,616.0,1007.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.25,4.49,1.25,4.6,1.22,4.25,,,,,Cordoba_ATP250_2019,104291,104655,Cordoba_ATP250_2019_104655_104291
7,Cordoba,Cordoba Open,2019-02-07,ATP250,Outdoor,Clay,2nd Round,3,Bedene A.,Fognini F.,65.0,15.0,760.0,2225.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.75,1.51,2.8,1.55,2.63,1.49,,,,,Cordoba_ATP250_2019,104926,105379,Cordoba_ATP250_2019_105379_104926
7,Cordoba,Cordoba Open,2019-02-07,ATP250,Outdoor,Clay,2nd Round,3,Schwartzman D.,Giannessi A.,20.0,168.0,1835.0,324.0,6.0,7.0,6.0,3.0,6.0,0.0,,,,,2.0,1.0,Completed,1.08,8.0,1.08,9.95,1.12,11.0,1.08,7.99,,,,,Cordoba_ATP250_2019,105561,106043,Cordoba_ATP250_2019_106043_105561
7,Cordoba,Cordoba Open,2019-02-08,ATP250,Outdoor,Clay,2nd Round,3,Pella G.,Ramos-Vinolas A.,59.0,71.0,790.0,710.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.37,3.41,1.41,3.41,1.38,3.04,,,,,Cordoba_ATP250_2019,105077,105550,Cordoba_ATP250_2019_105550_105077
7,Cordoba,Cordoba Open,2019-02-08,ATP250,Outdoor,Clay,Quarterfinals,3,Delbonis F.,Munar J.,77.0,81.0,696.0,668.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.72,2.27,1.76,2.3,1.69,2.17,,,,,Cordoba_ATP250_2019,144719,105643,Cordoba_ATP250_2019_105643_144719
7,Cordoba,Cordoba Open,2019-02-08,ATP250,Outdoor,Clay,Quarterfinals,3,Londero J.I.,Cachin P.,112.0,280.0,498.0,152.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.8,2.15,1.8,2.25,1.72,2.13,,,,,Cordoba_ATP250_2019,106398,106228,Cordoba_ATP250_2019_106228_106398
7,Cordoba,Cordoba Open,2019-02-08,ATP250,Outdoor,Clay,Quarterfinals,3,Pella G.,Schwartzman D.,59.0,20.0,790.0,1835.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.84,1.5,2.88,1.51,2.69,1.48,,,,,Cordoba_ATP250_2019,106043,105550,Cordoba_ATP250_2019_105550_106043
7,Cordoba,Cordoba Open,2019-02-09,ATP250,Outdoor,Clay,Quarterfinals,3,Cuevas P.,Bedene A.,92.0,65.0,616.0,760.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.85,2.08,1.85,2.25,1.72,2.09,,,,,Cordoba_ATP250_2019,105379,104655,Cordoba_ATP250_2019_104655_105379
7,Cordoba,Cordoba Open,2019-02-09,ATP250,Outdoor,Clay,Semifinals,3,Londero J.I.,Delbonis F.,112.0,77.0,498.0,696.0,6.0,1.0,6.0,0.0,,,,,,,2.0,0.0,Completed,3.2,1.36,3.14,1.43,4.0,1.43,3.52,1.31,,,,,Cordoba_ATP250_2019,105643,106228,Cordoba_ATP250_2019_106228_105643
7,Cordoba,Cordoba Open,2019-02-10,ATP250,Outdoor,Clay,Semifinals,3,Pella G.,Cuevas P.,59.0,92.0,790.0,616.0,6.0,1.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.72,2.1,1.84,2.1,1.84,2.2,1.75,2.1,,,,,Cordoba_ATP250_2019,104655,105550,Cordoba_ATP250_2019_105550_104655
7,Cordoba,Cordoba Open,2019-02-10,ATP250,Outdoor,Clay,The Final,3,Londero J.I.,Pella G.,112.0,59.0,498.0,790.0,3.0,6.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed,2.75,1.44,3.08,1.44,3.2,1.45,2.96,1.4,,,,,Cordoba_ATP250_2019,105550,106228,Cordoba_ATP250_2019_106228_105550
8,Montpellier,Open Sud de France,2019-02-04,ATP250,Indoor,Hard,1st Round,3,Granollers M.,Karlovic I.,111.0,78.0,520.0,694.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.75,1.4,2.73,1.51,3.12,1.51,2.76,1.45,,,,,Montpellier_ATP250_2019,103333,104719,Montpellier_ATP250_2019_104719_103333
8,Montpellier,Open Sud de France,2019-02-04,ATP250,Indoor,Hard,1st Round,3,Tsonga J.W.,Humbert U.,210.0,86.0,245.0,646.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.28,3.5,1.33,3.63,1.35,3.72,1.3,3.48,,,,,Montpellier_ATP250_2019,200005,104542,Montpellier_ATP250_2019_104542_200005
8,Montpellier,Open Sud de France,2019-02-04,ATP250,Indoor,Hard,1st Round,3,Chardy J.,Menendez-Maceiras A.,35.0,124.0,1155.0,451.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.36,3.0,,,1.38,3.5,1.34,3.08,,,,,Montpellier_ATP250_2019,104629,104871,Montpellier_ATP250_2019_104871_104629
8,Montpellier,Open Sud de France,2019-02-05,ATP250,Indoor,Hard,1st Round,3,Gulbis E.,Hurkacz H.,83.0,73.0,659.0,710.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.07,1.83,2.15,1.88,2.03,1.79,,,,,Montpellier_ATP250_2019,128034,105208,Montpellier_ATP250_2019_105208_128034
8,Montpellier,Open Sud de France,2019-02-05,ATP250,Indoor,Hard,1st Round,3,Hoang A.,Darcis S.,150.0,311.0,381.0,100.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.59,2.5,1.63,2.55,1.57,2.41,,,,,Montpellier_ATP250_2019,104327,126156,Montpellier_ATP250_2019_126156_104327
8,Montpellier,Open Sud de France,2019-02-05,ATP250,Indoor,Hard,1st Round,3,Krajinovic F.,Mahut N.,72.0,195.0,710.0,264.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.5,2.76,1.56,2.86,1.49,2.62,,,,,Montpellier_ATP250_2019,103917,105936,Montpellier_ATP250_2019_105936_103917
8,Montpellier,Open Sud de France,2019-02-05,ATP250,Indoor,Hard,1st Round,3,Berdych T.,Bachinger M.,79.0,142.0,685.0,395.0,5.0,7.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.14,5.5,1.16,6.0,1.2,6.2,1.15,5.41,,,,,Montpellier_ATP250_2019,104897,104607,Montpellier_ATP250_2019_104607_104897
8,Montpellier,Open Sud de France,2019-02-05,ATP250,Indoor,Hard,1st Round,3,Paire B.,Donskoy E.,58.0,96.0,820.0,599.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.34,3.53,1.38,3.53,1.33,3.32,,,,,Montpellier_ATP250_2019,105539,105332,Montpellier_ATP250_2019_105332_105539
8,Montpellier,Open Sud de France,2019-02-05,ATP250,Indoor,Hard,1st Round,3,Herbert P.H.,Kudla D.,44.0,63.0,983.0,770.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.41,3.14,1.45,3.33,1.4,2.93,,,,,Montpellier_ATP250_2019,106045,105732,Montpellier_ATP250_2019_105732_106045
8,Montpellier,Open Sud de France,2019-02-06,ATP250,Indoor,Hard,1st Round,3,Baghdatis M.,Bemelmans R.,128.0,132.0,438.0,426.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.5,2.77,1.51,2.85,1.47,2.69,,,,,Montpellier_ATP250_2019,105074,104571,Montpellier_ATP250_2019_104571_105074
8,Montpellier,Open Sud de France,2019-02-06,ATP250,Indoor,Hard,1st Round,3,Ivashka I.,Fabbiano T.,80.0,84.0,674.0,653.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.37,1.51,2.73,1.58,2.75,1.51,2.56,,,,,Montpellier_ATP250_2019,105341,125802,Montpellier_ATP250_2019_125802_105341
8,Montpellier,Open Sud de France,2019-02-06,ATP250,Indoor,Hard,1st Round,3,Albot R.,Kohlschreiber P.,90.0,32.0,620.0,1250.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,3.0,1.36,3.23,1.39,3.35,1.41,3.12,1.36,,,,,Montpellier_ATP250_2019,104259,105430,Montpellier_ATP250_2019_105430_104259
8,Montpellier,Open Sud de France,2019-02-06,ATP250,Indoor,Hard,2nd Round,3,Chardy J.,Hoang A.,35.0,150.0,1155.0,381.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.53,2.71,1.55,3.19,1.49,2.62,,,,,Montpellier_ATP250_2019,126156,104871,Montpellier_ATP250_2019_104871_126156
8,Montpellier,Open Sud de France,2019-02-06,ATP250,Indoor,Hard,2nd Round,3,Berdych T.,Paire B.,79.0,58.0,685.0,820.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.51,2.75,1.57,2.86,1.47,2.69,,,,,Montpellier_ATP250_2019,105332,104607,Montpellier_ATP250_2019_104607_105332
8,Montpellier,Open Sud de France,2019-02-06,ATP250,Indoor,Hard,2nd Round,3,Tsonga J.W.,Simon G.,210.0,31.0,245.0,1280.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.59,2.52,1.61,2.74,1.55,2.46,,,,,Montpellier_ATP250_2019,104468,104542,Montpellier_ATP250_2019_104542_104468
8,Montpellier,Open Sud de France,2019-02-06,ATP250,Indoor,Hard,2nd Round,3,Krajinovic F.,Goffin D.,72.0,21.0,710.0,1830.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.4,3.04,1.44,3.05,1.47,2.89,1.42,,,,,Montpellier_ATP250_2019,105676,105936,Montpellier_ATP250_2019_105936_105676
8,Montpellier,Open Sud de France,2019-02-07,ATP250,Indoor,Hard,2nd Round,3,Shapovalov D.,Granollers M.,25.0,111.0,1485.0,520.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.29,4.02,1.35,4.02,1.3,3.53,,,,,Montpellier_ATP250_2019,104719,133430,Montpellier_ATP250_2019_133430_104719
8,Montpellier,Open Sud de France,2019-02-07,ATP250,Indoor,Hard,2nd Round,3,Albot R.,Gulbis E.,90.0,83.0,620.0,659.0,7.0,6.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.37,1.53,2.43,1.63,2.5,1.65,2.4,1.58,,,,,Montpellier_ATP250_2019,105208,105430,Montpellier_ATP250_2019_105430_105208
8,Montpellier,Open Sud de France,2019-02-07,ATP250,Indoor,Hard,2nd Round,3,Herbert P.H.,Ivashka I.,44.0,80.0,983.0,674.0,4.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.25,3.75,1.29,4.01,1.33,4.15,1.26,3.82,,,,,Montpellier_ATP250_2019,125802,105732,Montpellier_ATP250_2019_105732_125802
8,Montpellier,Open Sud de France,2019-02-07,ATP250,Indoor,Hard,2nd Round,3,Baghdatis M.,Pouille L.,128.0,17.0,438.0,1955.0,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.4,2.8,1.5,3.09,1.55,2.73,1.46,,,,,Montpellier_ATP250_2019,106298,104571,Montpellier_ATP250_2019_104571_106298
8,Montpellier,Open Sud de France,2019-02-08,ATP250,Indoor,Hard,Quarterfinals,3,Berdych T.,Krajinovic F.,79.0,72.0,685.0,710.0,7.0,6.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,1.36,3.2,1.42,3.19,1.42,3.3,1.37,3.1,,,,,Montpellier_ATP250_2019,105936,104607,Montpellier_ATP250_2019_104607_105936
8,Montpellier,Open Sud de France,2019-02-08,ATP250,Indoor,Hard,Quarterfinals,3,Herbert P.H.,Shapovalov D.,44.0,25.0,983.0,1485.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.3,1.61,2.44,1.64,2.44,1.98,2.23,1.66,,,,,Montpellier_ATP250_2019,133430,105732,Montpellier_ATP250_2019_105732_133430
8,Montpellier,Open Sud de France,2019-02-08,ATP250,Indoor,Hard,Quarterfinals,3,Albot R.,Baghdatis M.,90.0,128.0,620.0,438.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.01,1.92,2.05,1.95,1.98,1.84,,,,,Montpellier_ATP250_2019,104571,105430,Montpellier_ATP250_2019_105430_104571
8,Montpellier,Open Sud de France,2019-02-08,ATP250,Indoor,Hard,Quarterfinals,3,Tsonga J.W.,Chardy J.,210.0,35.0,245.0,1155.0,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,1.44,3.08,1.55,3.2,1.46,2.77,,,,,Montpellier_ATP250_2019,104871,104542,Montpellier_ATP250_2019_104542_104871
8,Montpellier,Open Sud de France,2019-02-09,ATP250,Indoor,Hard,Semifinals,3,Herbert P.H.,Berdych T.,44.0,79.0,983.0,685.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.5,1.61,2.63,1.65,2.44,1.57,,,,,Montpellier_ATP250_2019,104607,105732,Montpellier_ATP250_2019_105732_104607
8,Montpellier,Open Sud de France,2019-02-09,ATP250,Indoor,Hard,Semifinals,3,Tsonga J.W.,Albot R.,210.0,90.0,245.0,620.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.23,4.83,1.25,4.85,1.21,4.43,,,,,Montpellier_ATP250_2019,105430,104542,Montpellier_ATP250_2019_104542_105430
8,Montpellier,Open Sud de France,2019-02-10,ATP250,Indoor,Hard,The Final,3,Tsonga J.W.,Herbert P.H.,210.0,44.0,245.0,983.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.55,2.67,1.66,2.67,1.57,2.42,,,,,Montpellier_ATP250_2019,105732,104542,Montpellier_ATP250_2019_104542_105732
9,Sofia,Sofia Open,2019-02-04,ATP250,Indoor,Hard,1st Round,3,Ebden M.,Andreev A.,45.0,,981.0,,6.0,3.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.04,13.0,1.04,14.78,1.06,15.75,1.04,12.0,,,,,Sofia_ATP250_2019,202090,105051,Sofia_ATP250_2019_105051_202090
9,Sofia,Sofia Open,2019-02-04,ATP250,Indoor,Hard,1st Round,3,Copil M.,Wawrinka S.,56.0,57.0,858.0,830.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.37,1.53,2.57,1.56,2.8,1.62,2.46,1.55,,,,,Sofia_ATP250_2019,104527,105657,Sofia_ATP250_2019_105657_104527
9,Sofia,Sofia Open,2019-02-05,ATP250,Indoor,Hard,1st Round,3,Brands D.,Basilashvili N.,180.0,22.0,285.0,1820.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.5,1.28,3.97,1.29,3.97,1.32,3.64,1.29,,,,,Sofia_ATP250_2019,105932,104978,Sofia_ATP250_2019_104978_105932
9,Sofia,Sofia Open,2019-02-05,ATP250,Indoor,Hard,1st Round,3,Maden Y.,Mannarino A.,121.0,46.0,468.0,965.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.14,1.78,2.2,1.94,2.1,1.74,,,,,Sofia_ATP250_2019,105173,120424,Sofia_ATP250_2019_120424_105173
9,Sofia,Sofia Open,2019-02-05,ATP250,Indoor,Hard,1st Round,3,Struff J.L.,Travaglia S.,51.0,122.0,910.0,463.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.44,3.0,1.5,3.23,1.44,2.78,,,,,Sofia_ATP250_2019,105882,105526,Sofia_ATP250_2019_105526_105882
