ATP,tourney_location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,tournament_id,loser_id,winner_id,match_id
56,Shanghai,Shanghai Masters,2023-10-06,Masters 1000,Outdoor,Hard,2nd Round,3,Eubanks C.,Hanfmann Y.,32.0,53.0,1313.0,933.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,2.1,1.73,2.28,1.69,2.28,1.79,2.16,1.68,Shanghai_Masters 1000_2023,105870,111153,Shanghai_Masters 1000_2023_111153_105870
56,Shanghai,Shanghai Masters,2023-10-06,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Nishioka Y.,9.0,48.0,3605.0,970.0,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.48,2.84,1.5,3.0,1.44,2.77,Shanghai_Masters 1000_2023,106415,134770,Shanghai_Masters 1000_2023_134770_106415
56,Shanghai,Shanghai Masters,2023-10-06,Masters 1000,Outdoor,Hard,2nd Round,3,Marozsan F.,De Minaur A.,91.0,11.0,662.0,2685.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,6.0,1.13,6.25,1.15,6.4,1.17,5.64,1.14,Shanghai_Masters 1000_2023,200282,206681,Shanghai_Masters 1000_2023_206681_200282
56,Shanghai,Shanghai Masters,2023-10-06,Masters 1000,Outdoor,Hard,2nd Round,3,Lajovic D.,Griekspoor T.,55.0,24.0,913.0,1481.0,6.0,4.0,3.0,2.0,,,,,,,1.0,0.0,Retired,2.63,1.5,2.72,1.51,3.2,1.53,2.66,1.47,Shanghai_Masters 1000_2023,134868,105583,Shanghai_Masters 1000_2023_105583_134868
56,Shanghai,Shanghai Masters,2023-10-06,Masters 1000,Outdoor,Hard,2nd Round,3,Cerundolo F.,Mcdonald M.,21.0,38.0,1635.0,1120.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.67,1.95,1.93,2.24,1.93,2.04,1.78,Shanghai_Masters 1000_2023,111456,202103,Shanghai_Masters 1000_2023_202103_111456
56,Shanghai,Shanghai Masters,2023-10-06,Masters 1000,Outdoor,Hard,2nd Round,3,Fucsovics M.,Auger-Aliassime F.,57.0,15.0,887.0,2340.0,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.38,1.57,2.36,1.65,2.4,1.65,2.31,1.6,Shanghai_Masters 1000_2023,200000,105916,Shanghai_Masters 1000_2023_105916_200000
56,Shanghai,Shanghai Masters,2023-10-06,Masters 1000,Outdoor,Hard,2nd Round,3,Nakashima B.,Rune H.,122.0,5.0,495.0,4640.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.56,1.56,2.56,1.63,2.37,1.58,Shanghai_Masters 1000_2023,208029,206909,Shanghai_Masters 1000_2023_206909_208029
56,Shanghai,Shanghai Masters,2023-10-06,Masters 1000,Outdoor,Hard,2nd Round,3,Hsu Y.,Musetti L.,184.0,18.0,338.0,1925.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.33,1.22,4.71,1.22,4.71,1.25,4.17,1.22,Shanghai_Masters 1000_2023,207518,200318,Shanghai_Masters 1000_2023_200318_207518
56,Shanghai,Shanghai Masters,2023-10-06,Masters 1000,Outdoor,Hard,2nd Round,3,Shelton B.,Munar J.,20.0,82.0,1735.0,721.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.26,4.59,1.26,5.14,1.23,4.2,Shanghai_Masters 1000_2023,144719,210097,Shanghai_Masters 1000_2023_210097_144719
56,Shanghai,Shanghai Masters,2023-10-06,Masters 1000,Outdoor,Hard,2nd Round,3,Hurkacz H.,Kokkinakis T.,17.0,69.0,1990.0,766.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.56,2.59,1.57,2.59,1.53,2.47,Shanghai_Masters 1000_2023,106423,128034,Shanghai_Masters 1000_2023_128034_106423
56,Shanghai,Shanghai Masters,2023-10-06,Masters 1000,Outdoor,Hard,2nd Round,3,Zhang Zh.,Etcheverry T.,60.0,31.0,872.0,1346.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.38,1.73,2.22,1.73,2.4,1.63,2.27,Shanghai_Masters 1000_2023,144869,111190,Shanghai_Masters 1000_2023_111190_144869
56,Shanghai,Shanghai Masters,2023-10-06,Masters 1000,Outdoor,Hard,2nd Round,3,Baez S.,Sweeny D.,29.0,273.0,1375.0,214.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.31,3.77,1.32,3.77,1.29,3.55,Shanghai_Masters 1000_2023,208013,202104,Shanghai_Masters 1000_2023_202104_208013
56,Shanghai,Shanghai Masters,2023-10-06,Masters 1000,Outdoor,Hard,2nd Round,3,Korda S.,Bu Y.,26.0,186.0,1470.0,331.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.19,5.34,1.2,5.34,1.18,4.78,Shanghai_Masters 1000_2023,207352,200624,Shanghai_Masters 1000_2023_200624_207352
56,Shanghai,Shanghai Masters,2023-10-06,Masters 1000,Outdoor,Hard,2nd Round,3,Safiullin R.,Zverev A.,50.0,10.0,962.0,3450.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.04,1.43,3.12,1.44,2.94,1.39,Shanghai_Masters 1000_2023,100644,126128,Shanghai_Masters 1000_2023_126128_100644
56,Shanghai,Shanghai Masters,2023-10-07,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Hijikata R.,6.0,75.0,4615.0,747.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.24,4.51,1.25,4.51,1.22,4.21,Shanghai_Masters 1000_2023,208014,126774,Shanghai_Masters 1000_2023_126774_208014
56,Shanghai,Shanghai Masters,2023-10-07,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,Ofner S.,12.0,49.0,2660.0,967.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.3,3.8,1.34,3.8,1.3,3.49,Shanghai_Masters 1000_2023,124116,126205,Shanghai_Masters 1000_2023_126205_124116
56,Shanghai,Shanghai Masters,2023-10-07,Masters 1000,Outdoor,Hard,2nd Round,3,Arnaldi M.,Struff J.L.,42.0,27.0,1037.0,1462.0,6.0,3.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.38,1.66,2.35,1.7,2.4,1.62,2.29,Shanghai_Masters 1000_2023,105526,208286,Shanghai_Masters 1000_2023_208286_105526
56,Shanghai,Shanghai Masters,2023-10-07,Masters 1000,Outdoor,Hard,2nd Round,3,Jarry N.,Atmane T.,22.0,148.0,1552.0,417.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.38,3.28,1.44,3.33,1.38,3.03,Shanghai_Masters 1000_2023,209279,111797,Shanghai_Masters 1000_2023_111797_209279
56,Shanghai,Shanghai Masters,2023-10-07,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Garin C.,3.0,98.0,7490.0,626.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.07,11.38,1.07,11.5,1.06,9.58,Shanghai_Masters 1000_2023,106426,106421,Shanghai_Masters 1000_2023_106421_106426
56,Shanghai,Shanghai Masters,2023-10-07,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,Giron M.,4.0,80.0,4910.0,730.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.13,7.09,1.14,7.09,1.12,6.09,Shanghai_Masters 1000_2023,106218,206173,Shanghai_Masters 1000_2023_206173_106218
56,Shanghai,Shanghai Masters,2023-10-07,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Barrere G.,2.0,73.0,8715.0,753.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.04,13.0,1.05,15.62,1.05,15.62,1.03,11.99,Shanghai_Masters 1000_2023,106296,207989,Shanghai_Masters 1000_2023_207989_106296
56,Shanghai,Shanghai Masters,2023-10-07,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Watanuki Y.,8.0,79.0,3865.0,731.0,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.2,4.5,1.22,4.75,1.25,4.75,1.22,4.22,Shanghai_Masters 1000_2023,133297,126203,Shanghai_Masters 1000_2023_126203_133297
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,Humbert U.,Van De Zandschulp B.,34.0,67.0,1256.0,805.0,6.0,4.0,1.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.5,2.63,1.56,2.59,1.57,2.75,1.52,2.52,Shanghai_Masters 1000_2023,122298,200005,Shanghai_Masters 1000_2023_200005_122298
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,Fils A.,Davidovich Fokina A.,44.0,25.0,1020.0,1470.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.5,1.59,2.5,1.66,2.36,1.59,Shanghai_Masters 1000_2023,200221,209950,Shanghai_Masters 1000_2023_209950_200221
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,Wolf J.J.,Norrie C.,51.0,16.0,955.0,2020.0,6.0,3.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.5,1.53,2.5,1.59,2.66,1.59,2.48,1.53,Shanghai_Masters 1000_2023,111815,200670,Shanghai_Masters 1000_2023_200670_111815
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,Sonego L.,Tiafoe F.,59.0,13.0,880.0,2645.0,2.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,2.38,1.57,2.58,1.56,2.6,1.57,2.45,1.54,Shanghai_Masters 1000_2023,126207,132283,Shanghai_Masters 1000_2023_132283_126207
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Vukic A.,19.0,54.0,1880.0,918.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.24,4.52,1.24,4.52,1.22,4.22,Shanghai_Masters 1000_2023,126846,105777,Shanghai_Masters 1000_2023_105777_126846
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,Evans D.,Kukushkin M.,33.0,245.0,1301.0,250.0,6.0,2.0,3.0,0.0,,,,,,,1.0,0.0,Retired,1.25,4.0,1.3,3.82,1.31,4.05,1.27,3.74,Shanghai_Masters 1000_2023,105062,105554,Shanghai_Masters 1000_2023_105554_105062
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,Zhukayev B.,14.0,302.0,2385.0,186.0,7.0,6.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.08,8.0,1.09,9.48,1.1,9.61,1.07,8.26,Shanghai_Masters 1000_2023,202320,111575,Shanghai_Masters 1000_2023_111575_202320
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,Schwartzman D.,Lehecka J.,130.0,30.0,451.0,1367.0,6.0,4.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,3.0,1.4,3.14,1.41,3.14,1.44,2.91,1.4,Shanghai_Masters 1000_2023,208103,106043,Shanghai_Masters 1000_2023_106043_208103
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,Halys Q.,7.0,76.0,4550.0,740.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.2,5.03,1.21,5.03,1.19,4.64,Shanghai_Masters 1000_2023,111460,126094,Shanghai_Masters 1000_2023_126094_111460
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,Mannarino A.,Tseng C. H.,23.0,380.0,1526.0,129.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.25,4.37,1.26,4.37,1.23,4.07,Shanghai_Masters 1000_2023,202358,105173,Shanghai_Masters 1000_2023_105173_202358
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,3rd Round,3,Ruud C.,Eubanks C.,9.0,32.0,3605.0,1313.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.32,3.74,1.33,3.75,1.3,3.54,Shanghai_Masters 1000_2023,111153,134770,Shanghai_Masters 1000_2023_134770_111153
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,3rd Round,3,Korda S.,Medvedev D.,26.0,3.0,1470.0,7490.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,4.5,1.2,4.67,1.23,4.67,1.24,4.34,1.21,Shanghai_Masters 1000_2023,106421,200624,Shanghai_Masters 1000_2023_200624_106421
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,3rd Round,3,Hurkacz H.,Hsu Y.,17.0,184.0,1990.0,338.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.16,6.34,1.16,6.55,1.13,5.91,Shanghai_Masters 1000_2023,200318,128034,Shanghai_Masters 1000_2023_128034_200318
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,3rd Round,3,Shelton B.,Safiullin R.,20.0,50.0,1735.0,962.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.2,1.67,2.24,1.74,2.31,1.75,2.17,1.68,Shanghai_Masters 1000_2023,126128,210097,Shanghai_Masters 1000_2023_210097_126128
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,3rd Round,3,Marozsan F.,Lajovic D.,91.0,55.0,662.0,913.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.77,2.18,2.11,2.18,1.76,2.06,Shanghai_Masters 1000_2023,105583,206681,Shanghai_Masters 1000_2023_206681_105583
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,3rd Round,3,Cerundolo F.,Fucsovics M.,21.0,57.0,1635.0,887.0,3.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,1.62,2.3,1.65,2.37,1.69,2.37,1.64,2.24,Shanghai_Masters 1000_2023,105916,202103,Shanghai_Masters 1000_2023_202103_105916
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,Baez S.,4.0,29.0,4910.0,1375.0,3.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.1,7.0,1.11,8.36,1.11,8.36,1.09,7.16,Shanghai_Masters 1000_2023,202104,206173,Shanghai_Masters 1000_2023_206173_202104
56,Shanghai,Shanghai Masters,2023-10-08,Masters 1000,Outdoor,Hard,3rd Round,3,Zhang Zh.,Nakashima B.,60.0,122.0,872.0,495.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.23,1.74,2.25,1.82,2.09,1.73,Shanghai_Masters 1000_2023,206909,111190,Shanghai_Masters 1000_2023_111190_206909
56,Shanghai,Shanghai Masters,2023-10-09,Masters 1000,Outdoor,Hard,3rd Round,3,Dimitrov G.,Khachanov K.,19.0,14.0,1880.0,2385.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.63,2.43,1.63,2.51,1.57,2.4,Shanghai_Masters 1000_2023,111575,105777,Shanghai_Masters 1000_2023_105777_111575
56,Shanghai,Shanghai Masters,2023-10-09,Masters 1000,Outdoor,Hard,3rd Round,3,Paul T.,Fils A.,12.0,44.0,2660.0,1020.0,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.5,2.63,1.52,2.72,1.53,2.72,1.5,2.57,Shanghai_Masters 1000_2023,209950,126205,Shanghai_Masters 1000_2023_126205_209950
56,Shanghai,Shanghai Masters,2023-10-09,Masters 1000,Outdoor,Hard,3rd Round,3,Schwartzman D.,Fritz T.,130.0,8.0,451.0,3865.0,6.0,4.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,5.5,1.14,6.2,1.16,6.2,1.18,5.49,1.14,Shanghai_Masters 1000_2023,126203,106043,Shanghai_Masters 1000_2023_106043_126203
56,Shanghai,Shanghai Masters,2023-10-09,Masters 1000,Outdoor,Hard,3rd Round,3,Rublev A.,Mannarino A.,7.0,23.0,4550.0,1526.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.27,4.22,1.29,4.22,1.27,3.75,Shanghai_Masters 1000_2023,105173,126094,Shanghai_Masters 1000_2023_126094_105173
56,Shanghai,Shanghai Masters,2023-10-09,Masters 1000,Outdoor,Hard,3rd Round,3,Jarry N.,Sonego L.,22.0,59.0,1552.0,880.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.76,2.19,1.77,2.22,1.72,2.12,Shanghai_Masters 1000_2023,132283,111797,Shanghai_Masters 1000_2023_111797_132283
56,Shanghai,Shanghai Masters,2023-10-09,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,Evans D.,2.0,33.0,8715.0,1301.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.09,9.93,1.1,9.93,1.07,8.24,Shanghai_Masters 1000_2023,105554,207989,Shanghai_Masters 1000_2023_207989_105554
56,Shanghai,Shanghai Masters,2023-10-09,Masters 1000,Outdoor,Hard,3rd Round,3,Wolf J.J.,Arnaldi M.,51.0,42.0,955.0,1037.0,2.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,2.1,1.73,2.08,1.84,2.19,1.84,2.07,1.75,Shanghai_Masters 1000_2023,208286,200670,Shanghai_Masters 1000_2023_200670_208286
56,Shanghai,Shanghai Masters,2023-10-09,Masters 1000,Outdoor,Hard,3rd Round,3,Humbert U.,Tsitsipas S.,34.0,6.0,1256.0,4615.0,6.0,4.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.5,1.53,2.57,1.57,2.62,1.57,2.5,1.52,Shanghai_Masters 1000_2023,126774,200005,Shanghai_Masters 1000_2023_200005_126774
56,Shanghai,Shanghai Masters,2023-10-10,Masters 1000,Outdoor,Hard,4th Round,3,Marozsan F.,Ruud C.,91.0,9.0,662.0,3605.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.5,1.3,3.47,1.36,3.53,1.38,3.29,1.33,Shanghai_Masters 1000_2023,134770,206681,Shanghai_Masters 1000_2023_206681_134770
56,Shanghai,Shanghai Masters,2023-10-10,Masters 1000,Outdoor,Hard,4th Round,3,Korda S.,Cerundolo F.,26.0,21.0,1470.0,1635.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.42,3.11,1.44,3.11,1.4,2.9,Shanghai_Masters 1000_2023,202103,200624,Shanghai_Masters 1000_2023_200624_202103
56,Shanghai,Shanghai Masters,2023-10-10,Masters 1000,Outdoor,Hard,4th Round,3,Shelton B.,Sinner J.,20.0,4.0,1735.0,4910.0,2.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,3.5,1.3,4.0,1.29,4.0,1.31,3.65,1.28,Shanghai_Masters 1000_2023,206173,210097,Shanghai_Masters 1000_2023_210097_206173
56,Shanghai,Shanghai Masters,2023-10-10,Masters 1000,Outdoor,Hard,4th Round,3,Hurkacz H.,Zhang Zh.,17.0,60.0,1990.0,872.0,7.0,6.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.4,3.0,1.42,3.12,1.42,3.22,1.39,2.96,Shanghai_Masters 1000_2023,111190,128034,Shanghai_Masters 1000_2023_128034_111190
56,Shanghai,Shanghai Masters,2023-10-11,Masters 1000,Outdoor,Hard,4th Round,3,Jarry N.,Schwartzman D.,22.0,130.0,1552.0,451.0,6.0,3.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,3.0,1.51,2.75,1.51,3.0,1.45,2.73,Shanghai_Masters 1000_2023,106043,111797,Shanghai_Masters 1000_2023_111797_106043
56,Shanghai,Shanghai Masters,2023-10-11,Masters 1000,Outdoor,Hard,4th Round,3,Humbert U.,Wolf J.J.,34.0,51.0,1256.0,955.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.68,2.34,1.68,2.46,1.63,2.26,Shanghai_Masters 1000_2023,200670,200005,Shanghai_Masters 1000_2023_200005_200670
56,Shanghai,Shanghai Masters,2023-10-11,Masters 1000,Outdoor,Hard,4th Round,3,Dimitrov G.,Alcaraz C.,19.0,2.0,1880.0,8715.0,5.0,7.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,5.0,1.17,4.86,1.22,5.16,1.22,4.63,1.19,Shanghai_Masters 1000_2023,207989,105777,Shanghai_Masters 1000_2023_105777_207989
56,Shanghai,Shanghai Masters,2023-10-11,Masters 1000,Outdoor,Hard,4th Round,3,Rublev A.,Paul T.,7.0,12.0,4550.0,2660.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.46,2.95,1.51,2.95,1.46,2.7,Shanghai_Masters 1000_2023,126205,126094,Shanghai_Masters 1000_2023_126094_126205
56,Shanghai,Shanghai Masters,2023-10-12,Masters 1000,Outdoor,Hard,Quarterfinals,3,Hurkacz H.,Marozsan F.,17.0,91.0,1990.0,662.0,4.0,6.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,1.36,3.2,1.39,3.27,1.43,3.27,1.37,3.06,Shanghai_Masters 1000_2023,206681,128034,Shanghai_Masters 1000_2023_128034_206681
56,Shanghai,Shanghai Masters,2023-10-12,Masters 1000,Outdoor,Hard,Quarterfinals,3,Korda S.,Shelton B.,26.0,20.0,1470.0,1735.0,6.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,1.8,2.0,1.87,2.04,1.92,2.05,1.82,1.98,Shanghai_Masters 1000_2023,210097,200624,Shanghai_Masters 1000_2023_200624_210097
56,Shanghai,Shanghai Masters,2023-10-13,Masters 1000,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Jarry N.,19.0,22.0,1880.0,1552.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.48,2.86,1.5,2.9,1.45,2.76,Shanghai_Masters 1000_2023,111797,105777,Shanghai_Masters 1000_2023_105777_111797
56,Shanghai,Shanghai Masters,2023-10-13,Masters 1000,Outdoor,Hard,Quarterfinals,3,Rublev A.,Humbert U.,7.0,34.0,4550.0,1256.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.45,2.97,1.46,3.03,1.41,2.9,Shanghai_Masters 1000_2023,200005,126094,Shanghai_Masters 1000_2023_126094_200005
56,Shanghai,Shanghai Masters,2023-10-14,Masters 1000,Outdoor,Hard,Semifinals,3,Hurkacz H.,Korda S.,17.0,26.0,1990.0,1470.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.88,2.03,1.93,2.04,1.86,1.94,Shanghai_Masters 1000_2023,200624,128034,Shanghai_Masters 1000_2023_128034_200624
56,Shanghai,Shanghai Masters,2023-10-14,Masters 1000,Outdoor,Hard,Semifinals,3,Rublev A.,Dimitrov G.,7.0,19.0,4550.0,1880.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.65,2.39,1.69,2.4,1.63,2.28,Shanghai_Masters 1000_2023,105777,126094,Shanghai_Masters 1000_2023_126094_105777
56,Shanghai,Shanghai Masters,2023-10-15,Masters 1000,Outdoor,Hard,The Final,3,Hurkacz H.,Rublev A.,17.0,7.0,1990.0,4550.0,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.38,1.57,2.6,1.56,2.71,1.59,2.48,1.54,Shanghai_Masters 1000_2023,126094,128034,Shanghai_Masters 1000_2023_128034_126094
57,Antwerp,European Open,2023-10-16,ATP250,Indoor,Hard,1st Round,3,Barrere G.,Galan D.E.,72.0,92.0,758.0,665.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.36,3.38,1.37,4.33,1.29,3.59,Antwerp_ATP250_2023,123755,106296,Antwerp_ATP250_2023_106296_123755
57,Antwerp,European Open,2023-10-16,ATP250,Indoor,Hard,1st Round,3,Lajal M.,Munar J.,229.0,83.0,271.0,701.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.24,1.71,2.32,1.71,2.2,1.65,Antwerp_ATP250_2023,144719,210136,Antwerp_ATP250_2023_210136_144719
57,Antwerp,European Open,2023-10-16,ATP250,Indoor,Hard,1st Round,3,Gaston H.,Rinderknech A.,96.0,82.0,634.0,711.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.22,1.72,2.32,1.73,2.19,1.67,Antwerp_ATP250_2023,126239,200384,Antwerp_ATP250_2023_200384_126239
57,Antwerp,European Open,2023-10-16,ATP250,Indoor,Hard,1st Round,3,Goffin D.,Halys Q.,105.0,87.0,579.0,685.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.04,1.85,2.06,1.85,2.0,1.8,Antwerp_ATP250_2023,111460,105676,Antwerp_ATP250_2023_105676_111460
57,Antwerp,European Open,2023-10-17,ATP250,Indoor,Hard,1st Round,3,Mpetshi G.,Carballes Baena R.,226.0,64.0,272.0,820.0,0.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.67,2.2,1.74,2.21,1.8,2.35,1.7,2.14,Antwerp_ATP250_2023,106148,208659,Antwerp_ATP250_2023_208659_106148
57,Antwerp,European Open,2023-10-17,ATP250,Indoor,Hard,1st Round,3,Shevchenko A.,Bonzi B.,84.0,89.0,699.0,674.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.0,1.4,3.0,1.44,3.11,1.44,2.97,1.38,Antwerp_ATP250_2023,126127,207686,Antwerp_ATP250_2023_207686_126127
57,Antwerp,European Open,2023-10-17,ATP250,Indoor,Hard,1st Round,3,Varillas J. P.,Marozsan F.,69.0,65.0,779.0,812.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.5,1.3,3.83,1.3,3.85,1.33,3.56,1.29,Antwerp_ATP250_2023,206681,122669,Antwerp_ATP250_2023_122669_206681
57,Antwerp,European Open,2023-10-17,ATP250,Indoor,Hard,1st Round,3,Marterer M.,Gasquet R.,127.0,62.0,482.0,850.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.9,1.99,2.1,2.15,1.84,1.96,Antwerp_ATP250_2023,104755,109739,Antwerp_ATP250_2023_109739_104755
