ATP,tourney_location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,tournament_id,loser_id,winner_id,match_id
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-15,ATP500,Indoor,Hard,2nd Round,3,Griekspoor T.,Zverev A.,61.0,17.0,789.0,2275.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.4,2.85,1.49,3.0,1.5,2.79,1.43,Rotterdam_ATP500_2023,100644,134868,Rotterdam_ATP500_2023_134868_100644
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-16,ATP500,Indoor,Hard,2nd Round,3,Auger-Aliassime F.,Barrere G.,8.0,71.0,3260.0,750.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.23,5.02,1.23,5.34,1.2,4.47,Rotterdam_ATP500_2023,106296,200000,Rotterdam_ATP500_2023_200000_106296
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-16,ATP500,Indoor,Hard,2nd Round,3,Medvedev D.,Van De Zandschulp B.,11.0,35.0,2750.0,1135.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.14,6.96,1.16,6.96,1.13,6.03,Rotterdam_ATP500_2023,122298,106421,Rotterdam_ATP500_2023_106421_122298
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-16,ATP500,Indoor,Hard,2nd Round,3,De Minaur A.,Cressy M.,25.0,40.0,1620.0,991.0,7.0,5.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,3.0,1.4,3.22,1.44,3.22,1.39,2.98,Rotterdam_ATP500_2023,202195,200282,Rotterdam_ATP500_2023_200282_202195
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-16,ATP500,Indoor,Hard,2nd Round,3,Sinner J.,Tsitsipas S.,14.0,3.0,2445.0,5940.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.13,1.8,2.25,1.8,2.16,1.68,Rotterdam_ATP500_2023,126774,206173,Rotterdam_ATP500_2023_206173_126774
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-16,ATP500,Indoor,Hard,2nd Round,3,Brouwer G.,Rune H.,160.0,9.0,367.0,3136.0,6.0,4.0,4.0,0.0,,,,,,,1.0,0.0,Retired,8.0,1.08,8.75,1.1,9.33,1.1,7.96,1.08,Rotterdam_ATP500_2023,208029,133835,Rotterdam_ATP500_2023_133835_208029
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-17,ATP500,Indoor,Hard,Quarterfinals,3,Dimitrov G.,De Minaur A.,28.0,25.0,1440.0,1620.0,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.0,1.8,2.01,1.9,2.12,1.9,2.03,1.77,Rotterdam_ATP500_2023,200282,105777,Rotterdam_ATP500_2023_105777_200282
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-17,ATP500,Indoor,Hard,Quarterfinals,3,Medvedev D.,Auger-Aliassime F.,11.0,8.0,2750.0,3260.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.64,2.42,1.74,2.42,1.63,2.26,Rotterdam_ATP500_2023,200000,106421,Rotterdam_ATP500_2023_106421_200000
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-17,ATP500,Indoor,Hard,Quarterfinals,3,Sinner J.,Wawrinka S.,14.0,130.0,2445.0,422.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.2,5.29,1.23,5.45,1.19,4.66,Rotterdam_ATP500_2023,104527,206173,Rotterdam_ATP500_2023_206173_104527
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-17,ATP500,Indoor,Hard,Quarterfinals,3,Griekspoor T.,Brouwer G.,61.0,160.0,789.0,367.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.38,3.36,1.4,3.51,1.33,3.27,Rotterdam_ATP500_2023,133835,134868,Rotterdam_ATP500_2023_134868_133835
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-18,ATP500,Indoor,Hard,Semifinals,3,Medvedev D.,Dimitrov G.,11.0,28.0,2750.0,1440.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.28,4.08,1.29,4.5,1.23,4.11,Rotterdam_ATP500_2023,105777,106421,Rotterdam_ATP500_2023_106421_105777
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-18,ATP500,Indoor,Hard,Semifinals,3,Sinner J.,Griekspoor T.,14.0,61.0,2445.0,789.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.17,5.84,1.18,6.55,1.15,5.45,Rotterdam_ATP500_2023,134868,206173,Rotterdam_ATP500_2023_206173_134868
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-19,ATP500,Indoor,Hard,The Final,3,Medvedev D.,Sinner J.,11.0,14.0,2750.0,2445.0,5.0,7.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.57,2.38,1.67,2.35,1.67,2.4,1.61,2.3,Rotterdam_ATP500_2023,206173,106421,Rotterdam_ATP500_2023_106421_206173
12,Doha,Qatar Exxon Mobil Open,2023-02-20,ATP250,Outdoor,Hard,1st Round,3,Kubler J.,Karatsev A.,74.0,101.0,693.0,530.0,7.0,6.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.73,2.1,1.84,2.06,1.84,2.15,1.75,2.06,Doha_ATP250_2023,106234,106186,Doha_ATP250_2023_106186_106234
12,Doha,Qatar Exxon Mobil Open,2023-02-20,ATP250,Outdoor,Hard,1st Round,3,O Connell C.,Verdasco F.,94.0,154.0,567.0,381.0,6.0,1.0,3.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.36,3.2,1.36,3.39,1.4,3.43,1.34,3.18,Doha_ATP250_2023,104269,106331,Doha_ATP250_2023_106331_104269
12,Doha,Qatar Exxon Mobil Open,2023-02-20,ATP250,Outdoor,Hard,1st Round,3,Broady L.,Krutykh O.,147.0,167.0,396.0,355.0,6.0,0.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.36,3.2,1.38,3.31,1.38,3.45,1.35,3.13,Doha_ATP250_2023,208071,106281,Doha_ATP250_2023_106281_208071
12,Doha,Qatar Exxon Mobil Open,2023-02-20,ATP250,Outdoor,Hard,1st Round,3,Murray A.,Sonego L.,70.0,71.0,750.0,745.0,4.0,6.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,1.67,2.2,1.74,2.2,1.78,2.26,1.69,2.15,Doha_ATP250_2023,132283,104918,Doha_ATP250_2023_104918_132283
12,Doha,Qatar Exxon Mobil Open,2023-02-20,ATP250,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Lestienne C.,31.0,53.0,1300.0,841.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.53,2.65,1.58,2.7,1.51,2.53,Doha_ATP250_2023,106005,200221,Doha_ATP250_2023_200221_106005
12,Doha,Qatar Exxon Mobil Open,2023-02-21,ATP250,Outdoor,Hard,1st Round,3,Griekspoor T.,Halys Q.,40.0,64.0,969.0,785.0,7.0,6.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.62,2.3,1.71,2.24,1.71,2.32,1.64,2.22,Doha_ATP250_2023,111460,134868,Doha_ATP250_2023_134868_111460
12,Doha,Qatar Exxon Mobil Open,2023-02-21,ATP250,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Ivashka I.,34.0,79.0,1160.0,651.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.67,2.32,1.71,2.45,1.61,2.28,Doha_ATP250_2023,125802,122298,Doha_ATP250_2023_122298_125802
12,Doha,Qatar Exxon Mobil Open,2023-02-21,ATP250,Outdoor,Hard,1st Round,3,Ruusuvuori E.,Evans D.,51.0,29.0,846.0,1380.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.91,1.98,1.95,2.04,1.88,1.9,Doha_ATP250_2023,105554,200325,Doha_ATP250_2023_200325_105554
12,Doha,Qatar Exxon Mobil Open,2023-02-21,ATP250,Outdoor,Hard,1st Round,3,Muller A.,Basilashvili N.,170.0,113.0,345.0,475.0,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,2.2,1.67,2.23,1.72,2.24,1.77,2.13,1.7,Doha_ATP250_2023,105932,124186,Doha_ATP250_2023_124186_105932
12,Doha,Qatar Exxon Mobil Open,2023-02-21,ATP250,Outdoor,Hard,1st Round,3,Kwon S.W.,Shelbayh A.,68.0,276.0,764.0,190.0,6.0,3.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.25,4.0,1.24,4.45,1.3,4.45,1.25,3.91,Doha_ATP250_2023,209406,126952,Doha_ATP250_2023_126952_209406
12,Doha,Qatar Exxon Mobil Open,2023-02-21,ATP250,Outdoor,Hard,1st Round,3,Lehecka J.,Dzumhur D.,52.0,213.0,842.0,266.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.2,5.42,1.21,5.42,1.18,4.83,Doha_ATP250_2023,106000,208103,Doha_ATP250_2023_208103_106000
12,Doha,Qatar Exxon Mobil Open,2023-02-21,ATP250,Outdoor,Hard,1st Round,3,Bautista Agut R.,Fucsovics M.,28.0,78.0,1490.0,652.0,7.0,6.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.3,3.5,1.32,3.6,1.33,3.71,1.3,3.46,Doha_ATP250_2023,105916,105138,Doha_ATP250_2023_105138_105916
12,Doha,Qatar Exxon Mobil Open,2023-02-22,ATP250,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Kubler J.,9.0,74.0,3200.0,693.0,4.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,1.17,5.0,1.21,5.12,1.21,5.25,1.17,4.86,Doha_ATP250_2023,106186,200000,Doha_ATP250_2023_200000_106186
12,Doha,Qatar Exxon Mobil Open,2023-02-22,ATP250,Outdoor,Hard,2nd Round,3,Lehecka J.,Ruusuvuori E.,52.0,51.0,842.0,846.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.9,2.01,1.9,2.1,1.82,1.97,Doha_ATP250_2023,200325,208103,Doha_ATP250_2023_208103_200325
12,Doha,Qatar Exxon Mobil Open,2023-02-22,ATP250,Outdoor,Hard,2nd Round,3,Muller A.,Van De Zandschulp B.,170.0,34.0,345.0,1160.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.5,1.3,3.41,1.37,3.65,1.37,3.32,1.32,Doha_ATP250_2023,122298,124186,Doha_ATP250_2023_124186_122298
12,Doha,Qatar Exxon Mobil Open,2023-02-22,ATP250,Outdoor,Hard,2nd Round,3,Rublev A.,Griekspoor T.,5.0,40.0,3860.0,969.0,1.0,6.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,1.29,3.75,1.28,4.11,1.31,4.11,1.27,3.72,Doha_ATP250_2023,134868,126094,Doha_ATP250_2023_126094_134868
12,Doha,Qatar Exxon Mobil Open,2023-02-22,ATP250,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Kwon S.W.,31.0,68.0,1300.0,764.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.74,2.23,1.8,2.23,1.72,2.09,Doha_ATP250_2023,126952,200221,Doha_ATP250_2023_200221_126952
12,Doha,Qatar Exxon Mobil Open,2023-02-22,ATP250,Outdoor,Hard,2nd Round,3,Murray A.,Zverev A.,70.0,16.0,750.0,2320.0,7.0,6.0,2.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.2,1.67,2.36,1.67,2.36,1.68,2.24,1.63,Doha_ATP250_2023,100644,104918,Doha_ATP250_2023_104918_100644
12,Doha,Qatar Exxon Mobil Open,2023-02-22,ATP250,Outdoor,Hard,2nd Round,3,O Connell C.,Bautista Agut R.,94.0,28.0,567.0,1490.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,4.33,1.22,4.38,1.26,4.38,1.26,4.08,1.23,Doha_ATP250_2023,105138,106331,Doha_ATP250_2023_106331_105138
12,Doha,Qatar Exxon Mobil Open,2023-02-22,ATP250,Outdoor,Hard,2nd Round,3,Medvedev D.,Broady L.,8.0,147.0,3250.0,396.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.08,10.14,1.1,11.0,1.06,8.79,Doha_ATP250_2023,106281,106421,Doha_ATP250_2023_106421_106281
12,Doha,Qatar Exxon Mobil Open,2023-02-23,ATP250,Outdoor,Hard,Quarterfinals,3,Lehecka J.,Rublev A.,52.0,5.0,842.0,3860.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.44,2.68,1.53,3.33,1.55,2.62,1.48,Doha_ATP250_2023,126094,208103,Doha_ATP250_2023_208103_126094
12,Doha,Qatar Exxon Mobil Open,2023-02-23,ATP250,Outdoor,Hard,Quarterfinals,3,Murray A.,Muller A.,70.0,170.0,750.0,345.0,4.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,1.36,3.2,1.39,3.29,1.42,3.29,1.37,3.05,Doha_ATP250_2023,124186,104918,Doha_ATP250_2023_104918_124186
12,Doha,Qatar Exxon Mobil Open,2023-02-23,ATP250,Outdoor,Hard,Quarterfinals,3,Medvedev D.,O Connell C.,8.0,94.0,3250.0,567.0,6.0,2.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.05,11.0,1.06,13.58,1.06,13.72,1.05,10.32,Doha_ATP250_2023,106331,106421,Doha_ATP250_2023_106421_106331
12,Doha,Qatar Exxon Mobil Open,2023-02-23,ATP250,Outdoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Davidovich Fokina A.,9.0,31.0,3200.0,1300.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.34,3.63,1.38,3.63,1.33,3.25,Doha_ATP250_2023,200221,200000,Doha_ATP250_2023_200000_200221
12,Doha,Qatar Exxon Mobil Open,2023-02-24,ATP250,Outdoor,Hard,Semifinals,3,Murray A.,Lehecka J.,70.0,52.0,750.0,842.0,6.0,0.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.63,1.5,2.65,1.55,2.65,1.57,2.54,1.51,Doha_ATP250_2023,208103,104918,Doha_ATP250_2023_104918_208103
12,Doha,Qatar Exxon Mobil Open,2023-02-24,ATP250,Outdoor,Hard,Semifinals,3,Medvedev D.,Auger-Aliassime F.,8.0,9.0,3250.0,3200.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.37,3.38,1.42,3.38,1.39,2.99,Doha_ATP250_2023,200000,106421,Doha_ATP250_2023_106421_200000
12,Doha,Qatar Exxon Mobil Open,2023-02-25,ATP250,Outdoor,Hard,The Final,3,Medvedev D.,Murray A.,8.0,70.0,3250.0,750.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.14,6.76,1.17,7.0,1.13,5.89,Doha_ATP250_2023,104918,106421,Doha_ATP250_2023_106421_104918
13,Marseille,Open 13,2023-02-20,ATP250,Indoor,Hard,1st Round,3,Bublik A.,Krajinovic F.,50.0,67.0,865.0,775.0,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.38,1.59,2.5,1.65,2.7,1.58,2.36,Marseille_ATP250_2023,105936,122330,Marseille_ATP250_2023_122330_105936
13,Marseille,Open 13,2023-02-20,ATP250,Indoor,Hard,1st Round,3,Bonzi B.,Van Assche L.,60.0,146.0,794.0,397.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.5,2.75,1.51,2.79,1.48,2.63,Marseille_ATP250_2023,209414,126127,Marseille_ATP250_2023_126127_209414
13,Marseille,Open 13,2023-02-20,ATP250,Indoor,Hard,1st Round,3,Wawrinka S.,Bergs Z.,105.0,132.0,512.0,427.0,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.3,3.5,1.31,3.75,1.31,3.82,1.29,3.51,Marseille_ATP250_2023,200267,104527,Marseille_ATP250_2023_104527_200267
13,Marseille,Open 13,2023-02-21,ATP250,Indoor,Hard,1st Round,3,Brouwer G.,Ymer E.,116.0,172.0,453.0,340.0,3.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.5,1.58,2.52,1.58,2.59,1.54,2.47,Marseille_ATP250_2023,111200,133835,Marseille_ATP250_2023_133835_111200
13,Marseille,Open 13,2023-02-21,ATP250,Indoor,Hard,1st Round,3,Barrere G.,Huesler M.A.,58.0,48.0,799.0,890.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.67,2.32,1.7,2.32,1.66,2.19,Marseille_ATP250_2023,144817,106296,Marseille_ATP250_2023_106296_144817
13,Marseille,Open 13,2023-02-21,ATP250,Indoor,Hard,1st Round,3,Cressy M.,Blancaneaux G.,37.0,152.0,1016.0,385.0,6.0,3.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.2,4.5,1.23,4.76,1.23,4.76,1.2,4.4,Marseille_ATP250_2023,144972,202195,Marseille_ATP250_2023_202195_144972
13,Marseille,Open 13,2023-02-21,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Lokoli L.,43.0,173.0,935.0,339.0,7.0,6.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.25,4.0,1.31,3.72,1.31,4.2,1.27,3.7,Marseille_ATP250_2023,106362,104755,Marseille_ATP250_2023_104755_106362
13,Marseille,Open 13,2023-02-21,ATP250,Indoor,Hard,1st Round,3,Goffin D.,Klein L.,41.0,142.0,965.0,405.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.44,2.96,1.45,3.0,1.42,2.84,Marseille_ATP250_2023,127760,105676,Marseille_ATP250_2023_105676_127760
13,Marseille,Open 13,2023-02-21,ATP250,Indoor,Hard,1st Round,3,Ritschard A.,Andujar P.,187.0,211.0,317.0,267.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.26,4.24,1.28,4.25,1.24,3.97,Marseille_ATP250_2023,104665,106310,Marseille_ATP250_2023_106310_104665
13,Marseille,Open 13,2023-02-21,ATP250,Indoor,Hard,1st Round,3,Riedi L.,Rinderknech A.,133.0,72.0,426.0,702.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.24,1.72,2.35,1.72,2.24,1.64,Marseille_ATP250_2023,126239,209857,Marseille_ATP250_2023_209857_126239
13,Marseille,Open 13,2023-02-22,ATP250,Indoor,Hard,1st Round,3,Ymer M.,Albot R.,69.0,99.0,761.0,533.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.32,3.69,1.32,3.83,1.29,3.55,Marseille_ATP250_2023,105430,144707,Marseille_ATP250_2023_144707_105430
13,Marseille,Open 13,2023-02-22,ATP250,Indoor,Hard,1st Round,3,Fils A.,Safiullin R.,118.0,97.0,449.0,549.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.74,2.21,1.74,2.38,1.63,2.26,Marseille_ATP250_2023,126128,209950,Marseille_ATP250_2023_209950_126128
13,Marseille,Open 13,2023-02-22,ATP250,Indoor,Hard,2nd Round,3,Bonzi B.,Cressy M.,60.0,37.0,794.0,1016.0,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.3,1.62,2.29,1.7,2.32,1.7,2.23,1.64,Marseille_ATP250_2023,202195,126127,Marseille_ATP250_2023_126127_202195
13,Marseille,Open 13,2023-02-22,ATP250,Indoor,Hard,2nd Round,3,Bublik A.,Barrere G.,50.0,58.0,865.0,799.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.11,1.82,2.11,1.86,2.02,1.78,Marseille_ATP250_2023,106296,122330,Marseille_ATP250_2023_122330_106296
13,Marseille,Open 13,2023-02-22,ATP250,Indoor,Hard,2nd Round,3,Wawrinka S.,Gasquet R.,105.0,43.0,512.0,935.0,4.0,6.0,7.0,5.0,6.0,2.0,,,,,2.0,1.0,Completed,1.44,2.75,1.5,2.81,1.5,2.95,1.44,2.75,Marseille_ATP250_2023,104755,104527,Marseille_ATP250_2023_104527_104755
13,Marseille,Open 13,2023-02-23,ATP250,Indoor,Hard,2nd Round,3,Ymer M.,Goffin D.,69.0,41.0,761.0,965.0,,,,,,,,,,,,,Walkover,2.0,1.8,2.01,1.9,2.05,1.9,1.97,1.82,Marseille_ATP250_2023,105676,144707,Marseille_ATP250_2023_144707_105676
13,Marseille,Open 13,2023-02-23,ATP250,Indoor,Hard,2nd Round,3,Hurkacz H.,Riedi L.,11.0,133.0,2995.0,426.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.25,4.0,1.27,4.18,1.3,4.18,1.25,3.86,Marseille_ATP250_2023,209857,128034,Marseille_ATP250_2023_128034_209857
13,Marseille,Open 13,2023-02-23,ATP250,Indoor,Hard,2nd Round,3,Dimitrov G.,Brouwer G.,25.0,116.0,1575.0,453.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.2,5.34,1.23,5.55,1.2,4.55,Marseille_ATP250_2023,133835,105777,Marseille_ATP250_2023_105777_133835
13,Marseille,Open 13,2023-02-23,ATP250,Indoor,Hard,2nd Round,3,Fils A.,Sinner J.,118.0,12.0,449.0,2745.0,,,,,,,,,,,,,Walkover,4.5,1.2,4.91,1.22,5.16,1.22,4.55,1.19,Marseille_ATP250_2023,206173,209950,Marseille_ATP250_2023_209950_206173
13,Marseille,Open 13,2023-02-23,ATP250,Indoor,Hard,2nd Round,3,De Minaur A.,Ritschard A.,23.0,187.0,1710.0,317.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.08,10.48,1.09,10.48,1.07,8.75,Marseille_ATP250_2023,106310,200282,Marseille_ATP250_2023_200282_106310
13,Marseille,Open 13,2023-02-24,ATP250,Indoor,Hard,Quarterfinals,3,Hurkacz H.,Ymer M.,11.0,69.0,2995.0,761.0,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.33,3.4,1.38,3.34,1.4,3.4,1.35,3.18,Marseille_ATP250_2023,144707,128034,Marseille_ATP250_2023_128034_144707
13,Marseille,Open 13,2023-02-24,ATP250,Indoor,Hard,Quarterfinals,3,Bublik A.,Dimitrov G.,50.0,25.0,865.0,1575.0,7.0,5.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.63,1.5,2.88,1.48,2.88,1.54,2.67,1.47,Marseille_ATP250_2023,105777,122330,Marseille_ATP250_2023_122330_105777
13,Marseille,Open 13,2023-02-24,ATP250,Indoor,Hard,Quarterfinals,3,Fils A.,Wawrinka S.,118.0,105.0,449.0,512.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.79,2.14,1.81,2.22,1.73,2.09,Marseille_ATP250_2023,104527,209950,Marseille_ATP250_2023_209950_104527
13,Marseille,Open 13,2023-02-24,ATP250,Indoor,Hard,Quarterfinals,3,Bonzi B.,De Minaur A.,60.0,23.0,794.0,1710.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.4,1.33,3.54,1.35,3.54,1.36,3.32,1.32,Marseille_ATP250_2023,200282,126127,Marseille_ATP250_2023_126127_200282
13,Marseille,Open 13,2023-02-25,ATP250,Indoor,Hard,Semifinals,3,Hurkacz H.,Bublik A.,11.0,50.0,2995.0,865.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.56,2.61,1.64,2.61,1.59,2.35,Marseille_ATP250_2023,122330,128034,Marseille_ATP250_2023_128034_122330
13,Marseille,Open 13,2023-02-25,ATP250,Indoor,Hard,Semifinals,3,Bonzi B.,Fils A.,60.0,118.0,794.0,449.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.15,1.79,2.22,1.79,2.11,1.72,Marseille_ATP250_2023,209950,126127,Marseille_ATP250_2023_126127_209950
13,Marseille,Open 13,2023-02-26,ATP250,Indoor,Hard,The Final,3,Hurkacz H.,Bonzi B.,11.0,60.0,2995.0,794.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.5,2.81,1.54,3.1,1.48,2.65,Marseille_ATP250_2023,126127,128034,Marseille_ATP250_2023_128034_126127
14,Rio de Janeiro,Rio Open,2023-02-20,ATP500,Outdoor,Clay,1st Round,3,Dellien H.,Sousa J.,111.0,143.0,491.0,401.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.45,2.93,1.46,3.0,1.41,2.85,Rio de Janeiro_ATP500_2023,105311,106198,Rio de Janeiro_ATP500_2023_106198_105311
14,Rio de Janeiro,Rio Open,2023-02-20,ATP500,Outdoor,Clay,1st Round,3,Molcan A.,Fonseca J.,54.0,827.0,830.0,20.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.1,8.66,1.14,10.55,1.08,8.06,Rio de Janeiro_ATP500_2023,211663,144684,Rio de Janeiro_ATP500_2023_144684_211663
14,Rio de Janeiro,Rio Open,2023-02-20,ATP500,Outdoor,Clay,1st Round,3,Martinez P.,Garin C.,76.0,98.0,681.0,546.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.51,1.58,2.62,1.68,2.35,1.59,Rio de Janeiro_ATP500_2023,106426,124079,Rio de Janeiro_ATP500_2023_124079_106426
14,Rio de Janeiro,Rio Open,2023-02-20,ATP500,Outdoor,Clay,1st Round,3,Monteiro T.,Thiem D.,83.0,96.0,631.0,550.0,6.0,1.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.0,1.4,2.74,1.51,3.0,1.51,2.76,1.44,Rio de Janeiro_ATP500_2023,106233,106329,Rio de Janeiro_ATP500_2023_106329_106233
14,Rio de Janeiro,Rio Open,2023-02-20,ATP500,Outdoor,Clay,1st Round,3,Djere L.,Bagnis F.,57.0,87.0,806.0,595.0,6.0,2.0,3.0,2.0,,,,,,,1.0,0.0,Retired,1.44,2.75,1.44,2.98,1.46,3.01,1.42,2.81,Rio de Janeiro_ATP500_2023,105487,111513,Rio de Janeiro_ATP500_2023_111513_105487
14,Rio de Janeiro,Rio Open,2023-02-21,ATP500,Outdoor,Clay,1st Round,3,Jarry N.,Musetti L.,139.0,18.0,416.0,1855.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.44,1.61,2.63,1.61,2.5,1.52,Rio de Janeiro_ATP500_2023,207518,111797,Rio de Janeiro_ATP500_2023_111797_207518
