match_id,elo_winner,elo_loser,surface_elo_winner,surface_elo_loser,blended_elo_winner,blended_elo_loser
London_2019_103819_144750,2246.227532208505,1577.7176211545861,2176.7580451051904,1600.0,2218.439737367179,1582.174096923669
London_2019_105023_106233,1855.0337508016498,2120.6828451454517,1959.660368040755,1902.9315876599892,1875.959074249471,2077.1325936483595
London_2019_104468_106099,1834.3250477891493,1635.2481266833122,1888.1746636580372,1559.7327587782686,1855.8648941367044,1620.1450531023036
London_2019_111815_104797,1753.687915710509,1677.8737286248108,1653.3049838072866,1806.6886997251074,1733.6113293298645,1703.6367228448703
London_2019_136440_105936,1616.5055156006822,1958.2535311611887,1600.0,1833.7301603934825,1613.204412480546,1933.3488570076477
London_2019_126652_111511,1548.7275308868916,1638.748664062263,1540.507566501963,1600.0,1547.083538009906,1630.9989312498105
London_2019_126610_105379,1967.605686627081,1758.173183262765,1881.7769875514298,1801.545609703535,1933.2742069968203,1766.847668550919
London_2019_105449_105077,1760.9572063275791,1758.6349005478846,1836.0413239099908,1834.445556744304,1790.9908533605437,1773.7970317871686
London_2019_105453_106329,2033.7140679414315,1674.4714310874247,1945.2090379946374,1600.0,2016.0130619520728,1659.5771448699397
London_2019_126094_106426,1808.3835158122924,1906.2475099183278,1900.0,1667.6796742570582,1826.706812649834,1858.533942786074
London_2019_105062_104665,1741.4376593275342,1723.1649479248779,1813.0843267630885,1500.0,1755.7669928146452,1678.5319583399023
London_2019_105526_105430,1940.0277882522366,1827.8657780898411,1831.726605943617,1817.3419036124928,1918.3675517905128,1825.7610031943716
London_2019_126203_104607,1895.6587115195678,1912.481026797861,1878.4733928822054,1861.4494196460587,1888.7845840646228,1902.2747053675007
London_2019_106043_105051,1906.0496494447266,1694.3217071354102,1860.3923027584028,1806.0124243516138,1896.918180107462,1716.659850578651
London_2019_104542_106071,1905.6220184825431,1712.674936282299,1919.4378774967424,1762.7723624515738,1908.385190285383,1722.694421516154
London_2019_104745_105216,2286.7064902635307,1638.3371022207996,2071.0028225690107,1839.9173613210407,2243.565756724627,1678.6531540408478
London_2019_105357_106198,1719.0800960674194,1700.0400931037018,1607.8104692654085,1600.0,1696.8261707070174,1680.0320744829614
London_2019_104926_126207,1980.3020488498826,1818.2897822199031,1899.743990738872,1819.390586225089,1964.1904372276806,1818.5099430209405
London_2019_105575_133430,1712.5451671851172,1851.1177537690146,1611.0139414288665,1728.871485817902,1692.238922033867,1826.6685001787923
London_2019_106296_122330,1577.9436963416083,1619.5990214563003,1582.8304923505552,1583.9631957561173,1578.9210555433976,1612.471856316264
London_2019_111513_105819,1808.556023131882,1621.7587083522894,1709.7876146893686,1581.4924635543634,1788.8023414433796,1613.7054593927044
London_2019_105916_110602,1841.210535396404,1655.8437741127739,1751.5858877663522,1686.11687553939,1823.285605870394,1661.898394398097
London_2019_104545_134770,1975.8270893479107,1851.4961775462211,1985.6070218100372,1600.0,1977.783075840336,1801.196942036977
London_2019_105311_206703,1750.9008822062303,1584.4385288564065,1702.3206306714605,1575.7658892657064,1741.1848318992766,1582.7040009382667
London_2019_106298_104755,1799.7518540620495,1886.7329016612393,1846.1185674616443,1916.7992718478324,1809.0251967419686,1892.746175698558
London_2019_105227_105173,1950.0421140166898,1823.0857170449817,2046.2209575226734,1968.7306835880877,1969.2778827178865,1881.343703662224
London_2019_106210_104655,1743.0097887447394,1846.3965650570556,1959.2033747882485,1830.2780818344522,1786.2485059534413,1843.172868412535
London_2019_105683_104898,1948.5132434488062,1754.9438931487034,1956.8752066359064,1811.5490620941814,1951.8580287236462,1766.2649269377991
London_2019_105332_200175,1893.099854561837,1798.1090010422065,1851.1185258881192,1750.7775732868631,1884.7035888270934,1779.1764299400693
London_2019_124187_104527,1782.1913025700717,1958.6016730469498,1639.3532439004764,1867.5312369803494,1753.6236908361527,1940.3875858336298
London_2019_105341_103333,1751.824659576605,1738.6419878936863,1873.5972564090744,1777.0378943640915,1776.1791789430988,1746.3211691877673
London_2019_106421_200615,2010.2147703828211,1611.4668994081944,1893.2660876833256,1559.8254600010157,1986.825033842922,1601.1386115267587
London_2019_105676_104871,1962.853232067987,1821.1920267893163,2000.9256617109588,1846.303580231024,1978.0822039251757,1826.2143374776579
London_2019_128034_104919,1792.8607142757314,1824.367307853953,1666.834142074492,1782.7959257060827,1767.6553998354836,1816.053031424379
London_2019_111575_103852,1958.7524591497001,1872.183263610418,1922.8064563799683,2038.835738685222,1951.563258595754,1905.513758625379
London_2019_105138_104327,1972.7857018504135,1589.1551406660735,1993.1677589101694,1539.4467287044315,1976.8621132623648,1579.2134582737451
London_2019_105550_104312,1857.2775285247915,1755.258857424248,1796.1104726625072,1740.0362911843704,1845.0441173523348,1752.2143441762726
London_2019_200005_104719,1659.5636423229334,1689.3643113789985,1656.051632683162,1762.5721598681516,1658.8612403949794,1704.0058810768292
London_2019_200000_144895,1943.0765262249365,1653.4923669549687,1881.2524490144892,1664.9886618786522,1918.3468953407576,1655.7916259397055
London_2019_104731_104386,2068.8829214089315,1628.675295698193,2003.700961609304,1521.8851521571567,2042.8101374890805,1607.317266989986
London_2019_104925_106045,2240.2630643683638,1717.9418302482436,2155.147289467113,1746.4440669655999,2223.2399093881136,1723.642277591715
London_2019_104269_106378,1874.3199304435402,1874.0655179519997,1783.8245143297445,1850.3162056364722,1856.2208472207813,1869.3156554888944
London_2019_105311_105227,1757.937351576637,1959.0467199075126,1721.1612030817628,2070.6672385761526,1750.5821218776623,1981.3708236412408
London_2019_105449_200282,1774.3412889271567,1843.61923819414,1859.7826624909908,1675.8854483532746,1808.5178383526902,1810.072480225967
London_2019_105357_111513,1731.2205737308652,1814.967463043565,1635.6020221463102,1730.5625554081435,1712.0968634139545,1798.086481516481
London_2019_105023_126094,1880.2108931977994,1827.919683178739,1983.8091873649787,1916.044063043619,1900.9305520312353,1845.544559151715
London_2019_105526_126203,1948.4070397216287,1909.9937848044967,1856.4956452232502,1904.2775734258735,1930.0247608219531,1907.7073002530474
London_2019_105554_105932,1768.0479636130806,1848.5246532729059,1703.5836532902017,1738.4302560117458,1755.155101548505,1826.5057738206738
London_2019_105062_104545,1753.609487434489,1984.3520613143496,1820.43496939149,1991.1917808863923,1766.9745838258893,1985.7200052287583
London_2019_105453_111815,2036.1938457687709,1764.041875084288,1952.163262454926,1696.8385982890857,2019.387729106002,1750.6012197252476
London_2019_104542_105575,1912.8862114051228,1739.6623243291542,1936.5768883456392,1662.0974303786393,1917.6243467932263,1724.1493455390514
London_2019_106298_106296,1818.1605032196082,1609.8129257948087,1878.9275169648909,1621.5073005480367,1830.3139059686648,1612.1518007454545
London_2019_105815_104468,1702.0962589015069,1840.346011612324,1775.4125643937864,1894.1670244865832,1716.759519999963,1861.8744167620277
London_2019_104926_105916,1986.9240211196989,1847.1877783188988,1924.2796723318781,1774.5043549347897,1974.3951513621348,1832.651093642077
London_2019_104745_106401,2287.290253825342,1933.879629200306,2082.7763011204884,1934.7018156535887,2246.3874632843713,1934.0440664909627
London_2019_126610_104571,1973.3456674631336,1718.1607992021634,1900.8882165480454,1647.2654498353506,1944.3626870970984,1703.9817293288008
London_2019_106043_136440,1911.544424071242,1675.1291981102395,1884.7371002763416,1661.2168302548523,1906.182959312262,1672.346724539162
London_2019_103819_126652,2246.75513714122,1586.4946330175817,2178.6631984310307,1575.7474435461893,2219.5183616571444,1584.3451951233033
London_2019_105138_111575,1975.2989853214735,1967.7988220667214,1997.419881321406,1957.6783640829965,1979.7231645214601,1965.7747304699765
London_2019_105550_104731,1865.8554435369344,2070.9361425007564,1819.8574621037537,2006.6375523164502,1856.6558472502984,2045.216706427034
London_2019_105683_124187,1955.2853428479705,1807.3166887404045,1971.2246312103402,1692.4510375032708,1961.6610581929185,1784.3435584929778
London_2019_105332_106210,1902.009786665795,1767.8389143243464,1871.860705093195,1979.2374878127705,1895.9799703512751,1810.1186290220312
London_2019_104269_105341,1886.3389191325246,1771.0083952754776,1817.3655851006292,1893.4073585621084,1872.5442523261454,1795.4881879328038
London_2019_104925_128034,2241.3491110921973,1809.6457658293448,2159.92304187797,1706.118236743926,2225.0638972493516,1788.9402600122612
London_2019_105676_106421,1971.395031927107,2012.214975325305,2016.3065895673712,1900.0745661371539,1989.3596549832127,1989.786893487675
London_2019_200005_200000,1678.483056807136,1947.3834257354415,1695.860935113425,1892.6958108258616,1681.958632468394,1925.5083797716095
London_2019_105453_105449,2040.1449758500303,1791.0961363869258,1963.3334775790834,1872.2742828168728,2024.7826761958408,1823.5673949589045
London_2019_105023_105357,1893.2882045231622,1748.0578712829347,2007.1585387146247,1673.7841637547713,1916.0622713614548,1733.2031297773021
London_2019_105815_104926,1725.8429033306752,1994.4584818132396,1820.493244901263,1943.8775424838946,1744.772971644793,1984.3422939473708
London_2019_105062_105526,1775.1254082009584,1959.6270922577519,1860.4557323602426,1886.8974907645213,1792.1914730328153,1945.0811719591059
London_2019_126610_106043,1978.0353593254367,1916.6318630463627,1910.266625199374,1897.6473295222413,1950.9278656750116,1912.8349563415384
London_2019_105311_105554,1778.159521728371,1793.1892255414493,1772.6159371413398,1736.1586321554637,1777.050804810965,1781.7831068642522
London_2019_104745_104542,2290.264118806335,1921.0409145978645,2100.108986151718,1946.6750361461036,2252.2330922754118,1926.1677389075123
London_2019_103819_106298,2247.2994221847352,1825.3209986768627,2180.2849843922136,1889.5090306604527,2220.4936470677267,1838.1586050735807
London_2019_105453_105062,2044.7343965727116,1796.3048221730871,1986.4800493636913,1891.4404269018262,2033.0835271309077,1815.3319431188352
London_2019_105550_105683,1885.1433795039438,1963.6779485899665,1864.1227776433332,1979.3574907697198,1880.939259131822,1969.9497654618679
London_2019_104925_200005,2243.1865237563584,1707.8578729691765,2163.8189261548,1741.8186712826116,2227.3130042360467,1714.6500326318635
London_2019_103819_126610,2249.3835674087727,1988.765340933697,2189.064483951631,1935.146791565785,2225.255934025916,1967.3179211865322
London_2019_105138_105332,1988.0902887739808,1909.9928840969028,2024.7001026795501,1910.8365709906127,1995.4122515550946,1910.1616214756448
London_2019_104745_105311,2293.111943148293,1792.4227143566004,2117.719058245669,1798.58665018318,2258.0333661677687,1793.6555015219164
London_2019_105676_104269,1987.1156004508287,1894.7898380098216,2033.983346684016,1851.671230244663,2005.8626989441036,1886.16611645679
London_2019_105023_105815,1902.8291580754487,1755.1672603616496,2014.7539278208096,1865.4638669382166,1925.214112024521,1777.2265816769632
London_2019_104745_105023,2294.5929871724034,1912.4770166776402,2126.369007141339,2032.3153725783432,2260.9481911661906,1960.4123590379213
London_2019_103819_105453,2254.2657128201035,2049.546290401528,2199.677220533843,2010.3316809311966,2232.4303159055994,2041.7033685074618
London_2019_105138_105550,1998.5237213122577,1901.227550099707,2045.5109059705146,1905.0283199373625,2007.9211582439093,1901.9877040672382
London_2019_104925_105676,2244.2763505406597,1997.7878693235925,2168.617765498622,2047.5529404352471,2229.144633532252,2017.6938977682544
London_2019_104925_105138,2249.3099537081753,2008.6294337461566,2189.112809315064,2064.3699276772977,2237.2705248295533,2019.7775325323848
London_2019_103819_104745,2260.8160812104775,2297.5138180980384,2214.431363924717,2150.6465053538527,2242.262194296173,2268.1403555492016
London_2019_104925_103819,2254.7442660574366,2276.819512099085,2210.350268309113,2239.395646508564,2245.865466507772,2261.8499658628766
Bastad_2019_106148_144719,1722.408394246297,1723.2537278967175,1789.1542214213282,1785.693475766454,1749.1067251163095,1748.2296270446122
Newport_2019_125802_106071,1690.5058078217562,1704.138459876597,1600.0,1746.785055113918,1672.4046462574051,1712.6677789240612
Newport_2019_104719_105432,1667.2292656167779,1600.844318026124,1724.3210510876193,1610.0488001727072,1678.6476227109463,1602.6852144554407
Bastad_2019_144707_200221,1643.2669205798989,1677.177791489854,1659.52386749498,1679.4774698157858,1646.5183099629153,1677.6377271550405
Newport_2019_105819_103333,1613.0020326186118,1721.3710608232702,1558.4526790043196,1754.3702101310655,1602.0921618957534,1727.9708906848293
Umag_2019_106210_105649,1755.3009340538586,1678.0515580353558,1703.694146722804,1745.0256131817564,1744.9795765876477,1691.4463690646362
Umag_2019_206173_105155,1608.4099832559953,1567.6452690612741,1640.0364704158167,1573.3219300974854,1614.7352806879596,1568.7806012685164
Umag_2019_105379_106065,1750.9133768011272,1774.8438247210206,1832.4911728444647,1880.3562946987022,1783.544495218462,1817.0488127120932
Newport_2019_105815_104797,1744.227106218004,1663.5986047266226,1845.720336575966,1756.1697592633836,1764.5257522895968,1682.1128356339748
Newport_2019_111794_202400,1583.5127973291956,1500.0,1578.8245353685702,1500.0,1582.5751449370707,1500.0
Bastad_2019_111797_105967,1816.3556725362146,1761.1859822066745,1864.7267172900015,1741.8234343067493,1835.7040904377295,1753.4409630467044
Bastad_2019_110602_104327,1641.8785246814525,1584.2579848870448,1623.847327284877,1500.0,1638.2722852021375,1567.406387909636
Bastad_2019_104871_105807,1812.9823696437822,1827.3767508445858,1802.6888426341454,1817.7211057143231,1808.8649588399276,1823.5144927924807
Bastad_2019_106228_106032,1758.7200427196217,1600.0,1788.3201865778435,1600.0,1770.5601002629105,1600.0
Bastad_2019_106000_134770,1752.8080650206696,1840.1516997341002,1752.2816907612198,1860.3699663099617,1752.7027901687798,1848.2390063644448
Bastad_2019_106198_105208,1681.434636906573,1666.5491250026307,1702.8523629482252,1613.2738385542173,1690.0017273232338,1655.8940677129483
Bastad_2019_111200_106329,1519.4349634985804,1669.6190412830401,1524.721339425126,1707.4017437473317,1520.4922386838896,1684.732122268757
Bastad_2019_105643_126523,1711.1119080695082,1597.3025411755848,1776.333598700262,1610.6422701021324,1737.2005843218096,1599.9704869608945
Bastad_2019_105311_106075,1790.9158120821392,1671.955025422656,1730.8068252184262,1668.88361884654,1766.8722173366539,1671.340744107433
Newport_2019_122330_106109,1589.4651899200223,1584.8398612405854,1548.5997719863938,1560.5061184254732,1581.2921063332967,1579.9731126775632
Bastad_2019_105077_106005,1745.3812533955142,1584.52178785765,1764.605594279452,1600.0,1753.0709897490894,1587.61743028612
Newport_2019_106045_105614,1716.56454418185,1604.3470506630406,1741.8273227306192,1643.36209533295,1721.6170998916039,1612.1500595970226
Newport_2019_105051_111790,1687.8960826716818,1666.3087787527154,1784.8863918818568,1563.3438972534807,1707.2941445137171,1645.7158024528685
Newport_2019_104999_105065,1631.877345846012,1594.621762008374,1816.0568738786744,1667.848909303734,1668.7132514525447,1609.267191467446
Newport_2019_106368_104660,1677.7826383186728,1625.8041647128675,1743.106698620577,1628.073448737888,1690.8474503790537,1626.2580215178716
Newport_2019_104678_105359,1725.1374400657674,1663.4737508556418,1787.2406454617717,1632.4264321021026,1737.5580811449684,1657.264287104934
Umag_2019_106099_144895,1622.6791268670233,1646.157425597065,1683.209667731295,1661.7187414407758,1634.7852350398778,1649.2696887658074
Umag_2019_105882_105341,1553.22187735382,1757.1571202130126,1547.4311916932552,1729.983729744142,1552.0637402217071,1751.7224421192386
Umag_2019_104919_104665,1809.1290598035607,1702.1242272563638,1835.6989905758853,1752.802509393594,1819.7570321124906,1712.2598836838101
Umag_2019_126094_104898,1814.5052569407364,1748.1325147876926,1809.3340440532731,1760.0596704626562,1813.471014363244,1752.903377057678
Umag_2019_105936_106121,1932.9281978709073,1709.1249330819396,1973.5696527788043,1789.8580184685773,1941.0564888524868,1741.4181672365946
Umag_2019_126120_105477,1583.4783923030952,1729.8190492188442,1586.603498354303,1752.8297899161157,1584.103413513337,1734.4211973582985
Umag_2019_103893_105091,1649.5967365976787,1600.0,1629.4652758505756,1600.0,1645.570444448258,1600.0
Umag_2019_105487_105373,1541.9201502315584,1818.5145862752574,1563.7540265866494,1861.4416443963996,1546.2869255025767,1835.6854095237145
Newport_2019_111153_105449,1558.832282209195,1785.5378021183844,1600.0,1854.047385117237,1567.065825767356,1812.9416353179254
Umag_2019_105226_105634,1655.0074783801392,1625.2927935702671,1637.0157035605296,1678.555572149331,1651.4091234162174,1635.94534928608
Newport_2019_105051_106045,1701.5226213816734,1726.2488102846214,1796.8325668263828,1760.365925547108,1720.5846104706154,1733.0722333371186
Bastad_2019_104871_106426,1826.2944952024725,1886.304141647633,1826.0120472449562,1966.7771945795012,1826.181516019466,1918.4933628203803
Bastad_2019_111797_144707,1827.1230356075885,1673.1816696308806,1876.13471768762,1691.1014536803852,1846.727708439601,1676.7656264407815
Bastad_2019_105077_104269,1752.795942667436,1885.3265560200948,1774.3615649282806,1891.734012210462,1761.422191571774,1887.8895384962418
Bastad_2019_106148_106000,1737.10628229767,1770.1729582964642,1807.6587812797177,1786.02073974182,1765.3272818904893,1773.3425145855354
Newport_2019_125802_111153,1710.1469317119972,1605.849537017859,1653.9731393036627,1662.6451633572626,1698.9121732303304,1617.2086622857398
Newport_2019_104719_111442,1682.6460219169694,1815.889385409912,1742.6632000765476,1833.4060268692301,1694.649457548885,1822.8960419936393
Newport_2019_122330_104678,1614.5448571661025,1745.400052407683,1582.1114802831567,1805.7004360539463,1608.0581817895136,1757.4601291369358
Newport_2019_105815_105173,1757.2823084608224,1814.4987718627265,1867.9532430200027,1950.7057276247629,1779.4164953726586,1868.9815541675412
Newport_2019_104999_105819,1646.5076265930065,1634.7880670607433,1834.5128674732352,1610.7820403467508,1684.1086747690524,1629.986861717945
Newport_2019_104545_111794,1963.0687223368886,1608.5316236432643,1949.632882261989,1606.018212705333,1960.3815543219087,1608.0289414556783
Umag_2019_105226_105936,1683.8210000456,1938.9721144346538,1672.2653060142857,1986.3487992215594,1681.5098612393372,1957.9227883494161
Umag_2019_104919_106210,1818.49573040384,1770.179471168728,1849.7389445066697,1733.231144125134,1830.993016044972,1762.7898057600094
Umag_2019_105882_104926,1594.8494742903597,1973.4838227242117,1596.8847263689197,2022.3635312509164,1595.2565247060718,1993.0357061348936
Umag_2019_111513_103893,1798.6424620512996,1667.4453718326806,1925.7311563102803,1655.1359987014064,1849.4779397548918,1664.983497206426
Newport_2019_200005_106368,1706.2496886604376,1696.7488199457737,1736.8967267275168,1762.4959915427294,1712.3790962738537,1709.898254265165
Bastad_2019_105643_104655,1721.5738647126534,1827.0358181432593,1785.9853798448992,1883.7429451992687,1747.3384707655518,1849.718668965663
Bastad_2019_105311_111200,1799.735147244197,1553.7705273108502,1747.714203116483,1569.0133855738109,1778.9267695931112,1556.8190989634425
Bastad_2019_104755_110602,1868.391239899006,1665.0364795056937,1851.1652583091595,1645.2263066361606,1861.5008472630675,1661.0744449317872
Bastad_2019_106228_106198,1768.1214030926044,1699.4278955833547,1797.0397106162181,1717.2107610854823,1779.68872610205,1706.5410417842058
Umag_2019_105583_126094,1818.507404856362,1826.5219848893164,1866.5905961491067,1834.785527706016,1837.74068137346,1828.1746934526564
Umag_2019_106099_106432,1649.0621828798403,1965.5472903660977,1710.6467629114456,1898.9489248264522,1661.3790988861615,1938.9079441502395
Umag_2019_105379_206173,1767.4685216148719,1632.4123387908019,1853.7578999834618,1663.0368770102095,1801.9842729623078,1638.5372464346835
Umag_2019_105487_126120,1583.8916023979184,1633.4096135796904,1608.1684763972582,1638.2151907938178,1588.7469771977867,1634.370729022516
Bastad_2019_111797_104871,1834.9584521238762,1841.9182154152475,1885.4363595255377,1857.7052690562712,1855.149615084541,1848.233036871657
Bastad_2019_105643_105311,1742.4209296395595,1805.0245830533024,1809.2515777902795,1758.8426986808304,1769.1531888998475,1786.5518293043135
Bastad_2019_106228_104755,1781.9492308180786,1875.1108276255866,1811.01240807095,1861.159743024877,1793.574501719227,1869.5303937853027
Newport_2019_200005_125802,1722.4662673837076,1723.810091578197,1765.8426064321966,1692.0662607565073,1731.1415351934054,1717.4613254138592
Bastad_2019_105077_106148,1771.4123314636138,1753.9983120333195,1798.353645132665,1826.1025587619138,1782.188856931234,1782.8400107247571
Newport_2019_104719_104999,1709.795720354754,1662.9248450132702,1777.9563894253836,1847.859028038782,1723.42785416888,1699.9116816183728
Umag_2019_111513_104919,1806.8034273262795,1830.4816581067087,1931.0468725575608,1862.545943761139,1856.500805418792,1843.3073723684809
Umag_2019_105226_105882,1735.0152863796009,1646.201465238594,1726.3724742177642,1661.3252667239071,1733.2867239472337,1649.2262255356568
Umag_2019_105583_105379,1831.9020802666917,1777.858078402943,1883.416213654797,1863.7929475514404,1852.5077336219338,1812.232026062342
Umag_2019_106099_105487,1692.2672225382778,1613.0452191844067,1754.4442773259916,1636.8834880919885,1704.7026334958207,1622.5805267474393
Newport_2019_104545_105051,1966.1247524136063,1717.8079674853952,1957.7084926418802,1821.6900066909207,1964.441500459261,1738.5843753265003
Newport_2019_122330_105815,1649.6998530211163,1777.2147482850885,1632.64916032901,1904.0595027829006,1646.2897144826952,1802.583699184651
Bastad_2019_111797_105643,1849.0737250290965,1762.3905444770012,1902.5234133115137,1825.7003524309418,1870.4536003420635,1787.7144676585774
Newport_2019_122330_104719,1684.7759376188226,1727.7112564694457,1685.2088848614408,1813.0251416715898,1684.8625270673465,1744.7740335098747
Bastad_2019_106228_105077,1804.4371416403383,1784.8853517232267,1832.3821187137034,1818.6616060360286,1815.6151324696843,1798.3958534483477
Umag_2019_105226_111513,1758.3869400406627,1821.1839186921454,1751.774478567442,1944.0248695899634,1757.0644477460187,1870.3202990512725
Newport_2019_104545_200005,1971.4583381547484,1739.7754885820873,1978.3235818405674,1787.4017739069684,1972.8313868919122,1758.8260027120396
Umag_2019_105583_106099,1843.4903547420472,1712.049835677961,1901.524770728698,1774.28794085285,1866.7041211367075,1724.4974567129389
Bastad_2019_111797_106228,1859.8742583407127,1821.6952416796285,1917.4210871908874,1850.776680122338,1882.8929898807824,1833.3278170567123
Newport_2019_104545_122330,1977.4607935301613,1714.5564220006443,1994.726385661224,1728.4558580467356,1980.913911956374,1717.3363092098625
Umag_2019_105583_105226,1852.6878155329798,1795.1595876405333,1914.6193469830646,1798.6611116257875,1877.4604281130137,1795.8598924375842
Gstaad_2019_104665_110602,1687.2480803288033,1651.8436048272524,1733.880279660938,1630.1647743187452,1705.9009600616573,1647.5078387255512
Atlanta_2019_200615_106045,1607.8236407040363,1710.4992728477728,1571.0385510475594,1666.6097626394173,1593.1096048414456,1692.9434687644305
Atlanta_2019_111815_111442,1759.3178973527547,1796.4147196130666,1800.751098877328,1820.6254407558545,1775.8911779625842,1806.0990080701818
Atlanta_2019_105614_105657,1591.5822228916381,1689.042471124403,1618.5748910394777,1764.9687625765303,1602.379290150774,1719.4129877052537
Gstaad_2019_106148_103893,1738.9086482257937,1653.4314020595893,1804.4078001654836,1644.8519761753928,1765.1083090016698,1651.71551688275
Gstaad_2019_106210_105208,1753.1685623911253,1651.015561602673,1714.708693140165,1592.5769907522251,1745.4765885409333,1639.3278474325834
Gstaad_2019_105649_144895,1653.8921976590557,1623.2662212571684,1708.342221982781,1638.2802078330985,1664.7822025238008,1626.2690185723545
Hamburg_2019_200484_104919,1597.750257203786,1815.1494575352115,1616.0243243995915,1846.9429679080142,1601.405070642947,1827.8668616843327
Hamburg_2019_105373_127157,1794.3432447097239,1600.0,1827.7936415014067,1600.0,1807.723403426397,1600.0
Hamburg_2019_105916_104259,1839.626529735991,1840.7146421065806,1800.8579218894884,1875.052017925033,1824.11908659739,1854.4495924339617
Hamburg_2019_104871_105332,1827.8771801028429,1899.7484025668527,1836.3472551120556,1988.346000556463,1831.2652101065278,1935.1874417626968
Hamburg_2019_126094_106426,1810.8261386058266,1868.4881735831057,1807.869922917532,1943.7675613838494,1810.234895468168,1898.5999287034033
Gstaad_2019_105882_123755,1624.766295052617,1675.7727231501467,1633.3254040408747,1722.2179727243158,1626.4781168502686,1685.0617730649806
Gstaad_2019_105341_105757,1728.186950445745,1600.0,1682.2212543193584,1600.0,1718.9938112204677,1600.0
Atlanta_2019_105051_111794,1711.7131968278165,1601.0865957191363,1741.5531965311254,1595.7590637613555,1723.6491967091401,1600.0210893275803
Atlanta_2019_124187_122330,1796.8202151837372,1704.8496617046828,1865.97048612235,1572.6627190735785,1824.4803235591821,1678.4122731784619
Atlanta_2019_105554_105359,1771.4785417491596,1642.653614000106,1765.9695890793794,1640.9326770100686,1769.2749606812476,1642.3094266020987
Atlanta_2019_126952_105432,1572.7377803466663,1583.6756674961607,1580.699097960202,1566.1615918624757,1574.3300438693734,1580.172852369424
Gstaad_2019_105311_104327,1788.4576159133653,1564.9966793813323,1740.2960073094391,1475.2368720196855,1769.1929724717947,1547.044717909003
Gstaad_2019_144719_104291,1710.6678049652483,1678.6193247681072,1770.3209785483355,1767.1722217084757,1734.5290743984833,1714.0404835442546
Gstaad_2019_126237_103990,1600.0,1576.2455659968055,1600.0,1583.61187149602,1600.0,1577.7188270966485
Atlanta_2019_106071_126207,1686.5876159570955,1811.076014411931,1744.8518793287008,1852.5846791908743,1709.8933213057376,1827.6794803235084
Gstaad_2019_104797_144817,1649.8910541947537,1587.3519692601963,1739.425080185738,1587.7401470918558,1667.7978593929506,1587.4296048265282
Atlanta_2019_105430_105815,1819.4343542968877,1753.7545163956377,1867.9061351048597,1748.766069328399,1838.8230666200764,1751.759137568742
Gstaad_2019_106121_111795,1702.9718799475938,1562.5549102098712,1780.4898177341352,1567.4076790793404,1733.9790550622104,1563.5254639837651
Hamburg_2019_105526_106329,1940.2448489641515,1640.5975257318169,1931.8820375624189,1674.2469327556962,1936.8997244034585,1654.0572885413685
Hamburg_2019_105932_106198,1833.4914347958797,1683.862004602131,1839.4901945196052,1701.928462768381,1835.8909386853697,1691.088587868631
Gstaad_2019_105077_105967,1771.0276273288048,1743.3972749391617,1800.0933631809082,1726.2365027231444,1782.6539216696463,1739.9651204959582
Hamburg_2019_134770_104898,1819.2150906404804,1737.353274079376,1837.3231347771446,1740.67945377258,1826.458308295146,1738.018510018017
Hamburg_2019_106233_104655,2100.375531044381,1808.1875442990722,2136.092698904111,1863.3710085119048,2114.662398188273,1830.2609299842052
Hamburg_2019_100644_111797,1963.4287473454672,1873.0648873154653,2087.119066479278,1933.3021088563062,2012.9048749989915,1897.1597759318015
Hamburg_2019_104755_111576,1856.16676311841,1561.420536551165,1835.338105529124,1600.0,1847.8353000826958,1569.136429240932
Hamburg_2019_105936_111513,1915.262388259156,1804.5090735166036,1942.9457264027278,1918.5786640869705,1926.3357235165847,1850.1369097447505
Hamburg_2019_105643_106065,1749.025944326007,1761.5223458900098,1810.007533308953,1860.5023062309729,1773.4185799191855,1801.1143300263948
Hamburg_2019_104926_109699,1952.2315475080347,1600.0,1990.5909272432068,1600.0,1967.5752994021036,1600.0
Hamburg_2019_106228_200221,1804.8709311688065,1649.597901091052,1834.7630343573892,1651.8978789164114,1816.8277724442396,1650.057896656124
Hamburg_2019_105807_105870,1812.514682806026,1544.7737758930557,1795.3235679014824,1548.4053025353167,1805.6382368442084,1545.500081221508
Atlanta_2019_111815_126952,1773.800876245738,1609.314340659435,1817.6997902840199,1617.3991879004504,1791.3604418610507,1610.9313101076382
Gstaad_2019_106148_105882,1750.1364429322696,1654.3958194271734,1815.0086979537514,1671.5856297071982,1776.0853449408623,1657.8337814831784
Atlanta_2019_200005_211415,1732.394060398915,1500.0,1658.0427598547656,1500.0,1702.6535401812553,1500.0
Atlanta_2019_200175_106058,1783.5135076425047,1687.1953183247858,1717.0858815919703,1720.5406325729907,1756.942457222291,1700.5334440240676
Atlanta_2019_110536_105777,1547.8131734481658,1835.7086045526496,1588.3505793820889,1929.2105851253368,1555.9206546349506,1873.1093967817246
Atlanta_2019_105554_105430,1783.748234645556,1829.836741155653,1781.5341015709796,1878.7667437219764,1782.8625814157253,1849.4087421821823
Atlanta_2019_200615_105732,1631.983478562556,1880.8257850658497,1599.093804849016,1863.5608174173728,1618.8276090771399,1873.919798006459
Gstaad_2019_105649_106210,1680.2029438594514,1766.520745946764,1732.6996233996767,1731.8793621689235,1690.7022797674965,1759.592469191196
