tournament_location,tournament_name,Date,indoor_or_outdoor,Surface,Round,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,loser_id,winner_id,match_id,Winner_Sets_Before,Winner_Gems_Before,Loser_Sets_Before,Loser_Gems_Before,tournament_id,draw_size,tournament_level,tournament_date,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,7.0,5.0,1.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,144719,106234,New York_2021_106234_144719,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,21.0,,Aslan Karatsev,R,185.0,RUS,27.9,,,Jaume Munar,R,183.0,ESP,24.3,5,187.0,6.0,9.0,117.0,81.0,59.0,15.0,18.0,6.0,9.0,7.0,6.0,121.0,73.0,46.0,26.0,18.0,9.0,14.0,25.0,2109.0,65.0,1022.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,4.0,6.0,6.0,3.0,7.0,5.0,7.0,6.0,,,3.0,1.0,Completed,111513,106045,New York_2021_106045_111513,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Denis Kudla,R,180.0,USA,29.0,,,Laslo Djere,R,188.0,SRB,26.2,5,205.0,15.0,9.0,142.0,73.0,59.0,42.0,23.0,8.0,9.0,24.0,8.0,142.0,80.0,64.0,32.0,21.0,10.0,12.0,92.0,833.0,51.0,1307.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,1.0,5.0,7.0,5.0,7.0,7.0,5.0,6.0,4.0,3.0,2.0,Completed,106298,105077,New York_2021_105077_106298,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Albert Ramos,L,188.0,ESP,33.6,,,Lucas Pouille,R,185.0,FRA,27.5,5,221.0,7.0,7.0,144.0,100.0,75.0,25.0,26.0,4.0,7.0,18.0,15.0,182.0,87.0,70.0,43.0,27.0,13.0,19.0,48.0,1400.0,133.0,605.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,4.0,1.0,6.0,4.0,6.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,111575,144750,New York_2021_144750_111575,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Lloyd Harris,R,193.0,RSA,24.5,25.0,,Karen Khachanov,R,198.0,RUS,25.2,5,187.0,20.0,2.0,122.0,76.0,61.0,19.0,22.0,3.0,7.0,13.0,4.0,125.0,71.0,51.0,31.0,22.0,9.0,14.0,46.0,1443.0,28.0,2010.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,1.0,6.0,1.0,5.0,7.0,6.0,3.0,,,3.0,1.0,Completed,106099,105453,New York_2021_105453_106099,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Kei Nishikori,R,178.0,JPN,31.6,,,Salvatore Caruso,R,185.0,ITA,28.7,5,161.0,2.0,3.0,106.0,63.0,42.0,25.0,17.0,5.0,8.0,7.0,6.0,113.0,77.0,43.0,16.0,18.0,5.0,14.0,56.0,1208.0,113.0,735.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,1.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,104655,124014,New York_2021_124014_104655,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,WC,Ernesto Escobedo,R,185.0,MEX,25.1,,,Pablo Cuevas,R,180.0,URU,35.6,5,89.0,5.0,2.0,68.0,49.0,40.0,11.0,12.0,2.0,2.0,6.0,4.0,77.0,56.0,30.0,6.0,11.0,4.0,10.0,178.0,410.0,101.0,807.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,4.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,105023,100644,New York_2021_100644_105023,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,4.0,,Alexander Zverev,R,198.0,GER,24.3,,,Sam Querrey,R,198.0,USA,33.8,5,100.0,18.0,1.0,74.0,51.0,46.0,14.0,15.0,0.0,0.0,17.0,5.0,96.0,54.0,38.0,18.0,15.0,6.0,10.0,4.0,8240.0,78.0,943.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,106078,128034,New York_2021_128034_106078,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,10.0,,Hubert Hurkacz,R,196.0,POL,24.5,,,Egor Gerasimov,R,196.0,BLR,28.7,5,103.0,14.0,0.0,68.0,43.0,37.0,19.0,14.0,0.0,0.0,6.0,7.0,102.0,63.0,44.0,15.0,14.0,6.0,10.0,13.0,3128.0,82.0,910.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,0.0,4.0,6.0,6.0,2.0,6.0,1.0,,,3.0,1.0,Completed,105870,122330,New York_2021_122330_105870,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,31.0,,Alexander Bublik,R,196.0,KAZ,24.2,,,Yannick Hanfmann,R,193.0,GER,29.7,5,116.0,18.0,10.0,107.0,55.0,43.0,26.0,16.0,11.0,13.0,6.0,3.0,86.0,49.0,28.0,17.0,15.0,5.0,13.0,37.0,1633.0,134.0,594.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,2.0,6.0,7.0,5.0,6.0,4.0,2.0,6.0,7.0,6.0,3.0,2.0,Completed,105916,104312,New York_2021_104312_105916,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Andreas Seppi,R,190.0,ITA,37.5,,,Marton Fucsovics,R,188.0,HUN,29.5,5,244.0,9.0,5.0,163.0,92.0,70.0,33.0,26.0,4.0,9.0,9.0,9.0,157.0,88.0,69.0,39.0,25.0,3.0,6.0,89.0,873.0,41.0,1549.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,7.0,7.0,5.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,132283,106214,New York_2021_106214_132283,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,Q,Oscar Otte,R,196.0,GER,28.1,20.0,,Lorenzo Sonego,R,191.0,ITA,26.3,5,243.0,9.0,10.0,172.0,96.0,70.0,40.0,26.0,6.0,11.0,12.0,7.0,151.0,98.0,66.0,26.0,25.0,2.0,8.0,144.0,543.0,23.0,2227.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,7.0,6.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,104871,126610,New York_2021_126610_104871,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,6.0,,Matteo Berrettini,R,196.0,ITA,25.3,,,Jeremy Chardy,R,188.0,FRA,34.5,5,151.0,17.0,1.0,100.0,67.0,54.0,23.0,17.0,2.0,3.0,12.0,3.0,120.0,77.0,55.0,24.0,18.0,7.0,10.0,8.0,5533.0,70.0,994.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,5.0,7.0,4.0,6.0,6.0,1.0,6.0,4.0,7.0,6.0,3.0,2.0,Completed,105807,202195,New York_2021_202195_105807,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,Q,Maxime Cressy,R,198.0,USA,24.3,9.0,,Pablo Carreno Busta,R,188.0,ESP,30.1,5,213.0,44.0,10.0,141.0,91.0,79.0,28.0,26.0,2.0,4.0,7.0,4.0,162.0,126.0,94.0,15.0,26.0,10.0,13.0,151.0,504.0,12.0,3325.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,4.0,6.0,2.0,4.0,6.0,6.0,2.0,,,3.0,1.0,Completed,126845,206173,New York_2021_206173_126845,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,13.0,,Jannik Sinner,R,188.0,ITA,20.0,,WC,Max Purcell,R,185.0,AUS,23.4,5,153.0,12.0,4.0,108.0,58.0,44.0,30.0,18.0,5.0,7.0,12.0,8.0,124.0,64.0,45.0,26.0,18.0,12.0,18.0,16.0,2750.0,191.0,375.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,2.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,105643,133430,New York_2021_133430_105643,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,7.0,,Denis Shapovalov,L,185.0,CAN,22.3,,,Federico Delbonis,L,190.0,ARG,30.9,5,109.0,14.0,6.0,68.0,41.0,37.0,12.0,12.0,0.0,0.0,1.0,2.0,82.0,51.0,30.0,13.0,13.0,6.0,12.0,10.0,3580.0,47.0,1407.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,2.0,2.0,1.0,,,,,,,1.0,0.0,Retired,200624,105932,New York_2021_105932_200624,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Nikoloz Basilashvili,R,185.0,GEO,29.5,,,Sebastian Korda,R,196.0,USA,21.1,5,48.0,2.0,0.0,32.0,20.0,15.0,7.0,5.0,0.0,0.0,2.0,3.0,31.0,16.0,10.0,5.0,6.0,1.0,4.0,39.0,1578.0,45.0,1459.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,4.0,6.0,6.0,3.0,7.0,5.0,2.0,6.0,7.0,6.0,3.0,2.0,Completed,126149,111442,New York_2021_111442_126149,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Jordan Thompson,R,183.0,AUS,27.3,,,Gianluca Mager,R,185.0,ITA,26.7,5,210.0,17.0,2.0,145.0,86.0,68.0,33.0,27.0,7.0,12.0,14.0,8.0,162.0,103.0,77.0,27.0,25.0,7.0,11.0,59.0,1090.0,71.0,990.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,7.0,6.0,6.0,2.0,1.0,6.0,6.0,3.0,,,3.0,1.0,Completed,126205,106148,New York_2021_106148_126205,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Roberto Carballes Baena,R,183.0,ESP,28.4,,,Tommy Paul,R,185.0,USA,24.2,5,185.0,10.0,6.0,126.0,77.0,53.0,23.0,19.0,3.0,7.0,6.0,3.0,123.0,82.0,55.0,19.0,18.0,6.0,11.0,95.0,819.0,54.0,1243.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,4.0,7.0,5.0,7.0,6.0,,,,,3.0,0.0,Completed,105882,144895,New York_2021_144895_105882,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Corentin Moutet,L,178.0,FRA,22.3,,,Stefano Travaglia,R,185.0,ITA,29.6,5,160.0,5.0,6.0,102.0,63.0,45.0,21.0,16.0,8.0,11.0,10.0,4.0,115.0,65.0,40.0,25.0,19.0,3.0,8.0,88.0,873.0,100.0,811.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,105948,104792,New York_2021_104792_105948,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,17.0,,Gael Monfils,R,193.0,FRA,34.9,,,Federico Coria,R,180.0,ARG,29.4,5,94.0,8.0,3.0,69.0,41.0,38.0,14.0,13.0,1.0,2.0,2.0,5.0,74.0,43.0,29.0,10.0,12.0,6.0,12.0,20.0,2503.0,62.0,1054.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,2.0,6.0,7.0,6.0,4.0,6.0,6.0,4.0,7.0,5.0,3.0,2.0,Completed,105526,134868,New York_2021_134868_105526,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Tallon Griekspoor,R,188.0,NED,25.1,,,Jan Lennard Struff,R,193.0,GER,31.3,5,218.0,30.0,7.0,180.0,122.0,92.0,27.0,26.0,15.0,19.0,25.0,16.0,161.0,78.0,63.0,45.0,27.0,4.0,7.0,121.0,675.0,52.0,1275.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,6.0,7.0,6.0,2.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,106415,106058,New York_2021_106058_106415,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,WC,Jack Sock,R,185.0,USA,28.9,,,Yoshihito Nishioka,L,170.0,JPN,25.9,5,172.0,15.0,5.0,112.0,70.0,58.0,25.0,20.0,4.0,4.0,7.0,1.0,129.0,89.0,63.0,16.0,19.0,7.0,12.0,184.0,393.0,69.0,1000.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,5.0,7.0,7.0,6.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,109739,105449,New York_2021_105449_109739,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Steve Johnson,R,188.0,USA,31.6,,Q,Maximilian Marterer,L,191.0,GER,26.2,5,185.0,26.0,7.0,132.0,82.0,68.0,33.0,23.0,0.0,1.0,31.0,5.0,157.0,93.0,70.0,37.0,24.0,9.0,11.0,87.0,876.0,212.0,329.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,105815,125802,New York_2021_125802_105815,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Ilya Ivashka,R,193.0,BLR,27.5,,,Tennys Sandgren,R,188.0,USA,30.1,5,147.0,14.0,2.0,97.0,55.0,44.0,29.0,17.0,4.0,4.0,15.0,4.0,107.0,78.0,56.0,9.0,15.0,7.0,9.0,53.0,1250.0,91.0,833.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,2.0,6.0,3.0,6.0,6.0,1.0,6.0,3.0,7.0,6.0,3.0,2.0,Completed,104926,105577,New York_2021_105577_104926,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,,Vasek Pospisil,R,193.0,CAN,31.1,28.0,,Fabio Fognini,R,178.0,ITA,34.2,5,198.0,24.0,9.0,144.0,80.0,63.0,31.0,24.0,6.0,11.0,8.0,6.0,132.0,79.0,58.0,25.0,22.0,5.0,10.0,58.0,1125.0,31.0,1734.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,7.0,6.0,5.0,7.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,106065,208260,New York_2021_208260_106065,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,WC,Zachary Svajda,R,175.0,USA,18.7,,,Marco Cecchinato,R,185.0,ITA,28.9,5,182.0,9.0,5.0,133.0,86.0,69.0,26.0,22.0,2.0,3.0,12.0,6.0,139.0,95.0,69.0,23.0,23.0,3.0,5.0,716.0,32.0,81.0,911.0
New York,US Open,2021-08-31,Outdoor,Hard,1st Round,7.0,5.0,6.0,2.0,5.0,7.0,6.0,3.0,,,3.0,1.0,Completed,144707,202385,New York_2021_202385_144707,0.0,0.0,0.0,0.0,2021-560,128,G,2021-08-31,,WC,Jenson Brooksby,R,188.0,USA,20.8,,,Mikael Ymer,R,183.0,SWE,22.9,5,240.0,2.0,1.0,137.0,82.0,50.0,24.0,20.0,8.0,16.0,2.0,4.0,136.0,75.0,42.0,26.0,21.0,9.0,20.0,99.0,812.0,72.0,981.0
New York,US Open,2021-09-01,Outdoor,Hard,1st Round,6.0,1.0,6.0,7.0,6.0,2.0,6.0,1.0,,,3.0,1.0,Completed,208029,104925,New York_2021_104925_208029,0.0,0.0,0.0,0.0,2021-560,128,G,2021-09-01,1.0,,Novak Djokovic,R,188.0,SRB,34.2,,Q,Holger Rune,R,185.0,DEN,18.3,5,135.0,17.0,7.0,97.0,62.0,53.0,17.0,18.0,1.0,3.0,1.0,4.0,93.0,49.0,30.0,22.0,17.0,6.0,14.0,1.0,11113.0,145.0,541.0
New York,US Open,2021-09-01,Outdoor,Hard,1st Round,7.0,6.0,6.0,2.0,1.0,6.0,6.0,4.0,,,3.0,1.0,Completed,200282,126203,New York_2021_126203_200282,0.0,0.0,0.0,0.0,2021-560,128,G,2021-09-01,,,Taylor Fritz,R,193.0,USA,23.8,14.0,,Alex De Minaur,R,183.0,AUS,22.5,5,182.0,10.0,6.0,122.0,70.0,46.0,28.0,18.0,9.0,13.0,3.0,2.0,132.0,77.0,50.0,29.0,20.0,9.0,14.0,42.0,1540.0,17.0,2555.0
New York,US Open,2021-09-01,Outdoor,Hard,2nd Round,7.0,6.0,6.0,7.0,6.0,1.0,6.0,1.0,,,3.0,1.0,Completed,124079,126094,New York_2021_126094_124079,3.0,7.0,1.0,5.0,2021-560,128,G,2021-09-01,5.0,,Andrey Rublev,R,188.0,RUS,23.8,,,Pedro Martinez,R,185.0,ESP,24.3,5,172.0,18.0,1.0,118.0,70.0,58.0,27.0,20.0,5.0,6.0,7.0,6.0,132.0,71.0,45.0,28.0,20.0,9.0,15.0,7.0,6400.0,75.0,950.0
New York,US Open,2021-09-01,Outdoor,Hard,2nd Round,7.0,6.0,7.0,6.0,4.0,0.0,,,,,2.0,0.0,Retired,105777,200615,New York_2021_200615_105777,2.0,8.0,3.0,9.0,2021-560,128,G,2021-09-01,,,Alexei Popyrin,R,196.0,AUS,22.0,15.0,,Grigor Dimitrov,R,188.0,BUL,30.2,5,137.0,12.0,4.0,94.0,57.0,42.0,23.0,15.0,4.0,6.0,3.0,7.0,105.0,66.0,42.0,19.0,15.0,6.0,10.0,73.0,970.0,18.0,2511.0
New York,US Open,2021-09-01,Outdoor,Hard,2nd Round,7.0,6.0,4.0,6.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,126239,207989,New York_2021_207989_126239,3.0,7.0,1.0,3.0,2021-560,128,G,2021-09-01,,,Carlos Alcaraz,R,185.0,ESP,18.3,,,Arthur Rinderknech,R,196.0,FRA,26.1,5,178.0,8.0,3.0,110.0,65.0,55.0,31.0,21.0,0.0,1.0,10.0,2.0,121.0,80.0,61.0,20.0,19.0,8.0,11.0,55.0,1209.0,83.0,907.0
New York,US Open,2021-09-01,Outdoor,Hard,2nd Round,6.0,3.0,3.0,6.0,1.0,6.0,6.0,2.0,6.0,4.0,3.0,2.0,Completed,206909,144684,New York_2021_144684_206909,2.0,11.0,3.0,5.0,2021-560,128,G,2021-09-01,,Q,Alex Molcan,L,178.0,SVK,23.7,,WC,Brandon Nakashima,R,185.0,USA,20.0,5,199.0,10.0,6.0,164.0,112.0,73.0,24.0,22.0,5.0,10.0,13.0,6.0,138.0,75.0,56.0,28.0,21.0,10.0,15.0,138.0,579.0,84.0,893.0
New York,US Open,2021-09-01,Outdoor,Hard,2nd Round,6.0,4.0,7.0,6.0,2.0,6.0,6.0,3.0,,,3.0,1.0,Completed,106218,105554,New York_2021_105554_106218,2.0,9.0,3.0,7.0,2021-560,128,G,2021-09-01,24.0,,Daniel Evans,R,175.0,GBR,31.2,,,Marcos Giron,R,180.0,USA,28.1,5,165.0,6.0,4.0,111.0,72.0,60.0,20.0,21.0,2.0,5.0,10.0,5.0,111.0,70.0,48.0,26.0,19.0,3.0,6.0,27.0,2074.0,64.0,1037.0
New York,US Open,2021-09-01,Outdoor,Hard,2nd Round,3.0,6.0,6.0,4.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,134770,122298,New York_2021_122298_134770,1.0,0.0,3.0,11.0,2021-560,128,G,2021-09-01,,Q,Botic Van De Zandschulp,R,188.0,NED,25.9,8.0,,Casper Ruud,R,183.0,NOR,22.6,5,185.0,9.0,5.0,124.0,70.0,52.0,30.0,19.0,10.0,12.0,4.0,3.0,115.0,75.0,47.0,25.0,19.0,5.0,9.0,117.0,698.0,11.0,3455.0
New York,US Open,2021-09-01,Outdoor,Hard,2nd Round,2.0,6.0,6.0,4.0,2.0,6.0,7.0,5.0,6.0,4.0,3.0,2.0,Completed,105583,105376,New York_2021_105376_105583,1.0,4.0,2.0,3.0,2021-560,128,G,2021-09-01,,Q,Peter Gojowczyk,R,185.0,GER,32.1,,,Dusan Lajovic,R,180.0,SRB,31.1,5,189.0,11.0,10.0,162.0,95.0,62.0,33.0,24.0,14.0,21.0,16.0,1.0,157.0,115.0,75.0,21.0,24.0,8.0,14.0,141.0,563.0,40.0,1565.0
New York,US Open,2021-09-01,Outdoor,Hard,2nd Round,3.0,6.0,7.0,6.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,106426,105967,New York_2021_105967_106426,3.0,7.0,2.0,4.0,2021-560,128,G,2021-09-01,,Q,Henri Laaksonen,R,185.0,SUI,29.4,16.0,,Cristian Garin,R,185.0,CHI,25.2,5,188.0,4.0,4.0,125.0,74.0,53.0,27.0,21.0,2.0,6.0,5.0,1.0,132.0,86.0,57.0,22.0,20.0,4.0,10.0,130.0,613.0,19.0,2510.0
New York,US Open,2021-09-01,Outdoor,Hard,2nd Round,6.0,4.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,104259,104665,New York_2021_104665_104259,1.0,3.0,0.0,7.0,2021-560,128,G,2021-09-01,,,Pablo Andujar,R,180.0,ESP,35.6,,,Philipp Kohlschreiber,R,178.0,GER,37.8,5,125.0,4.0,2.0,86.0,59.0,45.0,12.0,13.0,5.0,6.0,5.0,1.0,89.0,52.0,30.0,17.0,13.0,8.0,14.0,74.0,970.0,115.0,716.0
New York,US Open,2021-09-01,Outdoor,Hard,2nd Round,7.0,6.0,4.0,6.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,105477,105487,New York_2021_105487_105477,3.0,9.0,1.0,4.0,2021-560,128,G,2021-09-01,,,Facundo Bagnis,L,183.0,ARG,31.5,,Q,Marco Trungelliti,R,178.0,ARG,31.5,5,178.0,8.0,4.0,117.0,69.0,51.0,29.0,20.0,1.0,3.0,9.0,6.0,129.0,81.0,56.0,23.0,21.0,6.0,10.0,80.0,913.0,198.0,361.0
New York,US Open,2021-09-01,Outdoor,Hard,2nd Round,6.0,4.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,136440,106421,New York_2021_106421_136440,3.0,10.0,1.0,2.0,2021-560,128,G,2021-09-01,2.0,,Daniil Medvedev,R,198.0,RUS,25.5,,,Dominik Koepfer,L,180.0,GER,27.3,5,108.0,8.0,2.0,59.0,41.0,33.0,11.0,12.0,0.0,1.0,1.0,3.0,89.0,51.0,29.0,16.0,13.0,10.0,17.0,2.0,9980.0,57.0,1175.0
New York,US Open,2021-09-01,Outdoor,Hard,2nd Round,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,126523,200000,New York_2021_200000_126523,2.0,0.0,1.0,3.0,2021-560,128,G,2021-09-01,12.0,,Felix Auger Aliassime,R,193.0,CAN,21.0,,LL,Bernabe Zapata Miralles,R,185.0,ESP,24.6,5,133.0,12.0,3.0,94.0,67.0,49.0,14.0,15.0,1.0,2.0,0.0,3.0,92.0,60.0,37.0,18.0,15.0,5.0,10.0,15.0,2828.0,116.0,702.0
New York,US Open,2021-09-01,Outdoor,Hard,2nd Round,6.0,1.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,200325,105138,New York_2021_105138_200325,3.0,11.0,2.0,8.0,2021-560,128,G,2021-09-01,18.0,,Roberto Bautista Agut,R,183.0,ESP,33.3,,,Emil Ruusuvuori,R,188.0,FIN,22.4,5,101.0,1.0,2.0,67.0,46.0,31.0,15.0,12.0,3.0,5.0,5.0,4.0,74.0,44.0,24.0,9.0,12.0,6.0,14.0,21.0,2405.0,66.0,1018.0
New York,US Open,2021-09-01,Outdoor,Hard,2nd Round,6.0,1.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,105550,126207,New York_2021_126207_105550,2.0,4.0,2.0,10.0,2021-560,128,G,2021-09-01,,,Frances Tiafoe,R,188.0,USA,23.6,,,Guido Pella,L,185.0,ARG,31.2,5,112.0,11.0,0.0,73.0,52.0,41.0,8.0,13.0,0.0,2.0,5.0,3.0,84.0,59.0,35.0,5.0,14.0,6.0,14.0,50.0,1312.0,85.0,879.0
New York,US Open,2021-09-02,Outdoor,Hard,2nd Round,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,104731,106043,New York_2021_106043_104731,3.0,8.0,1.0,-2.0,2021-560,128,G,2021-09-02,11.0,,Diego Schwartzman,R,170.0,ARG,29.0,,,Kevin Anderson,R,203.0,RSA,35.2,5,192.0,1.0,4.0,98.0,70.0,53.0,17.0,17.0,3.0,4.0,24.0,1.0,116.0,79.0,55.0,16.0,15.0,7.0,10.0,14.0,2980.0,77.0,948.0
New York,US Open,2021-09-02,Outdoor,Hard,2nd Round,6.0,3.0,6.0,4.0,6.0,7.0,6.0,0.0,,,3.0,1.0,Completed,105173,126774,New York_2021_126774_105173,1.0,-1.0,1.0,3.0,2021-560,128,G,2021-09-02,3.0,,Stefanos Tsitsipas,R,193.0,GRE,23.0,,,Adrian Mannarino,L,183.0,FRA,33.1,5,161.0,27.0,3.0,108.0,73.0,62.0,20.0,20.0,1.0,1.0,6.0,2.0,113.0,66.0,46.0,23.0,18.0,2.0,7.0,3.0,8350.0,44.0,1469.0
New York,US Open,2021-09-02,Outdoor,Hard,2nd Round,7.0,6.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,207518,124187,New York_2021_124187_207518,3.0,5.0,2.0,9.0,2021-560,128,G,2021-09-02,22.0,,Reilly Opelka,R,211.0,USA,24.0,,,Lorenzo Musetti,R,185.0,ITA,19.4,5,142.0,31.0,2.0,101.0,73.0,60.0,19.0,18.0,4.0,4.0,11.0,5.0,101.0,60.0,43.0,27.0,17.0,2.0,4.0,24.0,2206.0,60.0,1081.0
New York,US Open,2021-09-02,Outdoor,Hard,2nd Round,3.0,6.0,3.0,6.0,7.0,5.0,7.0,6.0,6.0,1.0,3.0,2.0,Completed,111442,106234,New York_2021_106234_111442,2.0,4.0,1.0,0.0,2021-560,128,G,2021-09-02,21.0,,Aslan Karatsev,R,185.0,RUS,27.9,,,Jordan Thompson,R,183.0,AUS,27.3,5,280.0,11.0,8.0,166.0,95.0,69.0,37.0,25.0,12.0,18.0,15.0,6.0,181.0,106.0,75.0,34.0,25.0,13.0,19.0,25.0,2109.0,59.0,1090.0
New York,US Open,2021-09-02,Outdoor,Hard,2nd Round,7.0,6.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,202195,105932,New York_2021_105932_202195,1.0,4.0,1.0,4.0,2021-560,128,G,2021-09-02,,,Nikoloz Basilashvili,R,185.0,GEO,29.5,,Q,Maxime Cressy,R,198.0,USA,24.3,5,131.0,9.0,5.0,101.0,64.0,51.0,21.0,18.0,2.0,4.0,20.0,8.0,99.0,56.0,40.0,21.0,16.0,2.0,6.0,39.0,1578.0,151.0,504.0
New York,US Open,2021-09-02,Outdoor,Hard,2nd Round,7.0,6.0,4.0,6.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,144895,126610,New York_2021_126610_144895,3.0,5.0,3.0,5.0,2021-560,128,G,2021-09-02,6.0,,Matteo Berrettini,R,196.0,ITA,25.3,,,Corentin Moutet,L,178.0,FRA,22.3,5,201.0,17.0,6.0,128.0,90.0,69.0,19.0,21.0,7.0,10.0,4.0,4.0,133.0,84.0,50.0,32.0,21.0,5.0,10.0,8.0,5533.0,88.0,873.0
