ATP,tourney_location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,loser_id,winner_id,match_id,Winner_Sets_Before,Winner_Gems_Before,Loser_Sets_Before,Loser_Gems_Before
18,Indian Wells,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Wawrinka S.,Rune H.,100.0,8.0,557.0,3321.0,6.0,2.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,4.33,1.22,4.26,1.27,4.33,1.3,4.02,1.25,208029,104527,Indian Wells_2023_104527_208029,3.0,5.0,2.0,5.0
18,Indian Wells,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Fucsovics M.,Molcan A.,84.0,63.0,652.0,820.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.63,2.43,1.67,2.43,1.63,2.29,144684,105916,Indian Wells_2023_105916_144684,3.0,10.0,4.0,13.0
18,Indian Wells,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,Baez S.,5.0,35.0,3795.0,1135.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.13,7.23,1.13,7.23,1.12,6.4,202104,126203,Indian Wells_2023_126203_202104,1.0,3.0,2.0,8.0
18,Indian Wells,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,Mannarino A.,13.0,68.0,2655.0,791.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.12,7.65,1.12,7.65,1.11,6.89,105173,206173,Indian Wells_2023_206173_105173,2.0,4.0,3.0,5.0
18,Indian Wells,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,3rd Round,3,Draper J.,Murray A.,56.0,55.0,854.0,855.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.67,2.36,1.69,2.36,1.65,2.25,104918,207733,Indian Wells_2023_207733_104918,4.0,16.0,3.0,11.0
18,Indian Wells,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,Griekspoor T.,2.0,36.0,6780.0,1034.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.14,6.99,1.14,7.5,1.11,6.76,134868,207989,Indian Wells_2023_207989_134868,2.0,6.0,2.0,2.0
18,Indian Wells,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Davidovich Fokina A.,Garin C.,28.0,97.0,1390.0,566.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.51,2.77,1.51,3.0,1.46,2.74,106426,200221,Indian Wells_2023_200221_106426,3.0,7.0,6.0,17.0
18,Indian Wells,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Medvedev D.,Zverev A.,6.0,14.0,3775.0,2500.0,6.0,7.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.25,4.0,1.25,4.42,1.3,4.42,1.25,3.99,100644,106421,Indian Wells_2023_106421_100644,3.0,11.0,3.0,7.0
18,Indian Wells,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Norrie C.,Rublev A.,12.0,7.0,2815.0,3660.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.22,1.74,2.32,1.74,2.22,1.67,126094,111815,Indian Wells_2023_111815_126094,3.0,11.0,4.0,11.0
18,Indian Wells,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Fritz T.,Fucsovics M.,5.0,84.0,3795.0,652.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.27,4.18,1.27,4.54,1.23,4.19,105916,126203,Indian Wells_2023_126203_105916,3.0,12.0,5.0,16.0
18,Indian Wells,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Tiafoe F.,Tabilo A.,16.0,187.0,2395.0,314.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.2,5.25,1.21,5.5,1.19,4.75,126214,126207,Indian Wells_2023_126207_126214,4.0,15.0,6.0,11.0
18,Indian Wells,BNP Paribas Open,2023-03-15,Masters 1000,Outdoor,Hard,4th Round,3,Alcaraz C.,Draper J.,2.0,56.0,6780.0,854.0,6.0,2.0,2.0,0.0,,,,,,,1.0,0.0,Retired,1.3,3.5,1.32,3.76,1.32,3.86,1.29,3.62,207733,207989,Indian Wells_2023_207989_207733,4.0,10.0,6.0,21.0
18,Indian Wells,BNP Paribas Open,2023-03-15,Masters 1000,Outdoor,Hard,4th Round,3,Sinner J.,Wawrinka S.,13.0,100.0,2655.0,557.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.2,5.25,1.22,5.76,1.19,4.81,104527,206173,Indian Wells_2023_206173_104527,4.0,7.0,4.0,10.0
18,Indian Wells,BNP Paribas Open,2023-03-15,Masters 1000,Outdoor,Hard,4th Round,3,Auger-Aliassime F.,Paul T.,10.0,19.0,3245.0,2000.0,3.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.8,2.0,1.88,2.03,1.91,2.03,1.84,1.96,126205,200000,Indian Wells_2023_200000_126205,4.0,7.0,3.0,10.0
18,Indian Wells,BNP Paribas Open,2023-03-15,Masters 1000,Outdoor,Hard,Quarterfinals,3,Tiafoe F.,Norrie C.,16.0,12.0,2395.0,2815.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.64,1.55,2.64,1.62,2.44,1.56,111815,126207,Indian Wells_2023_126207_111815,6.0,19.0,5.0,17.0
18,Indian Wells,BNP Paribas Open,2023-03-15,Masters 1000,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Davidovich Fokina A.,6.0,28.0,3775.0,1390.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.26,4.32,1.27,4.4,1.23,4.16,200221,106421,Indian Wells_2023_106421_200221,4.0,13.0,5.0,12.0
18,Indian Wells,BNP Paribas Open,2023-03-16,Masters 1000,Outdoor,Hard,Quarterfinals,3,Sinner J.,Fritz T.,13.0,5.0,2655.0,3795.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.67,2.2,1.69,2.3,1.74,2.38,1.67,2.22,126203,206173,Indian Wells_2023_206173_126203,6.0,14.0,5.0,17.0
18,Indian Wells,BNP Paribas Open,2023-03-17,Masters 1000,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,Auger-Aliassime F.,2.0,10.0,6780.0,3245.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.43,3.02,1.43,3.5,1.37,3.11,200000,207989,Indian Wells_2023_207989_200000,5.0,14.0,5.0,8.0
18,Indian Wells,BNP Paribas Open,2023-03-18,Masters 1000,Outdoor,Hard,Semifinals,3,Medvedev D.,Tiafoe F.,6.0,16.0,3775.0,2395.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.25,4.46,1.26,4.89,1.23,4.18,126207,106421,Indian Wells_2023_106421_126207,6.0,18.0,8.0,23.0
18,Indian Wells,BNP Paribas Open,2023-03-18,Masters 1000,Outdoor,Hard,Semifinals,3,Alcaraz C.,Sinner J.,2.0,13.0,6780.0,2655.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.63,2.42,1.65,2.6,1.57,2.41,206173,207989,Indian Wells_2023_207989_206173,7.0,18.0,7.0,16.0
18,Indian Wells,BNP Paribas Open,2023-03-19,Masters 1000,Outdoor,Hard,The Final,3,Alcaraz C.,Medvedev D.,2.0,6.0,6780.0,3775.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.82,2.11,1.86,2.15,1.78,2.06,106421,207989,Indian Wells_2023_207989_106421,9.0,22.0,8.0,21.0
19,Miami,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Daniel T.,Rinderknech A.,97.0,72.0,583.0,736.0,4.0,1.0,,,,,,,,,0.0,0.0,Retired,1.44,2.75,1.5,2.77,1.55,2.87,1.45,2.71,126239,106121,Miami_2023_106121_126239,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Nakashima B.,Otte O.,45.0,85.0,927.0,656.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.34,3.55,1.36,3.55,1.33,3.27,106214,206909,Miami_2023_206909_106214,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Huesler M.A.,Ramos-Vinolas A.,47.0,51.0,904.0,880.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.67,2.2,1.78,2.15,1.78,2.4,1.65,2.23,105077,144817,Miami_2023_144817_105077,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Bagnis F.,Meligeni Rodrigues F,100.0,164.0,561.0,365.0,6.0,3.0,1.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.62,2.3,1.68,2.31,1.7,2.38,1.63,2.26,200335,105487,Miami_2023_105487_200335,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Fucsovics M.,Cachin P.,74.0,63.0,732.0,822.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.22,4.8,1.26,5.34,1.2,4.46,106398,105916,Miami_2023_105916_106398,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Pella G.,Varillas J.P.,581.0,88.0,55.0,642.0,1.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.8,2.0,1.84,2.06,1.9,2.06,1.81,1.99,122669,105550,Miami_2023_105550_122669,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Djere L.,Vukic A.,58.0,168.0,845.0,355.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.21,1.74,2.25,1.74,2.18,1.67,126846,111513,Miami_2023_111513_126846,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Popyrin A.,Ymer M.,93.0,53.0,611.0,870.0,7.0,6.0,4.0,4.0,,,,,,,1.0,0.0,Retired,1.8,2.0,1.78,2.14,1.83,2.22,1.77,2.05,144707,200615,Miami_2023_200615_144707,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Wolf J.J.,Bublik A.,50.0,48.0,891.0,900.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.78,2.14,1.82,2.2,1.74,2.07,122330,200670,Miami_2023_200670_122330,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Ivashka I.,Altmaier D.,80.0,114.0,696.0,499.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.56,2.56,1.59,2.56,1.55,2.44,127157,125802,Miami_2023_125802_127157,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Lajovic D.,Murray A.,76.0,52.0,728.0,875.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,4.5,1.2,4.41,1.25,4.55,1.25,4.11,1.23,104918,105583,Miami_2023_105583_104918,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Ruusuvuori E.,Borges N.,54.0,68.0,866.0,787.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.39,3.25,1.39,3.5,1.34,3.2,132686,200325,Miami_2023_200325_132686,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Wu Y.,Edmund K.,64.0,544.0,818.0,62.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.14,6.74,1.15,6.74,1.13,5.8,106378,200059,Miami_2023_200059_106378,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Struff J.L.,Fognini F.,103.0,91.0,543.0,628.0,6.0,4.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.29,3.75,1.34,3.57,1.34,4.0,1.3,3.48,104926,105526,Miami_2023_105526_104926,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,Monfils G.,78.0,280.0,713.0,190.0,3.0,3.0,,,,,,,,,0.0,0.0,Retired,1.29,3.75,1.29,3.89,1.37,3.89,1.3,3.51,104792,200005,Miami_2023_200005_104792,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Nava E.,Isner J.,182.0,46.0,323.0,915.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,4.0,1.25,4.37,1.25,4.37,1.29,3.98,1.24,104545,207182,Miami_2023_207182_104545,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Kovacevic A.,Munar J.,102.0,66.0,546.0,796.0,7.0,6.0,2.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.53,2.5,1.61,2.45,1.66,2.67,1.58,2.37,144719,206499,Miami_2023_206499_144719,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Lehecka J.,Coria F.,44.0,67.0,941.0,795.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.13,6.86,1.15,7.66,1.12,6.2,105948,208103,Miami_2023_208103_105948,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Halys Q.,Martinez P.,79.0,121.0,705.0,476.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.36,3.42,1.37,3.61,1.32,3.36,124079,111460,Miami_2023_111460_124079,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Garin C.,Giron M.,82.0,71.0,672.0,746.0,6.0,4.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.73,2.1,1.81,2.09,1.83,2.15,1.77,2.04,106218,106426,Miami_2023_106426_106218,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Mannarino A.,Shang J.,62.0,181.0,826.0,323.0,1.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.36,3.2,1.35,3.44,1.38,3.44,1.35,3.18,209992,105173,Miami_2023_105173_209992,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Molcan A.,Thompson J.,56.0,83.0,865.0,667.0,6.0,2.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.3,1.62,2.28,1.69,2.32,1.71,2.21,1.66,111442,144684,Miami_2023_144684_111442,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Carballes Baena R.,Zapata Miralles B.,84.0,41.0,665.0,958.0,6.0,0.0,3.0,0.0,,,,,,,1.0,0.0,Retired,2.1,1.73,2.06,1.84,2.2,1.87,2.05,1.77,126523,106148,Miami_2023_106148_126523,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Eubanks C.,Kudla D.,119.0,122.0,479.0,475.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.75,2.19,1.75,2.28,1.67,2.19,106045,111153,Miami_2023_111153_106045,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Mcdonald M.,Galan D.E.,55.0,89.0,865.0,641.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.14,6.54,1.14,7.3,1.12,6.15,123755,111456,Miami_2023_111456_123755,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Watanuki Y.,Paire B.,123.0,170.0,474.0,351.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.59,2.5,1.63,2.55,1.55,2.42,105332,133297,Miami_2023_133297_105332,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Gasquet R.,O Connell C.,40.0,86.0,960.0,649.0,6.0,4.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.8,2.0,1.8,2.11,1.86,2.16,1.79,2.01,106331,104755,Miami_2023_104755_106331,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Monteiro T.,Kubler J.,81.0,70.0,680.0,748.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.19,1.4,3.38,1.4,3.08,1.37,106186,106329,Miami_2023_106329_106186,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Barrere G.,Safiullin R.,65.0,104.0,801.0,538.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.3,1.62,2.33,1.67,2.38,1.67,2.27,1.63,126128,106296,Miami_2023_106296_126128,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Etcheverry T.,Kotov P.,73.0,117.0,734.0,490.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.83,2.07,1.91,2.07,1.81,1.99,200303,144869,Miami_2023_144869_200303,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Sonego L.,Thiem D.,59.0,106.0,835.0,530.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.61,2.45,1.69,2.45,1.59,2.33,106233,132283,Miami_2023_132283_106233,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Kokkinakis T.,Bergs Z.,94.0,135.0,607.0,431.0,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.17,5.0,1.16,6.16,1.18,6.16,1.15,5.47,200267,106423,Miami_2023_106423_200267,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,Bautista Agut R.,54.0,28.0,866.0,1430.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.86,2.03,1.86,2.17,1.79,2.01,105138,200325,Miami_2023_200325_105138,2.0,7.0,0.0,0.0
19,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Shapovalov D.,Pella G.,30.0,581.0,1345.0,55.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.22,4.33,1.26,4.29,1.26,5.16,1.22,4.25,105550,133430,Miami_2023_133430_105550,0.0,0.0,1.0,2.0
19,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,Wolf J.J.,7.0,50.0,3390.0,891.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.26,4.29,1.29,4.44,1.24,4.04,200670,126094,Miami_2023_126094_200670,0.0,0.0,2.0,5.0
19,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,Djere L.,11.0,58.0,2925.0,845.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.08,10.17,1.09,10.22,1.06,8.85,111513,206173,Miami_2023_206173_111513,0.0,0.0,2.0,5.0
19,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Schwartzman D.,Wu Y.,38.0,64.0,990.0,818.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.72,1.51,2.9,1.58,2.64,1.48,200059,106043,Miami_2023_106043_200059,0.0,0.0,2.0,4.0
19,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Van De Zandschulp B.,Popyrin A.,32.0,93.0,1170.0,611.0,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.73,2.1,1.9,1.99,1.95,2.12,1.81,2.0,200615,122298,Miami_2023_122298_200615,0.0,0.0,1.0,1.0
19,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,Huesler M.A.,19.0,47.0,2045.0,904.0,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.17,5.0,1.17,5.77,1.17,6.37,1.16,5.23,144817,126205,Miami_2023_126205_144817,0.0,0.0,1.0,3.0
19,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Nava E.,10.0,182.0,2975.0,323.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.07,11.85,1.07,11.85,1.05,9.86,207182,126203,Miami_2023_126203_207182,0.0,0.0,2.0,2.0
19,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Humbert U.,35.0,78.0,1120.0,713.0,6.0,4.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.91,1.91,2.07,1.83,2.07,1.92,1.94,1.85,200005,200175,Miami_2023_200175_200005,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Struff J.L.,27.0,103.0,1450.0,543.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,1.54,2.63,1.57,2.75,1.49,2.58,105526,105777,Miami_2023_105777_105526,0.0,0.0,1.0,2.0
19,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Bagnis F.,1.0,100.0,7420.0,561.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.01,23.0,1.02,31.56,1.02,32.56,1.01,20.39,105487,207989,Miami_2023_207989_105487,0.0,0.0,1.0,0.0
19,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Nakashima B.,25.0,45.0,1545.0,927.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.61,2.46,1.62,2.48,1.58,2.36,206909,200221,Miami_2023_200221_206909,0.0,0.0,2.0,4.0
19,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Lajovic D.,Cressy M.,76.0,37.0,728.0,1016.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.3,1.68,2.58,1.68,2.32,1.6,202195,105583,Miami_2023_105583_202195,2.0,4.0,0.0,0.0
19,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Ivashka I.,4.0,80.0,5560.0,696.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.45,2.96,1.45,3.23,1.41,2.87,125802,134770,Miami_2023_134770_125802,0.0,0.0,2.0,9.0
19,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Rune H.,Fucsovics M.,8.0,74.0,3325.0,732.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.32,3.69,1.33,3.69,1.3,3.46,105916,208029,Miami_2023_208029_105916,0.0,0.0,2.0,3.0
19,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Daniel T.,Zverev A.,97.0,15.0,583.0,2580.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.5,1.2,5.1,1.2,5.1,1.21,4.61,1.19,100644,106121,Miami_2023_106121_100644,0.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Cerundolo F.,Kovacevic A.,31.0,102.0,1320.0,546.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.79,2.13,1.79,2.22,1.71,2.12,206499,202103,Miami_2023_202103_206499,0.0,0.0,1.0,2.0
19,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Eubanks C.,Coric B.,119.0,20.0,479.0,1905.0,3.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,3.2,1.36,3.3,1.38,3.3,1.42,3.03,1.38,106432,111153,Miami_2023_111153_106432,2.0,5.0,0.0,0.0
19,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Gasquet R.,3.0,40.0,5770.0,960.0,,,,,,,,,,,,,Walkover,1.17,5.0,1.23,4.69,1.23,5.36,1.18,4.75,104755,126774,Miami_2023_126774_104755,0.0,0.0,1.0,4.0
19,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Lehecka J.,Musetti L.,44.0,21.0,941.0,1840.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.46,2.9,1.46,3.08,1.42,2.83,207518,208103,Miami_2023_208103_207518,2.0,5.0,0.0,0.0
19,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Garin C.,Baez S.,82.0,33.0,672.0,1170.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.6,2.48,1.6,2.5,1.56,2.4,202104,106426,Miami_2023_106426_202104,1.0,0.0,0.0,0.0
19,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Mcdonald M.,Berrettini M.,55.0,23.0,865.0,1732.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.93,1.45,3.0,1.51,2.81,1.43,126610,111456,Miami_2023_111456_126610,2.0,6.0,0.0,0.0
19,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Molcan A.,Nishioka Y.,56.0,34.0,865.0,1144.0,7.0,6.0,1.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.0,1.8,2.15,1.77,2.15,1.8,2.07,1.75,106415,144684,Miami_2023_144684_106415,1.0,5.0,0.0,0.0
