,0
7500,"{'temperature_2m': 21.4, 'relative_humidity_2m': 42, 'windspeed_10m': 16.1, 'apparent_temperature': 18.5}"
7501,"{'temperature_2m': 21.7, 'relative_humidity_2m': 39, 'windspeed_10m': 14.8, 'apparent_temperature': 20.6}"
7502,"{'temperature_2m': 20.6, 'relative_humidity_2m': 47, 'windspeed_10m': 13.5, 'apparent_temperature': 18.3}"
7503,"{'temperature_2m': 20.6, 'relative_humidity_2m': 47, 'windspeed_10m': 13.5, 'apparent_temperature': 18.3}"
7504,"{'temperature_2m': 20.6, 'relative_humidity_2m': 47, 'windspeed_10m': 13.5, 'apparent_temperature': 18.3}"
7505,"{'temperature_2m': 21.4, 'relative_humidity_2m': 42, 'windspeed_10m': 16.1, 'apparent_temperature': 18.5}"
7506,"{'temperature_2m': 22.2, 'relative_humidity_2m': 38, 'windspeed_10m': 13.9, 'apparent_temperature': 21.0}"
7507,"{'temperature_2m': 22.2, 'relative_humidity_2m': 39, 'windspeed_10m': 16.2, 'apparent_temperature': 19.6}"
7508,"{'temperature_2m': 22.2, 'relative_humidity_2m': 38, 'windspeed_10m': 13.9, 'apparent_temperature': 21.0}"
7509,"{'temperature_2m': 17.7, 'relative_humidity_2m': 53, 'windspeed_10m': 14.8, 'apparent_temperature': 15.0}"
7510,"{'temperature_2m': 22.2, 'relative_humidity_2m': 38, 'windspeed_10m': 13.9, 'apparent_temperature': 21.0}"
7511,"{'temperature_2m': 19.2, 'relative_humidity_2m': 54, 'windspeed_10m': 13.0, 'apparent_temperature': 18.5}"
7512,"{'temperature_2m': 19.2, 'relative_humidity_2m': 54, 'windspeed_10m': 13.0, 'apparent_temperature': 18.5}"
7513,"{'temperature_2m': 21.3, 'relative_humidity_2m': 40, 'windspeed_10m': 13.3, 'apparent_temperature': 20.5}"
7514,"{'temperature_2m': 21.3, 'relative_humidity_2m': 40, 'windspeed_10m': 13.3, 'apparent_temperature': 20.5}"
7515,"{'temperature_2m': 21.3, 'relative_humidity_2m': 40, 'windspeed_10m': 13.3, 'apparent_temperature': 20.5}"
7516,"{'temperature_2m': 21.7, 'relative_humidity_2m': 39, 'windspeed_10m': 14.8, 'apparent_temperature': 20.6}"
7517,"{'temperature_2m': 21.3, 'relative_humidity_2m': 40, 'windspeed_10m': 13.3, 'apparent_temperature': 20.5}"
7518,"{'temperature_2m': 21.7, 'relative_humidity_2m': 39, 'windspeed_10m': 14.8, 'apparent_temperature': 20.6}"
7519,"{'temperature_2m': 19.2, 'relative_humidity_2m': 54, 'windspeed_10m': 13.0, 'apparent_temperature': 18.5}"
7520,"{'temperature_2m': 22.9, 'relative_humidity_2m': 37, 'windspeed_10m': 15.5, 'apparent_temperature': 20.0}"
7521,"{'temperature_2m': 22.9, 'relative_humidity_2m': 37, 'windspeed_10m': 15.5, 'apparent_temperature': 20.0}"
7522,"{'temperature_2m': 22.9, 'relative_humidity_2m': 37, 'windspeed_10m': 15.5, 'apparent_temperature': 20.0}"
7523,"{'temperature_2m': 23.3, 'relative_humidity_2m': 37, 'windspeed_10m': 15.6, 'apparent_temperature': 20.7}"
7524,"{'temperature_2m': 21.8, 'relative_humidity_2m': 44, 'windspeed_10m': 12.6, 'apparent_temperature': 19.7}"
7525,"{'temperature_2m': 23.3, 'relative_humidity_2m': 37, 'windspeed_10m': 15.4, 'apparent_temperature': 22.0}"
7526,"{'temperature_2m': 23.3, 'relative_humidity_2m': 37, 'windspeed_10m': 15.4, 'apparent_temperature': 22.0}"
7527,"{'temperature_2m': 23.3, 'relative_humidity_2m': 37, 'windspeed_10m': 15.4, 'apparent_temperature': 22.0}"
7528,"{'temperature_2m': 23.4, 'relative_humidity_2m': 37, 'windspeed_10m': 15.0, 'apparent_temperature': 21.6}"
7529,"{'temperature_2m': 23.3, 'relative_humidity_2m': 37, 'windspeed_10m': 15.6, 'apparent_temperature': 20.7}"
7530,"{'temperature_2m': 23.3, 'relative_humidity_2m': 37, 'windspeed_10m': 15.6, 'apparent_temperature': 20.7}"
7531,"{'temperature_2m': 22.9, 'relative_humidity_2m': 37, 'windspeed_10m': 15.7, 'apparent_temperature': 21.7}"
7532,"{'temperature_2m': 20.9, 'relative_humidity_2m': 40, 'windspeed_10m': 19.4, 'apparent_temperature': 18.4}"
7533,"{'temperature_2m': 22.3, 'relative_humidity_2m': 38, 'windspeed_10m': 16.6, 'apparent_temperature': 21.0}"
7534,"{'temperature_2m': 23.3, 'relative_humidity_2m': 37, 'windspeed_10m': 15.4, 'apparent_temperature': 22.0}"
7535,"{'temperature_2m': 20.9, 'relative_humidity_2m': 40, 'windspeed_10m': 19.4, 'apparent_temperature': 18.4}"
7536,"{'temperature_2m': 20.9, 'relative_humidity_2m': 40, 'windspeed_10m': 19.4, 'apparent_temperature': 18.4}"
7537,"{'temperature_2m': 20.9, 'relative_humidity_2m': 40, 'windspeed_10m': 19.4, 'apparent_temperature': 18.4}"
7538,"{'temperature_2m': 20.9, 'relative_humidity_2m': 40, 'windspeed_10m': 19.4, 'apparent_temperature': 18.4}"
7539,"{'temperature_2m': 22.3, 'relative_humidity_2m': 38, 'windspeed_10m': 16.6, 'apparent_temperature': 21.0}"
7540,"{'temperature_2m': 22.9, 'relative_humidity_2m': 37, 'windspeed_10m': 15.7, 'apparent_temperature': 21.7}"
7541,"{'temperature_2m': 20.9, 'relative_humidity_2m': 40, 'windspeed_10m': 19.4, 'apparent_temperature': 18.4}"
7542,"{'temperature_2m': 22.3, 'relative_humidity_2m': 38, 'windspeed_10m': 16.6, 'apparent_temperature': 21.0}"
7543,"{'temperature_2m': 22.9, 'relative_humidity_2m': 37, 'windspeed_10m': 15.7, 'apparent_temperature': 21.7}"
7544,"{'temperature_2m': 26.7, 'relative_humidity_2m': 39, 'windspeed_10m': 13.1, 'apparent_temperature': 26.1}"
7545,"{'temperature_2m': 26.4, 'relative_humidity_2m': 40, 'windspeed_10m': 12.9, 'apparent_temperature': 25.0}"
7546,"{'temperature_2m': 26.4, 'relative_humidity_2m': 40, 'windspeed_10m': 12.9, 'apparent_temperature': 25.0}"
7547,"{'temperature_2m': 26.4, 'relative_humidity_2m': 40, 'windspeed_10m': 12.9, 'apparent_temperature': 25.0}"
7548,"{'temperature_2m': 20.2, 'relative_humidity_2m': 68, 'windspeed_10m': 8.1, 'apparent_temperature': 20.3}"
7549,"{'temperature_2m': 26.0, 'relative_humidity_2m': 42, 'windspeed_10m': 12.3, 'apparent_temperature': 24.8}"
7550,"{'temperature_2m': 26.0, 'relative_humidity_2m': 42, 'windspeed_10m': 12.3, 'apparent_temperature': 24.8}"
7551,"{'temperature_2m': 22.5, 'relative_humidity_2m': 51, 'windspeed_10m': 11.1, 'apparent_temperature': 22.8}"
7552,"{'temperature_2m': 26.6, 'relative_humidity_2m': 38, 'windspeed_10m': 13.7, 'apparent_temperature': 26.5}"
7553,"{'temperature_2m': 26.4, 'relative_humidity_2m': 40, 'windspeed_10m': 12.9, 'apparent_temperature': 25.0}"
7554,"{'temperature_2m': 26.0, 'relative_humidity_2m': 38, 'windspeed_10m': 13.8, 'apparent_temperature': 26.0}"
7555,"{'temperature_2m': 25.4, 'relative_humidity_2m': 39, 'windspeed_10m': 14.2, 'apparent_temperature': 25.4}"
7556,"{'temperature_2m': 22.5, 'relative_humidity_2m': 51, 'windspeed_10m': 11.1, 'apparent_temperature': 22.8}"
7557,"{'temperature_2m': 22.5, 'relative_humidity_2m': 51, 'windspeed_10m': 11.1, 'apparent_temperature': 22.8}"
7558,"{'temperature_2m': 23.8, 'relative_humidity_2m': 48, 'windspeed_10m': 11.9, 'apparent_temperature': 24.5}"
7559,"{'temperature_2m': 26.0, 'relative_humidity_2m': 38, 'windspeed_10m': 13.8, 'apparent_temperature': 26.0}"
7560,"{'temperature_2m': 25.4, 'relative_humidity_2m': 39, 'windspeed_10m': 14.2, 'apparent_temperature': 25.4}"
7561,"{'temperature_2m': 25.4, 'relative_humidity_2m': 39, 'windspeed_10m': 14.2, 'apparent_temperature': 25.4}"
7562,"{'temperature_2m': 25.4, 'relative_humidity_2m': 39, 'windspeed_10m': 14.2, 'apparent_temperature': 25.4}"
7563,"{'temperature_2m': 25.4, 'relative_humidity_2m': 39, 'windspeed_10m': 14.2, 'apparent_temperature': 25.4}"
7564,"{'temperature_2m': 24.2, 'relative_humidity_2m': 61, 'windspeed_10m': 17.6, 'apparent_temperature': 23.8}"
7565,"{'temperature_2m': 24.7, 'relative_humidity_2m': 59, 'windspeed_10m': 21.7, 'apparent_temperature': 24.2}"
7566,"{'temperature_2m': 19.4, 'relative_humidity_2m': 94, 'windspeed_10m': 5.0, 'apparent_temperature': 21.8}"
7567,"{'temperature_2m': 21.1, 'relative_humidity_2m': 81, 'windspeed_10m': 10.2, 'apparent_temperature': 22.4}"
7568,"{'temperature_2m': 22.2, 'relative_humidity_2m': 72, 'windspeed_10m': 14.6, 'apparent_temperature': 22.5}"
7569,"{'temperature_2m': 22.8, 'relative_humidity_2m': 69, 'windspeed_10m': 18.1, 'apparent_temperature': 22.6}"
7570,"{'temperature_2m': 24.2, 'relative_humidity_2m': 61, 'windspeed_10m': 17.6, 'apparent_temperature': 23.8}"
7571,"{'temperature_2m': 24.2, 'relative_humidity_2m': 61, 'windspeed_10m': 17.6, 'apparent_temperature': 23.8}"
7572,"{'temperature_2m': 25.0, 'relative_humidity_2m': 62, 'windspeed_10m': 11.9, 'apparent_temperature': 26.6}"
7573,"{'temperature_2m': 23.8, 'relative_humidity_2m': 67, 'windspeed_10m': 15.6, 'apparent_temperature': 24.2}"
7574,"{'temperature_2m': 26.3, 'relative_humidity_2m': 58, 'windspeed_10m': 17.3, 'apparent_temperature': 26.6}"
7575,"{'temperature_2m': 24.7, 'relative_humidity_2m': 59, 'windspeed_10m': 21.7, 'apparent_temperature': 24.2}"
7576,"{'temperature_2m': 26.3, 'relative_humidity_2m': 58, 'windspeed_10m': 17.3, 'apparent_temperature': 26.6}"
7577,"{'temperature_2m': 26.3, 'relative_humidity_2m': 58, 'windspeed_10m': 17.3, 'apparent_temperature': 26.6}"
7578,"{'temperature_2m': 25.0, 'relative_humidity_2m': 62, 'windspeed_10m': 11.9, 'apparent_temperature': 26.6}"
7579,"{'temperature_2m': 25.0, 'relative_humidity_2m': 62, 'windspeed_10m': 11.9, 'apparent_temperature': 26.6}"
7580,"{'temperature_2m': 24.0, 'relative_humidity_2m': 57, 'windspeed_10m': 3.9, 'apparent_temperature': 25.1}"
7581,"{'temperature_2m': 22.7, 'relative_humidity_2m': 62, 'windspeed_10m': 1.9, 'apparent_temperature': 24.8}"
