,0
4000,"{'temperature_2m': 20.4, 'relative_humidity_2m': 70, 'windspeed_10m': 6.9, 'apparent_temperature': 21.0}"
4001,"{'temperature_2m': 19.4, 'relative_humidity_2m': 71, 'windspeed_10m': 15.9, 'apparent_temperature': 18.3}"
4002,"{'temperature_2m': 22.9, 'relative_humidity_2m': 58, 'windspeed_10m': 11.2, 'apparent_temperature': 22.6}"
4003,"{'temperature_2m': 22.1, 'relative_humidity_2m': 64, 'windspeed_10m': 11.8, 'apparent_temperature': 22.1}"
4004,"{'temperature_2m': 19.2, 'relative_humidity_2m': 71, 'windspeed_10m': 14.6, 'apparent_temperature': 18.7}"
4005,"{'temperature_2m': 19.2, 'relative_humidity_2m': 71, 'windspeed_10m': 14.6, 'apparent_temperature': 18.7}"
4006,"{'temperature_2m': 20.4, 'relative_humidity_2m': 68, 'windspeed_10m': 14.9, 'apparent_temperature': 19.6}"
4007,"{'temperature_2m': 20.4, 'relative_humidity_2m': 63, 'windspeed_10m': 6.4, 'apparent_temperature': 20.7}"
4008,"{'temperature_2m': 25.9, 'relative_humidity_2m': 39, 'windspeed_10m': 7.6, 'apparent_temperature': 25.0}"
4009,"{'temperature_2m': 16.9, 'relative_humidity_2m': 69, 'windspeed_10m': 19.2, 'apparent_temperature': 14.5}"
4010,"{'temperature_2m': 20.0, 'relative_humidity_2m': 52, 'windspeed_10m': 21.3, 'apparent_temperature': 17.3}"
4011,"{'temperature_2m': 20.0, 'relative_humidity_2m': 52, 'windspeed_10m': 21.3, 'apparent_temperature': 17.3}"
4012,"{'temperature_2m': 20.2, 'relative_humidity_2m': 52, 'windspeed_10m': 21.8, 'apparent_temperature': 17.8}"
4013,"{'temperature_2m': 26.0, 'relative_humidity_2m': 39, 'windspeed_10m': 8.1, 'apparent_temperature': 25.2}"
4014,"{'temperature_2m': 25.0, 'relative_humidity_2m': 41, 'windspeed_10m': 10.5, 'apparent_temperature': 23.7}"
4015,"{'temperature_2m': 25.6, 'relative_humidity_2m': 40, 'windspeed_10m': 6.2, 'apparent_temperature': 25.5}"
4016,"{'temperature_2m': 24.3, 'relative_humidity_2m': 46, 'windspeed_10m': 2.6, 'apparent_temperature': 25.4}"
