,0
2500,"{'temperature_2m': 14.3, 'relative_humidity_2m': 77, 'windspeed_10m': 11.3, 'apparent_temperature': 12.8}"
2501,"{'temperature_2m': 16.2, 'relative_humidity_2m': 70, 'windspeed_10m': 13.2, 'apparent_temperature': 14.5}"
2502,"{'temperature_2m': 16.0, 'relative_humidity_2m': 63, 'windspeed_10m': 9.2, 'apparent_temperature': 14.4}"
2503,"{'temperature_2m': 10.7, 'relative_humidity_2m': 88, 'windspeed_10m': 9.6, 'apparent_temperature': 8.9}"
2504,"{'temperature_2m': 14.9, 'relative_humidity_2m': 58, 'windspeed_10m': 4.7, 'apparent_temperature': 13.4}"
2505,"{'temperature_2m': 7.2, 'relative_humidity_2m': 67, 'windspeed_10m': 6.3, 'apparent_temperature': 4.3}"
2506,"{'temperature_2m': 10.4, 'relative_humidity_2m': 75, 'windspeed_10m': 2.7, 'apparent_temperature': 9.0}"
2507,"{'temperature_2m': 10.6, 'relative_humidity_2m': 72, 'windspeed_10m': 4.7, 'apparent_temperature': 8.9}"
2508,"{'temperature_2m': 6.3, 'relative_humidity_2m': 74, 'windspeed_10m': 6.4, 'apparent_temperature': 3.5}"
2509,"{'temperature_2m': 10.4, 'relative_humidity_2m': 81, 'windspeed_10m': 7.0, 'apparent_temperature': 8.7}"
2510,"{'temperature_2m': 16.2, 'relative_humidity_2m': 57, 'windspeed_10m': 4.8, 'apparent_temperature': 14.9}"
2511,"{'temperature_2m': 7.5, 'relative_humidity_2m': 58, 'windspeed_10m': 1.1, 'apparent_temperature': 5.2}"
2512,"{'temperature_2m': 11.7, 'relative_humidity_2m': 87, 'windspeed_10m': 18.2, 'apparent_temperature': 8.9}"
2513,"{'temperature_2m': 10.3, 'relative_humidity_2m': 68, 'windspeed_10m': 13.7, 'apparent_temperature': 7.0}"
2514,"{'temperature_2m': 13.4, 'relative_humidity_2m': 56, 'windspeed_10m': 9.1, 'apparent_temperature': 10.8}"
2515,"{'temperature_2m': 9.7, 'relative_humidity_2m': 76, 'windspeed_10m': 5.2, 'apparent_temperature': 7.9}"
2516,"{'temperature_2m': 13.4, 'relative_humidity_2m': 56, 'windspeed_10m': 9.1, 'apparent_temperature': 10.8}"
