,0
13500,"{'temperature_2m': 26.3, 'relative_humidity_2m': 67, 'windspeed_10m': 6.6, 'apparent_temperature': 29.0}"
13501,"{'temperature_2m': 26.3, 'relative_humidity_2m': 67, 'windspeed_10m': 6.6, 'apparent_temperature': 29.0}"
13502,"{'temperature_2m': 34.9, 'relative_humidity_2m': 35, 'windspeed_10m': 14.5, 'apparent_temperature': 36.3}"
13503,"{'temperature_2m': 35.7, 'relative_humidity_2m': 32, 'windspeed_10m': 13.4, 'apparent_temperature': 36.0}"
13504,"{'temperature_2m': 33.8, 'relative_humidity_2m': 37, 'windspeed_10m': 6.5, 'apparent_temperature': 35.4}"
13505,"{'temperature_2m': 28.3, 'relative_humidity_2m': 58, 'windspeed_10m': 8.7, 'apparent_temperature': 30.5}"
13506,"{'temperature_2m': 28.3, 'relative_humidity_2m': 58, 'windspeed_10m': 8.7, 'apparent_temperature': 30.5}"
13507,"{'temperature_2m': 29.8, 'relative_humidity_2m': 35, 'windspeed_10m': 3.8, 'apparent_temperature': 30.3}"
13508,"{'temperature_2m': 29.8, 'relative_humidity_2m': 35, 'windspeed_10m': 3.8, 'apparent_temperature': 30.3}"
13509,"{'temperature_2m': 29.4, 'relative_humidity_2m': 35, 'windspeed_10m': 4.2, 'apparent_temperature': 31.5}"
13510,"{'temperature_2m': 28.4, 'relative_humidity_2m': 60, 'windspeed_10m': 5.4, 'apparent_temperature': 31.3}"
13511,"{'temperature_2m': 29.8, 'relative_humidity_2m': 35, 'windspeed_10m': 3.8, 'apparent_temperature': 30.3}"
13512,"{'temperature_2m': 27.6, 'relative_humidity_2m': 63, 'windspeed_10m': 8.9, 'apparent_temperature': 30.1}"
13513,"{'temperature_2m': 22.8, 'relative_humidity_2m': 62, 'windspeed_10m': 7.6, 'apparent_temperature': 23.4}"
13514,"{'temperature_2m': 33.5, 'relative_humidity_2m': 41, 'windspeed_10m': 7.7, 'apparent_temperature': 36.9}"
13515,"{'temperature_2m': 30.2, 'relative_humidity_2m': 50, 'windspeed_10m': 7.4, 'apparent_temperature': 32.2}"
13516,"{'temperature_2m': 25.5, 'relative_humidity_2m': 50, 'windspeed_10m': 6.6, 'apparent_temperature': 25.9}"
13517,"{'temperature_2m': 23.1, 'relative_humidity_2m': 93, 'windspeed_10m': 4.3, 'apparent_temperature': 27.4}"
13518,"{'temperature_2m': 23.1, 'relative_humidity_2m': 93, 'windspeed_10m': 4.3, 'apparent_temperature': 27.4}"
13519,"{'temperature_2m': 25.2, 'relative_humidity_2m': 75, 'windspeed_10m': 8.4, 'apparent_temperature': 28.1}"
13520,"{'temperature_2m': 32.3, 'relative_humidity_2m': 47, 'windspeed_10m': 7.9, 'apparent_temperature': 34.7}"
13521,"{'temperature_2m': 23.9, 'relative_humidity_2m': 73, 'windspeed_10m': 14.3, 'apparent_temperature': 25.2}"
13522,"{'temperature_2m': 23.9, 'relative_humidity_2m': 73, 'windspeed_10m': 14.3, 'apparent_temperature': 25.2}"
13523,"{'temperature_2m': 22.2, 'relative_humidity_2m': 78, 'windspeed_10m': 18.4, 'apparent_temperature': 22.5}"
13524,"{'temperature_2m': 26.7, 'relative_humidity_2m': 57, 'windspeed_10m': 2.6, 'apparent_temperature': 29.1}"
13525,"{'temperature_2m': 26.7, 'relative_humidity_2m': 57, 'windspeed_10m': 2.6, 'apparent_temperature': 29.1}"
13526,"{'temperature_2m': 26.7, 'relative_humidity_2m': 57, 'windspeed_10m': 2.6, 'apparent_temperature': 29.1}"
13527,"{'temperature_2m': 25.4, 'relative_humidity_2m': 59, 'windspeed_10m': 6.1, 'apparent_temperature': 26.8}"
13528,"{'temperature_2m': 22.2, 'relative_humidity_2m': 78, 'windspeed_10m': 18.4, 'apparent_temperature': 22.5}"
13529,"{'temperature_2m': 22.2, 'relative_humidity_2m': 78, 'windspeed_10m': 18.4, 'apparent_temperature': 22.5}"
13530,"{'temperature_2m': 22.2, 'relative_humidity_2m': 78, 'windspeed_10m': 18.4, 'apparent_temperature': 22.5}"
13531,"{'temperature_2m': 22.9, 'relative_humidity_2m': 75, 'windspeed_10m': 17.1, 'apparent_temperature': 23.4}"
13532,"{'temperature_2m': 23.9, 'relative_humidity_2m': 73, 'windspeed_10m': 14.3, 'apparent_temperature': 25.2}"
13533,"{'temperature_2m': 21.9, 'relative_humidity_2m': 78, 'windspeed_10m': 15.5, 'apparent_temperature': 22.6}"
13534,"{'temperature_2m': 22.9, 'relative_humidity_2m': 75, 'windspeed_10m': 17.1, 'apparent_temperature': 23.4}"
13535,"{'temperature_2m': 23.9, 'relative_humidity_2m': 73, 'windspeed_10m': 14.3, 'apparent_temperature': 25.2}"
13536,"{'temperature_2m': 22.9, 'relative_humidity_2m': 75, 'windspeed_10m': 17.1, 'apparent_temperature': 23.4}"
13537,"{'temperature_2m': 22.9, 'relative_humidity_2m': 75, 'windspeed_10m': 17.1, 'apparent_temperature': 23.4}"
13538,"{'temperature_2m': 23.9, 'relative_humidity_2m': 73, 'windspeed_10m': 14.3, 'apparent_temperature': 25.2}"
13539,"{'temperature_2m': 23.9, 'relative_humidity_2m': 73, 'windspeed_10m': 14.3, 'apparent_temperature': 25.2}"
13540,"{'temperature_2m': 22.9, 'relative_humidity_2m': 75, 'windspeed_10m': 17.1, 'apparent_temperature': 23.4}"
13541,"{'temperature_2m': 24.9, 'relative_humidity_2m': 67, 'windspeed_10m': 16.8, 'apparent_temperature': 25.8}"
13542,"{'temperature_2m': 24.9, 'relative_humidity_2m': 67, 'windspeed_10m': 16.8, 'apparent_temperature': 25.8}"
13543,"{'temperature_2m': 23.9, 'relative_humidity_2m': 73, 'windspeed_10m': 14.3, 'apparent_temperature': 25.2}"
13544,"{'temperature_2m': 24.7, 'relative_humidity_2m': 66, 'windspeed_10m': 15.3, 'apparent_temperature': 25.4}"
13545,"{'temperature_2m': 24.7, 'relative_humidity_2m': 66, 'windspeed_10m': 15.3, 'apparent_temperature': 25.4}"
13546,"{'temperature_2m': 24.7, 'relative_humidity_2m': 66, 'windspeed_10m': 15.3, 'apparent_temperature': 25.4}"
13547,"{'temperature_2m': 24.0, 'relative_humidity_2m': 69, 'windspeed_10m': 15.0, 'apparent_temperature': 24.7}"
13548,"{'temperature_2m': 24.7, 'relative_humidity_2m': 66, 'windspeed_10m': 15.3, 'apparent_temperature': 25.4}"
13549,"{'temperature_2m': 24.9, 'relative_humidity_2m': 67, 'windspeed_10m': 16.8, 'apparent_temperature': 25.8}"
13550,"{'temperature_2m': 26.3, 'relative_humidity_2m': 71, 'windspeed_10m': 12.2, 'apparent_temperature': 28.6}"
13551,"{'temperature_2m': 25.9, 'relative_humidity_2m': 72, 'windspeed_10m': 13.3, 'apparent_temperature': 28.2}"
13552,"{'temperature_2m': 26.3, 'relative_humidity_2m': 71, 'windspeed_10m': 12.2, 'apparent_temperature': 28.6}"
13553,"{'temperature_2m': 25.9, 'relative_humidity_2m': 72, 'windspeed_10m': 13.3, 'apparent_temperature': 28.2}"
13554,"{'temperature_2m': 21.9, 'relative_humidity_2m': 78, 'windspeed_10m': 15.5, 'apparent_temperature': 22.6}"
13555,"{'temperature_2m': 25.0, 'relative_humidity_2m': 76, 'windspeed_10m': 13.5, 'apparent_temperature': 27.2}"
13556,"{'temperature_2m': 26.6, 'relative_humidity_2m': 67, 'windspeed_10m': 12.8, 'apparent_temperature': 28.6}"
13557,"{'temperature_2m': 21.9, 'relative_humidity_2m': 78, 'windspeed_10m': 15.5, 'apparent_temperature': 22.6}"
13558,"{'temperature_2m': 23.9, 'relative_humidity_2m': 82, 'windspeed_10m': 11.8, 'apparent_temperature': 26.5}"
13559,"{'temperature_2m': 26.3, 'relative_humidity_2m': 71, 'windspeed_10m': 12.2, 'apparent_temperature': 28.6}"
13560,"{'temperature_2m': 25.0, 'relative_humidity_2m': 76, 'windspeed_10m': 13.5, 'apparent_temperature': 27.2}"
13561,"{'temperature_2m': 26.6, 'relative_humidity_2m': 68, 'windspeed_10m': 11.3, 'apparent_temperature': 29.0}"
13562,"{'temperature_2m': 21.9, 'relative_humidity_2m': 78, 'windspeed_10m': 15.5, 'apparent_temperature': 22.6}"
13563,"{'temperature_2m': 25.0, 'relative_humidity_2m': 76, 'windspeed_10m': 13.5, 'apparent_temperature': 27.2}"
13564,"{'temperature_2m': 26.6, 'relative_humidity_2m': 67, 'windspeed_10m': 12.8, 'apparent_temperature': 28.6}"
13565,"{'temperature_2m': 23.9, 'relative_humidity_2m': 82, 'windspeed_10m': 11.8, 'apparent_temperature': 26.5}"
13566,"{'temperature_2m': 26.3, 'relative_humidity_2m': 71, 'windspeed_10m': 12.2, 'apparent_temperature': 28.6}"
13567,"{'temperature_2m': 26.9, 'relative_humidity_2m': 59, 'windspeed_10m': 9.1, 'apparent_temperature': 29.0}"
13568,"{'temperature_2m': 26.9, 'relative_humidity_2m': 59, 'windspeed_10m': 9.1, 'apparent_temperature': 29.0}"
13569,"{'temperature_2m': 20.2, 'relative_humidity_2m': 89, 'windspeed_10m': 7.6, 'apparent_temperature': 22.1}"
13570,"{'temperature_2m': 26.9, 'relative_humidity_2m': 59, 'windspeed_10m': 9.1, 'apparent_temperature': 29.0}"
13571,"{'temperature_2m': 26.9, 'relative_humidity_2m': 59, 'windspeed_10m': 9.1, 'apparent_temperature': 29.0}"
13572,"{'temperature_2m': 26.9, 'relative_humidity_2m': 59, 'windspeed_10m': 9.1, 'apparent_temperature': 29.0}"
13573,"{'temperature_2m': 26.9, 'relative_humidity_2m': 59, 'windspeed_10m': 9.1, 'apparent_temperature': 29.0}"
13574,"{'temperature_2m': 25.0, 'relative_humidity_2m': 76, 'windspeed_10m': 13.5, 'apparent_temperature': 27.2}"
13575,"{'temperature_2m': 21.3, 'relative_humidity_2m': 81, 'windspeed_10m': 10.1, 'apparent_temperature': 22.8}"
13576,"{'temperature_2m': 27.5, 'relative_humidity_2m': 59, 'windspeed_10m': 10.1, 'apparent_temperature': 30.0}"
13577,"{'temperature_2m': 27.5, 'relative_humidity_2m': 59, 'windspeed_10m': 10.1, 'apparent_temperature': 30.0}"
13578,"{'temperature_2m': 26.6, 'relative_humidity_2m': 67, 'windspeed_10m': 12.8, 'apparent_temperature': 28.6}"
13579,"{'temperature_2m': 26.6, 'relative_humidity_2m': 67, 'windspeed_10m': 12.8, 'apparent_temperature': 28.6}"
13580,"{'temperature_2m': 26.9, 'relative_humidity_2m': 59, 'windspeed_10m': 9.1, 'apparent_temperature': 29.0}"
13581,"{'temperature_2m': 21.0, 'relative_humidity_2m': 84, 'windspeed_10m': 10.0, 'apparent_temperature': 22.6}"
13582,"{'temperature_2m': 26.9, 'relative_humidity_2m': 59, 'windspeed_10m': 9.1, 'apparent_temperature': 29.0}"
13583,"{'temperature_2m': 28.9, 'relative_humidity_2m': 41, 'windspeed_10m': 20.0, 'apparent_temperature': 27.5}"
13584,"{'temperature_2m': 29.2, 'relative_humidity_2m': 45, 'windspeed_10m': 19.5, 'apparent_temperature': 29.4}"
13585,"{'temperature_2m': 21.3, 'relative_humidity_2m': 81, 'windspeed_10m': 10.1, 'apparent_temperature': 22.8}"
13586,"{'temperature_2m': 21.3, 'relative_humidity_2m': 81, 'windspeed_10m': 10.1, 'apparent_temperature': 22.8}"
13587,"{'temperature_2m': 21.3, 'relative_humidity_2m': 81, 'windspeed_10m': 10.1, 'apparent_temperature': 22.8}"
13588,"{'temperature_2m': 28.0, 'relative_humidity_2m': 45, 'windspeed_10m': 17.1, 'apparent_temperature': 27.1}"
13589,"{'temperature_2m': 28.9, 'relative_humidity_2m': 41, 'windspeed_10m': 20.0, 'apparent_temperature': 27.5}"
13590,"{'temperature_2m': 28.0, 'relative_humidity_2m': 45, 'windspeed_10m': 17.1, 'apparent_temperature': 27.1}"
13591,"{'temperature_2m': 26.4, 'relative_humidity_2m': 65, 'windspeed_10m': 14.3, 'apparent_temperature': 28.6}"
13592,"{'temperature_2m': 28.7, 'relative_humidity_2m': 49, 'windspeed_10m': 17.3, 'apparent_temperature': 30.0}"
13593,"{'temperature_2m': 28.7, 'relative_humidity_2m': 49, 'windspeed_10m': 17.3, 'apparent_temperature': 30.0}"
13594,"{'temperature_2m': 26.4, 'relative_humidity_2m': 65, 'windspeed_10m': 14.3, 'apparent_temperature': 28.6}"
13595,"{'temperature_2m': 22.7, 'relative_humidity_2m': 86, 'windspeed_10m': 3.1, 'apparent_temperature': 26.3}"
13596,"{'temperature_2m': 23.1, 'relative_humidity_2m': 82, 'windspeed_10m': 7.5, 'apparent_temperature': 25.8}"
13597,"{'temperature_2m': 29.2, 'relative_humidity_2m': 45, 'windspeed_10m': 19.5, 'apparent_temperature': 29.4}"
13598,"{'temperature_2m': 29.2, 'relative_humidity_2m': 45, 'windspeed_10m': 19.5, 'apparent_temperature': 29.4}"
13599,"{'temperature_2m': 24.9, 'relative_humidity_2m': 36, 'windspeed_10m': 20.0, 'apparent_temperature': 22.4}"
13600,"{'temperature_2m': 24.9, 'relative_humidity_2m': 36, 'windspeed_10m': 20.0, 'apparent_temperature': 22.4}"
13601,"{'temperature_2m': 23.2, 'relative_humidity_2m': 40, 'windspeed_10m': 22.5, 'apparent_temperature': 19.6}"
13602,"{'temperature_2m': 24.3, 'relative_humidity_2m': 38, 'windspeed_10m': 20.1, 'apparent_temperature': 21.1}"
13603,"{'temperature_2m': 24.3, 'relative_humidity_2m': 38, 'windspeed_10m': 20.1, 'apparent_temperature': 21.1}"
13604,"{'temperature_2m': 24.9, 'relative_humidity_2m': 36, 'windspeed_10m': 20.0, 'apparent_temperature': 22.4}"
13605,"{'temperature_2m': 22.8, 'relative_humidity_2m': 50, 'windspeed_10m': 18.5, 'apparent_temperature': 22.0}"
13606,"{'temperature_2m': 26.2, 'relative_humidity_2m': 49, 'windspeed_10m': 12.7, 'apparent_temperature': 26.0}"
13607,"{'temperature_2m': 24.2, 'relative_humidity_2m': 54, 'windspeed_10m': 13.5, 'apparent_temperature': 23.7}"
13608,"{'temperature_2m': 20.9, 'relative_humidity_2m': 65, 'windspeed_10m': 19.3, 'apparent_temperature': 19.4}"
13609,"{'temperature_2m': 22.8, 'relative_humidity_2m': 50, 'windspeed_10m': 18.5, 'apparent_temperature': 22.0}"
13610,"{'temperature_2m': 22.8, 'relative_humidity_2m': 50, 'windspeed_10m': 18.5, 'apparent_temperature': 22.0}"
13611,"{'temperature_2m': 22.8, 'relative_humidity_2m': 50, 'windspeed_10m': 18.5, 'apparent_temperature': 22.0}"
13612,"{'temperature_2m': 25.0, 'relative_humidity_2m': 37, 'windspeed_10m': 21.7, 'apparent_temperature': 22.9}"
13613,"{'temperature_2m': 23.9, 'relative_humidity_2m': 45, 'windspeed_10m': 18.8, 'apparent_temperature': 23.0}"
