,0
6500,"{'temperature_2m': 17.7, 'relative_humidity_2m': 43, 'windspeed_10m': 17.9, 'apparent_temperature': 13.9}"
6501,"{'temperature_2m': 17.7, 'relative_humidity_2m': 43, 'windspeed_10m': 19.4, 'apparent_temperature': 14.5}"
6502,"{'temperature_2m': 20.2, 'relative_humidity_2m': 50, 'windspeed_10m': 19.8, 'apparent_temperature': 17.2}"
6503,"{'temperature_2m': 16.7, 'relative_humidity_2m': 81, 'windspeed_10m': 0.8, 'apparent_temperature': 17.7}"
6504,"{'temperature_2m': 18.8, 'relative_humidity_2m': 57, 'windspeed_10m': 4.6, 'apparent_temperature': 18.6}"
6505,"{'temperature_2m': 16.5, 'relative_humidity_2m': 78, 'windspeed_10m': 8.2, 'apparent_temperature': 16.1}"
6506,"{'temperature_2m': 19.8, 'relative_humidity_2m': 51, 'windspeed_10m': 6.6, 'apparent_temperature': 18.7}"
6507,"{'temperature_2m': 14.7, 'relative_humidity_2m': 54, 'windspeed_10m': 12.9, 'apparent_temperature': 11.7}"
6508,"{'temperature_2m': 18.3, 'relative_humidity_2m': 70, 'windspeed_10m': 4.0, 'apparent_temperature': 18.6}"
6509,"{'temperature_2m': 16.5, 'relative_humidity_2m': 78, 'windspeed_10m': 8.2, 'apparent_temperature': 16.1}"
6510,"{'temperature_2m': 12.5, 'relative_humidity_2m': 68, 'windspeed_10m': 11.4, 'apparent_temperature': 10.0}"
6511,"{'temperature_2m': 18.7, 'relative_humidity_2m': 70, 'windspeed_10m': 1.1, 'apparent_temperature': 19.5}"
6512,"{'temperature_2m': 24.1, 'relative_humidity_2m': 52, 'windspeed_10m': 15.6, 'apparent_temperature': 23.1}"
6513,"{'temperature_2m': 17.5, 'relative_humidity_2m': 66, 'windspeed_10m': 5.9, 'apparent_temperature': 17.0}"
6514,"{'temperature_2m': 17.1, 'relative_humidity_2m': 72, 'windspeed_10m': 7.0, 'apparent_temperature': 16.7}"
6515,"{'temperature_2m': 24.5, 'relative_humidity_2m': 53, 'windspeed_10m': 16.1, 'apparent_temperature': 23.5}"
6516,"{'temperature_2m': 15.6, 'relative_humidity_2m': 79, 'windspeed_10m': 9.4, 'apparent_temperature': 14.8}"
6517,"{'temperature_2m': 17.5, 'relative_humidity_2m': 64, 'windspeed_10m': 10.1, 'apparent_temperature': 16.2}"
6518,"{'temperature_2m': 15.6, 'relative_humidity_2m': 79, 'windspeed_10m': 9.4, 'apparent_temperature': 14.8}"
6519,"{'temperature_2m': 16.2, 'relative_humidity_2m': 76, 'windspeed_10m': 8.9, 'apparent_temperature': 15.5}"
6520,"{'temperature_2m': 20.2, 'relative_humidity_2m': 82, 'windspeed_10m': 6.2, 'apparent_temperature': 21.8}"
6521,"{'temperature_2m': 16.5, 'relative_humidity_2m': 74, 'windspeed_10m': 6.3, 'apparent_temperature': 16.1}"
6522,"{'temperature_2m': 17.8, 'relative_humidity_2m': 75, 'windspeed_10m': 4.6, 'apparent_temperature': 18.2}"
6523,"{'temperature_2m': 20.8, 'relative_humidity_2m': 82, 'windspeed_10m': 5.4, 'apparent_temperature': 22.8}"
6524,"{'temperature_2m': 23.9, 'relative_humidity_2m': 62, 'windspeed_10m': 6.1, 'apparent_temperature': 25.1}"
6525,"{'temperature_2m': 17.3, 'relative_humidity_2m': 77, 'windspeed_10m': 28.7, 'apparent_temperature': 14.1}"
6526,"{'temperature_2m': 19.4, 'relative_humidity_2m': 96, 'windspeed_10m': 10.2, 'apparent_temperature': 21.2}"
6527,"{'temperature_2m': 18.3, 'relative_humidity_2m': 61, 'windspeed_10m': 19.9, 'apparent_temperature': 15.6}"
6528,"{'temperature_2m': 18.0, 'relative_humidity_2m': 62, 'windspeed_10m': 20.2, 'apparent_temperature': 15.2}"
6529,"{'temperature_2m': 18.0, 'relative_humidity_2m': 62, 'windspeed_10m': 20.2, 'apparent_temperature': 15.2}"
6530,"{'temperature_2m': 18.2, 'relative_humidity_2m': 59, 'windspeed_10m': 18.7, 'apparent_temperature': 15.5}"
6531,"{'temperature_2m': 18.2, 'relative_humidity_2m': 59, 'windspeed_10m': 18.7, 'apparent_temperature': 15.5}"
6532,"{'temperature_2m': 18.3, 'relative_humidity_2m': 60, 'windspeed_10m': 20.2, 'apparent_temperature': 15.6}"
6533,"{'temperature_2m': 18.2, 'relative_humidity_2m': 59, 'windspeed_10m': 18.7, 'apparent_temperature': 15.5}"
6534,"{'temperature_2m': 16.7, 'relative_humidity_2m': 65, 'windspeed_10m': 14.5, 'apparent_temperature': 14.6}"
6535,"{'temperature_2m': 17.4, 'relative_humidity_2m': 62, 'windspeed_10m': 17.7, 'apparent_temperature': 14.9}"
6536,"{'temperature_2m': 15.6, 'relative_humidity_2m': 70, 'windspeed_10m': 12.2, 'apparent_temperature': 13.9}"
6537,"{'temperature_2m': 15.6, 'relative_humidity_2m': 70, 'windspeed_10m': 12.2, 'apparent_temperature': 13.9}"
6538,"{'temperature_2m': 18.3, 'relative_humidity_2m': 61, 'windspeed_10m': 19.9, 'apparent_temperature': 15.6}"
6539,"{'temperature_2m': 18.2, 'relative_humidity_2m': 59, 'windspeed_10m': 18.7, 'apparent_temperature': 15.5}"
6540,"{'temperature_2m': 18.2, 'relative_humidity_2m': 59, 'windspeed_10m': 18.7, 'apparent_temperature': 15.5}"
6541,"{'temperature_2m': 17.4, 'relative_humidity_2m': 62, 'windspeed_10m': 17.7, 'apparent_temperature': 14.9}"
6542,"{'temperature_2m': 18.3, 'relative_humidity_2m': 61, 'windspeed_10m': 19.9, 'apparent_temperature': 15.6}"
6543,"{'temperature_2m': 17.8, 'relative_humidity_2m': 61, 'windspeed_10m': 18.4, 'apparent_temperature': 15.3}"
6544,"{'temperature_2m': 17.2, 'relative_humidity_2m': 63, 'windspeed_10m': 17.7, 'apparent_temperature': 14.7}"
6545,"{'temperature_2m': 16.1, 'relative_humidity_2m': 68, 'windspeed_10m': 17.6, 'apparent_temperature': 13.7}"
6546,"{'temperature_2m': 16.1, 'relative_humidity_2m': 68, 'windspeed_10m': 17.6, 'apparent_temperature': 13.7}"
6547,"{'temperature_2m': 16.1, 'relative_humidity_2m': 68, 'windspeed_10m': 17.6, 'apparent_temperature': 13.7}"
6548,"{'temperature_2m': 16.1, 'relative_humidity_2m': 68, 'windspeed_10m': 17.6, 'apparent_temperature': 13.7}"
6549,"{'temperature_2m': 17.8, 'relative_humidity_2m': 61, 'windspeed_10m': 18.4, 'apparent_temperature': 15.3}"
6550,"{'temperature_2m': 18.3, 'relative_humidity_2m': 60, 'windspeed_10m': 20.2, 'apparent_temperature': 15.6}"
6551,"{'temperature_2m': 18.3, 'relative_humidity_2m': 61, 'windspeed_10m': 19.9, 'apparent_temperature': 15.6}"
6552,"{'temperature_2m': 17.8, 'relative_humidity_2m': 61, 'windspeed_10m': 18.4, 'apparent_temperature': 15.3}"
6553,"{'temperature_2m': 18.0, 'relative_humidity_2m': 61, 'windspeed_10m': 19.2, 'apparent_temperature': 15.3}"
6554,"{'temperature_2m': 18.0, 'relative_humidity_2m': 61, 'windspeed_10m': 19.2, 'apparent_temperature': 15.3}"
6555,"{'temperature_2m': 18.0, 'relative_humidity_2m': 61, 'windspeed_10m': 19.2, 'apparent_temperature': 15.3}"
6556,"{'temperature_2m': 18.3, 'relative_humidity_2m': 60, 'windspeed_10m': 20.2, 'apparent_temperature': 15.6}"
6557,"{'temperature_2m': 17.8, 'relative_humidity_2m': 61, 'windspeed_10m': 18.4, 'apparent_temperature': 15.3}"
6558,"{'temperature_2m': 16.1, 'relative_humidity_2m': 68, 'windspeed_10m': 17.6, 'apparent_temperature': 13.7}"
6559,"{'temperature_2m': 22.9, 'relative_humidity_2m': 54, 'windspeed_10m': 16.1, 'apparent_temperature': 23.1}"
6560,"{'temperature_2m': 23.8, 'relative_humidity_2m': 49, 'windspeed_10m': 14.3, 'apparent_temperature': 24.8}"
6561,"{'temperature_2m': 23.8, 'relative_humidity_2m': 49, 'windspeed_10m': 14.3, 'apparent_temperature': 24.8}"
6562,"{'temperature_2m': 23.7, 'relative_humidity_2m': 47, 'windspeed_10m': 10.9, 'apparent_temperature': 25.3}"
6563,"{'temperature_2m': 22.7, 'relative_humidity_2m': 56, 'windspeed_10m': 14.5, 'apparent_temperature': 22.7}"
6564,"{'temperature_2m': 22.7, 'relative_humidity_2m': 56, 'windspeed_10m': 14.5, 'apparent_temperature': 22.7}"
6565,"{'temperature_2m': 20.1, 'relative_humidity_2m': 77, 'windspeed_10m': 6.8, 'apparent_temperature': 21.1}"
6566,"{'temperature_2m': 22.7, 'relative_humidity_2m': 56, 'windspeed_10m': 14.5, 'apparent_temperature': 22.7}"
6567,"{'temperature_2m': 21.4, 'relative_humidity_2m': 65, 'windspeed_10m': 15.2, 'apparent_temperature': 20.6}"
6568,"{'temperature_2m': 21.4, 'relative_humidity_2m': 65, 'windspeed_10m': 15.2, 'apparent_temperature': 20.6}"
6569,"{'temperature_2m': 21.4, 'relative_humidity_2m': 65, 'windspeed_10m': 15.2, 'apparent_temperature': 20.6}"
6570,"{'temperature_2m': 21.4, 'relative_humidity_2m': 65, 'windspeed_10m': 15.2, 'apparent_temperature': 20.6}"
