,0
12500,"{'temperature_2m': 23.0, 'relative_humidity_2m': 28, 'windspeed_10m': 15.7, 'apparent_temperature': 19.2}"
12501,"{'temperature_2m': 23.5, 'relative_humidity_2m': 26, 'windspeed_10m': 4.0, 'apparent_temperature': 23.7}"
12502,"{'temperature_2m': 20.9, 'relative_humidity_2m': 33, 'windspeed_10m': 4.3, 'apparent_temperature': 20.0}"
12503,"{'temperature_2m': 22.4, 'relative_humidity_2m': 22, 'windspeed_10m': 11.2, 'apparent_temperature': 18.6}"
12504,"{'temperature_2m': 25.8, 'relative_humidity_2m': 21, 'windspeed_10m': 10.5, 'apparent_temperature': 22.5}"
12505,"{'temperature_2m': 24.1, 'relative_humidity_2m': 23, 'windspeed_10m': 9.0, 'apparent_temperature': 21.0}"
12506,"{'temperature_2m': 23.5, 'relative_humidity_2m': 26, 'windspeed_10m': 4.0, 'apparent_temperature': 23.7}"
12507,"{'temperature_2m': 26.0, 'relative_humidity_2m': 22, 'windspeed_10m': 1.3, 'apparent_temperature': 25.6}"
12508,"{'temperature_2m': 25.1, 'relative_humidity_2m': 22, 'windspeed_10m': 5.4, 'apparent_temperature': 24.9}"
12509,"{'temperature_2m': 27.9, 'relative_humidity_2m': 14, 'windspeed_10m': 4.1, 'apparent_temperature': 26.8}"
12510,"{'temperature_2m': 23.1, 'relative_humidity_2m': 19, 'windspeed_10m': 7.1, 'apparent_temperature': 20.7}"
12511,"{'temperature_2m': 25.8, 'relative_humidity_2m': 17, 'windspeed_10m': 4.1, 'apparent_temperature': 25.3}"
12512,"{'temperature_2m': 23.1, 'relative_humidity_2m': 19, 'windspeed_10m': 7.1, 'apparent_temperature': 20.7}"
12513,"{'temperature_2m': 27.2, 'relative_humidity_2m': 11, 'windspeed_10m': 8.3, 'apparent_temperature': 23.1}"
12514,"{'temperature_2m': 23.8, 'relative_humidity_2m': 16, 'windspeed_10m': 5.2, 'apparent_temperature': 20.4}"
12515,"{'temperature_2m': 21.8, 'relative_humidity_2m': 28, 'windspeed_10m': 7.3, 'apparent_temperature': 19.0}"
12516,"{'temperature_2m': 28.2, 'relative_humidity_2m': 13, 'windspeed_10m': 4.7, 'apparent_temperature': 26.0}"
12517,"{'temperature_2m': 29.4, 'relative_humidity_2m': 16, 'windspeed_10m': 13.7, 'apparent_temperature': 25.9}"
12518,"{'temperature_2m': 23.3, 'relative_humidity_2m': 22, 'windspeed_10m': 17.5, 'apparent_temperature': 18.6}"
12519,"{'temperature_2m': 22.9, 'relative_humidity_2m': 25, 'windspeed_10m': 20.5, 'apparent_temperature': 18.4}"
12520,"{'temperature_2m': 21.0, 'relative_humidity_2m': 24, 'windspeed_10m': 15.5, 'apparent_temperature': 16.5}"
12521,"{'temperature_2m': 24.0, 'relative_humidity_2m': 18, 'windspeed_10m': 10.1, 'apparent_temperature': 20.1}"
12522,"{'temperature_2m': 26.6, 'relative_humidity_2m': 16, 'windspeed_10m': 15.0, 'apparent_temperature': 23.3}"
12523,"{'temperature_2m': 26.7, 'relative_humidity_2m': 19, 'windspeed_10m': 15.6, 'apparent_temperature': 22.4}"
12524,"{'temperature_2m': 17.2, 'relative_humidity_2m': 84, 'windspeed_10m': 10.8, 'apparent_temperature': 17.1}"
12525,"{'temperature_2m': 15.0, 'relative_humidity_2m': 91, 'windspeed_10m': 7.3, 'apparent_temperature': 15.1}"
12526,"{'temperature_2m': 15.8, 'relative_humidity_2m': 87, 'windspeed_10m': 9.7, 'apparent_temperature': 15.6}"
12527,"{'temperature_2m': 16.7, 'relative_humidity_2m': 82, 'windspeed_10m': 8.1, 'apparent_temperature': 16.7}"
12528,"{'temperature_2m': 16.7, 'relative_humidity_2m': 82, 'windspeed_10m': 8.1, 'apparent_temperature': 16.7}"
