,0
7000,"{'temperature_2m': 28.0, 'relative_humidity_2m': 59, 'windspeed_10m': 18.1, 'apparent_temperature': 30.2}"
7001,"{'temperature_2m': 24.9, 'relative_humidity_2m': 83, 'windspeed_10m': 10.5, 'apparent_temperature': 28.1}"
7002,"{'temperature_2m': 27.6, 'relative_humidity_2m': 62, 'windspeed_10m': 16.0, 'apparent_temperature': 29.4}"
7003,"{'temperature_2m': 28.2, 'relative_humidity_2m': 60, 'windspeed_10m': 20.9, 'apparent_temperature': 30.7}"
7004,"{'temperature_2m': 27.3, 'relative_humidity_2m': 66, 'windspeed_10m': 21.4, 'apparent_temperature': 28.7}"
7005,"{'temperature_2m': 28.2, 'relative_humidity_2m': 60, 'windspeed_10m': 20.9, 'apparent_temperature': 30.7}"
7006,"{'temperature_2m': 27.8, 'relative_humidity_2m': 63, 'windspeed_10m': 21.9, 'apparent_temperature': 29.7}"
7007,"{'temperature_2m': 27.3, 'relative_humidity_2m': 66, 'windspeed_10m': 21.4, 'apparent_temperature': 28.7}"
7008,"{'temperature_2m': 27.3, 'relative_humidity_2m': 66, 'windspeed_10m': 21.4, 'apparent_temperature': 28.7}"
7009,"{'temperature_2m': 28.0, 'relative_humidity_2m': 63, 'windspeed_10m': 21.4, 'apparent_temperature': 30.5}"
7010,"{'temperature_2m': 26.0, 'relative_humidity_2m': 70, 'windspeed_10m': 15.4, 'apparent_temperature': 27.6}"
7011,"{'temperature_2m': 28.2, 'relative_humidity_2m': 58, 'windspeed_10m': 19.6, 'apparent_temperature': 30.3}"
7012,"{'temperature_2m': 27.8, 'relative_humidity_2m': 59, 'windspeed_10m': 20.5, 'apparent_temperature': 28.8}"
7013,"{'temperature_2m': 24.7, 'relative_humidity_2m': 84, 'windspeed_10m': 22.6, 'apparent_temperature': 26.3}"
7014,"{'temperature_2m': 24.8, 'relative_humidity_2m': 82, 'windspeed_10m': 18.8, 'apparent_temperature': 26.8}"
7015,"{'temperature_2m': 27.8, 'relative_humidity_2m': 59, 'windspeed_10m': 20.5, 'apparent_temperature': 28.8}"
7016,"{'temperature_2m': 27.2, 'relative_humidity_2m': 62, 'windspeed_10m': 18.5, 'apparent_temperature': 28.1}"
7017,"{'temperature_2m': 27.8, 'relative_humidity_2m': 59, 'windspeed_10m': 16.4, 'apparent_temperature': 28.8}"
7018,"{'temperature_2m': 28.2, 'relative_humidity_2m': 58, 'windspeed_10m': 19.5, 'apparent_temperature': 29.8}"
7019,"{'temperature_2m': 27.4, 'relative_humidity_2m': 64, 'windspeed_10m': 13.5, 'apparent_temperature': 29.3}"
7020,"{'temperature_2m': 26.0, 'relative_humidity_2m': 73, 'windspeed_10m': 13.0, 'apparent_temperature': 28.4}"
7021,"{'temperature_2m': 27.9, 'relative_humidity_2m': 62, 'windspeed_10m': 11.6, 'apparent_temperature': 31.1}"
7022,"{'temperature_2m': 27.9, 'relative_humidity_2m': 62, 'windspeed_10m': 11.6, 'apparent_temperature': 31.1}"
7023,"{'temperature_2m': 27.0, 'relative_humidity_2m': 67, 'windspeed_10m': 8.7, 'apparent_temperature': 30.3}"
7024,"{'temperature_2m': 28.1, 'relative_humidity_2m': 61, 'windspeed_10m': 13.9, 'apparent_temperature': 30.9}"
7025,"{'temperature_2m': 24.6, 'relative_humidity_2m': 85, 'windspeed_10m': 4.8, 'apparent_temperature': 28.8}"
7026,"{'temperature_2m': 25.1, 'relative_humidity_2m': 81, 'windspeed_10m': 9.0, 'apparent_temperature': 28.5}"
7027,"{'temperature_2m': 25.4, 'relative_humidity_2m': 77, 'windspeed_10m': 12.8, 'apparent_temperature': 28.0}"
7028,"{'temperature_2m': 27.0, 'relative_humidity_2m': 67, 'windspeed_10m': 8.7, 'apparent_temperature': 30.3}"
7029,"{'temperature_2m': 27.2, 'relative_humidity_2m': 66, 'windspeed_10m': 22.6, 'apparent_temperature': 27.9}"
7030,"{'temperature_2m': 27.9, 'relative_humidity_2m': 61, 'windspeed_10m': 18.5, 'apparent_temperature': 29.2}"
7031,"{'temperature_2m': 26.0, 'relative_humidity_2m': 73, 'windspeed_10m': 13.0, 'apparent_temperature': 28.4}"
7032,"{'temperature_2m': 27.8, 'relative_humidity_2m': 64, 'windspeed_10m': 23.1, 'apparent_temperature': 29.1}"
7033,"{'temperature_2m': 28.2, 'relative_humidity_2m': 60, 'windspeed_10m': 21.6, 'apparent_temperature': 29.8}"
7034,"{'temperature_2m': 27.2, 'relative_humidity_2m': 66, 'windspeed_10m': 19.5, 'apparent_temperature': 28.5}"
7035,"{'temperature_2m': 25.7, 'relative_humidity_2m': 73, 'windspeed_10m': 8.0, 'apparent_temperature': 28.6}"
7036,"{'temperature_2m': 28.0, 'relative_humidity_2m': 61, 'windspeed_10m': 19.9, 'apparent_temperature': 29.6}"
7037,"{'temperature_2m': 25.1, 'relative_humidity_2m': 82, 'windspeed_10m': 10.3, 'apparent_temperature': 28.4}"
