tourney_id,tourney_location,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,shortened_winner_name,shortened_loser_name,match_id
2021-0410,Monte Carlo,Clay,64,M,20210412,292,105676,11.0,,David Goffin,R,180.0,BEL,30.3,100644,5.0,,Alexander Zverev,R,198.0,GER,23.9,6-4 7-6(7),3,R16,111.0,4.0,1.0,82.0,45.0,37.0,18.0,11.0,6.0,6.0,5.0,2.0,71.0,52.0,37.0,13.0,11.0,3.0,4.0,15.0,2750.0,6.0,6125.0,Goffin D.,Zverev A.,Monte Carlo_2021_105676_100644
2021-0410,Monte Carlo,Clay,64,M,20210412,293,105554,,,Daniel Evans,R,175.0,GBR,30.8,104925,1.0,,Novak Djokovic,R,188.0,SRB,33.8,6-4 7-5,3,R16,126.0,1.0,0.0,95.0,60.0,37.0,16.0,11.0,7.0,10.0,3.0,4.0,65.0,37.0,21.0,13.0,11.0,2.0,7.0,33.0,1825.0,1.0,11963.0,Evans D.,Djokovic N.,Monte Carlo_2021_105554_104925
2021-0410,Monte Carlo,Clay,64,M,20210412,294,134770,,,Casper Ruud,R,183.0,NOR,22.3,104926,15.0,,Fabio Fognini,R,178.0,ITA,33.8,6-4 6-3,3,QF,96.0,2.0,1.0,70.0,45.0,28.0,16.0,10.0,6.0,7.0,2.0,2.0,63.0,42.0,24.0,11.0,9.0,4.0,7.0,27.0,1927.0,18.0,2548.0,Ruud C.,Fognini F.,Monte Carlo_2021_134770_104926
2021-0410,Monte Carlo,Clay,64,M,20210412,295,126094,6.0,,Andrey Rublev,R,188.0,RUS,23.4,104745,3.0,,Rafael Nadal,L,185.0,ESP,34.8,6-2 4-6 6-2,3,QF,152.0,2.0,2.0,98.0,60.0,39.0,16.0,13.0,8.0,12.0,1.0,7.0,88.0,52.0,29.0,15.0,13.0,8.0,15.0,8.0,5400.0,3.0,9670.0,Rublev A.,Nadal R.,Monte Carlo_2021_126094_104745
2021-0410,Monte Carlo,Clay,64,M,20210412,296,126774,4.0,,Stefanos Tsitsipas,R,193.0,GRE,22.6,200221,,,Alejandro Davidovich Fokina,R,183.0,ESP,21.8,7-5 0-0 RET,3,QF,60.0,1.0,0.0,37.0,21.0,15.0,9.0,6.0,0.0,1.0,1.0,2.0,41.0,30.0,18.0,4.0,6.0,0.0,2.0,5.0,7040.0,58.0,1135.0,Tsitsipas S.,Davidovich Fokina A.,Monte Carlo_2021_126774_200221
2021-0410,Monte Carlo,Clay,64,M,20210412,297,105554,,,Daniel Evans,R,175.0,GBR,30.8,105676,11.0,,David Goffin,R,180.0,BEL,30.3,5-7 6-3 6-4,3,QF,161.0,0.0,2.0,108.0,68.0,46.0,22.0,15.0,15.0,17.0,3.0,5.0,110.0,71.0,45.0,19.0,16.0,5.0,9.0,33.0,1825.0,15.0,2750.0,Evans D.,Goffin D.,Monte Carlo_2021_105554_105676
2021-0410,Monte Carlo,Clay,64,M,20210412,298,126094,6.0,,Andrey Rublev,R,188.0,RUS,23.4,134770,,,Casper Ruud,R,183.0,NOR,22.3,6-3 7-5,3,SF,80.0,3.0,1.0,61.0,33.0,25.0,12.0,11.0,0.0,3.0,2.0,1.0,52.0,32.0,16.0,10.0,10.0,0.0,5.0,8.0,5400.0,27.0,1927.0,Rublev A.,Ruud C.,Monte Carlo_2021_126094_134770
2021-0410,Monte Carlo,Clay,64,M,20210412,299,126774,4.0,,Stefanos Tsitsipas,R,193.0,GRE,22.6,105554,,,Daniel Evans,R,175.0,GBR,30.8,6-2 6-1,3,SF,69.0,1.0,1.0,41.0,24.0,19.0,11.0,8.0,0.0,1.0,1.0,2.0,54.0,30.0,15.0,8.0,7.0,6.0,11.0,5.0,7040.0,33.0,1825.0,Tsitsipas S.,Evans D.,Monte Carlo_2021_126774_105554
2021-0410,Monte Carlo,Clay,64,M,20210412,300,126774,4.0,,Stefanos Tsitsipas,R,193.0,GRE,22.6,126094,6.0,,Andrey Rublev,R,188.0,RUS,23.4,6-3 6-3,3,F,71.0,3.0,1.0,47.0,28.0,24.0,13.0,9.0,0.0,0.0,1.0,0.0,54.0,30.0,24.0,8.0,9.0,0.0,3.0,5.0,7040.0,8.0,5400.0,Tsitsipas S.,Rublev A.,Monte Carlo_2021_126774_126094
2021-0414,Hamburg,Clay,32,A,20210712,271,126535,,Q,Carlos Taberner,R,183.0,ESP,23.9,103852,,,Feliciano Lopez,L,188.0,ESP,39.8,6-4 3-6 6-3,3,R32,129.0,4.0,3.0,85.0,59.0,47.0,15.0,14.0,4.0,5.0,12.0,3.0,87.0,51.0,39.0,18.0,14.0,4.0,6.0,114.0,703.0,90.0,843.0,Taberner C.,Lopez F.,Hamburg_2021_126535_103852
2021-0414,Hamburg,Clay,32,A,20210712,272,144684,,Q,Alex Molcan,L,178.0,SVK,23.6,126149,,,Gianluca Mager,R,185.0,ITA,26.6,4-6 6-4 7-6(3),3,R32,139.0,8.0,1.0,99.0,61.0,45.0,24.0,16.0,3.0,4.0,11.0,2.0,103.0,64.0,46.0,23.0,16.0,6.0,7.0,160.0,451.0,73.0,953.0,Molcan A.,Mager G.,Hamburg_2021_144684_126149
2021-0414,Hamburg,Clay,32,A,20210712,273,105583,5.0,,Dusan Lajovic,R,180.0,SRB,31.0,106298,,,Lucas Pouille,R,185.0,FRA,27.3,6-4 6-4,3,R32,72.0,3.0,0.0,57.0,38.0,29.0,14.0,10.0,3.0,3.0,1.0,3.0,49.0,21.0,18.0,15.0,10.0,1.0,3.0,43.0,1575.0,101.0,775.0,Lajovic D.,Pouille L.,Hamburg_2021_105583_106298
2021-0414,Hamburg,Clay,32,A,20210712,275,105643,,,Federico Delbonis,L,190.0,ARG,30.7,111190,,Q,Zhizhen Zhang,R,193.0,CHN,24.7,6-1 5-7 6-4,3,R32,133.0,5.0,6.0,101.0,60.0,42.0,21.0,15.0,7.0,10.0,6.0,1.0,88.0,48.0,33.0,19.0,14.0,7.0,12.0,48.0,1345.0,161.0,449.0,Delbonis F.,Zhang Zh.,Hamburg_2021_105643_111190
2021-0414,Hamburg,Clay,32,A,20210712,276,122669,,Q,Juan Pablo Varillas,R,185.0,PER,25.7,111576,,LL,Sumit Nagal,R,178.0,IND,23.9,6-0 6-4,3,R32,72.0,4.0,2.0,41.0,20.0,19.0,13.0,8.0,0.0,0.0,0.0,1.0,40.0,23.0,10.0,10.0,8.0,0.0,4.0,130.0,597.0,154.0,481.0,Varillas J.P.,Nagal S.,Hamburg_2021_122669_111576
2021-0414,Hamburg,Clay,32,A,20210712,277,105332,8.0,,Benoit Paire,R,196.0,FRA,32.1,105575,,,Ricardas Berankis,R,175.0,LTU,31.0,6-6 RET,3,R32,49.0,4.0,5.0,34.0,13.0,10.0,8.0,6.0,3.0,6.0,1.0,1.0,31.0,20.0,12.0,4.0,6.0,2.0,5.0,51.0,1297.0,84.0,873.0,Paire B.,Berankis R.,Hamburg_2021_105332_105575
2021-0414,Hamburg,Clay,32,A,20210712,278,111513,,,Laslo Djere,R,188.0,SRB,26.1,105526,7.0,,Jan Lennard Struff,R,193.0,GER,31.2,6-4 7-5,3,R32,109.0,8.0,5.0,80.0,42.0,32.0,20.0,11.0,7.0,8.0,3.0,5.0,79.0,43.0,29.0,19.0,11.0,7.0,10.0,57.0,1168.0,47.0,1410.0,Djere L.,Struff J.L.,Hamburg_2021_111513_105526
2021-0414,Hamburg,Clay,32,A,20210712,279,205734,,Q,Thiago Seyboth Wild,R,185.0,BRA,21.3,200095,,WC,Nicola Kuhn,R,185.0,ESP,21.3,1-6 6-1 6-2,3,R32,118.0,4.0,4.0,71.0,39.0,21.0,20.0,11.0,4.0,7.0,1.0,3.0,67.0,42.0,23.0,9.0,11.0,3.0,8.0,127.0,637.0,250.0,261.0,Seyboth Wild T.,Kuhn N.,Hamburg_2021_205734_200095
2021-0414,Hamburg,Clay,32,A,20210712,280,202104,,LL,Sebastian Baez,R,170.0,ARG,20.5,144895,,,Corentin Moutet,L,178.0,FRA,22.2,6-1 6-2,3,R32,62.0,0.0,0.0,41.0,29.0,20.0,8.0,7.0,3.0,4.0,0.0,3.0,46.0,32.0,12.0,5.0,8.0,2.0,8.0,164.0,440.0,89.0,848.0,Baez S.,Moutet C.,Hamburg_2021_202104_144895
2021-0414,Hamburg,Clay,32,A,20210712,282,105936,6.0,,Filip Krajinovic,R,185.0,SRB,29.3,127157,,WC,Daniel Altmaier,R,191.0,GER,22.8,6-3 6-7(3) 6-1,3,R32,150.0,2.0,2.0,86.0,63.0,49.0,11.0,15.0,3.0,5.0,5.0,3.0,89.0,48.0,31.0,19.0,13.0,9.0,14.0,44.0,1514.0,149.0,509.0,Krajinovic F.,Altmaier D.,Hamburg_2021_105936_127157
2021-0414,Hamburg,Clay,32,A,20210712,283,104259,,WC,Philipp Kohlschreiber,R,178.0,GER,37.7,144719,,,Jaume Munar,R,183.0,ESP,24.1,7-6(5) 6-4,3,R32,125.0,2.0,0.0,74.0,46.0,33.0,19.0,11.0,2.0,3.0,2.0,2.0,85.0,72.0,46.0,7.0,11.0,4.0,6.0,117.0,697.0,66.0,1022.0,Kohlschreiber P.,Munar J.,Hamburg_2021_104259_144719
2021-0414,Hamburg,Clay,32,A,20210712,284,136440,,,Dominik Koepfer,L,180.0,GER,27.2,109739,,Q,Maximilian Marterer,L,191.0,GER,26.0,7-6(2) 2-6 7-6(4),3,R32,151.0,3.0,3.0,102.0,71.0,51.0,20.0,16.0,6.0,8.0,6.0,2.0,123.0,80.0,56.0,21.0,16.0,6.0,6.0,59.0,1153.0,200.0,347.0,Koepfer D.,Marterer M.,Hamburg_2021_136440_109739
2021-0414,Hamburg,Clay,32,A,20210712,286,105807,2.0,,Pablo Carreno Busta,R,188.0,ESP,30.0,126535,,Q,Carlos Taberner,R,183.0,ESP,23.9,7-5 6-3,3,R16,104.0,3.0,1.0,73.0,46.0,28.0,16.0,11.0,6.0,9.0,4.0,1.0,62.0,43.0,23.0,10.0,10.0,2.0,7.0,13.0,2940.0,114.0,703.0,Carreno Busta P.,Taberner C.,Hamburg_2021_105807_126535
2021-0414,Hamburg,Clay,32,A,20210712,287,105583,5.0,,Dusan Lajovic,R,180.0,SRB,31.0,144684,,Q,Alex Molcan,L,178.0,SVK,23.6,6-4 6-7(2) 6-3,3,R16,177.0,1.0,1.0,121.0,82.0,54.0,19.0,16.0,6.0,8.0,2.0,1.0,123.0,80.0,47.0,23.0,15.0,13.0,17.0,43.0,1575.0,160.0,451.0,Lajovic D.,Molcan A.,Hamburg_2021_105583_144684
2021-0414,Hamburg,Clay,32,A,20210712,288,105643,,,Federico Delbonis,L,190.0,ARG,30.7,105077,4.0,,Albert Ramos,L,188.0,ESP,33.4,6-3 7-6(4),3,R16,117.0,2.0,4.0,82.0,52.0,35.0,16.0,11.0,5.0,6.0,2.0,7.0,72.0,39.0,29.0,15.0,10.0,6.0,8.0,48.0,1345.0,41.0,1608.0,Delbonis F.,Ramos-Vinolas A.,Hamburg_2021_105643_105077
2021-0414,Hamburg,Clay,32,A,20210712,289,105332,8.0,,Benoit Paire,R,196.0,FRA,32.1,122669,,Q,Juan Pablo Varillas,R,185.0,PER,25.7,7-5 7-6(8),3,R16,123.0,2.0,1.0,81.0,41.0,27.0,19.0,12.0,1.0,5.0,1.0,5.0,97.0,54.0,35.0,18.0,12.0,6.0,11.0,51.0,1297.0,130.0,597.0,Paire B.,Varillas J.P.,Hamburg_2021_105332_122669
2021-0414,Hamburg,Clay,32,A,20210712,290,111513,,,Laslo Djere,R,188.0,SRB,26.1,205734,,Q,Thiago Seyboth Wild,R,185.0,BRA,21.3,7-6(1) 6-1,3,R16,106.0,1.0,2.0,76.0,54.0,35.0,13.0,9.0,6.0,7.0,6.0,6.0,61.0,35.0,24.0,6.0,10.0,1.0,5.0,57.0,1168.0,127.0,637.0,Djere L.,Seyboth Wild T.,Hamburg_2021_111513_205734
2021-0414,Hamburg,Clay,32,A,20210712,291,105932,3.0,,Nikoloz Basilashvili,R,185.0,GEO,29.3,202104,,LL,Sebastian Baez,R,170.0,ARG,20.5,W/O,3,R16,,,,,,,,,,,,,,,,,,,,29.0,1975.0,164.0,440.0,Basilashvili N.,Baez S.,Hamburg_2021_105932_202104
2021-0414,Hamburg,Clay,32,A,20210712,292,105936,6.0,,Filip Krajinovic,R,185.0,SRB,29.3,104259,,WC,Philipp Kohlschreiber,R,178.0,GER,37.7,7-5 4-6 6-3,3,R16,143.0,9.0,2.0,96.0,64.0,47.0,18.0,16.0,3.0,5.0,8.0,1.0,90.0,61.0,45.0,11.0,15.0,4.0,7.0,44.0,1514.0,117.0,697.0,Krajinovic F.,Kohlschreiber P.,Hamburg_2021_105936_104259
2021-0414,Hamburg,Clay,32,A,20210712,293,126774,1.0,,Stefanos Tsitsipas,R,193.0,GRE,22.9,136440,,,Dominik Koepfer,L,180.0,GER,27.2,7-6(2) 6-3,3,R16,104.0,3.0,4.0,61.0,35.0,30.0,13.0,10.0,1.0,2.0,1.0,2.0,85.0,50.0,34.0,14.0,11.0,11.0,14.0,4.0,8150.0,59.0,1153.0,Tsitsipas S.,Koepfer D.,Hamburg_2021_126774_136440
2021-0414,Hamburg,Clay,32,A,20210712,294,105807,2.0,,Pablo Carreno Busta,R,188.0,ESP,30.0,105583,5.0,,Dusan Lajovic,R,180.0,SRB,31.0,7-6(4) 6-3,3,QF,95.0,4.0,2.0,68.0,54.0,40.0,5.0,11.0,5.0,7.0,0.0,0.0,68.0,45.0,28.0,10.0,10.0,7.0,10.0,13.0,2940.0,43.0,1575.0,Carreno Busta P.,Lajovic D.,Hamburg_2021_105807_105583
2021-0414,Hamburg,Clay,32,A,20210712,295,105643,,,Federico Delbonis,L,190.0,ARG,30.7,105332,8.0,,Benoit Paire,R,196.0,FRA,32.1,4-6 7-6(9) 6-4,3,QF,139.0,4.0,3.0,99.0,70.0,48.0,16.0,16.0,4.0,7.0,2.0,4.0,107.0,63.0,47.0,21.0,16.0,3.0,6.0,48.0,1345.0,51.0,1297.0,Delbonis F.,Paire B.,Hamburg_2021_105643_105332
2021-0414,Hamburg,Clay,32,A,20210712,296,111513,,,Laslo Djere,R,188.0,SRB,26.1,105932,3.0,,Nikoloz Basilashvili,R,185.0,GEO,29.3,6-2 6-2,3,QF,63.0,4.0,1.0,42.0,22.0,19.0,13.0,8.0,0.0,0.0,1.0,7.0,44.0,23.0,17.0,6.0,8.0,3.0,7.0,57.0,1168.0,29.0,1975.0,Djere L.,Basilashvili N.,Hamburg_2021_111513_105932
2021-0414,Hamburg,Clay,32,A,20210712,297,105936,6.0,,Filip Krajinovic,R,185.0,SRB,29.3,126774,1.0,,Stefanos Tsitsipas,R,193.0,GRE,22.9,3-6 6-1 6-3,3,QF,119.0,1.0,2.0,64.0,41.0,31.0,13.0,12.0,2.0,4.0,11.0,5.0,89.0,57.0,37.0,13.0,13.0,3.0,8.0,44.0,1514.0,4.0,8150.0,Krajinovic F.,Tsitsipas S.,Hamburg_2021_105936_126774
2021-0414,Hamburg,Clay,32,A,20210712,298,105807,2.0,,Pablo Carreno Busta,R,188.0,ESP,30.0,105643,,,Federico Delbonis,L,190.0,ARG,30.7,7-6(2) 6-3,3,SF,113.0,1.0,0.0,71.0,48.0,34.0,16.0,10.0,4.0,4.0,1.0,2.0,77.0,48.0,35.0,14.0,11.0,5.0,7.0,13.0,2940.0,48.0,1345.0,Carreno Busta P.,Delbonis F.,Hamburg_2021_105807_105643
2021-0414,Hamburg,Clay,32,A,20210712,299,105936,6.0,,Filip Krajinovic,R,185.0,SRB,29.3,111513,,,Laslo Djere,R,188.0,SRB,26.1,6-4 6-2,3,SF,94.0,3.0,0.0,50.0,35.0,27.0,10.0,9.0,1.0,2.0,3.0,6.0,74.0,44.0,27.0,11.0,9.0,8.0,12.0,44.0,1514.0,57.0,1168.0,Krajinovic F.,Djere L.,Hamburg_2021_105936_111513
2021-0414,Hamburg,Clay,32,A,20210712,300,105807,2.0,,Pablo Carreno Busta,R,188.0,ESP,30.0,105936,6.0,,Filip Krajinovic,R,185.0,SRB,29.3,6-2 6-4,3,F,82.0,3.0,0.0,49.0,26.0,21.0,17.0,9.0,0.0,0.0,1.0,0.0,53.0,30.0,20.0,11.0,9.0,0.0,3.0,13.0,2940.0,44.0,1514.0,Carreno Busta P.,Krajinovic F.,Hamburg_2021_105807_105936
2021-0416,Rome,Clay,64,M,20210510,239,206173,,,Jannik Sinner,R,188.0,ITA,19.7,200005,,,Ugo Humbert,L,188.0,FRA,22.8,6-2 6-4,3,R64,90.0,0.0,1.0,49.0,29.0,21.0,12.0,9.0,0.0,1.0,2.0,0.0,72.0,36.0,19.0,19.0,9.0,10.0,14.0,18.0,2545.0,32.0,1825.0,Sinner J.,Humbert U.,Rome_2021_206173_200005
2021-0416,Rome,Clay,64,M,20210510,240,105882,,WC,Stefano Travaglia,R,185.0,ITA,29.3,105332,,,Benoit Paire,R,196.0,FRA,32.0,6-4 6-3,3,R64,78.0,3.0,1.0,59.0,30.0,23.0,14.0,9.0,4.0,6.0,5.0,7.0,64.0,33.0,18.0,13.0,10.0,2.0,7.0,69.0,999.0,35.0,1680.0,Travaglia S.,Paire B.,Rome_2021_105882_105332
2021-0416,Rome,Clay,64,M,20210510,241,133430,13.0,,Denis Shapovalov,L,185.0,CAN,22.0,111794,,Q,Kamil Majchrzak,R,183.0,POL,25.3,6-1 6-3,3,R64,66.0,3.0,4.0,42.0,21.0,17.0,12.0,8.0,0.0,1.0,1.0,3.0,55.0,32.0,13.0,11.0,8.0,4.0,9.0,14.0,2855.0,129.0,589.0,Shapovalov D.,Majchrzak K.,Rome_2021_133430_111794
2021-0416,Rome,Clay,64,M,20210510,242,105807,11.0,,Pablo Carreno Busta,R,188.0,ESP,29.8,111513,,,Laslo Djere,R,188.0,SRB,25.9,4-6 6-3 6-1,3,R64,132.0,2.0,1.0,75.0,48.0,41.0,12.0,13.0,3.0,4.0,4.0,2.0,88.0,51.0,36.0,16.0,13.0,6.0,10.0,12.0,3050.0,52.0,1168.0,Carreno Busta P.,Djere L.,Rome_2021_105807_111513
2021-0416,Rome,Clay,64,M,20210510,243,105453,,,Kei Nishikori,R,178.0,JPN,31.3,104926,,,Fabio Fognini,R,178.0,ITA,33.9,6-3 6-4,3,R64,79.0,3.0,3.0,50.0,28.0,23.0,14.0,10.0,0.0,1.0,4.0,1.0,59.0,37.0,25.0,11.0,9.0,5.0,8.0,45.0,1408.0,28.0,2003.0,Nishikori K.,Fognini F.,Rome_2021_105453_104926
2021-0416,Rome,Clay,64,M,20210510,244,106198,,Q,Hugo Dellien,R,180.0,BOL,27.8,105173,,,Adrian Mannarino,L,183.0,FRA,32.8,2-6 7-5 6-2,3,R64,136.0,5.0,1.0,82.0,68.0,44.0,8.0,14.0,5.0,9.0,6.0,6.0,90.0,53.0,32.0,18.0,14.0,4.0,9.0,128.0,594.0,36.0,1651.0,Dellien H.,Mannarino A.,Rome_2021_106198_105173
2021-0416,Rome,Clay,64,M,20210510,247,106234,,,Aslan Karatsev,R,185.0,RUS,27.6,200175,,,Miomir Kecmanovic,R,183.0,SRB,21.6,7-6(2) 6-4,3,R64,102.0,5.0,3.0,75.0,38.0,31.0,21.0,11.0,2.0,3.0,1.0,1.0,73.0,44.0,28.0,19.0,11.0,1.0,3.0,27.0,2167.0,46.0,1384.0,Karatsev A.,Kecmanovic M.,Rome_2021_106234_200175
2021-0416,Rome,Clay,64,M,20210510,248,124187,,,Reilly Opelka,R,211.0,USA,23.6,104755,,,Richard Gasquet,R,185.0,FRA,34.8,6-1 7-5,3,R64,65.0,18.0,1.0,57.0,38.0,30.0,12.0,10.0,0.0,0.0,2.0,3.0,47.0,27.0,20.0,9.0,9.0,0.0,3.0,47.0,1382.0,53.0,1163.0,Opelka R.,Gasquet R.,Rome_2021_124187_104755
2021-0416,Rome,Clay,64,M,20210510,249,207518,,WC,Lorenzo Musetti,R,185.0,ITA,19.1,128034,15.0,,Hubert Hurkacz,R,196.0,POL,24.2,6-4 2-0 RET,3,R64,49.0,1.0,0.0,39.0,29.0,23.0,6.0,6.0,2.0,2.0,2.0,1.0,38.0,23.0,16.0,6.0,6.0,4.0,6.0,82.0,917.0,19.0,2543.0,Musetti L.,Hurkacz H.,Rome_2021_207518_128034
2021-0416,Rome,Clay,64,M,20210510,250,105676,12.0,,David Goffin,R,180.0,BEL,30.4,106099,,WC,Salvatore Caruso,R,185.0,ITA,28.3,6-4 6-1,3,R64,82.0,2.0,2.0,47.0,27.0,15.0,12.0,8.0,3.0,6.0,0.0,1.0,63.0,36.0,16.0,10.0,9.0,7.0,14.0,13.0,2875.0,81.0,928.0,Goffin D.,Caruso S.,Rome_2021_105676_106099
2021-0416,Rome,Clay,64,M,20210510,251,105643,,Q,Federico Delbonis,L,190.0,ARG,30.5,111575,,,Karen Khachanov,R,198.0,RUS,24.9,3-6 6-4 6-0,3,R64,101.0,4.0,4.0,67.0,40.0,31.0,15.0,13.0,1.0,3.0,4.0,4.0,73.0,44.0,31.0,11.0,12.0,8.0,12.0,64.0,1036.0,24.0,2280.0,Delbonis F.,Khachanov K.,Rome_2021_105643_111575
2021-0416,Rome,Clay,64,M,20210510,252,200000,,,Felix Auger Aliassime,R,193.0,CAN,20.7,105936,,,Filip Krajinovic,R,185.0,SRB,29.1,6-3 6-7(5) 6-4,3,R64,165.0,12.0,7.0,106.0,68.0,49.0,16.0,16.0,3.0,7.0,5.0,3.0,104.0,68.0,41.0,16.0,15.0,9.0,15.0,21.0,2418.0,39.0,1619.0,Auger-Aliassime F.,Krajinovic F.,Rome_2021_200000_105936
2021-0416,Rome,Clay,64,M,20210510,255,105526,,,Jan Lennard Struff,R,193.0,GER,31.0,105379,,LL,Aljaz Bedene,R,181.0,SLO,31.8,6-3 6-1,3,R64,66.0,6.0,1.0,53.0,29.0,23.0,13.0,8.0,2.0,2.0,5.0,3.0,52.0,28.0,15.0,10.0,8.0,3.0,7.0,41.0,1545.0,57.0,1135.0,Struff J.L.,Bedene A.,Rome_2021_105526_105379
2021-0416,Rome,Clay,64,M,20210510,256,106426,,,Cristian Garin,R,185.0,CHI,24.9,144750,,,Lloyd Harris,R,193.0,RSA,24.2,7-5 6-2,3,R64,97.0,0.0,1.0,56.0,33.0,24.0,16.0,10.0,3.0,4.0,3.0,3.0,70.0,37.0,25.0,12.0,10.0,6.0,10.0,22.0,2350.0,51.0,1198.0,Garin C.,Harris L.,Rome_2021_106426_144750
2021-0416,Rome,Clay,64,M,20210510,257,105138,10.0,,Roberto Bautista Agut,R,183.0,ESP,33.0,126205,,Q,Tommy Paul,R,185.0,USA,23.9,6-3 6-4,3,R64,91.0,3.0,1.0,62.0,42.0,30.0,11.0,10.0,5.0,6.0,6.0,3.0,51.0,27.0,15.0,14.0,9.0,1.0,4.0,11.0,3170.0,55.0,1140.0,Bautista Agut R.,Paul T.,Rome_2021_105138_126205
2021-0416,Rome,Clay,64,M,20210510,258,132283,,,Lorenzo Sonego,R,191.0,ITA,25.9,104792,14.0,,Gael Monfils,R,193.0,FRA,34.6,6-4 5-7 6-4,3,R64,168.0,2.0,2.0,100.0,59.0,41.0,17.0,16.0,6.0,11.0,5.0,8.0,114.0,73.0,50.0,13.0,16.0,8.0,14.0,33.0,1817.0,15.0,2703.0,Sonego L.,Monfils G.,Rome_2021_132283_104792
2021-0416,Rome,Clay,64,M,20210510,259,126149,,WC,Gianluca Mager,R,185.0,ITA,26.4,200282,,,Alex De Minaur,R,183.0,AUS,22.2,6-4 6-3,3,R64,78.0,2.0,2.0,48.0,28.0,22.0,11.0,9.0,2.0,4.0,6.0,1.0,64.0,38.0,21.0,12.0,10.0,5.0,10.0,90.0,844.0,23.0,2315.0,Mager G.,De Minaur A.,Rome_2021_126149_200282
2021-0416,Rome,Clay,64,M,20210510,260,105916,,,Marton Fucsovics,R,188.0,HUN,29.2,106415,,LL,Yoshihito Nishioka,L,170.0,JPN,25.6,6-0 6-2,3,R64,56.0,2.0,1.0,37.0,22.0,18.0,11.0,7.0,3.0,3.0,0.0,1.0,38.0,18.0,9.0,7.0,7.0,2.0,7.0,44.0,1421.0,59.0,1103.0,Fucsovics M.,Nishioka Y.,Rome_2021_105916_106415
2021-0416,Rome,Clay,64,M,20210510,263,105227,,,Marin Cilic,R,198.0,CRO,32.6,122330,,,Alexander Bublik,R,196.0,KAZ,23.8,4-6 6-2 6-3,3,R64,103.0,18.0,1.0,84.0,48.0,39.0,20.0,14.0,3.0,4.0,8.0,6.0,75.0,38.0,29.0,18.0,13.0,4.0,7.0,43.0,1433.0,40.0,1613.0,Cilic M.,Bublik A.,Rome_2021_105227_122330
2021-0416,Rome,Clay,64,M,20210510,264,105357,,,John Millman,R,183.0,AUS,31.9,105583,,,Dusan Lajovic,R,180.0,SRB,30.8,6-3 6-4,3,R64,85.0,3.0,0.0,64.0,42.0,31.0,15.0,10.0,2.0,2.0,3.0,0.0,59.0,39.0,28.0,8.0,9.0,4.0,6.0,42.0,1486.0,37.0,1630.0,Millman J.,Lajovic D.,Rome_2021_105357_105583
2021-0416,Rome,Clay,64,M,20210510,265,126610,9.0,,Matteo Berrettini,R,196.0,ITA,25.0,105932,,,Nikoloz Basilashvili,R,185.0,GEO,29.2,4-6 6-2 6-4,3,R64,122.0,12.0,2.0,96.0,60.0,41.0,19.0,14.0,5.0,7.0,4.0,2.0,80.0,44.0,32.0,19.0,14.0,1.0,5.0,9.0,4048.0,30.0,1885.0,Berrettini M.,Basilashvili N.,Rome_2021_126610_105932
2021-0416,Rome,Clay,64,M,20210510,266,200221,,Q,Alejandro Davidovich Fokina,R,183.0,ESP,21.9,105777,16.0,,Grigor Dimitrov,R,188.0,BUL,29.9,6-4 7-6(2),3,R64,102.0,3.0,8.0,76.0,52.0,42.0,9.0,11.0,5.0,6.0,3.0,7.0,69.0,38.0,26.0,18.0,11.0,1.0,3.0,48.0,1328.0,17.0,2586.0,Davidovich Fokina A.,Dimitrov G.,Rome_2021_200221_105777
2021-0416,Rome,Clay,64,M,20210510,267,111815,,Q,Cameron Norrie,L,188.0,GBR,25.7,106148,,Q,Roberto Carballes Baena,R,183.0,ESP,28.1,6-4 6-4,3,R64,102.0,3.0,2.0,63.0,42.0,25.0,12.0,10.0,3.0,6.0,1.0,2.0,61.0,40.0,23.0,8.0,10.0,1.0,6.0,49.0,1315.0,96.0,819.0,Norrie C.,Carballes Baena R.,Rome_2021_111815_106148
2021-0416,Rome,Clay,64,M,20210510,268,126203,,,Taylor Fritz,R,193.0,USA,23.5,105554,,,Daniel Evans,R,175.0,GBR,30.9,6-3 6-2,3,R64,76.0,5.0,0.0,42.0,29.0,22.0,10.0,9.0,0.0,1.0,0.0,0.0,65.0,43.0,24.0,9.0,8.0,7.0,11.0,31.0,1830.0,26.0,2185.0,Fritz T.,Evans D.,Rome_2021_126203_105554
2021-0416,Rome,Clay,64,M,20210510,270,104745,2.0,,Rafael Nadal,L,185.0,ESP,34.9,206173,,,Jannik Sinner,R,188.0,ITA,19.7,7-5 6-4,3,R32,130.0,0.0,1.0,61.0,30.0,21.0,17.0,11.0,1.0,4.0,1.0,2.0,78.0,42.0,25.0,16.0,11.0,10.0,15.0,3.0,9630.0,18.0,2545.0,Nadal R.,Sinner J.,Rome_2021_104745_206173
