tourney_id,tourney_location,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,shortened_winner_name,shortened_loser_name,match_id
2023-8996,Santiago,Clay,32,A,20230227,292,106329,,,Thiago Monteiro,L,183.0,BRA,28.7,106065,,,Marco Cecchinato,R,185.0,ITA,30.4,3-6 6-3 6-2,3,R16,116.0,7.0,1.0,68.0,36.0,31.0,19.0,13.0,0.0,1.0,3.0,6.0,78.0,45.0,28.0,20.0,13.0,7.0,10.0,84.0,631.0,91.0,592.0,Monteiro T.,Cecchinato M.,Santiago_2023_106329_106065
2023-8996,Santiago,Clay,32,A,20230227,291,111797,,SE,Nicolas Jarry,R,198.0,CHI,27.3,106043,4.0,,Diego Schwartzman,R,170.0,ARG,30.5,6-4 4-6 7-6(2),3,R16,186.0,10.0,4.0,107.0,70.0,51.0,18.0,16.0,3.0,6.0,0.0,5.0,121.0,91.0,59.0,12.0,16.0,12.0,15.0,87.0,616.0,37.0,1010.0,Jarry N.,Schwartzman D.,Santiago_2023_111797_106043
2023-8996,Santiago,Clay,32,A,20230227,290,105870,,Q,Yannick Hanfmann,R,193.0,GER,31.2,106148,,,Roberto Carballes Baena,R,183.0,ESP,29.9,7-6(6) 6-2,3,R16,116.0,5.0,0.0,64.0,44.0,29.0,13.0,10.0,2.0,4.0,3.0,5.0,71.0,39.0,25.0,14.0,10.0,5.0,9.0,153.0,386.0,74.0,695.0,Hanfmann Y.,Carballes Baena R.,Santiago_2023_105870_106148
2023-8996,Santiago,Clay,32,A,20230227,289,111513,6.0,,Laslo Djere,R,188.0,SRB,27.7,109686,,Q,Riccardo Bonadio,U,,ITA,29.6,7-5 7-5,3,R16,108.0,8.0,4.0,76.0,48.0,38.0,17.0,12.0,5.0,5.0,1.0,1.0,74.0,44.0,32.0,16.0,12.0,6.0,8.0,55.0,835.0,182.0,323.0,Djere L.,Bonadio R.,Santiago_2023_111513_109686
2023-8996,Santiago,Clay,32,A,20230227,288,202104,3.0,,Sebastian Baez,R,170.0,ARG,22.1,106426,,WC,Cristian Garin,R,185.0,CHI,26.7,6-4 6-3,3,R16,82.0,3.0,0.0,44.0,30.0,25.0,12.0,9.0,1.0,1.0,3.0,1.0,64.0,36.0,26.0,13.0,10.0,4.0,7.0,35.0,1045.0,100.0,546.0,Baez S.,Garin C.,Santiago_2023_202104_106426
2023-8996,Santiago,Clay,32,A,20230227,287,105583,,,Dusan Lajovic,R,180.0,SRB,32.6,207678,,Q,Juan Manuel Cerundolo,L,183.0,ARG,21.2,6-2 2-6 7-6(2),3,R16,158.0,6.0,4.0,108.0,80.0,51.0,10.0,14.0,6.0,10.0,2.0,3.0,119.0,79.0,50.0,14.0,14.0,8.0,12.0,75.0,693.0,108.0,515.0,Lajovic D.,Cerundolo J.M.,Santiago_2023_105583_207678
2023-8996,Santiago,Clay,32,A,20230227,286,144869,,,Tomas Martin Etcheverry,R,196.0,ARG,23.6,202103,2.0,,Francisco Cerundolo,R,185.0,ARG,24.5,6-3 3-6 6-3,3,R16,148.0,5.0,2.0,88.0,48.0,34.0,23.0,14.0,7.0,9.0,3.0,6.0,95.0,53.0,41.0,16.0,13.0,6.0,9.0,76.0,684.0,32.0,1275.0,Etcheverry T.,Cerundolo F.,Santiago_2023_144869_202103
2023-8996,Santiago,Clay,32,A,20230227,284,144719,,,Jaume Munar,R,183.0,ESP,25.8,126214,,WC,Alejandro Tabilo,L,188.0,CHI,25.7,6-0 6-7(4) 7-6(5),3,R32,162.0,4.0,2.0,100.0,69.0,43.0,21.0,15.0,4.0,7.0,3.0,3.0,102.0,64.0,34.0,23.0,15.0,2.0,8.0,66.0,777.0,186.0,314.0,Munar J.,Tabilo A.,Santiago_2023_144719_126214
2023-8996,Santiago,Clay,32,A,20230227,283,106065,,,Marco Cecchinato,R,185.0,ITA,30.4,105487,,,Facundo Bagnis,L,183.0,ARG,32.9,6-2 3-6 7-6(3),3,R32,139.0,8.0,5.0,80.0,53.0,32.0,18.0,14.0,4.0,8.0,2.0,6.0,104.0,58.0,36.0,21.0,15.0,5.0,10.0,91.0,592.0,94.0,570.0,Cecchinato M.,Bagnis F.,Santiago_2023_106065_105487
2023-8996,Santiago,Clay,32,A,20230227,282,106329,,,Thiago Monteiro,L,183.0,BRA,28.7,105077,5.0,,Albert Ramos,L,188.0,ESP,35.1,7-5 4-6 7-5,3,R32,180.0,7.0,5.0,113.0,70.0,50.0,19.0,17.0,6.0,10.0,7.0,5.0,93.0,60.0,42.0,16.0,17.0,2.0,7.0,84.0,631.0,50.0,890.0,Monteiro T.,Ramos-Vinolas A.,Santiago_2023_106329_105077
2023-8996,Santiago,Clay,32,A,20230227,280,111797,,SE,Nicolas Jarry,R,198.0,CHI,27.3,122669,,,Juan Pablo Varillas,R,185.0,PER,27.3,7-6(1) 6-4,3,R32,115.0,12.0,3.0,81.0,52.0,39.0,14.0,11.0,3.0,4.0,6.0,1.0,65.0,40.0,26.0,15.0,11.0,0.0,2.0,87.0,616.0,77.0,681.0,Jarry N.,Varillas J. P.,Santiago_2023_111797_122669
2023-8996,Santiago,Clay,32,A,20230227,279,105870,,Q,Yannick Hanfmann,R,193.0,GER,31.2,124079,,,Pedro Martinez,R,185.0,ESP,25.8,6-2 6-0,3,R32,95.0,9.0,1.0,52.0,33.0,24.0,10.0,7.0,2.0,2.0,1.0,6.0,68.0,41.0,22.0,11.0,7.0,11.0,16.0,153.0,386.0,117.0,476.0,Hanfmann Y.,Martinez P.,Santiago_2023_105870_124079
2023-8996,Santiago,Clay,32,A,20230227,278,106148,,,Roberto Carballes Baena,R,183.0,ESP,29.9,126535,,LL,Carlos Taberner,R,183.0,ESP,25.5,6-1 0-0 RET,3,R32,30.0,2.0,2.0,19.0,10.0,9.0,7.0,4.0,0.0,0.0,0.0,1.0,19.0,13.0,8.0,1.0,3.0,0.0,2.0,74.0,695.0,181.0,324.0,Carballes Baena R.,Taberner C.,Santiago_2023_106148_126535
2023-8996,Santiago,Clay,32,A,20230227,277,111513,6.0,,Laslo Djere,R,188.0,SRB,27.7,105311,,,Joao Sousa,R,185.0,POR,33.9,6-3 6-2,3,R32,77.0,6.0,1.0,44.0,25.0,21.0,15.0,9.0,0.0,0.0,1.0,1.0,57.0,31.0,17.0,14.0,8.0,5.0,8.0,55.0,835.0,147.0,401.0,Djere L.,Sousa J.,Santiago_2023_111513_105311
2023-8996,Santiago,Clay,32,A,20230227,276,109686,,Q,Riccardo Bonadio,U,,ITA,29.6,123755,,,Daniel Elahi Galan,R,191.0,COL,26.6,6-3 7-6(5),3,R32,107.0,2.0,2.0,70.0,46.0,31.0,16.0,10.0,0.0,1.0,4.0,4.0,75.0,46.0,33.0,13.0,11.0,3.0,6.0,182.0,323.0,83.0,639.0,Bonadio R.,Galan D.E.,Santiago_2023_109686_123755
2023-8996,Santiago,Clay,32,A,20230227,275,106426,,WC,Cristian Garin,R,185.0,CHI,26.7,106233,,WC,Dominic Thiem,R,185.0,AUT,29.4,6-2 7-6(2),3,R32,103.0,4.0,0.0,56.0,36.0,30.0,15.0,10.0,0.0,0.0,3.0,3.0,72.0,43.0,27.0,17.0,10.0,6.0,8.0,100.0,546.0,99.0,550.0,Garin C.,Thiem D.,Santiago_2023_106426_106233
2023-8996,Santiago,Clay,32,A,20230227,273,207678,,Q,Juan Manuel Cerundolo,L,183.0,ARG,21.2,106398,7.0,,Pedro Cachin,R,185.0,ARG,27.8,6-4 3-6 6-3,3,R32,122.0,4.0,4.0,81.0,46.0,39.0,18.0,14.0,2.0,3.0,9.0,0.0,72.0,45.0,35.0,18.0,14.0,2.0,4.0,108.0,515.0,61.0,797.0,Cerundolo J.M.,Cachin P.,Santiago_2023_207678_106398
2023-8996,Santiago,Clay,32,A,20230227,272,105583,,,Dusan Lajovic,R,180.0,SRB,32.6,200116,,Q,Camilo Ugo Carabelli,R,,ARG,23.6,6-1 6-3,3,R32,73.0,0.0,2.0,45.0,30.0,25.0,9.0,8.0,2.0,2.0,0.0,2.0,47.0,29.0,22.0,3.0,8.0,2.0,6.0,75.0,693.0,122.0,456.0,Lajovic D.,Ugo Carabelli C.,Santiago_2023_105583_200116
2023-8996,Santiago,Clay,32,A,20230227,271,144869,,,Tomas Martin Etcheverry,R,196.0,ARG,23.6,104926,,,Fabio Fognini,R,178.0,ITA,35.7,6-1 7-6(1),3,R32,107.0,5.0,3.0,58.0,32.0,26.0,15.0,10.0,4.0,6.0,3.0,7.0,65.0,36.0,18.0,16.0,9.0,2.0,6.0,76.0,684.0,82.0,643.0,Etcheverry T.,Fognini F.,Santiago_2023_144869_104926
2023-0404,Indian Wells,Hard,128,M,20230306,300,207989,1.0,,Carlos Alcaraz,R,185.0,ESP,19.8,106421,5.0,,Daniil Medvedev,R,198.0,RUS,27.0,6-3 6-2,3,F,70.0,1.0,0.0,49.0,37.0,30.0,7.0,9.0,0.0,0.0,0.0,2.0,48.0,31.0,19.0,7.0,8.0,0.0,3.0,2.0,6780.0,6.0,3775.0,Alcaraz C.,Medvedev D.,Indian Wells_2023_207989_106421
2023-0404,Indian Wells,Hard,128,M,20230306,299,207989,1.0,,Carlos Alcaraz,R,185.0,ESP,19.8,206173,11.0,,Jannik Sinner,R,188.0,ITA,21.5,7-6(4) 6-3,3,SF,112.0,5.0,1.0,72.0,52.0,38.0,9.0,11.0,1.0,2.0,4.0,4.0,72.0,36.0,28.0,17.0,10.0,4.0,6.0,2.0,6780.0,13.0,2655.0,Alcaraz C.,Sinner J.,Indian Wells_2023_207989_206173
2023-0404,Indian Wells,Hard,128,M,20230306,298,106421,5.0,,Daniil Medvedev,R,198.0,RUS,27.0,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,7-5 7-6(4),3,SF,106.0,9.0,2.0,75.0,44.0,35.0,20.0,12.0,1.0,3.0,3.0,1.0,75.0,44.0,31.0,15.0,12.0,8.0,11.0,6.0,3775.0,16.0,2395.0,Medvedev D.,Tiafoe F.,Indian Wells_2023_106421_126207
2023-0404,Indian Wells,Hard,128,M,20230306,297,207989,1.0,,Carlos Alcaraz,R,185.0,ESP,19.8,200000,8.0,,Felix Auger Aliassime,R,193.0,CAN,22.5,6-4 6-4,3,QF,120.0,2.0,2.0,58.0,36.0,29.0,13.0,10.0,3.0,4.0,6.0,6.0,82.0,46.0,32.0,15.0,10.0,9.0,12.0,2.0,6780.0,10.0,3245.0,Alcaraz C.,Auger-Aliassime F.,Indian Wells_2023_207989_200000
2023-0404,Indian Wells,Hard,128,M,20230306,296,206173,11.0,,Jannik Sinner,R,188.0,ITA,21.5,126203,4.0,,Taylor Fritz,R,193.0,USA,25.3,6-4 4-6 6-4,3,QF,137.0,5.0,1.0,88.0,56.0,45.0,15.0,15.0,1.0,3.0,4.0,0.0,92.0,50.0,35.0,23.0,15.0,6.0,9.0,13.0,2655.0,5.0,3795.0,Sinner J.,Fritz T.,Indian Wells_2023_206173_126203
2023-0404,Indian Wells,Hard,128,M,20230306,295,106421,5.0,,Daniil Medvedev,R,198.0,RUS,27.0,200221,23.0,,Alejandro Davidovich Fokina,R,183.0,ESP,23.7,6-3 7-5,3,QF,106.0,4.0,7.0,70.0,39.0,33.0,17.0,11.0,6.0,6.0,1.0,0.0,75.0,53.0,34.0,11.0,10.0,5.0,7.0,6.0,3775.0,28.0,1390.0,Medvedev D.,Davidovich Fokina A.,Indian Wells_2023_106421_200221
2023-0404,Indian Wells,Hard,128,M,20230306,294,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,111815,10.0,,Cameron Norrie,L,188.0,GBR,27.5,6-4 6-4,3,QF,99.0,4.0,2.0,58.0,31.0,24.0,15.0,10.0,5.0,7.0,7.0,3.0,59.0,32.0,23.0,11.0,10.0,5.0,9.0,16.0,2395.0,12.0,2815.0,Tiafoe F.,Norrie C.,Indian Wells_2023_126207_111815
2023-0404,Indian Wells,Hard,128,M,20230306,293,207989,1.0,,Carlos Alcaraz,R,185.0,ESP,19.8,207733,,,Jack Draper,L,191.0,GBR,21.2,6-2 2-0 RET,3,R16,46.0,3.0,0.0,27.0,20.0,16.0,6.0,5.0,3.0,3.0,1.0,1.0,34.0,22.0,11.0,4.0,5.0,2.0,5.0,2.0,6780.0,56.0,854.0,Alcaraz C.,Draper J.,Indian Wells_2023_207989_207733
2023-0404,Indian Wells,Hard,128,M,20230306,292,200000,8.0,,Felix Auger Aliassime,R,193.0,CAN,22.5,126205,17.0,,Tommy Paul,R,185.0,USA,25.8,3-6 6-3 7-6(6),3,R16,166.0,12.0,7.0,95.0,55.0,43.0,21.0,15.0,7.0,9.0,0.0,4.0,105.0,72.0,50.0,17.0,15.0,6.0,8.0,10.0,3245.0,19.0,2000.0,Auger-Aliassime F.,Paul T.,Indian Wells_2023_200000_126205
2023-0404,Indian Wells,Hard,128,M,20230306,291,126203,4.0,,Taylor Fritz,R,193.0,USA,25.3,105916,,,Marton Fucsovics,R,188.0,HUN,31.0,6-4 6-3,3,R16,101.0,2.0,4.0,79.0,48.0,33.0,17.0,10.0,3.0,4.0,4.0,1.0,54.0,31.0,23.0,8.0,9.0,2.0,5.0,5.0,3795.0,84.0,652.0,Fritz T.,Fucsovics M.,Indian Wells_2023_126203_105916
2023-0404,Indian Wells,Hard,128,M,20230306,290,206173,11.0,,Jannik Sinner,R,188.0,ITA,21.5,104527,,PR,Stan Wawrinka,R,183.0,SUI,37.9,6-1 6-4,3,R16,98.0,5.0,0.0,64.0,31.0,21.0,20.0,9.0,8.0,9.0,1.0,1.0,63.0,34.0,20.0,11.0,8.0,10.0,14.0,13.0,2655.0,100.0,557.0,Sinner J.,Wawrinka S.,Indian Wells_2023_206173_104527
2023-0404,Indian Wells,Hard,128,M,20230306,289,106421,5.0,,Daniil Medvedev,R,198.0,RUS,27.0,100644,12.0,,Alexander Zverev,R,198.0,GER,25.8,6-7(5) 7-6(5) 7-5,3,R16,197.0,12.0,5.0,131.0,87.0,65.0,24.0,18.0,15.0,17.0,7.0,3.0,124.0,93.0,66.0,17.0,18.0,5.0,8.0,6.0,3775.0,14.0,2500.0,Medvedev D.,Zverev A.,Indian Wells_2023_106421_100644
2023-0404,Indian Wells,Hard,128,M,20230306,288,200221,23.0,,Alejandro Davidovich Fokina,R,183.0,ESP,23.7,106426,,Q,Cristian Garin,R,185.0,CHI,26.7,6-3 6-4,3,R16,84.0,5.0,0.0,57.0,31.0,22.0,15.0,10.0,1.0,3.0,1.0,2.0,56.0,36.0,23.0,8.0,9.0,1.0,5.0,28.0,1390.0,97.0,566.0,Davidovich Fokina A.,Garin C.,Indian Wells_2023_200221_106426
2023-0404,Indian Wells,Hard,128,M,20230306,287,111815,10.0,,Cameron Norrie,L,188.0,GBR,27.5,126094,6.0,,Andrey Rublev,R,188.0,RUS,25.3,6-2 6-4,3,R16,78.0,2.0,2.0,55.0,33.0,26.0,9.0,9.0,3.0,5.0,8.0,2.0,52.0,26.0,19.0,8.0,9.0,0.0,5.0,12.0,2815.0,7.0,3660.0,Norrie C.,Rublev A.,Indian Wells_2023_111815_126094
2023-0404,Indian Wells,Hard,128,M,20230306,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,Tiafoe F.,Tabilo A.,Indian Wells_2023_126207_126214
2023-0404,Indian Wells,Hard,128,M,20230306,285,207989,1.0,,Carlos Alcaraz,R,185.0,ESP,19.8,134868,31.0,,Tallon Griekspoor,R,188.0,NED,26.6,7-6(4) 6-3,3,R32,101.0,0.0,3.0,72.0,44.0,33.0,19.0,11.0,2.0,2.0,1.0,3.0,69.0,46.0,33.0,12.0,10.0,3.0,4.0,2.0,6780.0,36.0,1034.0,Alcaraz C.,Griekspoor T.,Indian Wells_2023_207989_134868
2023-0404,Indian Wells,Hard,128,M,20230306,284,207733,,,Jack Draper,L,191.0,GBR,21.2,104918,,,Andy Murray,R,190.0,GBR,35.8,7-6(6) 6-2,3,R32,123.0,8.0,1.0,65.0,40.0,29.0,17.0,10.0,4.0,5.0,3.0,5.0,76.0,44.0,30.0,15.0,10.0,7.0,10.0,56.0,854.0,55.0,855.0,Draper J.,Murray A.,Indian Wells_2023_207733_104918
2023-0404,Indian Wells,Hard,128,M,20230306,283,126205,17.0,,Tommy Paul,R,185.0,USA,25.8,128034,9.0,,Hubert Hurkacz,R,196.0,POL,26.0,4-6 6-2 6-4,3,R32,116.0,6.0,5.0,87.0,58.0,47.0,12.0,14.0,6.0,8.0,8.0,3.0,81.0,44.0,33.0,18.0,14.0,6.0,10.0,19.0,2000.0,11.0,3110.0,Paul T.,Hurkacz H.,Indian Wells_2023_126205_128034
2023-0404,Indian Wells,Hard,128,M,20230306,282,200000,8.0,,Felix Auger Aliassime,R,193.0,CAN,22.5,202103,27.0,,Francisco Cerundolo,R,185.0,ARG,24.5,7-5 6-4,3,R32,130.0,6.0,8.0,83.0,41.0,31.0,21.0,11.0,5.0,7.0,2.0,3.0,63.0,43.0,30.0,8.0,11.0,4.0,8.0,10.0,3245.0,32.0,1275.0,Auger-Aliassime F.,Cerundolo F.,Indian Wells_2023_200000_202103
2023-0404,Indian Wells,Hard,128,M,20230306,281,126203,4.0,,Taylor Fritz,R,193.0,USA,25.3,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,6-1 6-2,3,R32,70.0,4.0,2.0,42.0,24.0,21.0,5.0,8.0,2.0,4.0,0.0,1.0,49.0,32.0,15.0,4.0,7.0,6.0,12.0,5.0,3795.0,35.0,1135.0,Fritz T.,Baez S.,Indian Wells_2023_126203_202104
2023-0404,Indian Wells,Hard,128,M,20230306,280,105916,,,Marton Fucsovics,R,188.0,HUN,31.0,144684,,,Alex Molcan,L,178.0,SVK,25.2,6-4 6-2,3,R32,78.0,1.0,0.0,42.0,24.0,22.0,14.0,9.0,0.0,0.0,0.0,2.0,51.0,30.0,24.0,8.0,9.0,3.0,6.0,84.0,652.0,63.0,820.0,Fucsovics M.,Molcan A.,Indian Wells_2023_105916_144684
2023-0404,Indian Wells,Hard,128,M,20230306,279,206173,11.0,,Jannik Sinner,R,188.0,ITA,21.5,105173,,,Adrian Mannarino,L,183.0,FRA,34.6,7-6(7) 6-4,3,R32,107.0,6.0,4.0,61.0,33.0,27.0,22.0,11.0,0.0,0.0,1.0,2.0,72.0,38.0,27.0,21.0,11.0,1.0,2.0,13.0,2655.0,68.0,791.0,Sinner J.,Mannarino A.,Indian Wells_2023_206173_105173
2023-0404,Indian Wells,Hard,128,M,20230306,278,104527,,PR,Stan Wawrinka,R,183.0,SUI,37.9,208029,7.0,,Holger Rune,R,185.0,DEN,19.8,6-2 6-7(5) 7-5,3,R32,160.0,12.0,1.0,102.0,58.0,43.0,27.0,16.0,6.0,8.0,6.0,6.0,110.0,61.0,39.0,23.0,16.0,3.0,8.0,100.0,557.0,8.0,3321.0,Wawrinka S.,Rune H.,Indian Wells_2023_104527_208029
2023-0404,Indian Wells,Hard,128,M,20230306,277,106421,5.0,,Daniil Medvedev,R,198.0,RUS,27.0,125802,,,Ilya Ivashka,R,193.0,BLR,29.0,6-2 3-6 6-1,3,R32,105.0,8.0,6.0,76.0,47.0,35.0,14.0,12.0,5.0,7.0,1.0,4.0,68.0,46.0,30.0,8.0,12.0,8.0,13.0,6.0,3775.0,85.0,651.0,Medvedev D.,Ivashka I.,Indian Wells_2023_106421_125802
2023-0404,Indian Wells,Hard,128,M,20230306,276,100644,12.0,,Alexander Zverev,R,198.0,GER,25.8,200325,,,Emil Ruusuvuori,R,188.0,FIN,23.9,7-5 1-6 7-5,3,R32,160.0,8.0,1.0,101.0,62.0,41.0,21.0,15.0,9.0,13.0,4.0,1.0,94.0,65.0,49.0,13.0,16.0,9.0,13.0,14.0,2500.0,59.0,846.0,Zverev A.,Ruusuvuori E.,Indian Wells_2023_100644_200325
2023-0404,Indian Wells,Hard,128,M,20230306,275,200221,23.0,,Alejandro Davidovich Fokina,R,183.0,ESP,23.7,111575,13.0,,Karen Khachanov,R,198.0,RUS,26.7,6-3 1-6 6-4,3,R32,137.0,3.0,5.0,83.0,43.0,27.0,21.0,13.0,6.0,10.0,4.0,1.0,93.0,58.0,38.0,16.0,13.0,7.0,11.0,28.0,1390.0,15.0,2470.0,Davidovich Fokina A.,Khachanov K.,Indian Wells_2023_200221_111575
2023-0404,Indian Wells,Hard,128,M,20230306,274,106426,,Q,Cristian Garin,R,185.0,CHI,26.7,134770,3.0,,Casper Ruud,R,183.0,NOR,24.2,6-4 7-6(2),3,R32,118.0,5.0,3.0,78.0,45.0,36.0,17.0,11.0,3.0,4.0,3.0,2.0,80.0,48.0,33.0,17.0,11.0,5.0,7.0,97.0,566.0,4.0,5560.0,Garin C.,Ruud C.,Indian Wells_2023_106426_134770
2023-0404,Indian Wells,Hard,128,M,20230306,273,126094,6.0,,Andrey Rublev,R,188.0,RUS,25.3,200005,,,Ugo Humbert,L,188.0,FRA,24.6,7-5 6-3,3,R32,82.0,4.0,0.0,52.0,40.0,31.0,7.0,10.0,0.0,1.0,4.0,4.0,68.0,30.0,23.0,17.0,11.0,2.0,6.0,7.0,3660.0,77.0,678.0,Rublev A.,Humbert U.,Indian Wells_2023_126094_200005
2023-0404,Indian Wells,Hard,128,M,20230306,272,111815,10.0,,Cameron Norrie,L,188.0,GBR,27.5,106121,,Q,Taro Daniel,R,191.0,JPN,30.1,6-7(5) 7-5 6-2,3,R32,161.0,11.0,1.0,98.0,68.0,51.0,12.0,16.0,1.0,5.0,8.0,4.0,105.0,66.0,39.0,17.0,16.0,3.0,10.0,12.0,2815.0,103.0,548.0,Norrie C.,Daniel T.,Indian Wells_2023_111815_106121
2023-0404,Indian Wells,Hard,128,M,20230306,271,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,106186,,,Jason Kubler,R,178.0,AUS,29.7,6-3 6-2,3,R32,71.0,9.0,1.0,59.0,43.0,33.0,8.0,9.0,1.0,1.0,1.0,1.0,42.0,22.0,19.0,5.0,8.0,1.0,4.0,16.0,2395.0,75.0,710.0,Tiafoe F.,Kubler J.,Indian Wells_2023_126207_106186
2023-0404,Indian Wells,Hard,128,M,20230306,270,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,111442,,,Jordan Thompson,R,183.0,AUS,28.8,6-3 7-6(6),3,R32,106.0,7.0,5.0,92.0,60.0,45.0,13.0,11.0,7.0,8.0,5.0,2.0,58.0,34.0,22.0,14.0,10.0,0.0,2.0,187.0,314.0,87.0,647.0,Tabilo A.,Thompson J.,Indian Wells_2023_126214_111442
2023-0404,Indian Wells,Hard,128,M,20230306,269,207989,1.0,,Carlos Alcaraz,R,185.0,ESP,19.8,106423,,Q,Thanasi Kokkinakis,R,196.0,AUS,26.9,6-3 6-3,3,R64,76.0,1.0,1.0,44.0,28.0,23.0,14.0,9.0,0.0,0.0,6.0,2.0,59.0,34.0,23.0,12.0,9.0,6.0,9.0,2.0,6780.0,94.0,577.0,Alcaraz C.,Kokkinakis T.,Indian Wells_2023_207989_106423
2023-0404,Indian Wells,Hard,128,M,20230306,268,134868,31.0,,Tallon Griekspoor,R,188.0,NED,26.6,105550,,PR,Guido Pella,L,185.0,ARG,32.8,7-6(3) 7-6(4),3,R64,111.0,14.0,3.0,82.0,56.0,43.0,11.0,12.0,0.0,2.0,2.0,1.0,77.0,43.0,30.0,17.0,12.0,2.0,4.0,36.0,1034.0,739.0,30.0,Griekspoor T.,Pella G.,Indian Wells_2023_134868_105550
2023-0404,Indian Wells,Hard,128,M,20230306,267,207733,,,Jack Draper,L,191.0,GBR,21.2,105554,24.0,,Daniel Evans,R,175.0,GBR,32.7,6-4 6-2,3,R64,120.0,8.0,6.0,79.0,45.0,31.0,16.0,9.0,10.0,11.0,2.0,5.0,60.0,28.0,17.0,15.0,9.0,6.0,10.0,56.0,854.0,29.0,1380.0,Draper J.,Evans D.,Indian Wells_2023_207733_105554
2023-0404,Indian Wells,Hard,128,M,20230306,266,104918,,,Andy Murray,R,190.0,GBR,35.8,105430,,LL,Radu Albot,R,175.0,MDA,33.3,6-4 6-3,3,R64,101.0,6.0,0.0,51.0,35.0,29.0,11.0,10.0,0.0,0.0,1.0,0.0,70.0,40.0,24.0,16.0,9.0,9.0,11.0,55.0,855.0,109.0,522.0,Murray A.,Albot R.,Indian Wells_2023_104918_105430
2023-0404,Indian Wells,Hard,128,M,20230306,265,128034,9.0,,Hubert Hurkacz,R,196.0,POL,26.0,200615,,LL,Alexei Popyrin,R,196.0,AUS,23.5,6-3 6-3,3,R64,73.0,9.0,1.0,61.0,40.0,30.0,13.0,9.0,2.0,2.0,2.0,3.0,51.0,30.0,22.0,9.0,9.0,4.0,7.0,11.0,3110.0,101.0,556.0,Hurkacz H.,Popyrin A.,Indian Wells_2023_128034_200615
2023-0404,Indian Wells,Hard,128,M,20230306,264,126205,17.0,,Tommy Paul,R,185.0,USA,25.8,105526,,Q,Jan Lennard Struff,R,193.0,GER,32.8,6-3 6-3,3,R64,79.0,6.0,0.0,52.0,37.0,24.0,13.0,9.0,3.0,4.0,3.0,4.0,64.0,36.0,25.0,9.0,9.0,8.0,12.0,19.0,2000.0,134.0,446.0,Paul T.,Struff J.L.,Indian Wells_2023_126205_105526
2023-0404,Indian Wells,Hard,128,M,20230306,263,202103,27.0,,Francisco Cerundolo,R,185.0,ARG,24.5,106058,,WC,Jack Sock,R,185.0,USA,30.4,4-6 6-3 6-4,3,R64,134.0,4.0,3.0,87.0,52.0,35.0,22.0,15.0,2.0,4.0,10.0,8.0,93.0,55.0,38.0,20.0,14.0,3.0,6.0,32.0,1275.0,154.0,385.0,Cerundolo F.,Sock J.,Indian Wells_2023_202103_106058
2023-0404,Indian Wells,Hard,128,M,20230306,262,200000,8.0,,Felix Auger Aliassime,R,193.0,CAN,22.5,124079,,,Pedro Martinez,R,185.0,ESP,25.8,7-6(5) 6-4,3,R64,145.0,10.0,4.0,68.0,33.0,27.0,20.0,11.0,0.0,1.0,0.0,4.0,106.0,72.0,42.0,19.0,11.0,15.0,17.0,10.0,3245.0,120.0,476.0,Auger-Aliassime F.,Martinez P.,Indian Wells_2023_200000_124079
2023-0404,Indian Wells,Hard,128,M,20230306,261,126203,4.0,,Taylor Fritz,R,193.0,USA,25.3,210097,,,Ben Shelton,L,,USA,20.4,4-6 6-4 6-3,3,R64,112.0,4.0,0.0,74.0,43.0,34.0,26.0,15.0,0.0,1.0,4.0,2.0,82.0,48.0,41.0,16.0,14.0,2.0,4.0,5.0,3795.0,41.0,964.0,Fritz T.,Shelton B.,Indian Wells_2023_126203_210097
2023-0404,Indian Wells,Hard,128,M,20230306,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,U,,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,Baez S.,Hijikata R.,Indian Wells_2023_202104_208014
