tourney_id,tourney_location,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,shortened_winner_name,shortened_loser_name,match_id
2023-2843,Adelaide 1,Hard,32,A,20230102,290,111575,8.0,,Karen Khachanov,R,198.0,RUS,26.6,207733,,,Jack Draper,L,191.0,GBR,21.0,6-4 6-2,3,R16,91.0,7.0,1.0,53.0,39.0,32.0,9.0,9.0,1.0,1.0,6.0,3.0,67.0,36.0,20.0,17.0,9.0,6.0,9.0,20.0,1990.0,42.0,990.0,Khachanov K.,Draper J.,Adelaide 1_2023_111575_207733
2023-2843,Adelaide 1,Hard,32,A,20230102,289,206173,6.0,,Jannik Sinner,R,188.0,ITA,21.3,106423,,WC,Thanasi Kokkinakis,R,196.0,AUS,26.7,7-6(2) 6-4,3,R16,122.0,5.0,2.0,78.0,58.0,40.0,12.0,11.0,6.0,7.0,9.0,3.0,72.0,45.0,33.0,13.0,11.0,1.0,3.0,15.0,2410.0,93.0,592.0,Sinner J.,Kokkinakis T.,Adelaide 1_2023_206173_106423
2023-2843,Adelaide 1,Hard,32,A,20230102,288,200624,,,Sebastian Korda,R,196.0,USA,22.4,105138,,,Roberto Bautista Agut,R,183.0,ESP,34.7,6-4 6-4,3,R16,73.0,12.0,0.0,57.0,41.0,33.0,10.0,10.0,2.0,2.0,5.0,3.0,47.0,26.0,20.0,12.0,10.0,0.0,2.0,33.0,1175.0,21.0,1940.0,Korda S.,Bautista Agut R.,Adelaide 1_2023_200624_105138
2023-2843,Adelaide 1,Hard,32,A,20230102,287,106415,,,Yoshihito Nishioka,L,170.0,JPN,27.2,111456,,,Mackenzie Mcdonald,R,178.0,USA,27.7,6-4 6-3,3,R16,95.0,0.0,2.0,72.0,49.0,29.0,17.0,9.0,4.0,4.0,3.0,2.0,57.0,36.0,26.0,8.0,10.0,1.0,4.0,36.0,1134.0,63.0,775.0,Nishioka Y.,Mcdonald M.,Adelaide 1_2023_106415_111456
2023-2843,Adelaide 1,Hard,32,A,20230102,286,200615,,Q,Alexei Popyrin,R,196.0,AUS,23.4,106218,,,Marcos Giron,R,180.0,USA,29.4,4-6 6-4 6-3,3,R16,112.0,16.0,1.0,83.0,58.0,49.0,13.0,15.0,2.0,3.0,4.0,0.0,79.0,61.0,43.0,11.0,14.0,1.0,3.0,120.0,469.0,61.0,776.0,Popyrin A.,Giron M.,Adelaide 1_2023_200615_106218
2023-2843,Adelaide 1,Hard,32,A,20230102,285,104925,1.0,,Novak Djokovic,R,188.0,SRB,35.6,106005,,,Constant Lestienne,R,180.0,FRA,30.6,6-3 6-2,3,R32,74.0,4.0,2.0,47.0,29.0,25.0,13.0,9.0,1.0,1.0,3.0,1.0,56.0,39.0,22.0,10.0,8.0,5.0,8.0,5.0,4820.0,65.0,760.0,Djokovic N.,Lestienne C.,Adelaide 1_2023_104925_106005
2023-2843,Adelaide 1,Hard,32,A,20230102,284,111460,,,Quentin Halys,R,191.0,FRA,26.1,111442,,WC,Jordan Thompson,R,183.0,AUS,28.7,6-3 6-4,3,R32,76.0,14.0,2.0,47.0,30.0,27.0,13.0,10.0,0.0,0.0,5.0,4.0,65.0,38.0,26.0,12.0,9.0,3.0,5.0,64.0,767.0,84.0,626.0,Halys Q.,Thompson J.,Adelaide 1_2023_111460_111442
2023-2843,Adelaide 1,Hard,32,A,20230102,283,126128,,Q,Roman Safiullin,R,185.0,RUS,25.4,144707,,,Mikael Ymer,R,183.0,SWE,24.3,6-4 6-2,3,R32,94.0,4.0,3.0,65.0,40.0,31.0,13.0,9.0,5.0,5.0,2.0,3.0,61.0,36.0,20.0,13.0,9.0,5.0,8.0,88.0,606.0,69.0,739.0,Safiullin R.,Ymer M.,Adelaide 1_2023_126128_144707
2023-2843,Adelaide 1,Hard,32,A,20230102,282,133430,7.0,,Denis Shapovalov,L,185.0,CAN,23.7,208014,,Q,Rinky Hijikata,U,,AUS,21.8,2-6 6-4 6-3,3,R32,120.0,7.0,9.0,77.0,42.0,30.0,18.0,13.0,5.0,8.0,2.0,5.0,93.0,58.0,43.0,12.0,14.0,8.0,12.0,18.0,2075.0,164.0,344.0,Shapovalov D.,Hijikata R.,Adelaide 1_2023_133430_208014
2023-2843,Adelaide 1,Hard,32,A,20230102,281,106421,3.0,,Daniil Medvedev,R,198.0,RUS,26.8,132283,,,Lorenzo Sonego,R,191.0,ITA,27.6,7-6(6) 2-1 RET,3,R32,102.0,5.0,2.0,70.0,45.0,30.0,15.0,8.0,9.0,10.0,1.0,1.0,57.0,32.0,25.0,11.0,7.0,3.0,4.0,7.0,4065.0,45.0,950.0,Medvedev D.,Sonego L.,Adelaide 1_2023_106421_132283
2023-2843,Adelaide 1,Hard,32,A,20230102,280,200175,,,Miomir Kecmanovic,R,183.0,SRB,23.3,106331,,WC,Christopher Oconnell,R,183.0,AUS,28.5,6-4 6-4,3,R32,94.0,4.0,4.0,74.0,42.0,24.0,23.0,10.0,5.0,6.0,9.0,2.0,55.0,31.0,23.0,9.0,10.0,2.0,5.0,29.0,1420.0,78.0,652.0,Kecmanovic M.,O Connell C.,Adelaide 1_2023_200175_106331
2023-2843,Adelaide 1,Hard,32,A,20230102,279,207733,,,Jack Draper,L,191.0,GBR,21.0,126952,,Q,Soon Woo Kwon,R,180.0,KOR,25.0,6-2 6-1,3,R32,68.0,8.0,2.0,35.0,18.0,16.0,13.0,7.0,3.0,3.0,2.0,3.0,52.0,24.0,12.0,10.0,8.0,7.0,12.0,42.0,990.0,83.0,630.0,Draper J.,Kwon S.W.,Adelaide 1_2023_207733_126952
2023-2843,Adelaide 1,Hard,32,A,20230102,278,111575,8.0,,Karen Khachanov,R,198.0,RUS,26.6,106398,,,Pedro Cachin,R,185.0,ARG,27.7,6-2 6-4,3,R32,85.0,6.0,3.0,61.0,34.0,30.0,12.0,9.0,6.0,7.0,3.0,2.0,57.0,40.0,24.0,6.0,9.0,8.0,12.0,20.0,1990.0,57.0,813.0,Khachanov K.,Cachin P.,Adelaide 1_2023_111575_106398
2023-2843,Adelaide 1,Hard,32,A,20230102,277,206173,6.0,,Jannik Sinner,R,188.0,ITA,21.3,106378,,PR,Kyle Edmund,R,188.0,GBR,27.9,6-3 6-2,3,R32,65.0,5.0,1.0,41.0,25.0,23.0,13.0,9.0,0.0,0.0,1.0,2.0,48.0,21.0,15.0,11.0,8.0,1.0,4.0,15.0,2410.0,582.0,52.0,Sinner J.,Edmund K.,Adelaide 1_2023_206173_106378
2023-2843,Adelaide 1,Hard,32,A,20230102,276,106423,,WC,Thanasi Kokkinakis,R,196.0,AUS,26.7,202195,,,Maxime Cressy,R,198.0,USA,25.6,7-6(4) 7-6(7),3,R32,131.0,21.0,0.0,72.0,52.0,45.0,13.0,12.0,3.0,4.0,20.0,8.0,82.0,50.0,38.0,19.0,12.0,5.0,6.0,93.0,592.0,34.0,1163.0,Kokkinakis T.,Cressy M.,Adelaide 1_2023_106423_202195
2023-2843,Adelaide 1,Hard,32,A,20230102,275,200624,,,Sebastian Korda,R,196.0,USA,22.4,104918,,,Andy Murray,R,190.0,GBR,35.6,7-6(3) 6-3,3,R32,116.0,12.0,1.0,64.0,39.0,34.0,14.0,11.0,4.0,5.0,3.0,2.0,69.0,36.0,27.0,14.0,10.0,3.0,5.0,33.0,1175.0,49.0,920.0,Korda S.,Murray A.,Adelaide 1_2023_200624_104918
2023-2843,Adelaide 1,Hard,32,A,20230102,274,105138,,,Roberto Bautista Agut,R,183.0,ESP,34.7,126094,4.0,,Andrey Rublev,R,188.0,RUS,25.2,4-6 6-3 6-4,3,R32,109.0,8.0,1.0,79.0,54.0,40.0,17.0,15.0,2.0,4.0,15.0,6.0,81.0,52.0,40.0,11.0,14.0,2.0,5.0,21.0,1940.0,8.0,3930.0,Bautista Agut R.,Rublev A.,Adelaide 1_2023_105138_126094
2023-2843,Adelaide 1,Hard,32,A,20230102,273,106415,,,Yoshihito Nishioka,L,170.0,JPN,27.2,208029,5.0,,Holger Rune,R,185.0,DEN,19.6,2-6 6-4 6-4,3,R32,125.0,0.0,8.0,86.0,54.0,36.0,16.0,14.0,5.0,9.0,14.0,8.0,95.0,57.0,40.0,16.0,14.0,7.0,11.0,36.0,1134.0,11.0,2888.0,Nishioka Y.,Rune H.,Adelaide 1_2023_106415_208029
2023-2843,Adelaide 1,Hard,32,A,20230102,272,111456,,,Mackenzie Mcdonald,R,178.0,USA,27.7,123755,,,Daniel Elahi Galan,R,191.0,COL,26.5,6-3 0-0 RET,3,R32,40.0,4.0,1.0,20.0,14.0,14.0,2.0,4.0,0.0,0.0,2.0,1.0,39.0,25.0,16.0,6.0,5.0,0.0,2.0,63.0,775.0,67.0,741.0,Mcdonald M.,Galan D.E.,Adelaide 1_2023_111456_123755
2023-2843,Adelaide 1,Hard,32,A,20230102,271,106218,,,Marcos Giron,R,180.0,USA,29.4,104755,,,Richard Gasquet,R,185.0,FRA,36.5,7-6(5) 6-7(6) 7-5,3,R32,177.0,13.0,2.0,110.0,76.0,59.0,23.0,18.0,2.0,3.0,10.0,4.0,139.0,74.0,51.0,38.0,18.0,10.0,12.0,61.0,776.0,68.0,740.0,Giron M.,Gasquet R.,Adelaide 1_2023_106218_104755
2023-2843,Adelaide 1,Hard,32,A,20230102,270,200615,,Q,Alexei Popyrin,R,196.0,AUS,23.4,200000,2.0,,Felix Auger Aliassime,R,193.0,CAN,22.4,6-4 7-6(5),3,R32,114.0,11.0,2.0,67.0,45.0,35.0,13.0,11.0,1.0,2.0,7.0,2.0,66.0,45.0,33.0,11.0,11.0,2.0,4.0,120.0,469.0,6.0,4195.0,Popyrin A.,Auger-Aliassime F.,Adelaide 1_2023_200615_200000
2023-0891,Pune,Hard,32,A,20230102,300,134868,,,Tallon Griekspoor,R,188.0,NED,26.5,126127,,,Benjamin Bonzi,R,185.0,FRA,26.5,4-6 7-5 6-3,3,F,136.0,17.0,4.0,86.0,61.0,48.0,13.0,15.0,3.0,4.0,11.0,4.0,102.0,66.0,47.0,18.0,16.0,4.0,7.0,95.0,584.0,60.0,781.0,Griekspoor T.,Bonzi B.,Pune_2023_134868_126127
2023-0891,Pune,Hard,32,A,20230102,299,134868,,,Tallon Griekspoor,R,188.0,NED,26.5,106234,8.0,,Aslan Karatsev,R,185.0,RUS,29.3,7-6(4) 6-1,3,SF,81.0,11.0,2.0,53.0,36.0,32.0,13.0,10.0,0.0,0.0,3.0,5.0,59.0,31.0,22.0,14.0,9.0,3.0,5.0,95.0,584.0,59.0,795.0,Griekspoor T.,Karatsev A.,Pune_2023_134868_106234
2023-0891,Pune,Hard,32,A,20230102,298,126127,,,Benjamin Bonzi,R,185.0,FRA,26.5,122298,2.0,,Botic Van De Zandschulp,R,188.0,NED,27.2,7-6(5) 6-7(5) 6-1,3,SF,149.0,10.0,3.0,101.0,71.0,54.0,16.0,16.0,0.0,2.0,9.0,3.0,106.0,69.0,49.0,17.0,15.0,7.0,11.0,60.0,781.0,35.0,1160.0,Bonzi B.,Van De Zandschulp B.,Pune_2023_126127_122298
2023-0891,Pune,Hard,32,A,20230102,297,134868,,,Tallon Griekspoor,R,188.0,NED,26.5,105227,1.0,,Marin Cilic,R,198.0,CRO,34.2,W/O,3,QF,0.0,,,,,,,,,,,,,,,,,,,95.0,584.0,17.0,2105.0,Griekspoor T.,Cilic M.,Pune_2023_134868_105227
2023-0891,Pune,Hard,32,A,20230102,296,106234,8.0,,Aslan Karatsev,R,185.0,RUS,29.3,124079,,,Pedro Martinez,R,185.0,ESP,25.6,6-1 6-2,3,QF,73.0,13.0,3.0,58.0,40.0,33.0,6.0,8.0,5.0,5.0,1.0,3.0,44.0,26.0,15.0,6.0,7.0,4.0,8.0,59.0,795.0,62.0,776.0,Karatsev A.,Martinez P.,Pune_2023_106234_124079
2023-0891,Pune,Hard,32,A,20230102,295,126127,,,Benjamin Bonzi,R,185.0,FRA,26.5,105936,6.0,,Filip Krajinovic,R,185.0,SRB,30.8,7-6(5) 6-4,3,QF,125.0,7.0,0.0,77.0,46.0,30.0,15.0,11.0,2.0,5.0,6.0,3.0,90.0,50.0,29.0,20.0,11.0,10.0,14.0,60.0,781.0,54.0,845.0,Bonzi B.,Krajinovic F.,Pune_2023_126127_105936
2023-0891,Pune,Hard,32,A,20230102,294,122298,2.0,,Botic Van De Zandschulp,R,188.0,NED,27.2,109739,,Q,Maximilian Marterer,L,191.0,GER,27.5,6-4 6-2,3,QF,67.0,3.0,1.0,44.0,34.0,29.0,7.0,9.0,0.0,0.0,1.0,1.0,51.0,37.0,22.0,7.0,9.0,2.0,5.0,35.0,1160.0,159.0,354.0,Van De Zandschulp B.,Marterer M.,Pune_2023_122298_109739
2023-0891,Pune,Hard,32,A,20230102,293,105227,1.0,,Marin Cilic,R,198.0,CRO,34.2,106148,,,Roberto Carballes Baena,R,183.0,ESP,29.7,6-3 3-6 6-1,3,R16,122.0,16.0,3.0,76.0,54.0,45.0,9.0,13.0,2.0,3.0,3.0,3.0,74.0,40.0,26.0,18.0,12.0,4.0,7.0,17.0,2105.0,74.0,695.0,Cilic M.,Carballes Baena R.,Pune_2023_105227_106148
2023-0891,Pune,Hard,32,A,20230102,292,134868,,,Tallon Griekspoor,R,188.0,NED,26.5,106065,,,Marco Cecchinato,R,185.0,ITA,30.2,6-4 6-4,3,R16,75.0,7.0,2.0,54.0,35.0,29.0,14.0,10.0,0.0,0.0,3.0,3.0,58.0,36.0,25.0,12.0,10.0,3.0,5.0,95.0,584.0,101.0,562.0,Griekspoor T.,Cecchinato M.,Pune_2023_134868_106065
2023-0891,Pune,Hard,32,A,20230102,291,124079,,,Pedro Martinez,R,185.0,ESP,25.6,202104,4.0,,Sebastian Baez,R,170.0,ARG,22.0,3-6 6-1 6-3,3,R16,132.0,0.0,3.0,77.0,54.0,42.0,10.0,12.0,6.0,7.0,5.0,1.0,85.0,66.0,43.0,6.0,13.0,6.0,10.0,62.0,776.0,43.0,987.0,Martinez P.,Baez S.,Pune_2023_124079_202104
2023-0891,Pune,Hard,32,A,20230102,290,106234,8.0,,Aslan Karatsev,R,185.0,RUS,29.3,126646,,,Tim Van Rijthoven,R,188.0,NED,25.6,7-6(7) 7-6(8),3,R16,129.0,9.0,6.0,88.0,57.0,47.0,16.0,12.0,1.0,2.0,10.0,6.0,91.0,55.0,44.0,19.0,12.0,7.0,8.0,59.0,795.0,111.0,516.0,Karatsev A.,Van Rijthoven T.,Pune_2023_106234_126646
2023-0891,Pune,Hard,32,A,20230102,289,105936,6.0,,Filip Krajinovic,R,185.0,SRB,30.8,111581,,,Michael Mmoh,R,188.0,USA,24.9,2-6 6-3 6-4,3,R16,130.0,9.0,0.0,93.0,67.0,47.0,12.0,14.0,5.0,8.0,4.0,1.0,72.0,42.0,29.0,19.0,13.0,0.0,3.0,54.0,845.0,113.0,507.0,Krajinovic F.,Mmoh M.,Pune_2023_105936_111581
2023-0891,Pune,Hard,32,A,20230102,288,126127,,,Benjamin Bonzi,R,185.0,FRA,26.5,200325,3.0,,Emil Ruusuvuori,R,188.0,FIN,23.7,6-1 7-6(4),3,R16,80.0,5.0,2.0,65.0,47.0,38.0,9.0,10.0,1.0,1.0,5.0,2.0,50.0,36.0,27.0,7.0,9.0,0.0,2.0,60.0,781.0,40.0,1011.0,Bonzi B.,Ruusuvuori E.,Pune_2023_126127_200325
2023-0891,Pune,Hard,32,A,20230102,287,109739,,Q,Maximilian Marterer,L,191.0,GER,27.5,111513,,,Laslo Djere,R,188.0,SRB,27.5,7-6(5) 6-2,3,R16,91.0,11.0,2.0,63.0,45.0,34.0,14.0,10.0,0.0,0.0,6.0,3.0,66.0,40.0,30.0,13.0,10.0,7.0,9.0,159.0,354.0,70.0,738.0,Marterer M.,Djere L.,Pune_2023_109739_111513
2023-0891,Pune,Hard,32,A,20230102,286,122298,2.0,,Botic Van De Zandschulp,R,188.0,NED,27.2,207925,,Q,Flavio Cobolli,R,,ITA,20.6,7-5 6-4,3,R16,93.0,2.0,3.0,64.0,41.0,30.0,13.0,11.0,4.0,6.0,5.0,0.0,59.0,38.0,24.0,9.0,11.0,0.0,4.0,35.0,1160.0,171.0,335.0,Van De Zandschulp B.,Cobolli F.,Pune_2023_122298_207925
2023-0891,Pune,Hard,32,A,20230102,284,106148,,,Roberto Carballes Baena,R,183.0,ESP,29.7,126523,,,Bernabe Zapata Miralles,R,185.0,ESP,25.9,6-1 7-5,3,R32,100.0,0.0,1.0,60.0,41.0,28.0,10.0,9.0,3.0,4.0,4.0,5.0,79.0,51.0,31.0,10.0,10.0,4.0,9.0,74.0,695.0,72.0,712.0,Carballes Baena R.,Zapata Miralles B.,Pune_2023_106148_126523
2023-0891,Pune,Hard,32,A,20230102,283,106065,,,Marco Cecchinato,R,185.0,ITA,30.2,105932,,,Nikoloz Basilashvili,R,185.0,GEO,30.8,6-2 6-2,3,R32,55.0,3.0,0.0,43.0,22.0,18.0,16.0,8.0,1.0,1.0,2.0,1.0,47.0,25.0,13.0,11.0,8.0,2.0,6.0,101.0,562.0,91.0,595.0,Cecchinato M.,Basilashvili N.,Pune_2023_106065_105932
2023-0891,Pune,Hard,32,A,20230102,282,134868,,,Tallon Griekspoor,R,188.0,NED,26.5,144719,7.0,,Jaume Munar,R,183.0,ESP,25.6,6-4 7-5,3,R32,94.0,10.0,6.0,63.0,43.0,36.0,9.0,11.0,1.0,2.0,2.0,1.0,60.0,46.0,30.0,9.0,11.0,2.0,5.0,95.0,584.0,58.0,802.0,Griekspoor T.,Munar J.,Pune_2023_134868_144719
2023-0891,Pune,Hard,32,A,20230102,280,124079,,,Pedro Martinez,R,185.0,ESP,25.6,106368,,Q,Ramkumar Ramanathan,R,188.0,IND,28.1,3-6 7-5 6-3,3,R32,148.0,2.0,5.0,103.0,70.0,49.0,16.0,15.0,8.0,11.0,11.0,6.0,92.0,42.0,33.0,23.0,15.0,3.0,7.0,62.0,776.0,435.0,98.0,Martinez P.,Ramanathan R.,Pune_2023_124079_106368
2023-0891,Pune,Hard,32,A,20230102,279,126646,,,Tim Van Rijthoven,R,188.0,NED,25.6,105430,,,Radu Albot,R,175.0,MDA,33.1,6-4 6-4,3,R32,86.0,14.0,0.0,58.0,38.0,29.0,14.0,10.0,2.0,2.0,2.0,4.0,60.0,37.0,28.0,10.0,10.0,1.0,3.0,111.0,516.0,103.0,559.0,Van Rijthoven T.,Albot R.,Pune_2023_126646_105430
2023-0891,Pune,Hard,32,A,20230102,278,106234,8.0,,Aslan Karatsev,R,185.0,RUS,29.3,104665,,,Pablo Andujar,R,180.0,ESP,36.9,6-1 6-3,3,R32,63.0,5.0,1.0,40.0,26.0,23.0,9.0,8.0,0.0,0.0,1.0,2.0,47.0,34.0,17.0,4.0,8.0,3.0,7.0,59.0,795.0,121.0,467.0,Karatsev A.,Andujar P.,Pune_2023_106234_104665
2023-0891,Pune,Hard,32,A,20230102,277,105936,6.0,,Filip Krajinovic,R,185.0,SRB,30.8,111576,,WC,Sumit Nagal,R,178.0,IND,25.3,6-4 4-6 6-4,3,R32,144.0,8.0,1.0,89.0,58.0,47.0,17.0,15.0,2.0,3.0,3.0,2.0,96.0,70.0,48.0,15.0,15.0,5.0,7.0,54.0,845.0,503.0,70.0,Krajinovic F.,Nagal S.,Pune_2023_105936_111576
2023-0891,Pune,Hard,32,A,20230102,276,111581,,,Michael Mmoh,R,188.0,USA,24.9,211768,,WC,Manas Dhamne,U,,IND,,6-2 6-4,3,R32,88.0,3.0,1.0,49.0,29.0,22.0,12.0,9.0,2.0,3.0,0.0,0.0,59.0,37.0,21.0,10.0,9.0,6.0,10.0,113.0,507.0,,,Mmoh M.,Dhamne M.,Pune_2023_111581_211768
2023-0891,Pune,Hard,32,A,20230102,275,126127,,,Benjamin Bonzi,R,185.0,FRA,26.5,202358,,,Chun Hsin Tseng,R,175.0,TPE,21.4,6-0 6-3,3,R32,61.0,2.0,0.0,39.0,21.0,18.0,14.0,8.0,0.0,0.0,2.0,1.0,45.0,31.0,16.0,4.0,7.0,1.0,5.0,60.0,781.0,115.0,490.0,Bonzi B.,Tseng C. H.,Pune_2023_126127_202358
2023-0891,Pune,Hard,32,A,20230102,273,111513,,,Laslo Djere,R,188.0,SRB,27.5,144684,5.0,,Alex Molcan,L,178.0,SVK,25.0,6-2 6-4,3,R32,64.0,12.0,0.0,41.0,26.0,23.0,13.0,9.0,0.0,0.0,2.0,2.0,55.0,33.0,21.0,11.0,9.0,2.0,5.0,70.0,738.0,50.0,895.0,Djere L.,Molcan A.,Pune_2023_111513_144684
2023-0891,Pune,Hard,32,A,20230102,272,109739,,Q,Maximilian Marterer,L,191.0,GER,27.5,111200,,Q,Elias Ymer,R,183.0,SWE,26.7,6-2 3-6 6-3,3,R32,112.0,12.0,1.0,65.0,41.0,33.0,13.0,13.0,0.0,2.0,5.0,2.0,84.0,47.0,30.0,19.0,13.0,2.0,6.0,159.0,354.0,127.0,444.0,Marterer M.,Ymer E.,Pune_2023_109739_111200
2023-0891,Pune,Hard,32,A,20230102,271,207925,,Q,Flavio Cobolli,R,,ITA,20.6,124154,,WC,Sasi Kumar Mukund,R,185.0,IND,25.9,6-4 7-5,3,R32,98.0,6.0,2.0,65.0,36.0,29.0,12.0,11.0,6.0,9.0,1.0,1.0,67.0,44.0,27.0,7.0,11.0,5.0,10.0,171.0,335.0,340.0,146.0,Cobolli F.,Mukund S.,Pune_2023_207925_124154
2023-0301,Auckland,Hard,32,A,20230109,300,104755,,,Richard Gasquet,R,185.0,FRA,36.5,111815,2.0,,Cameron Norrie,L,188.0,GBR,27.3,4-6 6-4 6-4,3,F,147.0,3.0,2.0,88.0,44.0,36.0,21.0,15.0,6.0,9.0,8.0,2.0,86.0,52.0,36.0,17.0,15.0,4.0,8.0,67.0,740.0,12.0,2575.0,Gasquet R.,Norrie C.,Auckland_2023_104755_111815
