tourney_id,tourney_location,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,shortened_winner_name,shortened_loser_name,match_id
2020-9158,Cordoba,Clay,32,A,20200203,278,106228,8.0,,Juan Ignacio Londero,R,180.0,ARG,26.4,106065,,,Marco Cecchinato,R,185.0,ITA,27.3,6-2 7-5,3,R32,69.0,3.0,3.0,58.0,37.0,26.0,16.0,10.0,0.0,0.0,9.0,1.0,57.0,42.0,26.0,8.0,10.0,1.0,4.0,50.0,1012.0,72.0,758.0,Londero J.I.,Cecchinato M.,Cordoba_2020_106228_106065
2020-9158,Cordoba,Clay,32,A,20200203,277,104655,6.0,,Pablo Cuevas,R,180.0,URU,34.0,105643,,,Federico Delbonis,L,190.0,ARG,29.3,7-5 6-2,3,R32,95.0,5.0,6.0,73.0,36.0,27.0,17.0,10.0,8.0,10.0,3.0,3.0,64.0,43.0,25.0,9.0,10.0,6.0,11.0,48.0,1062.0,74.0,746.0,Cuevas P.,Delbonis F.,Cordoba_2020_104655_105643
2020-9158,Cordoba,Clay,32,A,20200203,276,126149,,,Gianluca Mager,R,185.0,ITA,25.1,126663,,Q,Juan Pablo Ficovich,R,191.0,ARG,23.0,6-2 3-6 6-2,3,R32,94.0,7.0,4.0,73.0,48.0,34.0,12.0,12.0,4.0,7.0,2.0,2.0,70.0,45.0,29.0,9.0,13.0,5.0,11.0,133.0,401.0,244.0,196.0,Mager G.,Ficovich J.P.,Cordoba_2020_126149_126663
2020-9158,Cordoba,Clay,32,A,20200203,275,105226,,,Attila Balazs,R,180.0,HUN,31.3,132283,,,Lorenzo Sonego,R,191.0,ITA,24.7,6-2 7-6(3),3,R32,120.0,3.0,3.0,81.0,47.0,35.0,21.0,10.0,8.0,8.0,3.0,4.0,76.0,52.0,35.0,10.0,10.0,6.0,8.0,108.0,505.0,52.0,980.0,Balazs A.,Sonego L.,Cordoba_2020_105226_132283
2020-9158,Cordoba,Clay,32,A,20200203,273,126535,,Q,Carlos Taberner,R,183.0,ESP,22.4,104269,7.0,,Fernando Verdasco,L,188.0,ESP,36.2,4-6 6-1 6-4,3,R32,108.0,4.0,6.0,81.0,44.0,33.0,18.0,14.0,7.0,10.0,6.0,2.0,70.0,46.0,30.0,12.0,13.0,4.0,9.0,198.0,252.0,49.0,1050.0,Taberner C.,Verdasco F.,Cordoba_2020_126535_104269
2020-9158,Cordoba,Clay,32,A,20200203,272,105413,,,Andrej Martin,R,180.0,SVK,30.3,105948,,,Federico Coria,R,180.0,ARG,27.9,7-6(5) 6-4,3,R32,128.0,0.0,1.0,95.0,71.0,47.0,9.0,11.0,7.0,10.0,0.0,4.0,94.0,69.0,41.0,12.0,11.0,10.0,14.0,100.0,551.0,116.0,466.0,Martin A.,Coria F.,Cordoba_2020_105413_105948
2020-9158,Cordoba,Clay,32,A,20200203,271,144895,,,Corentin Moutet,L,178.0,FRA,20.7,106329,,,Thiago Monteiro,L,183.0,BRA,25.6,6-4 6-3,3,R32,77.0,1.0,1.0,53.0,37.0,23.0,10.0,9.0,3.0,5.0,3.0,3.0,51.0,34.0,20.0,7.0,10.0,3.0,8.0,71.0,777.0,89.0,634.0,Moutet C.,Monteiro T.,Cordoba_2020_144895_106329
2020-0375,Montpellier,Hard,32,A,20200203,300,104792,1.0,,Gael Monfils,R,193.0,FRA,33.4,105577,,PR,Vasek Pospisil,R,193.0,CAN,29.6,7-5 6-3,3,F,97.0,6.0,5.0,80.0,56.0,43.0,10.0,11.0,4.0,4.0,2.0,3.0,56.0,37.0,31.0,5.0,10.0,2.0,4.0,9.0,2700.0,132.0,402.0,Monfils G.,Pospisil V.,Montpellier_2020_104792_105577
2020-0375,Montpellier,Hard,32,A,20200203,299,104792,1.0,,Gael Monfils,R,193.0,FRA,33.4,105936,7.0,,Filip Krajinovic,R,185.0,SRB,27.9,7-6(4) 6-2,3,SF,82.0,12.0,2.0,67.0,48.0,39.0,8.0,10.0,3.0,3.0,2.0,0.0,60.0,41.0,26.0,11.0,10.0,1.0,3.0,9.0,2700.0,44.0,1113.0,Monfils G.,Krajinovic F.,Montpellier_2020_104792_105936
2020-0375,Montpellier,Hard,32,A,20200203,298,105577,,PR,Vasek Pospisil,R,193.0,CAN,29.6,105676,2.0,,David Goffin,R,180.0,BEL,29.1,6-3 1-6 7-5,3,SF,141.0,8.0,3.0,88.0,53.0,38.0,18.0,14.0,3.0,6.0,7.0,4.0,97.0,55.0,43.0,17.0,14.0,8.0,11.0,132.0,402.0,10.0,2555.0,Pospisil V.,Goffin D.,Montpellier_2020_105577_105676
2020-0375,Montpellier,Hard,32,A,20200203,297,104792,1.0,,Gael Monfils,R,193.0,FRA,33.4,105613,,,Norbert Gombos,R,193.0,SVK,29.4,6-3 6-4,3,QF,72.0,9.0,2.0,70.0,52.0,38.0,8.0,10.0,5.0,6.0,4.0,4.0,50.0,36.0,26.0,4.0,9.0,2.0,5.0,9.0,2700.0,104.0,527.0,Monfils G.,Gombos N.,Montpellier_2020_104792_105613
2020-0375,Montpellier,Hard,32,A,20200203,296,105936,7.0,,Filip Krajinovic,R,185.0,SRB,27.9,106296,,,Gregoire Barrere,R,183.0,FRA,25.9,6-2 7-5,3,QF,74.0,5.0,0.0,53.0,41.0,33.0,8.0,10.0,2.0,2.0,6.0,1.0,73.0,48.0,31.0,11.0,10.0,4.0,7.0,44.0,1113.0,91.0,612.0,Krajinovic F.,Barrere G.,Montpellier_2020_105936_106296
2020-0375,Montpellier,Hard,32,A,20200203,295,105577,,PR,Vasek Pospisil,R,193.0,CAN,29.6,104755,,,Richard Gasquet,R,185.0,FRA,33.6,6-1 1-0 RET,3,QF,31.0,14.0,0.0,29.0,20.0,16.0,5.0,4.0,3.0,3.0,0.0,0.0,30.0,21.0,9.0,4.0,4.0,2.0,5.0,132.0,402.0,58.0,890.0,Pospisil V.,Gasquet R.,Montpellier_2020_105577_104755
2020-0375,Montpellier,Hard,32,A,20200203,294,105676,2.0,,David Goffin,R,180.0,BEL,29.1,105732,,,Pierre Hugues Herbert,R,188.0,FRA,28.8,6-4 7-6(5),3,QF,98.0,3.0,6.0,72.0,40.0,30.0,17.0,11.0,2.0,3.0,6.0,3.0,68.0,38.0,28.0,15.0,11.0,3.0,5.0,10.0,2555.0,67.0,820.0,Goffin D.,Herbert P.H.,Montpellier_2020_105676_105732
2020-0375,Montpellier,Hard,32,A,20200203,293,104792,1.0,,Gael Monfils,R,193.0,FRA,33.4,105173,,,Adrian Mannarino,L,183.0,FRA,31.5,4-6 6-1 6-4,3,R16,120.0,6.0,6.0,86.0,53.0,38.0,17.0,14.0,1.0,4.0,2.0,1.0,86.0,50.0,33.0,15.0,13.0,9.0,14.0,9.0,2700.0,45.0,1111.0,Monfils G.,Mannarino A.,Montpellier_2020_104792_105173
2020-0375,Montpellier,Hard,32,A,20200203,292,105613,,,Norbert Gombos,R,193.0,SVK,29.4,200325,,Q,Emil Ruusuvuori,R,188.0,FIN,20.8,7-5 6-4,3,R16,72.0,5.0,2.0,69.0,50.0,37.0,10.0,11.0,2.0,3.0,4.0,1.0,55.0,27.0,22.0,16.0,11.0,0.0,3.0,104.0,527.0,101.0,540.0,Gombos N.,Ruusuvuori E.,Montpellier_2020_105613_200325
2020-0375,Montpellier,Hard,32,A,20200203,291,106296,,,Gregoire Barrere,R,183.0,FRA,25.9,105777,4.0,,Grigor Dimitrov,R,188.0,BUL,28.7,6-7(4) 6-4 7-5,3,R16,153.0,5.0,2.0,113.0,72.0,51.0,22.0,17.0,7.0,10.0,10.0,10.0,120.0,74.0,54.0,20.0,17.0,9.0,14.0,91.0,612.0,23.0,1637.0,Barrere G.,Dimitrov G.,Montpellier_2020_106296_105777
2020-0375,Montpellier,Hard,32,A,20200203,290,105936,7.0,,Filip Krajinovic,R,185.0,SRB,27.9,144707,,,Mikael Ymer,R,183.0,SWE,21.4,6-1 6-1,3,R16,77.0,3.0,0.0,46.0,33.0,23.0,7.0,7.0,4.0,5.0,4.0,2.0,69.0,40.0,20.0,7.0,7.0,9.0,15.0,44.0,1113.0,76.0,739.0,Krajinovic F.,Ymer M.,Montpellier_2020_105936_144707
2020-0375,Montpellier,Hard,32,A,20200203,289,104755,,,Richard Gasquet,R,185.0,FRA,33.6,103852,,,Feliciano Lopez,L,188.0,ESP,38.3,6-7(1) 6-4 6-2,3,R16,125.0,7.0,2.0,88.0,46.0,42.0,22.0,15.0,3.0,3.0,22.0,6.0,96.0,49.0,40.0,24.0,15.0,6.0,9.0,58.0,890.0,55.0,933.0,Gasquet R.,Lopez F.,Montpellier_2020_104755_103852
2020-0375,Montpellier,Hard,32,A,20200203,288,105577,,PR,Vasek Pospisil,R,193.0,CAN,29.6,133430,3.0,,Denis Shapovalov,L,185.0,CAN,20.8,6-2 6-3,3,R16,56.0,5.0,3.0,42.0,31.0,28.0,8.0,9.0,0.0,0.0,5.0,2.0,41.0,23.0,17.0,8.0,8.0,3.0,6.0,132.0,402.0,16.0,2120.0,Pospisil V.,Shapovalov D.,Montpellier_2020_105577_133430
2020-0375,Montpellier,Hard,32,A,20200203,287,105732,,,Pierre Hugues Herbert,R,188.0,FRA,28.8,200000,5.0,,Felix Auger Aliassime,R,193.0,CAN,19.4,7-6(2) 7-5,3,R16,108.0,9.0,2.0,69.0,35.0,31.0,22.0,12.0,1.0,1.0,9.0,3.0,65.0,40.0,35.0,14.0,12.0,1.0,2.0,67.0,820.0,21.0,1666.0,Herbert P.H.,Auger-Aliassime F.,Montpellier_2020_105732_200000
2020-0375,Montpellier,Hard,32,A,20200203,286,105676,2.0,,David Goffin,R,180.0,BEL,29.1,122330,,,Alexander Bublik,R,196.0,KAZ,22.6,6-3 7-6(9),3,R16,106.0,2.0,0.0,85.0,52.0,38.0,17.0,10.0,5.0,6.0,6.0,12.0,94.0,57.0,40.0,14.0,11.0,6.0,9.0,10.0,2555.0,54.0,952.0,Goffin D.,Bublik A.,Montpellier_2020_105676_122330
2020-0375,Montpellier,Hard,32,A,20200203,284,105173,,,Adrian Mannarino,L,183.0,FRA,31.5,200615,,,Alexei Popyrin,R,196.0,AUS,20.4,6-0 6-7(7) 6-0,3,R32,115.0,12.0,3.0,85.0,53.0,41.0,20.0,12.0,4.0,4.0,13.0,4.0,89.0,49.0,30.0,18.0,12.0,9.0,15.0,45.0,1111.0,99.0,585.0,Mannarino A.,Popyrin A.,Montpellier_2020_105173_200615
2020-0375,Montpellier,Hard,32,A,20200203,283,200325,,Q,Emil Ruusuvuori,R,188.0,FIN,20.8,110602,,,Dennis Novak,R,183.0,AUT,26.4,7-6(3) 4-6 6-2,3,R32,118.0,17.0,2.0,98.0,67.0,49.0,16.0,15.0,5.0,8.0,7.0,1.0,98.0,67.0,41.0,18.0,15.0,2.0,6.0,101.0,540.0,93.0,609.0,Ruusuvuori E.,Novak D.,Montpellier_2020_200325_110602
2020-0375,Montpellier,Hard,32,A,20200203,282,105613,,,Norbert Gombos,R,193.0,SVK,29.4,105807,6.0,,Pablo Carreno Busta,R,188.0,ESP,28.5,3-6 6-4 6-3,3,R32,103.0,9.0,0.0,77.0,57.0,41.0,8.0,14.0,2.0,5.0,5.0,2.0,79.0,51.0,38.0,8.0,14.0,5.0,9.0,104.0,527.0,29.0,1332.0,Gombos N.,Carreno Busta P.,Montpellier_2020_105613_105807
2020-0375,Montpellier,Hard,32,A,20200203,280,106296,,,Gregoire Barrere,R,183.0,FRA,25.9,105311,,,Joao Sousa,R,185.0,POR,30.8,6-2 7-6(6),3,R32,107.0,6.0,3.0,87.0,62.0,41.0,15.0,10.0,7.0,8.0,3.0,4.0,85.0,42.0,28.0,20.0,10.0,3.0,6.0,91.0,612.0,69.0,811.0,Barrere G.,Sousa J.,Montpellier_2020_106296_105311
2020-0375,Montpellier,Hard,32,A,20200203,279,144707,,,Mikael Ymer,R,183.0,SWE,21.4,206173,,,Jannik Sinner,R,188.0,ITA,18.4,6-3 6-4,3,R32,85.0,3.0,3.0,58.0,38.0,29.0,10.0,10.0,2.0,4.0,2.0,3.0,52.0,31.0,22.0,7.0,9.0,2.0,6.0,76.0,739.0,78.0,710.0,Ymer M.,Sinner J.,Montpellier_2020_144707_206173
2020-0375,Montpellier,Hard,32,A,20200203,278,105936,7.0,,Filip Krajinovic,R,185.0,SRB,27.9,111505,,Q,Enzo Couacaud,R,183.0,FRA,24.9,6-4 6-4,3,R32,86.0,3.0,1.0,65.0,43.0,31.0,10.0,10.0,4.0,6.0,9.0,1.0,69.0,42.0,30.0,8.0,10.0,2.0,6.0,44.0,1113.0,214.0,221.0,Krajinovic F.,Couacaud E.,Montpellier_2020_105936_111505
2020-0375,Montpellier,Hard,32,A,20200203,277,103852,,,Feliciano Lopez,L,188.0,ESP,38.3,200005,8.0,,Ugo Humbert,L,188.0,FRA,21.6,6-4 6-1,3,R32,69.0,6.0,2.0,45.0,24.0,22.0,12.0,8.0,2.0,2.0,9.0,2.0,49.0,31.0,19.0,8.0,9.0,3.0,7.0,55.0,933.0,43.0,1121.0,Lopez F.,Humbert U.,Montpellier_2020_103852_200005
2020-0375,Montpellier,Hard,32,A,20200203,276,104755,,,Richard Gasquet,R,185.0,FRA,33.6,104468,,,Gilles Simon,R,183.0,FRA,35.1,6-4 6-4,3,R32,87.0,6.0,1.0,58.0,34.0,25.0,17.0,10.0,4.0,5.0,2.0,1.0,55.0,30.0,19.0,12.0,10.0,2.0,5.0,58.0,890.0,59.0,890.0,Gasquet R.,Simon G.,Montpellier_2020_104755_104468
2020-0375,Montpellier,Hard,32,A,20200203,275,105577,,PR,Vasek Pospisil,R,193.0,CAN,29.6,105379,,,Aljaz Bedene,R,181.0,SLO,30.5,6-3 6-4,3,R32,76.0,7.0,4.0,63.0,41.0,32.0,12.0,10.0,5.0,5.0,9.0,3.0,52.0,31.0,26.0,5.0,9.0,0.0,2.0,132.0,402.0,51.0,985.0,Pospisil V.,Bedene A.,Montpellier_2020_105577_105379
2020-0375,Montpellier,Hard,32,A,20200203,273,200000,5.0,,Felix Auger Aliassime,R,193.0,CAN,19.4,106000,,Q,Damir Dzumhur,R,172.0,BIH,27.7,6-7(5) 6-2 6-2,3,R32,149.0,11.0,5.0,92.0,64.0,47.0,14.0,14.0,4.0,6.0,2.0,4.0,112.0,72.0,41.0,20.0,14.0,8.0,14.0,21.0,1666.0,97.0,594.0,Auger-Aliassime F.,Dzumhur D.,Montpellier_2020_200000_106000
2020-0375,Montpellier,Hard,32,A,20200203,272,105732,,,Pierre Hugues Herbert,R,188.0,FRA,28.8,104660,,Q,Sergiy Stakhovsky,R,193.0,UKR,34.0,6-2 7-5,3,R32,90.0,7.0,3.0,58.0,34.0,30.0,9.0,10.0,0.0,1.0,4.0,3.0,76.0,51.0,30.0,12.0,10.0,8.0,12.0,67.0,820.0,153.0,342.0,Herbert P.H.,Stakhovsky S.,Montpellier_2020_105732_104660
2020-0375,Montpellier,Hard,32,A,20200203,271,122330,,,Alexander Bublik,R,196.0,KAZ,22.6,105967,,,Henri Laaksonen,R,185.0,SUI,27.8,6-7(2) 6-1 7-6(2),3,R32,129.0,20.0,12.0,115.0,64.0,48.0,24.0,16.0,5.0,8.0,5.0,1.0,97.0,52.0,34.0,22.0,15.0,4.0,9.0,54.0,952.0,112.0,480.0,Bublik A.,Laaksonen H.,Montpellier_2020_122330_105967
2020-0891,Pune,Hard,32,A,20200203,300,106210,,,Jiri Vesely,L,198.0,CZE,26.5,106078,8.0,,Egor Gerasimov,R,196.0,BLR,27.2,7-6(2) 5-7 6-3,3,F,131.0,26.0,0.0,90.0,57.0,50.0,18.0,17.0,0.0,2.0,11.0,3.0,92.0,62.0,50.0,13.0,16.0,1.0,3.0,107.0,520.0,90.0,620.0,Vesely J.,Gerasimov E.,Pune_2020_106210_106078
2020-0891,Pune,Hard,32,A,20200203,299,106078,8.0,,Egor Gerasimov,R,196.0,BLR,27.2,105902,6.0,,James Duckworth,R,183.0,AUS,28.0,7-6(2) 6-4,3,SF,90.0,13.0,2.0,66.0,45.0,40.0,11.0,11.0,0.0,0.0,4.0,1.0,77.0,55.0,37.0,12.0,11.0,4.0,5.0,90.0,620.0,96.0,598.0,Gerasimov E.,Duckworth J.,Pune_2020_106078_105902
2020-0891,Pune,Hard,32,A,20200203,298,106210,,,Jiri Vesely,L,198.0,CZE,26.5,105575,2.0,,Ricardas Berankis,R,175.0,LTU,29.6,6-7(8) 7-6(3) 7-6(7),3,SF,182.0,28.0,7.0,112.0,73.0,63.0,17.0,18.0,1.0,4.0,3.0,8.0,126.0,82.0,57.0,24.0,18.0,4.0,7.0,107.0,520.0,73.0,751.0,Vesely J.,Berankis R.,Pune_2020_106210_105575
2020-0891,Pune,Hard,32,A,20200203,297,105902,6.0,,James Duckworth,R,183.0,AUS,28.0,105406,,Q,Roberto Marcora,R,194.0,ITA,30.4,6-3 7-6(4),3,QF,88.0,9.0,3.0,75.0,41.0,35.0,16.0,11.0,0.0,1.0,6.0,0.0,66.0,47.0,36.0,9.0,10.0,2.0,4.0,96.0,598.0,174.0,297.0,Duckworth J.,Marcora R.,Pune_2020_105902_105406
2020-0891,Pune,Hard,32,A,20200203,296,106078,8.0,,Egor Gerasimov,R,196.0,BLR,27.2,126952,4.0,,Soon Woo Kwon,R,180.0,KOR,22.1,4-6 7-6(1) 6-4,3,QF,141.0,18.0,5.0,97.0,64.0,49.0,20.0,16.0,3.0,5.0,6.0,1.0,108.0,73.0,49.0,21.0,16.0,5.0,7.0,90.0,620.0,88.0,637.0,Gerasimov E.,Kwon S.W.,Pune_2020_106078_126952
2020-0891,Pune,Hard,32,A,20200203,295,106210,,,Jiri Vesely,L,198.0,CZE,26.5,125802,,,Ilya Ivashka,R,193.0,BLR,25.9,2-6 6-1 7-6(11),3,QF,149.0,13.0,4.0,93.0,64.0,49.0,13.0,13.0,3.0,5.0,8.0,3.0,106.0,60.0,43.0,21.0,14.0,7.0,10.0,107.0,520.0,152.0,344.0,Vesely J.,Ivashka I.,Pune_2020_106210_125802
2020-0891,Pune,Hard,32,A,20200203,294,105575,2.0,,Ricardas Berankis,R,175.0,LTU,29.6,105216,5.0,,Yuichi Sugita,R,173.0,JPN,31.3,4-6 7-6(4) 6-2,3,QF,136.0,8.0,4.0,102.0,63.0,46.0,19.0,15.0,6.0,9.0,4.0,0.0,97.0,60.0,39.0,21.0,15.0,8.0,12.0,73.0,751.0,86.0,645.0,Berankis R.,Sugita Y.,Pune_2020_105575_105216
2020-0891,Pune,Hard,32,A,20200203,293,105406,,Q,Roberto Marcora,R,194.0,ITA,30.4,105332,1.0,,Benoit Paire,R,196.0,FRA,30.7,6-4 6-4,3,R16,77.0,2.0,2.0,75.0,46.0,30.0,17.0,10.0,7.0,8.0,6.0,1.0,52.0,24.0,17.0,17.0,10.0,1.0,4.0,174.0,297.0,19.0,1738.0,Marcora R.,Paire B.,Pune_2020_105406_105332
2020-0891,Pune,Hard,32,A,20200203,292,105902,6.0,,James Duckworth,R,183.0,AUS,28.0,106121,,,Taro Daniel,R,191.0,JPN,27.0,6-7(4) 7-6(6) 6-3,3,R16,172.0,16.0,4.0,123.0,72.0,56.0,28.0,17.0,8.0,9.0,15.0,2.0,122.0,82.0,60.0,22.0,16.0,9.0,11.0,96.0,598.0,102.0,536.0,Duckworth J.,Daniel T.,Pune_2020_105902_106121
2020-0891,Pune,Hard,32,A,20200203,291,126952,4.0,,Soon Woo Kwon,R,180.0,KOR,22.1,105432,,,Prajnesh Gunneswaran,L,188.0,IND,30.2,6-3 7-6(5),3,R16,103.0,6.0,1.0,70.0,40.0,33.0,17.0,11.0,2.0,3.0,6.0,0.0,83.0,55.0,35.0,15.0,10.0,8.0,10.0,88.0,637.0,122.0,433.0,Kwon S.W.,Gunneswaran P.,Pune_2020_126952_105432
2020-0891,Pune,Hard,32,A,20200203,290,106078,8.0,,Egor Gerasimov,R,196.0,BLR,27.2,110748,,Q,Nikola Milojevic,R,188.0,SRB,24.6,2-6 6-3 6-2,3,R16,106.0,8.0,3.0,89.0,61.0,47.0,10.0,13.0,4.0,6.0,4.0,1.0,67.0,42.0,30.0,13.0,12.0,4.0,7.0,90.0,620.0,148.0,357.0,Gerasimov E.,Milojevic N.,Pune_2020_106078_110748
2020-0891,Pune,Hard,32,A,20200203,289,106210,,,Jiri Vesely,L,198.0,CZE,26.5,106099,7.0,,Salvatore Caruso,R,185.0,ITA,27.1,7-6(5) 6-4,3,R16,110.0,14.0,5.0,72.0,47.0,38.0,13.0,11.0,7.0,8.0,7.0,3.0,79.0,42.0,30.0,20.0,11.0,8.0,10.0,107.0,520.0,98.0,588.0,Vesely J.,Caruso S.,Pune_2020_106210_106099
2020-0891,Pune,Hard,32,A,20200203,288,125802,,,Ilya Ivashka,R,193.0,BLR,25.9,105882,3.0,,Stefano Travaglia,R,185.0,ITA,28.1,7-6(5) 7-6(3),3,R16,120.0,10.0,0.0,87.0,63.0,49.0,13.0,12.0,4.0,4.0,7.0,1.0,90.0,54.0,37.0,24.0,12.0,4.0,4.0,152.0,344.0,82.0,670.0,Ivashka I.,Travaglia S.,Pune_2020_125802_105882
2020-0891,Pune,Hard,32,A,20200203,287,105216,5.0,,Yuichi Sugita,R,173.0,JPN,31.3,104678,,Q,Viktor Troicki,R,193.0,SRB,33.9,W/O,3,R16,0.0,,,,,,,,,,,,,,,,,,,86.0,645.0,191.0,263.0,Sugita Y.,Troicki V.,Pune_2020_105216_104678
2020-0891,Pune,Hard,32,A,20200203,286,105575,2.0,,Ricardas Berankis,R,175.0,LTU,29.6,105649,,PR,Cedrik Marcel Stebe,L,183.0,GER,29.3,7-6(2) 6-1,3,R16,101.0,2.0,1.0,72.0,46.0,32.0,12.0,9.0,4.0,6.0,6.0,5.0,75.0,41.0,28.0,10.0,10.0,8.0,13.0,73.0,751.0,149.0,350.0,Berankis R.,Stebe C.M.,Pune_2020_105575_105649
2020-0891,Pune,Hard,32,A,20200203,284,105406,,Q,Roberto Marcora,R,194.0,ITA,30.4,104586,,Q,Lukas Rosol,R,196.0,CZE,34.5,6-3 6-2,3,R32,58.0,3.0,1.0,48.0,27.0,23.0,15.0,9.0,0.0,0.0,3.0,4.0,42.0,16.0,13.0,14.0,8.0,3.0,6.0,174.0,297.0,176.0,292.0,Marcora R.,Rosol L.,Pune_2020_105406_104586
2020-0891,Pune,Hard,32,A,20200203,283,106121,,,Taro Daniel,R,191.0,JPN,27.0,124154,,WC,Sasi Kumar Mukund,R,185.0,IND,23.0,6-2 7-6(7),3,R32,99.0,7.0,0.0,71.0,43.0,33.0,17.0,10.0,3.0,4.0,5.0,4.0,71.0,41.0,29.0,13.0,10.0,8.0,11.0,102.0,536.0,263.0,168.0,Daniel T.,Mukund S.,Pune_2020_106121_124154
2020-0891,Pune,Hard,32,A,20200203,282,105902,6.0,,James Duckworth,R,183.0,AUS,28.0,105376,,,Peter Gojowczyk,R,185.0,GER,30.5,7-6(5) 6-4,3,R32,83.0,9.0,3.0,75.0,43.0,30.0,21.0,11.0,2.0,2.0,10.0,3.0,69.0,37.0,28.0,18.0,11.0,0.0,1.0,96.0,598.0,106.0,523.0,Duckworth J.,Gojowczyk P.,Pune_2020_105902_105376
2020-0891,Pune,Hard,32,A,20200203,280,105432,,,Prajnesh Gunneswaran,L,188.0,IND,30.2,120424,,,Yannick Maden,R,185.0,GER,30.2,7-6(4) 7-6(5),3,R32,98.0,8.0,2.0,71.0,46.0,38.0,17.0,12.0,2.0,3.0,4.0,2.0,77.0,41.0,30.0,23.0,12.0,0.0,1.0,122.0,433.0,131.0,404.0,Gunneswaran P.,Maden Y.,Pune_2020_105432_120424
2020-0891,Pune,Hard,32,A,20200203,279,110748,,Q,Nikola Milojevic,R,188.0,SRB,24.6,126156,,,Antoine Hoang,R,183.0,FRA,24.2,7-6(5) 6-4,3,R32,100.0,4.0,1.0,62.0,39.0,33.0,14.0,11.0,0.0,1.0,2.0,4.0,79.0,49.0,35.0,15.0,11.0,5.0,7.0,148.0,357.0,126.0,415.0,Milojevic N.,Hoang A.,Pune_2020_110748_126156
2020-0891,Pune,Hard,32,A,20200203,278,106078,8.0,,Egor Gerasimov,R,196.0,BLR,27.2,103893,,,Paolo Lorenzi,R,183.0,ITA,38.1,6-2 6-3,3,R32,72.0,9.0,3.0,49.0,35.0,26.0,9.0,9.0,3.0,4.0,4.0,3.0,54.0,32.0,21.0,7.0,8.0,3.0,7.0,90.0,620.0,115.0,472.0,Gerasimov E.,Lorenzi P.,Pune_2020_106078_103893
2020-0891,Pune,Hard,32,A,20200203,277,106099,7.0,,Salvatore Caruso,R,185.0,ITA,27.1,106368,,WC,Ramkumar Ramanathan,R,188.0,IND,25.2,3-6 6-4 7-5,3,R32,143.0,5.0,6.0,95.0,40.0,33.0,30.0,15.0,8.0,10.0,17.0,6.0,106.0,60.0,46.0,20.0,16.0,6.0,9.0,98.0,588.0,182.0,280.0,Caruso S.,Ramanathan R.,Pune_2020_106099_106368
2020-0891,Pune,Hard,32,A,20200203,276,106210,,,Jiri Vesely,L,198.0,CZE,26.5,111459,,WC,Arjun Kadhe,R,185.0,IND,26.0,6-2 6-4,3,R32,75.0,13.0,2.0,48.0,31.0,26.0,11.0,9.0,0.0,0.0,3.0,2.0,64.0,43.0,26.0,10.0,9.0,9.0,12.0,107.0,520.0,612.0,36.0,Vesely J.,Kadhe A.,Pune_2020_106210_111459
2020-0891,Pune,Hard,32,A,20200203,275,125802,,,Ilya Ivashka,R,193.0,BLR,25.9,105539,,,Evgeny Donskoy,R,185.0,RUS,29.7,6-3 6-2,3,R32,69.0,5.0,4.0,51.0,29.0,25.0,11.0,9.0,3.0,4.0,1.0,4.0,54.0,29.0,19.0,10.0,8.0,2.0,6.0,152.0,344.0,109.0,503.0,Ivashka I.,Donskoy E.,Pune_2020_125802_105539
2020-0891,Pune,Hard,32,A,20200203,273,105216,5.0,,Yuichi Sugita,R,173.0,JPN,31.3,105341,,,Thomas Fabbiano,R,173.0,ITA,30.6,6-3 6-0,3,R32,72.0,1.0,1.0,67.0,46.0,31.0,10.0,8.0,6.0,7.0,1.0,0.0,42.0,25.0,13.0,5.0,7.0,3.0,8.0,86.0,645.0,134.0,394.0,Sugita Y.,Fabbiano T.,Pune_2020_105216_105341
2020-0891,Pune,Hard,32,A,20200203,272,104678,,Q,Viktor Troicki,R,193.0,SRB,33.9,111576,,,Sumit Nagal,R,178.0,IND,22.4,6-2 6-7(4) 6-1,3,R32,139.0,9.0,2.0,110.0,83.0,56.0,14.0,14.0,9.0,10.0,4.0,4.0,96.0,65.0,43.0,15.0,13.0,11.0,16.0,191.0,263.0,125.0,416.0,Troicki V.,Nagal S.,Pune_2020_104678_111576
2020-0891,Pune,Hard,32,A,20200203,271,105649,,PR,Cedrik Marcel Stebe,L,183.0,GER,29.3,103333,,,Ivo Karlovic,R,208.0,CRO,40.9,6-3 6-4,3,R32,64.0,5.0,4.0,63.0,36.0,30.0,16.0,10.0,8.0,8.0,6.0,1.0,43.0,34.0,25.0,5.0,9.0,2.0,4.0,149.0,350.0,121.0,436.0,Stebe C.M.,Karlovic I.,Pune_2020_105649_103333
