tourney_id,tourney_location,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,shortened_winner_name,shortened_loser_name,match_id
2020-M024,Cincinnati,Hard,64,M,20200824,295,126774,4.0,,Stefanos Tsitsipas,R,193.0,GRE,22.0,124187,,,Reilly Opelka,R,211.0,USA,22.9,5-6 RET,3,QF,37.0,4.0,0.0,23.0,14.0,13.0,7.0,5.0,0.0,0.0,4.0,2.0,37.0,20.0,15.0,11.0,6.0,2.0,2.0,6.0,4745.0,39.0,1177.0,Tsitsipas S.,Opelka R.,Cincinnati_2020_126774_124187
2020-M024,Cincinnati,Hard,64,M,20200824,294,105683,,,Milos Raonic,R,196.0,CAN,29.6,105936,,,Filip Krajinovic,R,185.0,SRB,28.4,4-6 7-6(2) 7-5,3,QF,162.0,24.0,4.0,107.0,65.0,52.0,21.0,17.0,4.0,6.0,5.0,2.0,103.0,66.0,48.0,21.0,17.0,7.0,9.0,30.0,1350.0,32.0,1343.0,Raonic M.,Krajinovic F.,Cincinnati_2020_105683_105936
2020-M024,Cincinnati,Hard,64,M,20200824,293,104925,1.0,,Novak Djokovic,R,188.0,SRB,33.2,105815,,WC,Tennys Sandgren,R,188.0,USA,29.0,6-2 6-4,3,R16,88.0,2.0,4.0,55.0,31.0,26.0,15.0,9.0,4.0,4.0,7.0,3.0,73.0,42.0,32.0,10.0,9.0,6.0,9.0,1.0,10220.0,55.0,923.0,Djokovic N.,Sandgren T.,Cincinnati_2020_104925_105815
2020-M024,Cincinnati,Hard,64,M,20200824,292,105526,,,Jan Lennard Struff,R,193.0,GER,30.3,105676,7.0,,David Goffin,R,180.0,BEL,29.7,6-4 3-6 6-4,3,R16,129.0,12.0,2.0,84.0,45.0,34.0,16.0,14.0,4.0,8.0,6.0,6.0,107.0,70.0,45.0,15.0,15.0,8.0,13.0,34.0,1315.0,10.0,2555.0,Struff J.L.,Goffin D.,Cincinnati_2020_105526_105676
2020-M024,Cincinnati,Hard,64,M,20200824,291,106421,3.0,,Daniil Medvedev,R,198.0,RUS,24.5,105379,,Q,Aljaz Bedene,R,181.0,SLO,31.1,6-3 6-3,3,R16,68.0,6.0,0.0,46.0,27.0,24.0,13.0,9.0,0.0,0.0,6.0,1.0,49.0,35.0,25.0,3.0,9.0,1.0,4.0,5.0,5890.0,61.0,850.0,Medvedev D.,Bedene A.,Cincinnati_2020_106421_105379
2020-M024,Cincinnati,Hard,64,M,20200824,290,105138,8.0,,Roberto Bautista Agut,R,183.0,ESP,32.3,111575,11.0,,Karen Khachanov,R,198.0,RUS,24.2,4-6 6-3 6-2,3,R16,126.0,3.0,7.0,87.0,56.0,49.0,9.0,14.0,2.0,3.0,10.0,3.0,83.0,49.0,33.0,16.0,13.0,5.0,8.0,12.0,2360.0,16.0,2120.0,Bautista Agut R.,Khachanov K.,Cincinnati_2020_105138_111575
2020-M024,Cincinnati,Hard,64,M,20200824,289,124187,,,Reilly Opelka,R,211.0,USA,22.9,126610,6.0,,Matteo Berrettini,R,196.0,ITA,24.3,6-3 7-6(4),3,R16,75.0,19.0,1.0,58.0,35.0,33.0,16.0,11.0,0.0,0.0,7.0,3.0,53.0,34.0,28.0,12.0,10.0,0.0,1.0,39.0,1177.0,8.0,2860.0,Opelka R.,Berrettini M.,Cincinnati_2020_124187_126610
2020-M024,Cincinnati,Hard,64,M,20200824,288,126774,4.0,,Stefanos Tsitsipas,R,193.0,GRE,22.0,104545,16.0,,John Isner,R,206.0,USA,35.3,7-6(2) 7-6(4),3,R16,102.0,10.0,2.0,78.0,45.0,38.0,23.0,12.0,2.0,2.0,11.0,4.0,80.0,52.0,41.0,17.0,12.0,2.0,2.0,6.0,4745.0,21.0,1760.0,Tsitsipas S.,Isner J.,Cincinnati_2020_126774_104545
2020-M024,Cincinnati,Hard,64,M,20200824,287,105683,,,Milos Raonic,R,196.0,CAN,29.6,104918,,WC,Andy Murray,R,190.0,GBR,33.2,6-2 6-2,3,R16,88.0,10.0,2.0,47.0,25.0,22.0,12.0,8.0,2.0,2.0,5.0,1.0,60.0,32.0,21.0,10.0,8.0,3.0,7.0,30.0,1350.0,134.0,412.0,Raonic M.,Murray A.,Cincinnati_2020_105683_104918
2020-M024,Cincinnati,Hard,64,M,20200824,286,105936,,,Filip Krajinovic,R,185.0,SRB,28.4,105916,,Q,Marton Fucsovics,R,188.0,HUN,28.5,6-2 6-1,3,R16,63.0,5.0,3.0,47.0,27.0,19.0,11.0,8.0,0.0,2.0,0.0,3.0,36.0,19.0,2.0,8.0,7.0,1.0,7.0,32.0,1343.0,84.0,692.0,Krajinovic F.,Fucsovics M.,Cincinnati_2020_105936_105916
2020-M024,Cincinnati,Hard,64,M,20200824,285,104925,1.0,,Novak Djokovic,R,188.0,SRB,33.2,105575,,Q,Ricardas Berankis,R,175.0,LTU,30.1,7-6(2) 6-4,3,R32,101.0,8.0,7.0,64.0,35.0,25.0,15.0,11.0,2.0,5.0,0.0,4.0,70.0,40.0,25.0,12.0,11.0,3.0,7.0,1.0,10220.0,72.0,739.0,Djokovic N.,Berankis R.,Cincinnati_2020_104925_105575
2020-M024,Cincinnati,Hard,64,M,20200824,284,105815,,WC,Tennys Sandgren,R,188.0,USA,29.0,200000,15.0,,Felix Auger Aliassime,R,193.0,CAN,20.0,6-7(4) 6-2 7-6(5),3,R32,170.0,6.0,4.0,106.0,60.0,42.0,29.0,16.0,4.0,6.0,2.0,15.0,116.0,67.0,48.0,23.0,16.0,9.0,13.0,55.0,923.0,20.0,1771.0,Sandgren T.,Auger-Aliassime F.,Cincinnati_2020_105815_200000
2020-M024,Cincinnati,Hard,64,M,20200824,283,105526,,,Jan Lennard Struff,R,193.0,GER,30.3,133430,12.0,,Denis Shapovalov,L,185.0,CAN,21.3,7-6(4) 3-6 6-4,3,R32,139.0,5.0,3.0,92.0,47.0,38.0,26.0,15.0,4.0,6.0,8.0,4.0,94.0,58.0,44.0,21.0,16.0,3.0,5.0,34.0,1315.0,17.0,2075.0,Struff J.L.,Shapovalov D.,Cincinnati_2020_105526_133430
2020-M024,Cincinnati,Hard,64,M,20200824,282,105676,7.0,,David Goffin,R,180.0,BEL,29.7,106432,,,Borna Coric,R,188.0,CRO,23.7,7-6(6) 6-4,3,R32,109.0,8.0,5.0,68.0,37.0,27.0,18.0,11.0,2.0,4.0,6.0,2.0,72.0,45.0,25.0,18.0,11.0,4.0,7.0,10.0,2555.0,33.0,1320.0,Goffin D.,Coric B.,Cincinnati_2020_105676_106432
2020-M024,Cincinnati,Hard,64,M,20200824,281,106421,3.0,,Daniil Medvedev,R,198.0,RUS,24.5,106218,,Q,Marcos Giron,R,180.0,USA,27.0,6-4 6-4,3,R32,89.0,8.0,3.0,56.0,37.0,34.0,8.0,10.0,3.0,3.0,2.0,2.0,76.0,43.0,30.0,16.0,10.0,6.0,8.0,5.0,5890.0,101.0,577.0,Medvedev D.,Giron M.,Cincinnati_2020_106421_106218
2020-M024,Cincinnati,Hard,64,M,20200824,280,105379,,Q,Aljaz Bedene,R,181.0,SLO,31.1,126203,,,Taylor Fritz,R,193.0,USA,22.8,7-6(5) 7-5,3,R32,104.0,11.0,3.0,77.0,43.0,36.0,17.0,12.0,3.0,4.0,10.0,1.0,71.0,45.0,33.0,16.0,12.0,4.0,6.0,61.0,850.0,24.0,1510.0,Bedene A.,Fritz T.,Cincinnati_2020_105379_126203
2020-M024,Cincinnati,Hard,64,M,20200824,279,111575,11.0,,Karen Khachanov,R,198.0,RUS,24.2,105807,,,Pablo Carreno Busta,R,188.0,ESP,29.1,7-6(8) 6-1,3,R32,83.0,8.0,1.0,55.0,28.0,24.0,18.0,9.0,0.0,0.0,6.0,0.0,68.0,45.0,29.0,12.0,10.0,1.0,4.0,16.0,2120.0,25.0,1500.0,Khachanov K.,Carreno Busta P.,Cincinnati_2020_111575_105807
2020-M024,Cincinnati,Hard,64,M,20200824,278,105138,8.0,,Roberto Bautista Agut,R,183.0,ESP,32.3,104755,,,Richard Gasquet,R,185.0,FRA,34.1,7-5 6-1,3,R32,85.0,8.0,0.0,51.0,33.0,25.0,14.0,10.0,2.0,3.0,2.0,1.0,58.0,33.0,21.0,11.0,9.0,4.0,8.0,12.0,2360.0,50.0,985.0,Bautista Agut R.,Gasquet R.,Cincinnati_2020_105138_104755
2020-M024,Cincinnati,Hard,64,M,20200824,277,126610,6.0,,Matteo Berrettini,R,196.0,ITA,24.3,200325,,Q,Emil Ruusuvuori,R,188.0,FIN,21.3,6-4 6-7(3) 7-5,3,R32,160.0,15.0,3.0,98.0,54.0,45.0,26.0,17.0,3.0,4.0,5.0,7.0,126.0,77.0,56.0,23.0,17.0,12.0,15.0,8.0,2860.0,100.0,584.0,Berrettini M.,Ruusuvuori E.,Cincinnati_2020_126610_200325
2020-M024,Cincinnati,Hard,64,M,20200824,276,124187,,,Reilly Opelka,R,211.0,USA,22.9,106043,9.0,,Diego Schwartzman,R,170.0,ARG,28.0,6-3 7-6(4),3,R32,102.0,13.0,6.0,77.0,41.0,33.0,16.0,11.0,5.0,7.0,2.0,4.0,66.0,40.0,31.0,11.0,10.0,1.0,4.0,39.0,1177.0,13.0,2265.0,Opelka R.,Schwartzman D.,Cincinnati_2020_124187_106043
2020-M024,Cincinnati,Hard,64,M,20200824,275,104545,16.0,,John Isner,R,206.0,USA,35.3,105357,,,John Millman,R,183.0,AUS,31.1,4-6 7-6(3) 7-6(5),3,R32,167.0,35.0,6.0,117.0,84.0,67.0,18.0,17.0,5.0,6.0,6.0,3.0,102.0,47.0,40.0,38.0,17.0,4.0,4.0,21.0,1760.0,43.0,1071.0,Isner J.,Millman J.,Cincinnati_2020_104545_105357
2020-M024,Cincinnati,Hard,64,M,20200824,274,126774,4.0,,Stefanos Tsitsipas,R,193.0,GRE,22.0,104731,,PR,Kevin Anderson,R,203.0,RSA,34.2,6-1 6-3,3,R32,68.0,3.0,3.0,52.0,32.0,25.0,11.0,8.0,3.0,3.0,1.0,4.0,49.0,30.0,18.0,7.0,8.0,2.0,6.0,6.0,4745.0,124.0,445.0,Tsitsipas S.,Anderson K.,Cincinnati_2020_126774_104731
2020-M024,Cincinnati,Hard,64,M,20200824,273,104918,,WC,Andy Murray,R,190.0,GBR,33.2,100644,5.0,,Alexander Zverev,R,198.0,GER,23.3,6-3 3-6 7-5,3,R32,151.0,2.0,4.0,93.0,49.0,30.0,28.0,15.0,8.0,11.0,10.0,11.0,93.0,49.0,36.0,20.0,15.0,4.0,8.0,134.0,412.0,7.0,3630.0,Murray A.,Zverev A.,Cincinnati_2020_104918_100644
2020-M024,Cincinnati,Hard,64,M,20200824,272,105683,,,Milos Raonic,R,196.0,CAN,29.6,105554,,,Daniel Evans,R,175.0,GBR,30.2,6-3 7-5,3,R32,96.0,23.0,5.0,58.0,37.0,33.0,11.0,11.0,0.0,0.0,5.0,3.0,67.0,31.0,22.0,19.0,10.0,2.0,4.0,30.0,1350.0,28.0,1359.0,Raonic M.,Evans D.,Cincinnati_2020_105683_105554
2020-M024,Cincinnati,Hard,64,M,20200824,271,105916,,Q,Marton Fucsovics,R,188.0,HUN,28.5,105777,14.0,,Grigor Dimitrov,R,188.0,BUL,29.2,7-5 4-6 6-2,3,R32,144.0,5.0,3.0,87.0,46.0,32.0,18.0,15.0,5.0,10.0,4.0,6.0,98.0,56.0,35.0,17.0,15.0,6.0,13.0,84.0,692.0,19.0,1850.0,Fucsovics M.,Dimitrov G.,Cincinnati_2020_105916_105777
2020-M024,Cincinnati,Hard,64,M,20200824,270,105936,,,Filip Krajinovic,R,185.0,SRB,28.4,106233,2.0,,Dominic Thiem,R,185.0,AUT,26.9,6-2 6-1,3,R32,61.0,5.0,0.0,34.0,22.0,20.0,12.0,8.0,0.0,0.0,1.0,3.0,59.0,33.0,18.0,10.0,7.0,3.0,7.0,32.0,1343.0,3.0,7045.0,Krajinovic F.,Thiem D.,Cincinnati_2020_105936_106233
2020-M024,Cincinnati,Hard,64,M,20200824,268,105575,,Q,Ricardas Berankis,R,175.0,LTU,30.1,126205,,WC,Tommy Paul,R,185.0,USA,23.2,6-7(4) 6-4 7-5,3,R64,151.0,1.0,5.0,102.0,64.0,48.0,21.0,17.0,2.0,4.0,6.0,6.0,111.0,52.0,34.0,34.0,17.0,6.0,10.0,72.0,739.0,57.0,894.0,Berankis R.,Paul T.,Cincinnati_2020_105575_126205
2020-M024,Cincinnati,Hard,64,M,20200824,267,105815,,WC,Tennys Sandgren,R,188.0,USA,29.0,132283,,,Lorenzo Sonego,R,191.0,ITA,25.2,6-3 7-6(7),3,R64,104.0,7.0,3.0,74.0,49.0,39.0,13.0,11.0,1.0,1.0,7.0,3.0,68.0,46.0,33.0,12.0,10.0,0.0,1.0,55.0,923.0,46.0,1030.0,Sandgren T.,Sonego L.,Cincinnati_2020_105815_132283
2020-M024,Cincinnati,Hard,64,M,20200824,266,200000,15.0,,Felix Auger Aliassime,R,193.0,CAN,20.0,105932,,,Nikoloz Basilashvili,R,185.0,GEO,28.5,6-4 6-1,3,R64,76.0,6.0,4.0,57.0,37.0,27.0,10.0,9.0,2.0,4.0,2.0,8.0,54.0,31.0,18.0,7.0,8.0,4.0,9.0,20.0,1771.0,27.0,1395.0,Auger-Aliassime F.,Basilashvili N.,Cincinnati_2020_200000_105932
2020-M024,Cincinnati,Hard,64,M,20200824,265,133430,12.0,,Denis Shapovalov,L,185.0,CAN,21.3,105227,,,Marin Cilic,R,198.0,CRO,31.9,6-3 6-3,3,R64,78.0,9.0,1.0,56.0,31.0,26.0,15.0,9.0,1.0,1.0,2.0,2.0,49.0,32.0,24.0,5.0,9.0,1.0,4.0,17.0,2075.0,37.0,1225.0,Shapovalov D.,Cilic M.,Cincinnati_2020_133430_105227
2020-M024,Cincinnati,Hard,64,M,20200824,264,105526,,,Jan Lennard Struff,R,193.0,GER,30.3,200282,,,Alex De Minaur,R,183.0,AUS,21.5,6-2 6-4,3,R64,81.0,4.0,6.0,59.0,32.0,25.0,15.0,9.0,2.0,2.0,7.0,4.0,57.0,31.0,25.0,8.0,9.0,4.0,7.0,34.0,1315.0,26.0,1485.0,Struff J.L.,De Minaur A.,Cincinnati_2020_105526_200282
2020-M024,Cincinnati,Hard,64,M,20200824,263,106432,,,Borna Coric,R,188.0,CRO,23.7,105332,,,Benoit Paire,R,196.0,FRA,31.2,6-0 1-0 RET,3,R64,35.0,1.0,1.0,19.0,12.0,8.0,6.0,3.0,0.0,0.0,0.0,5.0,27.0,9.0,4.0,4.0,4.0,2.0,6.0,33.0,1320.0,22.0,1738.0,Coric B.,Paire B.,Cincinnati_2020_106432_105332
2020-M024,Cincinnati,Hard,64,M,20200824,260,106218,,Q,Marcos Giron,R,180.0,USA,27.0,111456,,Q,Mackenzie Mcdonald,R,178.0,USA,25.3,7-6(2) 7-5,3,R64,104.0,2.0,0.0,65.0,39.0,32.0,13.0,12.0,2.0,4.0,6.0,2.0,73.0,41.0,29.0,14.0,12.0,3.0,6.0,101.0,577.0,269.0,172.0,Giron M.,Mcdonald M.,Cincinnati_2020_106218_111456
2020-M024,Cincinnati,Hard,64,M,20200824,259,126203,,,Taylor Fritz,R,193.0,USA,22.8,144750,,Q,Lloyd Harris,R,193.0,RSA,23.4,6-1 6-3,3,R64,52.0,9.0,1.0,39.0,22.0,22.0,10.0,8.0,0.0,0.0,1.0,1.0,42.0,26.0,14.0,8.0,8.0,1.0,5.0,24.0,1510.0,97.0,616.0,Fritz T.,Harris L.,Cincinnati_2020_126203_144750
2020-M024,Cincinnati,Hard,64,M,20200824,258,105379,,Q,Aljaz Bedene,R,181.0,SLO,31.1,106426,13.0,,Cristian Garin,R,185.0,CHI,24.2,6-4 6-7(8) 6-0,3,R64,170.0,17.0,13.0,106.0,63.0,51.0,13.0,14.0,8.0,12.0,8.0,14.0,124.0,64.0,41.0,22.0,14.0,9.0,17.0,61.0,850.0,18.0,1900.0,Bedene A.,Garin C.,Cincinnati_2020_105379_106426
2020-M024,Cincinnati,Hard,64,M,20200824,257,111575,11.0,,Karen Khachanov,R,198.0,RUS,24.2,122330,,,Alexander Bublik,R,196.0,KAZ,23.1,6-4 6-4,3,R64,84.0,7.0,0.0,60.0,33.0,26.0,16.0,10.0,0.0,0.0,6.0,1.0,66.0,38.0,30.0,10.0,10.0,1.0,3.0,16.0,2120.0,51.0,965.0,Khachanov K.,Bublik A.,Cincinnati_2020_111575_122330
2020-M024,Cincinnati,Hard,64,M,20200824,256,105807,,,Pablo Carreno Busta,R,188.0,ESP,29.1,105583,,,Dusan Lajovic,R,180.0,SRB,30.1,7-5 6-1,3,R64,88.0,5.0,6.0,73.0,45.0,32.0,15.0,10.0,6.0,7.0,2.0,2.0,52.0,30.0,20.0,8.0,9.0,2.0,6.0,25.0,1500.0,23.0,1695.0,Carreno Busta P.,Lajovic D.,Cincinnati_2020_105807_105583
2020-M024,Cincinnati,Hard,64,M,20200824,255,104755,,,Richard Gasquet,R,185.0,FRA,34.1,200670,,Q,J J Wolf,R,183.0,USA,21.6,6-4 6-4,3,R64,83.0,8.0,2.0,56.0,31.0,24.0,16.0,10.0,3.0,5.0,7.0,6.0,58.0,27.0,21.0,12.0,10.0,1.0,5.0,50.0,985.0,143.0,383.0,Gasquet R.,Wolf J.J.,Cincinnati_2020_104755_200670
2020-M024,Cincinnati,Hard,64,M,20200824,252,200325,,Q,Emil Ruusuvuori,R,188.0,FIN,21.3,200624,,Q,Sebastian Korda,R,196.0,USA,20.1,7-6(3) 4-6 7-5,3,R64,127.0,9.0,4.0,95.0,62.0,46.0,19.0,17.0,4.0,8.0,15.0,3.0,97.0,69.0,51.0,11.0,17.0,2.0,6.0,100.0,584.0,225.0,220.0,Ruusuvuori E.,Korda S.,Cincinnati_2020_200325_200624
2020-M024,Cincinnati,Hard,64,M,20200824,251,124187,,,Reilly Opelka,R,211.0,USA,22.9,111815,,Q,Cameron Norrie,L,188.0,GBR,25.0,6-3 6-4,3,R64,80.0,18.0,3.0,64.0,41.0,30.0,15.0,10.0,2.0,2.0,3.0,2.0,49.0,31.0,22.0,12.0,9.0,2.0,4.0,39.0,1177.0,77.0,712.0,Opelka R.,Norrie C.,Cincinnati_2020_124187_111815
2020-M024,Cincinnati,Hard,64,M,20200824,250,106043,9.0,,Diego Schwartzman,R,170.0,ARG,28.0,134770,,,Casper Ruud,R,183.0,NOR,21.6,7-6(2) 6-3,3,R64,115.0,3.0,2.0,73.0,38.0,32.0,18.0,11.0,0.0,1.0,4.0,1.0,68.0,36.0,26.0,15.0,10.0,2.0,4.0,13.0,2265.0,36.0,1279.0,Schwartzman D.,Ruud C.,Cincinnati_2020_106043_134770
2020-M024,Cincinnati,Hard,64,M,20200824,249,104545,16.0,,John Isner,R,206.0,USA,35.3,128034,,,Hubert Hurkacz,R,196.0,POL,23.5,7-5 6-4,3,R64,99.0,10.0,1.0,57.0,32.0,26.0,20.0,11.0,2.0,2.0,5.0,2.0,75.0,44.0,31.0,15.0,11.0,4.0,6.0,21.0,1760.0,29.0,1353.0,Isner J.,Hurkacz H.,Cincinnati_2020_104545_128034
2020-M024,Cincinnati,Hard,64,M,20200824,248,105357,,,John Millman,R,183.0,AUS,31.1,105173,,,Adrian Mannarino,L,183.0,FRA,32.1,4-6 6-4 7-6(2),3,R64,166.0,6.0,5.0,109.0,60.0,40.0,28.0,16.0,11.0,15.0,5.0,5.0,106.0,54.0,38.0,27.0,16.0,7.0,11.0,43.0,1071.0,38.0,1191.0,Millman J.,Mannarino A.,Cincinnati_2020_105357_105173
2020-M024,Cincinnati,Hard,64,M,20200824,247,104731,,PR,Kevin Anderson,R,203.0,RSA,34.2,106378,,,Kyle Edmund,R,188.0,GBR,25.6,7-6(3) 4-6 6-3,3,R64,178.0,20.0,7.0,105.0,62.0,50.0,19.0,16.0,7.0,10.0,8.0,7.0,98.0,52.0,38.0,24.0,15.0,5.0,8.0,124.0,445.0,44.0,1050.0,Anderson K.,Edmund K.,Cincinnati_2020_104731_106378
2020-M024,Cincinnati,Hard,64,M,20200824,244,104918,,WC,Andy Murray,R,190.0,GBR,33.2,126207,,WC,Frances Tiafoe,R,188.0,USA,22.5,7-6(6) 3-6 6-1,3,R64,148.0,8.0,1.0,86.0,46.0,36.0,26.0,14.0,1.0,2.0,4.0,2.0,88.0,60.0,43.0,16.0,14.0,3.0,5.0,134.0,412.0,81.0,700.0,Murray A.,Tiafoe F.,Cincinnati_2020_104918_126207
2020-M024,Cincinnati,Hard,64,M,20200824,243,105683,,,Milos Raonic,R,196.0,CAN,29.6,105023,,,Sam Querrey,R,198.0,USA,32.8,6-4 6-4,3,R64,75.0,19.0,8.0,62.0,38.0,33.0,12.0,10.0,3.0,3.0,5.0,1.0,47.0,25.0,21.0,14.0,10.0,0.0,2.0,30.0,1350.0,45.0,1045.0,Raonic M.,Querrey S.,Cincinnati_2020_105683_105023
2020-M024,Cincinnati,Hard,64,M,20200824,242,105554,,,Daniel Evans,R,175.0,GBR,30.2,126094,10.0,,Andrey Rublev,R,188.0,RUS,22.8,7-5 3-6 6-2,3,R64,152.0,2.0,7.0,86.0,42.0,27.0,22.0,14.0,5.0,9.0,6.0,3.0,100.0,59.0,43.0,14.0,15.0,12.0,18.0,28.0,1359.0,14.0,2234.0,Evans D.,Rublev A.,Cincinnati_2020_105554_126094
2020-M024,Cincinnati,Hard,64,M,20200824,241,105777,14.0,,Grigor Dimitrov,R,188.0,BUL,29.2,200005,,,Ugo Humbert,L,188.0,FRA,22.1,6-3 6-4,3,R64,84.0,3.0,3.0,55.0,31.0,22.0,16.0,10.0,1.0,2.0,3.0,2.0,53.0,30.0,19.0,13.0,9.0,3.0,6.0,19.0,1850.0,42.0,1111.0,Dimitrov G.,Humbert U.,Cincinnati_2020_105777_200005
2020-M024,Cincinnati,Hard,64,M,20200824,240,105916,,Q,Marton Fucsovics,R,188.0,HUN,28.5,105613,,Q,Norbert Gombos,R,193.0,SVK,30.0,6-3 6-4,3,R64,97.0,3.0,1.0,69.0,35.0,21.0,24.0,10.0,3.0,4.0,1.0,3.0,57.0,33.0,21.0,12.0,9.0,1.0,4.0,84.0,692.0,109.0,522.0,Fucsovics M.,Gombos N.,Cincinnati_2020_105916_105613
2020-M024,Cincinnati,Hard,64,M,20200824,239,105936,,,Filip Krajinovic,R,185.0,SRB,28.4,106099,,Q,Salvatore Caruso,R,185.0,ITA,27.6,7-5 6-4,3,R64,135.0,10.0,1.0,95.0,58.0,39.0,15.0,11.0,13.0,16.0,4.0,9.0,90.0,45.0,29.0,19.0,11.0,10.0,15.0,32.0,1343.0,99.0,597.0,Krajinovic F.,Caruso S.,Cincinnati_2020_105936_106099
2020-560,New York,Hard,128,G,20200831,100,104925,1.0,,Novak Djokovic,R,188.0,SRB,33.2,106000,,,Damir Dzumhur,R,172.0,BIH,28.2,6-1 6-4 6-1,5,R128,118.0,5.0,5.0,82.0,49.0,36.0,18.0,12.0,6.0,7.0,2.0,8.0,95.0,53.0,29.0,15.0,12.0,12.0,19.0,1.0,10860.0,109.0,524.0,Djokovic N.,Dzumhur D.,New York_2020_104925_106000
2020-560,New York,Hard,128,G,20200831,101,106378,,,Kyle Edmund,R,188.0,GBR,25.6,122330,,,Alexander Bublik,R,196.0,KAZ,23.2,2-6 7-5 7-5 6-0,5,R128,167.0,2.0,4.0,109.0,70.0,53.0,22.0,19.0,4.0,7.0,18.0,10.0,124.0,72.0,56.0,18.0,19.0,10.0,16.0,44.0,1050.0,54.0,965.0,Edmund K.,Bublik A.,New York_2020_106378_122330
2020-560,New York,Hard,128,G,20200831,102,111581,,,Michael Mmoh,R,188.0,USA,22.6,105311,,,Joao Sousa,R,185.0,POR,31.4,6-2 7-5 2-6 6-1,5,R128,154.0,8.0,4.0,116.0,79.0,58.0,19.0,18.0,7.0,10.0,7.0,2.0,94.0,56.0,32.0,25.0,17.0,4.0,10.0,186.0,281.0,68.0,776.0,Mmoh M.,Sousa J.,New York_2020_111581_105311
2020-560,New York,Hard,128,G,20200831,103,105526,28.0,,Jan Lennard Struff,R,193.0,GER,30.3,124079,,,Pedro Martinez,R,185.0,ESP,23.3,6-0 7-5 6-4,5,R128,131.0,13.0,2.0,85.0,41.0,36.0,20.0,14.0,4.0,7.0,3.0,6.0,110.0,66.0,37.0,14.0,14.0,10.0,18.0,29.0,1405.0,106.0,546.0,Struff J.L.,Martinez P.,New York_2020_105526_124079
2020-560,New York,Hard,128,G,20200831,104,105807,20.0,,Pablo Carreno Busta,R,188.0,ESP,29.1,106034,,,Yasutaka Uchiyama,R,183.0,JPN,28.0,4-6 6-3 1-6 6-3 6-3,5,R128,201.0,5.0,5.0,149.0,96.0,69.0,26.0,22.0,9.0,12.0,14.0,5.0,148.0,101.0,79.0,15.0,22.0,12.0,16.0,27.0,1500.0,86.0,685.0,Carreno Busta P.,Uchiyama Y.,New York_2020_105807_106034
2020-560,New York,Hard,128,G,20200831,105,106283,,,Mitchell Krueger,R,188.0,USA,26.6,105155,,,Pedro Sousa,R,180.0,POR,32.2,3-6 6-2 7-5 6-3,5,R128,157.0,11.0,2.0,121.0,77.0,54.0,25.0,19.0,5.0,8.0,10.0,3.0,115.0,71.0,52.0,16.0,19.0,5.0,11.0,198.0,264.0,110.0,522.0,Krueger M.,Sousa P.,New York_2020_106283_105155
2020-560,New York,Hard,128,G,20200831,106,105575,,,Ricardas Berankis,R,175.0,LTU,30.1,105943,,,Federico Gaio,R,180.0,ITA,28.4,7-6(3) 4-6 6-4 6-4,5,R128,186.0,6.0,3.0,119.0,68.0,49.0,31.0,21.0,3.0,7.0,9.0,6.0,135.0,60.0,44.0,38.0,22.0,8.0,13.0,65.0,809.0,132.0,423.0,Berankis R.,Gaio F.,New York_2020_105575_105943
2020-560,New York,Hard,128,G,20200831,107,105449,,,Steve Johnson,R,188.0,USA,30.6,104545,16.0,,John Isner,R,206.0,USA,35.3,6-7(5) 6-3 6-7(5) 6-3 7-6(3),5,R128,230.0,22.0,4.0,185.0,113.0,96.0,40.0,29.0,5.0,5.0,52.0,4.0,171.0,134.0,99.0,23.0,28.0,9.0,11.0,64.0,825.0,22.0,1805.0,Johnson S.,Isner J.,New York_2020_105449_104545
2020-560,New York,Hard,128,G,20200831,108,133430,12.0,,Denis Shapovalov,L,185.0,CAN,21.3,200624,,,Sebastian Korda,R,196.0,USA,20.1,6-4 4-6 6-3 6-2,5,R128,167.0,13.0,4.0,100.0,64.0,53.0,21.0,19.0,1.0,2.0,1.0,3.0,139.0,100.0,58.0,23.0,18.0,10.0,14.0,17.0,2075.0,205.0,252.0,Shapovalov D.,Korda S.,New York_2020_133430_200624
2020-560,New York,Hard,128,G,20200831,109,126952,,,Soon Woo Kwon,R,180.0,KOR,22.7,111515,,,Thai Son Kwiatkowski,R,188.0,USA,25.5,3-6 7-6(4) 6-1 6-2,5,R128,170.0,3.0,1.0,106.0,69.0,54.0,21.0,17.0,5.0,7.0,11.0,4.0,121.0,70.0,45.0,25.0,20.0,2.0,8.0,73.0,742.0,187.0,281.0,Kwon S.W.,Kwiatkowski T.S.,New York_2020_126952_111515
