url,tournament_location,tournament_country,Surface,indoor_or_outdoor,Round,Date,time,Comment,winner_name,winner_rank,winner_seed,loser_name,loser_rank,loser_seed,Wsets,Lsets,minutes,W1,W2,L1,L2,w_ace,l_ace,w_df,l_df,W3,L3,W4,W5,L4,L5,loser_id,winner_id,match_id,winner_Name,winner_ioc,winner_Date_of_birth,winner_hand,loser_Name,loser_ioc,loser_Date_of_birth,loser_hand,w_1stWon,w_1stIn,l_1stWon,l_1stIn,w_SvGms,l_SvGms,w_2ndWon,l_2ndWon,w_bpSaved,w_bpFaced,l_bpSaved,l_bpFaced,w_svpt,l_svpt,winner_entry,loser_entry,winner_age,loser_age,tournament_level,AvgW,AvgL,best_of,tournament_name
https://www.livesport.com/en/match/hrB0HLYB/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,FINAL,2024-01-07,07:55,FINISHED,Dimitrov G.,10,2,Rune H.,13,1,2,0,2:19,"7
7",6,"6
5",4,8,9,2,3,,,,,,,208029,105777,Brisbane_2024_105777_208029,Dimitrov Grigor,Bulgaria,1991-05-16,right,Rune Holger,Denmark,2003-04-29,right,40,52,44,58,11,11,13,16,3,3,8,9,74,95,,,33.0,21.0,ATP250,1.93,1.86,3,Brisbane International
https://www.livesport.com/en/match/rulXp2l4/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,SEMI-FINALS,2024-01-06,11:40,FINISHED,Dimitrov G.,10,2,Thompson J.,26,,2,0,1:47,6,7,3,5,10,5,3,1,,,,,,,111442,105777,Brisbane_2024_105777_111442,Dimitrov Grigor,Bulgaria,1991-05-16,right,Thompson Jordan,Australia,1994-04-20,right,39,45,24,39,11,10,10,14,6,6,5,7,67,62,,,33.0,30.0,ATP250,1.23,4.07,3,Brisbane International
https://www.livesport.com/en/match/nBebMPXT/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,SEMI-FINALS,2024-01-06,06:05,FINISHED,Rune H.,13,1,Safiullin R.,60,,2,0,1:39,6,"7
7",4,"6
0",7,5,4,5,,,,,,,126128,208029,Brisbane_2024_208029_126128,Rune Holger,Denmark,2003-04-29,right,Safiullin Roman,Russia,1997-08-07,right,39,48,31,35,11,11,11,10,1,2,5,7,72,66,,,21.0,27.0,ATP250,1.56,2.4,3,Brisbane International
https://www.livesport.com/en/match/8tKKk33i/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,QUARTER-FINALS,2024-01-05,11:35,FINISHED,Thompson J.,26,,Nadal R.,155,,2,1,3:24,5,"7
8",7,"6
6",8,7,3,2,6,3,,,,,104745,111442,Brisbane_2024_111442_104745,Thompson Jordan,Australia,1994-04-20,right,Nadal Rafael,Spain,1986-06-03,left,51,67,58,79,17,16,20,13,6,8,1,3,109,108,,,30.0,38.0,ATP250,5.54,1.14,3,Brisbane International
https://www.livesport.com/en/match/vaNo5gB0/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,QUARTER-FINALS,2024-01-05,08:10,FINISHED,Dimitrov G.,10,2,Hijikata R.,73,,2,0,1:19,6,6,1,4,12,4,2,4,,,,,,,208014,105777,Brisbane_2024_105777_208014,Dimitrov Grigor,Bulgaria,1991-05-16,right,Hijikata Rinky,Australia,2001-02-23,right,26,33,23,34,9,8,12,8,2,2,4,7,50,57,,,33.0,23.0,ATP250,1.13,5.88,3,Brisbane International
https://www.livesport.com/en/match/pxjuNJus/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,QUARTER-FINALS,2024-01-05,06:10,FINISHED,Rune H.,13,1,Duckworth J.,82,,2,0,1:47,6,"7
8",2,"6
6",13,5,0,2,,,,,,,105902,208029,Brisbane_2024_208029_105902,Rune Holger,Denmark,2003-04-29,right,Duckworth James,Australia,1992-01-21,right,31,36,31,51,10,10,17,16,1,1,3,5,65,77,,,21.0,32.0,ATP250,1.16,5.04,3,Brisbane International
https://www.livesport.com/en/match/YLdIEpdL/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,QUARTER-FINALS,2024-01-05,03:50,FINISHED,Safiullin R.,60,,Arnaldi M.,37,,2,0,1:48,"7
7",6,"6
4",2,9,3,3,2,,,,,,,208286,126128,Brisbane_2024_126128_208286,Safiullin Roman,Russia,1997-08-07,right,Arnaldi Matteo,Italy,2001-02-22,right,36,43,27,37,10,10,14,16,2,3,5,8,73,69,,,27.0,23.0,ATP250,1.39,2.96,3,Brisbane International
https://www.livesport.com/en/match/8U59MXRu/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/8-FINALS,2024-01-04,09:40,FINISHED,Nadal R.,155,,Kubler J.,752,,2,0,1:21,6,6,1,2,4,1,3,3,,,,,,,106186,104745,Brisbane_2024_104745_106186,Nadal Rafael,Spain,1986-06-03,left,Kubler Jason,Australia,1993-05-19,right,24,30,20,35,8,7,10,2,4,4,2,6,46,46,,,38.0,31.0,ATP250,1.15,5.22,3,Brisbane International
https://www.livesport.com/en/match/hjZ9jNlr/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/8-FINALS,2024-01-04,06:40,FINISHED,Dimitrov G.,10,2,Altmaier D.,88,,2,0,1:08,6,6,1,2,6,3,1,3,,,,,,,127157,105777,Brisbane_2024_105777_127157,Dimitrov Grigor,Bulgaria,1991-05-16,right,Altmaier Daniel,Germany,1998-09-12,right,24,26,17,28,8,7,10,6,3,3,2,6,41,49,,,33.0,26.0,ATP250,1.13,5.83,3,Brisbane International
https://www.livesport.com/en/match/Ot0xQhr1/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/8-FINALS,2024-01-04,03:30,WALKOVER,Thompson J.,26,,Humbert U.,14,,,,,,,,,,,,,,,,,,,200005,111442,Brisbane_2024_111442_200005,Thompson Jordan,Australia,1994-04-20,right,Humbert Ugo,France,1998-06-26,left,,,,,,,,,,,,,,,,,30.0,26.0,ATP250,2.54,1.5,3,Brisbane International
https://www.livesport.com/en/match/nkOqsfp3/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/8-FINALS,2024-01-04,02:10,FINISHED,Hijikata R.,73,,Machac T.,25,,2,1,2:30,5,6,7,2,11,6,4,2,"7
7","6
4",,,,,207830,208014,Brisbane_2024_208014_207830,Hijikata Rinky,Australia,2001-02-23,right,Machac Tomas,Czech Republic,2000-10-13,right,44,64,45,61,16,16,23,12,10,13,1,5,104,89,,,23.0,24.0,ATP250,2.48,1.53,3,Brisbane International
https://www.livesport.com/en/match/Wz914Soq/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/8-FINALS,2024-01-03,11:20,FINISHED,Rune H.,13,1,Shevchenko A.,78,,2,1,2:29,6,5,4,7,12,5,2,2,6,2,,,,,207686,208029,Brisbane_2024_208029_207686,Rune Holger,Denmark,2003-04-29,right,Shevchenko Alexander,Kazakhstan,2000-11-29,right,43,57,45,62,15,15,22,23,5,6,7,10,91,108,,,21.0,24.0,ATP250,1.29,3.53,3,Brisbane International
https://www.livesport.com/en/match/bixEqIzT/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/8-FINALS,2024-01-03,06:00,FINISHED,Safiullin R.,60,,Popyrin A.,24,,2,1,2:56,"6
9",6,"7
11",4,23,13,4,6,"7
7","6
3",,,,,200615,126128,Brisbane_2024_126128_200615,Safiullin Roman,Russia,1997-08-07,right,Popyrin Alexei,Australia,1999-08-05,right,62,77,64,79,17,17,26,15,13,14,7,9,121,113,,,27.0,25.0,ATP250,1.52,2.49,3,Brisbane International
https://www.livesport.com/en/match/69sUh27r/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/8-FINALS,2024-01-03,04:10,FINISHED,Arnaldi M.,37,,Klein L.,137,,2,1,2:05,6,3,4,6,9,5,3,3,7,5,,,,,127760,208286,Brisbane_2024_208286_127760,Arnaldi Matteo,Italy,2001-02-22,right,Klein Lukas,Slovakia,1998-03-22,right,37,44,42,50,15,16,21,17,2,4,2,5,80,87,,,23.0,26.0,ATP250,1.54,2.43,3,Brisbane International
https://www.livesport.com/en/match/tOch0qmk/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/8-FINALS,2024-01-03,04:00,FINISHED,Duckworth J.,82,,Hanfmann Y.,96,,2,1,2:27,4,6,6,1,22,15,4,4,"7
7","6
2",,,,,105870,105902,Brisbane_2024_105902_105870,Duckworth James,Australia,1992-01-21,right,Hanfmann Yannick,Germany,1991-11-13,right,52,66,43,56,15,14,13,20,2,3,10,12,91,97,,,32.0,33.0,ATP250,1.89,1.88,3,Brisbane International
https://www.livesport.com/en/match/vmFMfqMf/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/16-FINALS,2024-01-03,02:10,FINISHED,Humbert U.,14,4,Michelsen A.,42,,2,0,1:37,6,6,4,4,4,5,1,5,,,,,,,210506,200005,Brisbane_2024_200005_210506,Humbert Ugo,France,1998-06-26,left,Michelsen Alex,USA,2004-08-25,right,24,29,24,38,10,10,19,18,2,2,8,10,53,72,,Q,26.0,20.0,ATP250,1.4,2.87,3,Brisbane International
https://www.livesport.com/en/match/UgH0Nrx1/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/16-FINALS,2024-01-02,11:55,FINISHED,Hijikata R.,73,,Kokkinakis T.,77,,2,0,1:39,"7
10",6,"6
8",2,4,16,1,1,,,,,,,106423,208014,Brisbane_2024_208014_106423,Hijikata Rinky,Australia,2001-02-23,right,Kokkinakis Thanasi,Australia,1996-04-10,right,33,39,36,47,10,10,16,6,2,2,2,4,67,62,WC,,23.0,28.0,ATP250,2.57,1.49,3,Brisbane International
https://www.livesport.com/en/match/Q3HYis6D/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/16-FINALS,2024-01-02,10:10,FINISHED,Nadal R.,155,,Thiem D.,519,,2,0,1:30,7,6,5,1,3,3,1,3,,,,,,,106233,104745,Brisbane_2024_104745_106233,Nadal Rafael,Spain,1986-06-03,left,Thiem Dominic,Austria,1993-09-03,right,28,31,23,34,10,9,12,10,0,0,3,6,46,54,WC,Q,38.0,31.0,ATP250,1.58,2.33,3,Brisbane International
https://www.livesport.com/en/match/0vm0rpEQ/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/16-FINALS,2024-01-02,09:45,FINISHED,Arnaldi M.,37,,Fucsovics M.,103,,2,1,3:09,"6
5",6,"7
7",4,6,11,2,1,"7
9","6
7",,,,,105916,208286,Brisbane_2024_208286_105916,Arnaldi Matteo,Italy,2001-02-22,right,Fucsovics Marton,Hungary,1992-02-08,right,48,66,47,61,17,17,39,30,2,2,1,2,122,101,,,23.0,32.0,ATP250,1.82,1.98,3,Brisbane International
https://www.livesport.com/en/match/MTDhP47l/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/16-FINALS,2024-01-02,09:35,"FINISHED / RETIRED -
KARATSEV A.",Kubler J.,752,,Karatsev A.,291,8,1,1,2:05,6,"6
4",4,"7
7",5,2,1,6,,,,,,,106234,106186,Brisbane_2024_106186_106234,Kubler Jason,Australia,1993-05-19,right,Karatsev Aslan,Russia,1993-09-04,right,31,49,29,39,11,11,13,14,6,9,4,8,76,70,WC,,31.0,31.0,ATP250,2.58,1.49,3,Brisbane International
https://www.livesport.com/en/match/j959LM6D/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/16-FINALS,2024-01-02,08:55,FINISHED,Thompson J.,26,,Vukic A.,69,,2,0,1:30,6,6,3,2,7,3,1,0,,,,,,,126846,111442,Brisbane_2024_111442_126846,Thompson Jordan,Australia,1994-04-20,right,Vukic Aleksandar,Australia,1996-04-06,right,23,28,18,32,9,8,11,10,0,1,4,8,46,54,,,30.0,28.0,ATP250,1.54,2.46,3,Brisbane International
https://www.livesport.com/en/match/nDIUhNj7/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/16-FINALS,2024-01-02,08:35,FINISHED,Machac T.,25,,Etcheverry T.,39,7,2,1,2:57,"6
5",7,"7
7",5,5,6,1,2,"7
7","6
1",,,,,144869,207830,Brisbane_2024_207830_144869,Machac Tomas,Czech Republic,2000-10-13,right,Etcheverry Tomas Martin,Argentina,1999-07-18,right,57,70,59,82,18,18,21,17,4,6,5,8,111,116,Q,,24.0,25.0,ATP250,1.37,3.02,3,Brisbane International
https://www.livesport.com/en/match/IwEQg3y1/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/16-FINALS,2024-01-02,07:15,FINISHED,Altmaier D.,88,,Tu L.,172,,2,0,2:03,"7
7","7
7","6
5","6
4",7,3,1,2,,,,,,,111454,127157,Brisbane_2024_127157_111454,Altmaier Daniel,Germany,1998-09-12,right,Tu Li,Australia,1996-05-27,right,42,55,38,46,12,12,17,22,0,0,2,2,81,83,,Q,26.0,28.0,ATP250,1.59,2.32,3,Brisbane International
https://www.livesport.com/en/match/plMDd5ir/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/16-FINALS,2024-01-02,07:10,FINISHED,Duckworth J.,82,,Wolf J.J.,262,,2,0,1:05,6,6,3,4,7,7,0,1,,,,,,,200670,105902,Brisbane_2024_105902_200670,Duckworth James,Australia,1992-01-21,right,Wolf Jeffrey John,USA,1998-12-21,right,31,36,27,32,10,9,11,4,1,1,2,4,52,44,Q,,32.0,26.0,ATP250,2.24,1.63,3,Brisbane International
https://www.livesport.com/en/match/dOPHeP6l/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/16-FINALS,2024-01-02,06:10,FINISHED,Klein L.,137,,Baez S.,27,6,2,1,2:16,4,6,6,3,9,3,2,2,6,4,,,,,202104,127760,Brisbane_2024_127760_202104,Klein Lukas,Slovakia,1998-03-22,right,Baez Sebastian,Argentina,2000-12-28,right,38,51,53,92,15,14,18,14,3,5,11,14,83,115,Q,,26.0,24.0,ATP250,2.04,1.76,3,Brisbane International
https://www.livesport.com/en/match/zXwSw4Ms/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/16-FINALS,2024-01-02,02:10,FINISHED,Hanfmann Y.,96,,Korda S.,22,5,2,0,1:38,7,6,5,4,4,12,0,3,,,,,,,200624,105870,Brisbane_2024_105870_200624,Hanfmann Yannick,Germany,1991-11-13,right,Korda Sebastian,USA,2000-07-05,right,35,50,29,40,11,11,9,14,3,4,3,6,65,72,,,33.0,24.0,ATP250,4.16,1.22,3,Brisbane International
https://www.livesport.com/en/match/vPbip6qE/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/16-FINALS,2024-01-01,09:50,FINISHED,Dimitrov G.,10,2,Murray A.,,,2,1,2:27,4,7,6,5,13,4,2,0,6,2,,,,,104918,105777,Brisbane_2024_105777_104918,Dimitrov Grigor,Bulgaria,1991-05-16,right,Murray Andy,Great Britain,1987-5-15,right,42,51,32,51,15,15,16,21,3,5,4,8,82,86,,,33.0,37.0,ATP250,1.33,3.25,3,Brisbane International
https://www.livesport.com/en/match/CI65M2i7/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/16-FINALS,2024-01-01,07:10,FINISHED,Rune H.,13,1,Purcell M.,104,,2,1,1:42,4,6,6,4,12,6,0,3,6,2,,,,,126845,208029,Brisbane_2024_208029_126845,Rune Holger,Denmark,2003-04-29,right,Purcell Max,Australia,1998-04-03,right,43,58,35,48,14,14,8,13,3,5,2,6,72,74,,,21.0,26.0,ATP250,1.28,3.65,3,Brisbane International
https://www.livesport.com/en/match/IFceqQbK/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/16-FINALS,2024-01-01,04:20,FINISHED,Safiullin R.,60,,Shelton B.,21,3,2,1,2:39,6,"6
5",3,"7
7",8,12,6,6,6,3,,,,,210097,126128,Brisbane_2024_126128_210097,Safiullin Roman,Russia,1997-08-07,right,Shelton Ben,USA,2002-10-09,left,44,50,53,69,16,14,28,16,5,5,9,11,95,103,,,27.0,22.0,ATP250,2.24,1.63,3,Brisbane International
https://www.livesport.com/en/match/GjDdOOMf/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/16-FINALS,2023-12-31,06:40,FINISHED,Shevchenko A.,78,,Van Assche L.,128,,2,0,1:15,6,6,3,2,6,3,0,1,,,,,,,209414,207686,Brisbane_2024_207686_209414,Shevchenko Alexander,Kazakhstan,2000-11-29,right,Van Assche Luca,France,2004-05-11,right,26,35,21,47,9,8,13,11,2,2,4,7,52,59,,,24.0,20.0,ATP250,1.7,2.14,3,Brisbane International
https://www.livesport.com/en/match/rwFlQphr/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,1/16-FINALS,2023-12-31,06:00,FINISHED,Popyrin A.,24,,O Connell C.,65,,2,1,3:06,6,"6
5",4,"7
7",12,21,2,0,"7
7","6
4",,,,,106331,200615,Brisbane_2024_200615_106331,Popyrin Alexei,Australia,1999-08-05,right,O'Connell Christopher,Australia,1994-06-03,right,57,71,57,79,17,17,23,26,4,5,7,9,107,127,,,25.0,30.0,ATP250,1.68,2.17,3,Brisbane International
https://www.livesport.com/en/match/nPtMveVq/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,FINAL,2024-01-07,09:40,FINISHED,Rublev A.,8,1,Ruusuvuori E.,95,,2,0,1:18,6,6,4,4,5,5,0,4,,,,,,,200325,126094,Hong Kong_2024_126094_200325,Rublev Andrey,Russia,1997-10-20,right,Ruusuvuori Emil,Finland,1999-04-02,right,29,40,26,39,10,10,14,12,1,1,5,7,58,62,,,27.0,25.0,ATP250,1.29,3.59,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/nX6MfZN5/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,SEMI-FINALS,2024-01-06,10:15,FINISHED,Rublev A.,8,1,Shang J.,50,,2,1,2:07,4,6,6,2,12,4,1,3,6,3,,,,,209992,126094,Hong Kong_2024_126094_209992,Rublev Andrey,Russia,1997-10-20,right,Shang Juncheng,China,2005-02-02,left,38,55,27,45,14,13,29,19,13,14,5,8,98,78,,,27.0,19.0,ATP250,1.15,5.27,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/dGmPyKk7/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,SEMI-FINALS,2024-01-06,07:45,FINISHED,Ruusuvuori E.,95,,Ofner S.,87,,2,1,2:13,4,7,6,5,9,11,1,1,6,3,,,,,124116,200325,Hong Kong_2024_200325_124116,Ruusuvuori Emil,Finland,1999-04-02,right,Ofner Sebastian,Austria,1996-05-12,right,48,60,40,56,16,15,16,22,2,4,9,12,88,100,,,25.0,28.0,ATP250,1.62,2.28,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/fLxDFmeA/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,QUARTER-FINALS,2024-01-05,11:50,FINISHED,Rublev A.,8,1,Fils A.,20,8,2,1,1:53,6,1,4,6,8,12,0,7,6,2,,,,,209950,126094,Hong Kong_2024_126094_209950,Rublev Andrey,Russia,1997-10-20,right,Fils Arthur,France,2004-06-12,right,31,41,38,53,12,13,15,15,4,6,7,10,65,92,,,27.0,20.0,ATP250,1.29,3.54,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/xxWmi4wN/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,QUARTER-FINALS,2024-01-05,10:00,FINISHED,Shang J.,50,,Tiafoe F.,18,3,2,0,1:30,6,6,4,4,3,12,1,2,,,,,,,126207,209992,Hong Kong_2024_209992_126207,Shang Juncheng,China,2005-02-02,left,Tiafoe Frances,USA,1998-01-20,right,19,25,28,34,10,10,23,11,1,1,6,8,54,56,,,19.0,26.0,ATP250,3.51,1.29,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/tIQt0y4p/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,QUARTER-FINALS,2024-01-05,08:15,FINISHED,Ofner S.,87,,Bautista Agut R.,51,,2,0,1:25,6,6,4,4,21,0,0,2,,,,,,,105138,124116,Hong Kong_2024_124116_105138,Ofner Sebastian,Austria,1996-05-12,right,Bautista-Agut Roberto,Spain,1988-04-14,right,35,43,35,50,10,10,7,8,0,0,4,6,57,68,,,28.0,36.0,ATP250,2.83,1.42,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/rDwBOpdB/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,QUARTER-FINALS,2024-01-05,06:10,FINISHED,Ruusuvuori E.,95,,Kotov P.,85,,2,0,1:49,6,"7
7",3,"6
4",5,3,0,2,,,,,,,200303,200325,Hong Kong_2024_200325_200303,Ruusuvuori Emil,Finland,1999-04-02,right,Kotov Pavel,Russia,1998-11-18,right,33,44,30,45,11,10,19,10,5,6,1,3,76,63,,,25.0,26.0,ATP250,1.6,2.29,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/ll10bNH1/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,1/8-FINALS,2024-01-04,11:40,FINISHED,Rublev A.,8,1,Broady L.,542,,2,0,1:52,6,"7
10",4,"6
8",10,4,3,2,,,,,,,106281,126094,Hong Kong_2024_126094_106281,Rublev Andrey,Russia,1997-10-20,right,Broady Liam,Great Britain,1994-01-04,left,31,38,43,62,11,11,18,10,1,3,7,10,69,91,,,27.0,31.0,ATP250,1.09,7.05,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/lCcEjXsC/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,1/8-FINALS,2024-01-04,09:10,FINISHED,Fils A.,20,8,Huesler M.A.,160,,2,0,2:01,7,7,5,5,3,9,5,4,,,,,,,144817,209950,Hong Kong_2024_209950_144817,Fils Arthur,France,2004-06-12,right,Huesler Marc-Andrea,Switzerland,1996-06-24,left,38,51,37,55,12,12,11,16,5,7,11,15,78,94,,,20.0,28.0,ATP250,1.4,2.91,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/MVQQnul7/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,1/8-FINALS,2024-01-04,07:10,FINISHED,Bautista Agut R.,51,,Cerundolo F.,30,4,2,0,1:40,7,6,5,3,2,6,0,3,,,,,,,202103,105138,Hong Kong_2024_105138_202103,Bautista-Agut Roberto,Spain,1988-04-14,right,Cerundolo Francisco,Argentina,1998-08-13,right,38,47,26,36,11,10,9,12,4,4,0,2,69,60,,,36.0,26.0,ATP250,1.41,2.85,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/CnWhezCq/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,1/8-FINALS,2024-01-04,07:05,FINISHED,Ofner S.,87,,Struff J.L.,43,5,2,1,2:51,"6
4","7
7","7
7","6
5",16,14,1,4,"7
7","6
2",,,,,105526,124116,Hong Kong_2024_124116_105526,Ofner Sebastian,Austria,1996-05-12,right,Struff Jan-Lennard,Germany,1990-04-25,right,55,70,56,76,18,18,29,29,4,6,10,12,123,131,,,28.0,34.0,ATP250,2.09,1.73,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/KrWcJjhd/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,1/8-FINALS,2024-01-03,15:35,FINISHED,Kotov P.,85,,Musetti L.,17,6,2,0,1:43,6,6,4,3,2,1,4,0,,,,,,,207518,200303,Hong Kong_2024_200303_207518,Kotov Pavel,Russia,1998-11-18,right,Musetti Lorenzo,Italy,2002-03-03,right,38,48,29,43,9,10,8,7,4,4,1,4,71,59,,,26.0,22.0,ATP250,2.17,1.67,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/EFKJNAmc/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,1/8-FINALS,2024-01-03,12:55,FINISHED,Ruusuvuori E.,95,,Khachanov K.,19,2,2,1,2:27,"7
7",2,"6
2",6,5,10,3,0,6,2,,,,,111575,200325,Hong Kong_2024_200325_111575,Ruusuvuori Emil,Finland,1999-04-02,right,Khachanov Karen,Russia,1996-05-21,right,41,58,37,55,14,14,20,22,5,8,5,8,96,99,,,25.0,28.0,ATP250,2.25,1.62,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/SW5uMQ98/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,1/8-FINALS,2024-01-03,11:00,FINISHED,Tiafoe F.,18,3,Kecmanovic M.,54,,2,0,1:34,6,"7
7",3,"6
4",8,3,1,1,,,,,,,200175,126207,Hong Kong_2024_126207_200175,Tiafoe Frances,USA,1998-01-20,right,Kecmanovic Miomir,Serbia,1999-08-31,right,37,42,28,39,11,10,14,18,3,3,2,3,69,70,,,26.0,25.0,ATP250,1.79,2.0,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/KGLfYwPT/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,1/8-FINALS,2024-01-03,07:10,FINISHED,Shang J.,50,,Van De Zandschulp B.,80,,2,1,3:35,"6
5","7
7","7
7","6
2",2,13,6,1,"7
7","6
2",,,,,122298,209992,Hong Kong_2024_209992_122298,Shang Juncheng,China,2005-02-02,left,Van De Zandschulp Botic,Netherlands,1995-10-04,right,51,70,50,72,18,18,31,25,5,8,4,7,129,116,,,19.0,29.0,ATP250,2.37,1.57,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/fZ5BF9dD/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,1/16-FINALS,2024-01-02,11:50,FINISHED,Musetti L.,17,6,Wong C.,163,,2,0,1:46,6,7,4,5,4,6,2,4,,,,,,,127115,207518,Hong Kong_2024_207518_127115,Musetti Lorenzo,Italy,2002-03-03,right,Wong Coleman,Hong Kong,2004-06-06,right,32,42,32,46,11,11,13,16,2,3,5,8,63,80,,WC,22.0,20.0,ATP250,1.2,4.35,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/2wCRLpJn/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,1/16-FINALS,2024-01-02,10:00,FINISHED,Fils A.,20,8,Gojo B.,445,,2,1,1:50,6,4,3,6,2,9,2,2,6,1,,,,,127339,209950,Hong Kong_2024_209950_127339,Fils Arthur,France,2004-06-12,right,Gojo Borna,Croatia,1998-02-27,right,38,48,35,47,13,13,16,11,7,8,2,6,79,76,,,20.0,26.0,ATP250,1.54,2.42,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/bmpdQ982/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,1/16-FINALS,2024-01-02,08:35,FINISHED,Huesler M.A.,160,,Sachko V.,387,,2,0,1:27,6,6,4,4,10,3,1,2,,,,,,,126964,144817,Hong Kong_2024_144817_126964,Huesler Marc-Andrea,Switzerland,1996-06-24,left,Sachko Vitaliy,Ukraine,1997-07-14,right,28,39,28,36,10,10,15,9,4,4,1,3,61,54,Q,Q,28.0,27.0,ATP250,1.51,2.51,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/dvpfvgZD/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,1/16-FINALS,2024-01-02,08:35,FINISHED,Bautista Agut R.,51,,Marozsan F.,58,,2,0,1:10,6,6,2,3,3,7,0,4,,,,,,,206681,105138,Hong Kong_2024_105138_206681,Bautista-Agut Roberto,Spain,1988-04-14,right,Marozsan Fabian,Hungary,1999-10-08,right,27,38,21,30,9,8,12,3,5,6,2,6,56,44,,,36.0,25.0,ATP250,1.63,2.24,3,Hong Kong Tennis Open
https://www.livesport.com/en/match/Uk3rI2IB/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,1/16-FINALS,2024-01-02,08:30,FINISHED,Struff J.L.,43,5,Cilic M.,181,,2,1,3:09,3,"7
7",6,"6
4",11,20,4,12,"7
9","6
7",,,,,105227,105526,Hong Kong_2024_105526_105227,Struff Jan-Lennard,Germany,1990-04-25,right,Cilic Marin,Croatia,1988-09-28,right,49,69,49,64,16,17,26,31,6,10,7,10,124,130,,PR,34.0,36.0,ATP250,1.56,2.41,3,Hong Kong Tennis Open
