url,tournament_location,tournament_country,Surface,indoor_or_outdoor,Round,Date,time,Comment,winner_name,winner_rank,loser_name,loser_rank,Wsets,Lsets,minutes,W1,W2,L1,L2,w_ace,l_ace,w_df,l_df,W3,L3,W4,W5,L4,L5,loser_id,winner_id,match_id,winner_Name,winner_ioc,winner_Date_of_birth,winner_hand,loser_Name,loser_ioc,loser_Date_of_birth,loser_hand,w_1stWon,w_1stIn,l_1stWon,l_1stIn,w_SvGms,l_SvGms,w_2ndWon,l_2ndWon,w_bpSaved,w_bpFaced,l_bpSaved,l_bpFaced,w_svpt,l_svpt,winner_age,loser_age,tournament_level,AvgW,AvgL,best_of,tournament_name,winner_entry_LL,winner_entry_Q,winner_entry_WC,loser_entry_LL,loser_entry_Q,loser_entry_WC,winner_is_seeded,loser_is_seeded,tournament_id
https://www.livesport.com/en/match/rwFlQphr/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,3rd Round,2023-12-31,06:00,finished,Popyrin A.,24.0,O Connell C.,65.0,2.0,1.0,186.0,6.0,6.0,4.0,7.0,12.0,21.0,2.0,0.0,7.0,6.0,,,,,106331,200615,Brisbane_2024_200615_106331,Popyrin Alexei,Australia,1999-08-05,right,O'Connell Christopher,Australia,1994-06-03,right,57.0,71.0,57.0,79.0,17.0,17.0,23.0,26.0,4.0,5.0,7.0,9.0,107.0,127.0,25.0,30.0,ATP250,1.68,2.17,3,Brisbane International,False,False,False,False,False,False,0,0,Brisbane_2024
https://www.livesport.com/en/match/GjDdOOMf/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,3rd Round,2023-12-31,06:40,finished,Shevchenko A.,78.0,Van Assche L.,128.0,2.0,0.0,75.0,6.0,6.0,3.0,2.0,6.0,3.0,0.0,1.0,,,,,,,209414,207686,Brisbane_2024_207686_209414,Shevchenko Alexander,Kazakhstan,2000-11-29,right,Van Assche Luca,France,2004-05-11,right,26.0,35.0,21.0,47.0,9.0,8.0,13.0,11.0,2.0,2.0,4.0,7.0,52.0,59.0,24.0,20.0,ATP250,1.7,2.14,3,Brisbane International,False,False,False,False,False,False,0,0,Brisbane_2024
https://www.livesport.com/en/match/CI65M2i7/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,3rd Round,2024-01-01,07:10,finished,Rune H.,13.0,Purcell M.,104.0,2.0,1.0,102.0,4.0,6.0,6.0,4.0,12.0,6.0,0.0,3.0,6.0,2.0,,,,,126845,208029,Brisbane_2024_208029_126845,Rune Holger,Denmark,2003-04-29,right,Purcell Max,Australia,1998-04-03,right,43.0,58.0,35.0,48.0,14.0,14.0,8.0,13.0,3.0,5.0,2.0,6.0,72.0,74.0,21.0,26.0,ATP250,1.28,3.65,3,Brisbane International,False,False,False,False,False,False,1,0,Brisbane_2024
https://www.livesport.com/en/match/Y37NMQ3t/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,3rd Round,2024-01-01,09:35,finished,Kotov P.,85.0,Borges N.,33.0,2.0,0.0,89.0,6.0,6.0,2.0,4.0,4.0,4.0,2.0,2.0,,,,,,,132686,200303,Hong Kong_2024_200303_132686,Kotov Pavel,Russia,1998-11-18,right,Borges Nuno,Portugal,1997-02-19,right,33.0,45.0,20.0,34.0,9.0,9.0,6.0,15.0,2.0,3.0,2.0,6.0,57.0,65.0,26.0,27.0,ATP250,1.97,1.81,3,Hong Kong Tennis Open,False,False,False,False,False,False,0,0,Hong Kong_2024
https://www.livesport.com/en/match/tUAVK4Yh/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,3rd Round,2024-01-01,07:10,finished,Shang J.,50.0,Djere L.,115.0,2.0,1.0,174.0,6.0,6.0,7.0,3.0,4.0,11.0,0.0,3.0,7.0,6.0,,,,,111513,209992,Hong Kong_2024_209992_111513,Shang Juncheng,China,2005-02-02,left,Djere Laslo,Serbia,1995-06-02,right,52.0,64.0,65.0,88.0,16.0,17.0,19.0,11.0,0.0,2.0,7.0,11.0,96.0,122.0,19.0,29.0,ATP250,2.13,1.7,3,Hong Kong Tennis Open,False,False,True,False,False,False,0,1,Hong Kong_2024
https://www.livesport.com/en/match/IFceqQbK/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,3rd Round,2024-01-01,04:20,finished,Safiullin R.,60.0,Shelton B.,21.0,2.0,1.0,159.0,6.0,6.0,3.0,7.0,8.0,12.0,6.0,6.0,6.0,3.0,,,,,210097,126128,Brisbane_2024_126128_210097,Safiullin Roman,Russia,1997-08-07,right,Shelton Ben,USA,2002-10-09,left,44.0,50.0,53.0,69.0,16.0,14.0,28.0,16.0,5.0,5.0,9.0,11.0,95.0,103.0,27.0,22.0,ATP250,2.24,1.63,3,Brisbane International,False,False,False,False,False,False,0,1,Brisbane_2024
https://www.livesport.com/en/match/zT3vJr35/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,3rd Round,2024-01-01,13:15,finished,Van De Zandschulp B.,80.0,Mochizuki S.,248.0,2.0,0.0,99.0,7.0,6.0,5.0,1.0,3.0,1.0,3.0,1.0,,,,,,,208278,122298,Hong Kong_2024_122298_208278,Van De Zandschulp Botic,Netherlands,1995-10-04,right,Mochizuki Shintaro,Japan,2003-06-02,right,30.0,42.0,20.0,26.0,10.0,9.0,14.0,10.0,10.0,12.0,5.0,10.0,71.0,59.0,29.0,21.0,ATP250,1.3,3.48,3,Hong Kong Tennis Open,False,False,False,False,False,True,0,0,Hong Kong_2024
https://www.livesport.com/en/match/vPbip6qE/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,3rd Round,2024-01-01,09:50,finished,Dimitrov G.,10.0,Murray A.,2000.0,2.0,1.0,147.0,4.0,7.0,6.0,5.0,13.0,4.0,2.0,0.0,6.0,2.0,,,,,104918,105777,Brisbane_2024_105777_104918,Dimitrov Grigor,Bulgaria,1991-05-16,right,Murray Andy,Great Britain,1987-5-15,right,42.0,51.0,32.0,51.0,15.0,15.0,16.0,21.0,3.0,5.0,4.0,8.0,82.0,86.0,33.0,37.0,ATP250,1.33,3.25,3,Brisbane International,False,False,False,False,False,False,1,0,Brisbane_2024
https://www.livesport.com/en/match/Oh0zKOma/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,3rd Round,2024-01-01,10:20,finished,Ruusuvuori E.,95.0,Bonzi B.,75.0,2.0,1.0,160.0,6.0,6.0,7.0,2.0,5.0,5.0,4.0,2.0,6.0,1.0,,,,,126127,200325,Hong Kong_2024_200325_126127,Ruusuvuori Emil,Finland,1999-04-02,right,Bonzi Benjamin,France,1996-06-09,right,33.0,51.0,44.0,71.0,13.0,14.0,25.0,13.0,4.0,7.0,17.0,25.0,98.0,113.0,25.0,28.0,ATP250,1.55,2.38,3,Hong Kong Tennis Open,False,False,False,False,False,False,0,0,Hong Kong_2024
https://www.livesport.com/en/match/Cjl0PTN8/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,3rd Round,2024-01-02,07:05,finished,Kecmanovic M.,54.0,Daniel T.,83.0,2.0,0.0,71.0,6.0,6.0,3.0,2.0,5.0,2.0,1.0,1.0,,,,,,,106121,200175,Hong Kong_2024_200175_106121,Kecmanovic Miomir,Serbia,1999-08-31,right,Daniel Taro,Japan,1993-01-27,right,25.0,32.0,24.0,39.0,9.0,8.0,10.0,6.0,1.0,2.0,3.0,7.0,46.0,55.0,25.0,31.0,ATP250,1.55,2.41,3,Hong Kong Tennis Open,False,False,False,False,True,False,0,0,Hong Kong_2024
https://www.livesport.com/en/match/fZ5BF9dD/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,3rd Round,2024-01-02,11:50,finished,Musetti L.,17.0,Wong C.,163.0,2.0,0.0,106.0,6.0,7.0,4.0,5.0,4.0,6.0,2.0,4.0,,,,,,,915978,207518,Hong Kong_2024_207518_915978,Musetti Lorenzo,Italy,2002-03-03,right,Wong Coleman,Hong Kong,2004-06-06,right,32.0,42.0,32.0,46.0,11.0,11.0,13.0,16.0,2.0,3.0,5.0,8.0,63.0,80.0,22.0,20.0,ATP250,1.2,4.35,3,Hong Kong Tennis Open,False,False,False,False,False,True,1,0,Hong Kong_2024
https://www.livesport.com/en/match/2wCRLpJn/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,3rd Round,2024-01-02,10:00,finished,Fils A.,20.0,Gojo B.,445.0,2.0,1.0,110.0,6.0,4.0,3.0,6.0,2.0,9.0,2.0,2.0,6.0,1.0,,,,,127339,209950,Hong Kong_2024_209950_127339,Fils Arthur,France,2004-06-12,right,Gojo Borna,Croatia,1998-02-27,right,38.0,48.0,35.0,47.0,13.0,13.0,16.0,11.0,7.0,8.0,2.0,6.0,79.0,76.0,20.0,26.0,ATP250,1.54,2.42,3,Hong Kong Tennis Open,False,False,False,False,False,False,1,0,Hong Kong_2024
https://www.livesport.com/en/match/bmpdQ982/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,3rd Round,2024-01-02,08:35,finished,Huesler M.A.,160.0,Sachko V.,387.0,2.0,0.0,87.0,6.0,6.0,4.0,4.0,10.0,3.0,1.0,2.0,,,,,,,126964,144817,Hong Kong_2024_144817_126964,Huesler Marc-Andrea,Switzerland,1996-06-24,left,Sachko Vitaliy,Ukraine,1997-07-14,right,28.0,39.0,28.0,36.0,10.0,10.0,15.0,9.0,4.0,4.0,1.0,3.0,61.0,54.0,28.0,27.0,ATP250,1.51,2.51,3,Hong Kong Tennis Open,False,True,False,False,True,False,0,0,Hong Kong_2024
https://www.livesport.com/en/match/dvpfvgZD/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,3rd Round,2024-01-02,08:35,finished,Bautista Agut R.,51.0,Marozsan F.,58.0,2.0,0.0,70.0,6.0,6.0,2.0,3.0,3.0,7.0,0.0,4.0,,,,,,,206681,105138,Hong Kong_2024_105138_206681,Bautista-Agut Roberto,Spain,1988-04-14,right,Marozsan Fabian,Hungary,1999-10-08,right,27.0,38.0,21.0,30.0,9.0,8.0,12.0,3.0,5.0,6.0,2.0,6.0,56.0,44.0,36.0,25.0,ATP250,1.63,2.24,3,Hong Kong Tennis Open,False,False,False,False,False,False,0,0,Hong Kong_2024
https://www.livesport.com/en/match/Uk3rI2IB/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,3rd Round,2024-01-02,08:30,finished,Struff J.L.,43.0,Cilic M.,181.0,2.0,1.0,189.0,3.0,7.0,6.0,6.0,11.0,20.0,4.0,12.0,7.0,6.0,,,,,105227,105526,Hong Kong_2024_105526_105227,Struff Jan-Lennard,Germany,1990-04-25,right,Cilic Marin,Croatia,1988-09-28,right,49.0,69.0,49.0,64.0,16.0,17.0,26.0,31.0,6.0,10.0,7.0,10.0,124.0,130.0,34.0,36.0,ATP250,1.56,2.41,3,Hong Kong Tennis Open,False,False,False,False,False,False,1,0,Hong Kong_2024
https://www.livesport.com/en/match/dr6D1QV1/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,3rd Round,2024-01-02,07:05,finished,Broady L.,542.0,Cachin P.,289.0,2.0,0.0,71.0,6.0,6.0,4.0,0.0,2.0,1.0,2.0,1.0,,,,,,,106398,106281,Hong Kong_2024_106281_106398,Broady Liam,Great Britain,1994-01-04,left,Cachin Pedro,Argentina,1995-04-12,right,21.0,29.0,13.0,30.0,8.0,8.0,11.0,5.0,2.0,3.0,2.0,7.0,45.0,42.0,31.0,29.0,ATP250,1.37,3.03,3,Hong Kong Tennis Open,False,True,False,False,False,False,0,0,Hong Kong_2024
https://www.livesport.com/en/match/zXwSw4Ms/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,3rd Round,2024-01-02,02:10,finished,Hanfmann Y.,96.0,Korda S.,22.0,2.0,0.0,98.0,7.0,6.0,5.0,4.0,4.0,12.0,0.0,3.0,,,,,,,200624,105870,Brisbane_2024_105870_200624,Hanfmann Yannick,Germany,1991-11-13,right,Korda Sebastian,USA,2000-07-05,right,35.0,50.0,29.0,40.0,11.0,11.0,9.0,14.0,3.0,4.0,3.0,6.0,65.0,72.0,33.0,24.0,ATP250,4.16,1.22,3,Brisbane International,False,False,False,False,False,False,0,1,Brisbane_2024
https://www.livesport.com/en/match/dOPHeP6l/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,3rd Round,2024-01-02,06:10,finished,Klein L.,137.0,Baez S.,27.0,2.0,1.0,136.0,4.0,6.0,6.0,3.0,9.0,3.0,2.0,2.0,6.0,4.0,,,,,202104,127760,Brisbane_2024_127760_202104,Klein Lukas,Slovakia,1998-03-22,right,Baez Sebastian,Argentina,2000-12-28,right,38.0,51.0,53.0,92.0,15.0,14.0,18.0,14.0,3.0,5.0,11.0,14.0,83.0,115.0,26.0,24.0,ATP250,2.04,1.76,3,Brisbane International,False,True,False,False,False,False,0,1,Brisbane_2024
https://www.livesport.com/en/match/IwEQg3y1/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,3rd Round,2024-01-02,07:15,finished,Altmaier D.,88.0,Tu L.,172.0,2.0,0.0,123.0,7.0,7.0,6.0,6.0,7.0,3.0,1.0,2.0,,,,,,,111454,127157,Brisbane_2024_127157_111454,Altmaier Daniel,Germany,1998-09-12,right,Tu Li,Australia,1996-05-27,right,42.0,55.0,38.0,46.0,12.0,12.0,17.0,22.0,0.0,0.0,2.0,2.0,81.0,83.0,26.0,28.0,ATP250,1.59,2.32,3,Brisbane International,False,False,False,False,True,False,0,0,Brisbane_2024
https://www.livesport.com/en/match/nDIUhNj7/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,3rd Round,2024-01-02,08:35,finished,Machac T.,25.0,Etcheverry T.,39.0,2.0,1.0,177.0,6.0,7.0,7.0,5.0,5.0,6.0,1.0,2.0,7.0,6.0,,,,,144869,207830,Brisbane_2024_207830_144869,Machac Tomas,Czech Republic,2000-10-13,right,Etcheverry Tomas Martin,Argentina,1999-07-18,right,57.0,70.0,59.0,82.0,18.0,18.0,21.0,17.0,4.0,6.0,5.0,8.0,111.0,116.0,24.0,25.0,ATP250,1.37,3.02,3,Brisbane International,False,True,False,False,False,False,0,1,Brisbane_2024
https://www.livesport.com/en/match/plMDd5ir/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,3rd Round,2024-01-02,07:10,finished,Duckworth J.,82.0,Wolf J.J.,262.0,2.0,0.0,65.0,6.0,6.0,3.0,4.0,7.0,7.0,0.0,1.0,,,,,,,200670,105902,Brisbane_2024_105902_200670,Duckworth James,Australia,1992-01-21,right,Wolf Jeffrey John,USA,1998-12-21,right,31.0,36.0,27.0,32.0,10.0,9.0,11.0,4.0,1.0,1.0,2.0,4.0,52.0,44.0,32.0,26.0,ATP250,2.24,1.63,3,Brisbane International,False,True,False,False,False,False,0,0,Brisbane_2024
https://www.livesport.com/en/match/MTDhP47l/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,3rd Round,2024-01-02,09:35,retired,Kubler J.,752.0,Karatsev A.,291.0,1.0,1.0,125.0,6.0,6.0,4.0,7.0,5.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,106234,106186,Brisbane_2024_106186_106234,Kubler Jason,Australia,1993-05-19,right,Karatsev Aslan,Russia,1993-09-04,right,31.0,49.0,29.0,39.0,11.0,11.0,13.0,14.0,6.0,9.0,4.0,8.0,76.0,70.0,31.0,31.0,ATP250,2.58,1.49,3,Brisbane International,False,False,True,False,False,False,0,1,Brisbane_2024
https://www.livesport.com/en/match/0vm0rpEQ/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,3rd Round,2024-01-02,09:45,finished,Arnaldi M.,37.0,Fucsovics M.,103.0,2.0,1.0,189.0,6.0,6.0,7.0,4.0,6.0,11.0,2.0,1.0,7.0,6.0,,,,,105916,208286,Brisbane_2024_208286_105916,Arnaldi Matteo,Italy,2001-02-22,right,Fucsovics Marton,Hungary,1992-02-08,right,48.0,66.0,47.0,61.0,17.0,17.0,39.0,30.0,2.0,2.0,1.0,2.0,122.0,101.0,23.0,32.0,ATP250,1.82,1.98,3,Brisbane International,False,False,False,False,False,False,0,0,Brisbane_2024
https://www.livesport.com/en/match/Q3HYis6D/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,3rd Round,2024-01-02,10:10,finished,Nadal R.,155.0,Thiem D.,519.0,2.0,0.0,90.0,7.0,6.0,5.0,1.0,3.0,3.0,1.0,3.0,,,,,,,106233,104745,Brisbane_2024_104745_106233,Nadal Rafael,Spain,1986-06-03,left,Thiem Dominic,Austria,1993-09-03,right,28.0,31.0,23.0,34.0,10.0,9.0,12.0,10.0,0.0,0.0,3.0,6.0,46.0,54.0,38.0,31.0,ATP250,1.58,2.33,3,Brisbane International,False,False,True,False,True,False,0,0,Brisbane_2024
https://www.livesport.com/en/match/UgH0Nrx1/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,3rd Round,2024-01-02,11:55,finished,Hijikata R.,73.0,Kokkinakis T.,77.0,2.0,0.0,99.0,7.0,6.0,6.0,2.0,4.0,16.0,1.0,1.0,,,,,,,106423,208014,Brisbane_2024_208014_106423,Hijikata Rinky,Australia,2001-02-23,right,Kokkinakis Thanasi,Australia,1996-04-10,right,33.0,39.0,36.0,47.0,10.0,10.0,16.0,6.0,2.0,2.0,2.0,4.0,67.0,62.0,23.0,28.0,ATP250,2.57,1.49,3,Brisbane International,False,False,True,False,False,False,0,0,Brisbane_2024
https://www.livesport.com/en/match/j959LM6D/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,3rd Round,2024-01-02,08:55,finished,Thompson J.,26.0,Vukic A.,69.0,2.0,0.0,90.0,6.0,6.0,3.0,2.0,7.0,3.0,1.0,0.0,,,,,,,126846,111442,Brisbane_2024_111442_126846,Thompson Jordan,Australia,1994-04-20,right,Vukic Aleksandar,Australia,1996-04-06,right,23.0,28.0,18.0,32.0,9.0,8.0,11.0,10.0,0.0,1.0,4.0,8.0,46.0,54.0,30.0,28.0,ATP250,1.54,2.46,3,Brisbane International,False,False,False,False,False,False,0,0,Brisbane_2024
https://www.livesport.com/en/match/tW17Gks7/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,3rd Round,2024-01-02,07:05,finished,Ofner S.,87.0,Mcdonald M.,131.0,2.0,0.0,68.0,6.0,6.0,1.0,2.0,6.0,0.0,2.0,3.0,,,,,,,111456,124116,Hong Kong_2024_124116_111456,Ofner Sebastian,Austria,1996-05-12,right,McDonald Mackenzie,USA,1995-04-16,right,20.0,27.0,17.0,30.0,8.0,7.0,8.0,4.0,0.0,1.0,2.0,7.0,42.0,46.0,28.0,29.0,ATP250,2.66,1.46,3,Hong Kong Tennis Open,False,False,False,False,False,False,0,0,Hong Kong_2024
https://www.livesport.com/en/match/KrWcJjhd/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,4th Round,2024-01-03,15:35,finished,Kotov P.,85.0,Musetti L.,17.0,2.0,0.0,103.0,6.0,6.0,4.0,3.0,2.0,1.0,4.0,0.0,,,,,,,207518,200303,Hong Kong_2024_200303_207518,Kotov Pavel,Russia,1998-11-18,right,Musetti Lorenzo,Italy,2002-03-03,right,38.0,48.0,29.0,43.0,9.0,10.0,8.0,7.0,4.0,4.0,1.0,4.0,71.0,59.0,26.0,22.0,ATP250,2.17,1.67,3,Hong Kong Tennis Open,False,False,False,False,False,False,0,1,Hong Kong_2024
https://www.livesport.com/en/match/EFKJNAmc/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,4th Round,2024-01-03,12:55,finished,Ruusuvuori E.,95.0,Khachanov K.,19.0,2.0,1.0,147.0,7.0,2.0,6.0,6.0,5.0,10.0,3.0,0.0,6.0,2.0,,,,,111575,200325,Hong Kong_2024_200325_111575,Ruusuvuori Emil,Finland,1999-04-02,right,Khachanov Karen,Russia,1996-05-21,right,41.0,58.0,37.0,55.0,14.0,14.0,20.0,22.0,5.0,8.0,5.0,8.0,96.0,99.0,25.0,28.0,ATP250,2.25,1.62,3,Hong Kong Tennis Open,False,False,False,False,False,False,0,1,Hong Kong_2024
https://www.livesport.com/en/match/SW5uMQ98/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,4th Round,2024-01-03,11:00,finished,Tiafoe F.,18.0,Kecmanovic M.,54.0,2.0,0.0,94.0,6.0,7.0,3.0,6.0,8.0,3.0,1.0,1.0,,,,,,,200175,126207,Hong Kong_2024_126207_200175,Tiafoe Frances,USA,1998-01-20,right,Kecmanovic Miomir,Serbia,1999-08-31,right,37.0,42.0,28.0,39.0,11.0,10.0,14.0,18.0,3.0,3.0,2.0,3.0,69.0,70.0,26.0,25.0,ATP250,1.79,2.0,3,Hong Kong Tennis Open,False,False,False,False,False,False,1,0,Hong Kong_2024
https://www.livesport.com/en/match/KGLfYwPT/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,4th Round,2024-01-03,07:10,finished,Shang J.,50.0,Van De Zandschulp B.,80.0,2.0,1.0,215.0,6.0,7.0,7.0,6.0,2.0,13.0,6.0,1.0,7.0,6.0,,,,,122298,209992,Hong Kong_2024_209992_122298,Shang Juncheng,China,2005-02-02,left,Van De Zandschulp Botic,Netherlands,1995-10-04,right,51.0,70.0,50.0,72.0,18.0,18.0,31.0,25.0,5.0,8.0,4.0,7.0,129.0,116.0,19.0,29.0,ATP250,2.37,1.57,3,Hong Kong Tennis Open,False,False,False,False,False,False,0,0,Hong Kong_2024
https://www.livesport.com/en/match/bixEqIzT/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,4th Round,2024-01-03,06:00,finished,Safiullin R.,60.0,Popyrin A.,24.0,2.0,1.0,176.0,6.0,6.0,7.0,4.0,23.0,13.0,4.0,6.0,7.0,6.0,,,,,200615,126128,Brisbane_2024_126128_200615,Safiullin Roman,Russia,1997-08-07,right,Popyrin Alexei,Australia,1999-08-05,right,62.0,77.0,64.0,79.0,17.0,17.0,26.0,15.0,13.0,14.0,7.0,9.0,121.0,113.0,27.0,25.0,ATP250,1.52,2.49,3,Brisbane International,False,False,False,False,False,False,0,0,Brisbane_2024
https://www.livesport.com/en/match/69sUh27r/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,4th Round,2024-01-03,04:10,finished,Arnaldi M.,37.0,Klein L.,137.0,2.0,1.0,125.0,6.0,3.0,4.0,6.0,9.0,5.0,3.0,3.0,7.0,5.0,,,,,127760,208286,Brisbane_2024_208286_127760,Arnaldi Matteo,Italy,2001-02-22,right,Klein Lukas,Slovakia,1998-03-22,right,37.0,44.0,42.0,50.0,15.0,16.0,21.0,17.0,2.0,4.0,2.0,5.0,80.0,87.0,23.0,26.0,ATP250,1.54,2.43,3,Brisbane International,False,False,False,False,False,False,0,0,Brisbane_2024
https://www.livesport.com/en/match/tOch0qmk/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,4th Round,2024-01-03,04:00,finished,Duckworth J.,82.0,Hanfmann Y.,96.0,2.0,1.0,147.0,4.0,6.0,6.0,1.0,22.0,15.0,4.0,4.0,7.0,6.0,,,,,105870,105902,Brisbane_2024_105902_105870,Duckworth James,Australia,1992-01-21,right,Hanfmann Yannick,Germany,1991-11-13,right,52.0,66.0,43.0,56.0,15.0,14.0,13.0,20.0,2.0,3.0,10.0,12.0,91.0,97.0,32.0,33.0,ATP250,1.89,1.88,3,Brisbane International,False,False,False,False,False,False,0,0,Brisbane_2024
https://www.livesport.com/en/match/vmFMfqMf/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,3rd Round,2024-01-03,02:10,finished,Humbert U.,14.0,Michelsen A.,42.0,2.0,0.0,97.0,6.0,6.0,4.0,4.0,4.0,5.0,1.0,5.0,,,,,,,210506,200005,Brisbane_2024_200005_210506,Humbert Ugo,France,1998-06-26,left,Michelsen Alex,USA,2004-08-25,right,24.0,29.0,24.0,38.0,10.0,10.0,19.0,18.0,2.0,2.0,8.0,10.0,53.0,72.0,26.0,20.0,ATP250,1.4,2.87,3,Brisbane International,False,False,False,False,True,False,1,0,Brisbane_2024
https://www.livesport.com/en/match/Wz914Soq/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,4th Round,2024-01-03,11:20,finished,Rune H.,13.0,Shevchenko A.,78.0,2.0,1.0,149.0,6.0,5.0,4.0,7.0,12.0,5.0,2.0,2.0,6.0,2.0,,,,,207686,208029,Brisbane_2024_208029_207686,Rune Holger,Denmark,2003-04-29,right,Shevchenko Alexander,Kazakhstan,2000-11-29,right,43.0,57.0,45.0,62.0,15.0,15.0,22.0,23.0,5.0,6.0,7.0,10.0,91.0,108.0,21.0,24.0,ATP250,1.29,3.53,3,Brisbane International,False,False,False,False,False,False,1,0,Brisbane_2024
https://www.livesport.com/en/match/MVQQnul7/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,4th Round,2024-01-04,07:10,finished,Bautista Agut R.,51.0,Cerundolo F.,30.0,2.0,0.0,100.0,7.0,6.0,5.0,3.0,2.0,6.0,0.0,3.0,,,,,,,202103,105138,Hong Kong_2024_105138_202103,Bautista-Agut Roberto,Spain,1988-04-14,right,Cerundolo Francisco,Argentina,1998-08-13,right,38.0,47.0,26.0,36.0,11.0,10.0,9.0,12.0,4.0,4.0,0.0,2.0,69.0,60.0,36.0,26.0,ATP250,1.41,2.85,3,Hong Kong Tennis Open,False,False,False,False,False,False,0,1,Hong Kong_2024
https://www.livesport.com/en/match/CnWhezCq/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,4th Round,2024-01-04,07:05,finished,Ofner S.,87.0,Struff J.L.,43.0,2.0,1.0,171.0,6.0,7.0,7.0,6.0,16.0,14.0,1.0,4.0,7.0,6.0,,,,,105526,124116,Hong Kong_2024_124116_105526,Ofner Sebastian,Austria,1996-05-12,right,Struff Jan-Lennard,Germany,1990-04-25,right,55.0,70.0,56.0,76.0,18.0,18.0,29.0,29.0,4.0,6.0,10.0,12.0,123.0,131.0,28.0,34.0,ATP250,2.09,1.73,3,Hong Kong Tennis Open,False,False,False,False,False,False,0,1,Hong Kong_2024
https://www.livesport.com/en/match/lCcEjXsC/#/match-summary,Hong Kong,HONG KONG,HARD,outdoor,4th Round,2024-01-04,09:10,finished,Fils A.,20.0,Huesler M.A.,160.0,2.0,0.0,121.0,7.0,7.0,5.0,5.0,3.0,9.0,5.0,4.0,,,,,,,144817,209950,Hong Kong_2024_209950_144817,Fils Arthur,France,2004-06-12,right,Huesler Marc-Andrea,Switzerland,1996-06-24,left,38.0,51.0,37.0,55.0,12.0,12.0,11.0,16.0,5.0,7.0,11.0,15.0,78.0,94.0,20.0,28.0,ATP250,1.4,2.91,3,Hong Kong Tennis Open,False,False,False,False,False,False,1,0,Hong Kong_2024
https://www.livesport.com/en/match/Ot0xQhr1/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,4th Round,2024-01-04,03:30,walkover,Thompson J.,26.0,Humbert U.,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,200005,111442,Brisbane_2024_111442_200005,Thompson Jordan,Australia,1994-04-20,right,Humbert Ugo,France,1998-06-26,left,,,,,,,,,,,,,,,30.0,26.0,ATP250,2.54,1.5,3,Brisbane International,False,False,False,False,False,False,0,0,Brisbane_2024
https://www.livesport.com/en/match/hjZ9jNlr/#/match-summary,Brisbane,AUSTRALIA,HARD,outdoor,4th Round,2024-01-04,06:40,finished,Dimitrov G.,10.0,Altmaier D.,88.0,2.0,0.0,68.0,6.0,6.0,1.0,2.0,6.0,3.0,1.0,3.0,,,,,,,127157,105777,Brisbane_2024_105777_127157,Dimitrov Grigor,Bulgaria,1991-05-16,right,Altmaier Daniel,Germany,1998-09-12,right,24.0,26.0,17.0,28.0,8.0,7.0,10.0,6.0,3.0,3.0,2.0,6.0,41.0,49.0,33.0,26.0,ATP250,1.13,5.83,3,Brisbane International,False,False,False,False,False,False,1,0,Brisbane_2024
