url,tournament_name,tournament_location,tournament_country,Surface,indoor_or_outdoor,Round,Date,time,Comment,winner_name,winner_rank,loser_name,loser_rank,Wsets,Lsets,minutes,W1,W2,W3,W4,W5,L1,L2,L3,L4,L5,w_ace,l_ace,w_df,l_df,winner_Name,winner_ioc,winner_Date_of_birth,winner_hand,winner_id,loser_Name,loser_ioc,loser_Date_of_birth,loser_hand,loser_id,w_1stWon,w_1stIn,l_1stWon,l_1stIn,w_SvGms,l_SvGms,w_2ndWon,l_2ndWon,w_bpSaved,w_bpFaced,l_bpSaved,l_bpFaced,w_svpt,l_svpt,winner_age,loser_age,tournament_level,best_of,winner_entry_LL,winner_entry_Q,winner_entry_WC,loser_entry_LL,loser_entry_Q,loser_entry_WC,winner_is_seeded,loser_is_seeded,tournament_id,match_id
https://www.livesport.com/en/match/jLJ6ax5M/#/match-summary,ADELAIDE,adelaide,AUSTRALIA,HARD,outdoor,Semifinals,2025-01-10,07:20,finished,auger-aliassime f.,23.0,paul t.,11.0,2.0,1.0,168.0,7.0,3.0,6.0,,,6.0,6.0,4.0,,,8.0,7.0,4.0,3.0,Auger Aliassime Felix,Canada,2000-08-08,right,200000,Paul Tommy,USA,1997-05-17,right,126205,52.0,70.0,36.0,52.0,16.0,15.0,14.0,25.0,8.0,12.0,5.0,8.0,110.0,94.0,24.0,27.0,ATP 250,3,False,False,False,False,False,False,1,0,adelaide_2025,adelaide_2025_200000_126205
https://www.livesport.com/en/match/GnqMEQkK/#/match-summary,ADELAIDE,adelaide,AUSTRALIA,HARD,outdoor,The Final,2025-01-11,09:35,finished,auger-aliassime f.,23.0,korda s.,22.0,2.0,1.0,112.0,6.0,3.0,6.0,,,3.0,6.0,1.0,,,10.0,7.0,4.0,4.0,Auger Aliassime Felix,Canada,2000-08-08,right,200000,Korda Sebastian,USA,2000-07-05,right,200624,34.0,41.0,35.0,50.0,13.0,12.0,20.0,11.0,4.0,5.0,7.0,10.0,72.0,81.0,24.0,24.0,ATP 250,3,False,False,False,False,False,False,1,1,adelaide_2025,adelaide_2025_200000_200624
https://www.livesport.com/en/match/UsiDdL9N/#/match-summary,AUCKLAND,auckland,NEW ZEALAND,HARD,outdoor,The Final,2025-01-11,02:15,finished,monfils g.,41.0,bergs z.,60.0,2.0,0.0,91.0,6.0,6.0,,,,3.0,4.0,,,,4.0,2.0,4.0,3.0,Monfils Gael,France,1986-09-01,right,104792,Bergs Zizou,Belgium,1999-06-03,right,200267,29.0,33.0,30.0,42.0,10.0,9.0,15.0,10.0,6.0,6.0,3.0,5.0,60.0,64.0,38.0,25.0,ATP 250,3,False,False,False,False,False,False,0,0,auckland_2025,auckland_2025_104792_200267
https://www.livesport.com/en/match/nBTEWnVI/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-12,10:25,finished,halys q.,74.0,walton a.,90.0,3.0,2.0,221.0,4.0,4.0,6.0,7.0,7.0,6.0,6.0,4.0,6.0,5.0,31.0,11.0,6.0,1.0,Halys Quentin,France,1996-10-26,right,111460,Walton Adam,Australia,1999-04-17,right,461729,83.0,99.0,78.0,105.0,27.0,27.0,32.0,35.0,4.0,6.0,3.0,5.0,164.0,157.0,28.0,25.0,Grand Slam,5,False,False,False,False,False,False,0,0,melbourne_2025,melbourne_2025_111460_461729
https://www.livesport.com/en/match/dOTwQRX0/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-12,10:20,finished,opelka r.,170.0,onclin g.,239.0,3.0,1.0,193.0,3.0,7.0,6.0,6.0,,6.0,6.0,3.0,2.0,,38.0,2.0,5.0,4.0,Opelka Reilly,USA,1997-08-28,right,124187,Onclin Gauthier,Belgium,2001-02-26,right,430408,85.0,115.0,54.0,83.0,20.0,18.0,15.0,20.0,10.0,13.0,3.0,7.0,160.0,121.0,27.0,23.0,Grand Slam,5,False,False,False,False,True,False,0,0,melbourne_2025,melbourne_2025_124187_430408
https://www.livesport.com/en/match/4QlaX9uR/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-12,10:00,finished,humbert u.,14.0,gigante m.,145.0,3.0,0.0,173.0,7.0,7.0,6.0,,,6.0,5.0,4.0,,,9.0,16.0,4.0,7.0,Humbert Ugo,France,1998-06-26,left,200005,Gigante Matteo,Italy,2002-01-04,left,506794,50.0,67.0,58.0,75.0,17.0,17.0,25.0,21.0,2.0,3.0,6.0,9.0,107.0,119.0,26.0,23.0,Grand Slam,5,False,False,False,False,True,False,1,0,melbourne_2025,melbourne_2025_200005_506794
https://www.livesport.com/en/match/voQ6Y806/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-12,09:55,retired,martinez p.,44.0,darderi l.,45.0,1.0,0.0,71.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,Martinez Pedro,Spain,1997-04-26,right,124079,Darderi Luciano,Italy,2002-02-14,right,209260,23.0,32.0,20.0,36.0,7.0,7.0,6.0,6.0,4.0,5.0,3.0,7.0,42.0,57.0,27.0,22.0,Grand Slam,5,False,False,False,False,False,False,0,0,melbourne_2025,melbourne_2025_124079_209260
https://www.livesport.com/en/match/IVybzVVg/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-12,10:50,finished,zverev a.,2.0,pouille l.,103.0,3.0,0.0,142.0,6.0,6.0,6.0,,,4.0,4.0,4.0,,,18.0,3.0,2.0,7.0,Zverev Alexander,Germany,1997-04-20,right,100644,Pouille Lucas,France,1994-02-23,right,106298,50.0,64.0,45.0,62.0,15.0,15.0,15.0,21.0,2.0,2.0,15.0,18.0,88.0,113.0,27.0,30.0,Grand Slam,5,False,False,False,False,False,True,1,0,melbourne_2025,melbourne_2025_100644_106298
https://www.livesport.com/en/match/QRiI3vYF/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-12,09:10,finished,lehecka j.,29.0,tu l.,168.0,3.0,1.0,142.0,6.0,3.0,6.0,7.0,,1.0,6.0,3.0,6.0,,13.0,8.0,2.0,4.0,Lehecka Jiri,Czech Republic,2001-11-08,right,208103,Tu Li,Australia,1996-05-27,right,111454,54.0,67.0,50.0,66.0,19.0,18.0,26.0,21.0,3.0,4.0,3.0,6.0,103.0,107.0,23.0,28.0,Grand Slam,5,False,False,False,False,False,True,1,0,melbourne_2025,melbourne_2025_208103_111454
https://www.livesport.com/en/match/zqdvgQ1m/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-12,08:35,finished,habib h.,219.0,bu y.,67.0,3.0,0.0,155.0,7.0,6.0,7.0,,,6.0,4.0,6.0,,,18.0,13.0,2.0,3.0,Habib Hady,Lebanon,1998-08-21,right,876777,Yunchaokete Bu,China,2002-01-19,right,207352,52.0,59.0,44.0,64.0,17.0,17.0,23.0,30.0,0.0,1.0,3.0,5.0,89.0,112.0,26.0,22.0,Grand Slam,5,False,True,False,False,False,False,0,0,melbourne_2025,melbourne_2025_876777_207352
https://www.livesport.com/en/match/tzGRsDwK/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-12,04:05,finished,ruud c.,6.0,munar j.,62.0,3.0,2.0,204.0,6.0,1.0,7.0,2.0,6.0,3.0,6.0,5.0,6.0,1.0,7.0,10.0,2.0,3.0,Ruud Casper,Norway,1998-12-22,right,134770,Munar Jaume,Spain,1997-05-05,right,144719,57.0,83.0,66.0,90.0,22.0,21.0,23.0,18.0,3.0,8.0,7.0,12.0,123.0,138.0,26.0,27.0,Grand Slam,5,False,False,False,False,False,False,1,0,melbourne_2025,melbourne_2025_134770_144719
https://www.livesport.com/en/match/6y0Q1I2S/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-12,09:40,finished,machac t.,25.0,nagal s.,91.0,3.0,0.0,127.0,6.0,6.0,7.0,,,3.0,1.0,5.0,,,7.0,0.0,4.0,5.0,Machac Tomas,Czech Republic,2000-10-13,right,207830,Nagal Sumit,India,1997-08-16,right,111576,31.0,40.0,31.0,58.0,14.0,14.0,25.0,10.0,5.0,7.0,8.0,15.0,82.0,85.0,24.0,27.0,Grand Slam,5,False,False,False,False,False,False,1,0,melbourne_2025,melbourne_2025_207830_111576
https://www.livesport.com/en/match/2yavO52D/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-12,03:15,finished,nishikori k.,76.0,monteiro t.,105.0,3.0,2.0,242.0,4.0,6.0,7.0,6.0,6.0,6.0,7.0,5.0,2.0,3.0,17.0,21.0,3.0,5.0,Nishikori Kei,Japan,1989-12-29,right,105453,Monteiro Thiago,Brazil,1994-05-31,left,106329,82.0,101.0,80.0,108.0,25.0,26.0,22.0,31.0,6.0,7.0,14.0,19.0,140.0,169.0,35.0,30.0,Grand Slam,5,False,False,False,False,True,False,0,0,melbourne_2025,melbourne_2025_105453_106329
https://www.livesport.com/en/match/hd0v9Z9e/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-12,01:10,finished,gaston h.,81.0,jasika o.,179.0,3.0,1.0,153.0,6.0,3.0,6.0,6.0,,2.0,6.0,2.0,2.0,,12.0,2.0,2.0,3.0,Gaston Hugo,France,2000-09-26,left,200384,Jasika Omar,Australia,1997-05-18,left,268387,46.0,61.0,51.0,85.0,16.0,17.0,22.0,9.0,7.0,9.0,4.0,11.0,101.0,109.0,24.0,27.0,Grand Slam,5,False,False,False,False,False,True,0,0,melbourne_2025,melbourne_2025_200384_268387
https://www.livesport.com/en/match/WxYYyr7b/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-12,01:45,finished,fils a.,21.0,virtanen o.,93.0,3.0,1.0,168.0,3.0,7.0,6.0,6.0,,6.0,6.0,4.0,4.0,,15.0,11.0,2.0,12.0,Fils Arthur,France,2004-06-12,right,209950,Virtanen Otto,Finland,2001-06-21,right,202261,60.0,74.0,59.0,80.0,20.0,21.0,23.0,32.0,2.0,4.0,7.0,10.0,116.0,146.0,20.0,23.0,Grand Slam,5,False,False,False,False,False,False,1,0,melbourne_2025,melbourne_2025_209950_202261
https://www.livesport.com/en/match/QuXjIwm9/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,10:00,finished,bonzi b.,64.0,goffin d.,54.0,3.0,0.0,135.0,6.0,6.0,7.0,,,1.0,2.0,6.0,,,12.0,8.0,3.0,3.0,Bonzi Benjamin,France,1996-06-09,right,126127,Goffin David,Belgium,1990-12-07,right,105676,43.0,62.0,27.0,43.0,14.0,13.0,23.0,16.0,5.0,8.0,7.0,14.0,105.0,85.0,28.0,34.0,Grand Slam,5,False,False,False,False,False,False,0,0,melbourne_2025,melbourne_2025_126127_105676
https://www.livesport.com/en/match/zVUkYa6N/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,10:25,finished,paul t.,11.0,o'connell c.,70.0,3.0,2.0,242.0,6.0,3.0,6.0,6.0,7.0,2.0,6.0,1.0,7.0,5.0,15.0,11.0,3.0,1.0,Paul Tommy,USA,1997-05-17,right,126205,O'Connell Christopher,Australia,1994-06-03,right,106331,73.0,91.0,76.0,114.0,24.0,24.0,29.0,29.0,6.0,8.0,14.0,20.0,149.0,178.0,27.0,30.0,Grand Slam,5,False,False,False,False,False,False,1,0,melbourne_2025,melbourne_2025_126205_106331
https://www.livesport.com/en/match/dKDp9PRh/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,10:00,retired,passaro f.,104.0,dimitrov g.,10.0,1.0,0.0,63.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,4.0,Passaro Francesco,Italy,2001-01-07,right,208859,Dimitrov Grigor,Bulgaria,1991-05-16,right,105777,16.0,22.0,25.0,38.0,7.0,8.0,12.0,7.0,0.0,0.0,2.0,4.0,39.0,54.0,24.0,33.0,Grand Slam,5,True,False,False,False,False,False,0,1,melbourne_2025,melbourne_2025_208859_105777
https://www.livesport.com/en/match/27odddQk/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,09:15,finished,djokovic n.,7.0,basavareddy n.,107.0,3.0,1.0,177.0,4.0,6.0,6.0,6.0,,6.0,3.0,4.0,2.0,,23.0,4.0,4.0,8.0,Djokovic Novak,Serbia,1987-05-22,right,104925,Basavareddy Nishesh,USA,2005-05-02,right,889354,56.0,72.0,51.0,71.0,19.0,18.0,21.0,26.0,2.0,3.0,7.0,11.0,106.0,129.0,37.0,19.0,Grand Slam,5,False,False,False,False,False,True,1,0,melbourne_2025,melbourne_2025_104925_889354
https://www.livesport.com/en/match/S4RszMyB/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,09:15,finished,fearnley j.,92.0,kyrgios n.,2000.0,3.0,0.0,140.0,7.0,6.0,7.0,,,6.0,3.0,6.0,,,17.0,13.0,8.0,8.0,Fearnley Jacob,Great Britain,2001-07-15,right,745390,kyrgios n.,Switzerland,1998-06-24,right,999999,55.0,68.0,60.0,87.0,17.0,16.0,27.0,14.0,2.0,3.0,9.0,11.0,110.0,119.0,23.0,26.0,Grand Slam,5,False,False,False,False,False,False,0,0,melbourne_2025,melbourne_2025_745390_999999
https://www.livesport.com/en/match/hEZWLVG0/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,09:10,finished,alcaraz c.,3.0,shevchenko a.,77.0,3.0,0.0,116.0,6.0,7.0,6.0,,,1.0,5.0,1.0,,,6.0,0.0,4.0,0.0,Alcaraz Carlos,Spain,2003-05-05,right,207989,Shevchenko Alexander,Kazakhstan,2000-11-29,right,207686,33.0,48.0,28.0,53.0,13.0,13.0,22.0,14.0,2.0,4.0,11.0,19.0,81.0,89.0,21.0,24.0,Grand Slam,5,False,False,False,False,False,False,1,0,melbourne_2025,melbourne_2025_207989_207686
https://www.livesport.com/en/match/plWONinl/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,08:50,retired,davidovich fokina a.,66.0,shang j.,50.0,1.0,0.0,112.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,Davidovich Fokina Alejandro,Spain,1999-06-05,right,200221,Shang Juncheng,China,2005-02-02,left,209992,21.0,30.0,29.0,51.0,9.0,10.0,15.0,14.0,1.0,4.0,7.0,12.0,58.0,89.0,25.0,19.0,Grand Slam,5,False,False,False,False,False,False,0,0,melbourne_2025,melbourne_2025_200221_209992
https://www.livesport.com/en/match/0GfhTDOQ/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,08:20,finished,auger-aliassime f.,23.0,struff j-l.,43.0,3.0,1.0,146.0,6.0,6.0,4.0,6.0,,3.0,0.0,6.0,1.0,,19.0,15.0,3.0,4.0,Auger Aliassime Felix,Canada,2000-08-08,right,200000,Struff Jan-Lennard,Germany,1990-04-25,right,105526,52.0,65.0,35.0,67.0,16.0,16.0,14.0,22.0,2.0,4.0,12.0,20.0,93.0,114.0,24.0,34.0,Grand Slam,5,False,False,False,False,False,False,1,0,melbourne_2025,melbourne_2025_200000_105526
https://www.livesport.com/en/match/MuW4vRnf/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,07:40,finished,korda s.,22.0,klein l.,144.0,3.0,1.0,150.0,6.0,0.0,6.0,7.0,,3.0,6.0,3.0,6.0,,7.0,11.0,3.0,4.0,Korda Sebastian,USA,2000-07-05,right,200624,Klein Lukas,Slovakia,1998-03-22,right,127760,44.0,68.0,45.0,64.0,18.0,18.0,25.0,24.0,6.0,10.0,4.0,8.0,113.0,108.0,24.0,26.0,Grand Slam,5,False,False,False,False,True,False,1,0,melbourne_2025,melbourne_2025_200624_127760
https://www.livesport.com/en/match/lhNLzqnJ/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,06:40,finished,nishioka y.,65.0,dougaz a.,231.0,3.0,1.0,182.0,3.0,6.0,7.0,6.0,,6.0,4.0,6.0,3.0,,3.0,18.0,1.0,7.0,Nishioka Yoshihito,Japan,1995-09-27,left,106415,Dougaz Aziz,Tunisia,1997-03-26,left,642543,50.0,70.0,63.0,85.0,19.0,21.0,31.0,16.0,5.0,8.0,6.0,11.0,117.0,135.0,29.0,27.0,Grand Slam,5,False,False,False,False,True,False,0,0,melbourne_2025,melbourne_2025_106415_642543
https://www.livesport.com/en/match/bPZQw4xn/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,06:15,finished,cazaux a.,78.0,baez s.,28.0,3.0,2.0,226.0,6.0,5.0,3.0,6.0,6.0,3.0,7.0,6.0,0.0,3.0,10.0,1.0,1.0,3.0,Cazaux Arthur,France,2002-08-23,right,209070,Baez Sebastian,Argentina,2000-12-28,right,202104,60.0,84.0,65.0,97.0,23.0,22.0,33.0,15.0,7.0,11.0,6.0,13.0,143.0,129.0,22.0,24.0,Grand Slam,5,False,False,False,False,False,False,0,1,melbourne_2025,melbourne_2025_209070_202104
https://www.livesport.com/en/match/dU6VAeuq/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,06:05,finished,kokkinakis t.,71.0,safiullin r.,63.0,3.0,1.0,241.0,3.0,6.0,6.0,7.0,,6.0,3.0,3.0,6.0,,23.0,14.0,1.0,2.0,Kokkinakis Thanasi,Australia,1996-04-10,right,106423,Safiullin Roman,Russia,1997-08-07,right,126128,76.0,106.0,59.0,91.0,19.0,20.0,18.0,18.0,18.0,22.0,2.0,8.0,158.0,130.0,28.0,27.0,Grand Slam,5,False,False,False,False,False,False,0,0,melbourne_2025,melbourne_2025_106423_126128
https://www.livesport.com/en/match/I1lA5033/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,05:40,finished,draper j.,18.0,navone m.,47.0,3.0,2.0,240.0,4.0,6.0,3.0,6.0,6.0,6.0,3.0,6.0,3.0,2.0,13.0,5.0,3.0,4.0,Draper Jack,Great Britain,2001-12-22,left,207733,Navone Mariano,Argentina,2001-02-27,right,640994,62.0,93.0,64.0,108.0,23.0,22.0,32.0,27.0,12.0,17.0,10.0,17.0,160.0,160.0,23.0,23.0,Grand Slam,5,False,False,False,False,False,False,1,0,melbourne_2025,melbourne_2025_207733_640994
https://www.livesport.com/en/match/4058bnvQ/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,08:00,finished,faria j.,125.0,kotov p.,97.0,3.0,0.0,107.0,6.0,6.0,7.0,,,1.0,1.0,5.0,,,10.0,9.0,3.0,7.0,Faria Jaime,Portugal,2003-08-06,right,443894,Kotov Pavel,Russia,1998-11-18,right,200303,34.0,44.0,29.0,42.0,13.0,13.0,20.0,15.0,2.0,2.0,4.0,10.0,70.0,84.0,21.0,26.0,Grand Slam,5,False,True,False,False,False,False,0,0,melbourne_2025,melbourne_2025_443894_200303
https://www.livesport.com/en/match/djdopgyQ/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,04:40,finished,schoolkate t.,173.0,daniel t.,113.0,3.0,1.0,197.0,6.0,7.0,6.0,6.0,,7.0,6.0,1.0,4.0,,23.0,8.0,4.0,1.0,Schoolkate Tristan,Australia,2001-02-26,right,724717,Daniel Taro,Japan,1993-01-27,right,106121,61.0,72.0,63.0,86.0,21.0,20.0,35.0,20.0,8.0,10.0,7.0,12.0,135.0,128.0,23.0,31.0,Grand Slam,5,False,False,True,False,False,False,0,0,melbourne_2025,melbourne_2025_724717_106121
https://www.livesport.com/en/match/A5Ykxi1s/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,01:10,finished,carballes baena r.,57.0,tabilo a.,26.0,3.0,1.0,174.0,1.0,6.0,6.0,7.0,,6.0,2.0,3.0,6.0,,7.0,9.0,2.0,2.0,Carballes Baena Roberto,Spain,1993-03-23,right,106148,Tabilo Alejandro,Chile,1997-06-02,left,126214,49.0,75.0,46.0,66.0,18.0,18.0,23.0,17.0,8.0,12.0,5.0,10.0,113.0,110.0,31.0,27.0,Grand Slam,5,False,False,False,False,False,False,0,1,melbourne_2025,melbourne_2025_106148_126214
https://www.livesport.com/en/match/neLaGHHL/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,04:45,finished,vukic a.,68.0,dzumhur d.,82.0,3.0,2.0,197.0,6.0,6.0,3.0,6.0,6.0,7.0,0.0,6.0,3.0,4.0,24.0,3.0,3.0,4.0,Vukic Aleksandar,Australia,1996-04-06,right,126846,Dzumhur Damir,Bosnia and Herzeg.,1992-05-20,right,106000,57.0,76.0,52.0,94.0,23.0,23.0,30.0,34.0,6.0,10.0,7.0,15.0,131.0,149.0,28.0,32.0,Grand Slam,5,False,False,False,False,False,False,0,0,melbourne_2025,melbourne_2025_126846_106000
https://www.livesport.com/en/match/h0dOo6CU/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,01:10,finished,tiafoe f.,16.0,rinderknech a.,61.0,3.0,2.0,250.0,7.0,6.0,4.0,6.0,6.0,6.0,3.0,6.0,7.0,3.0,14.0,33.0,8.0,10.0,Tiafoe Frances,USA,1998-01-20,right,126207,Rinderknech Arthur,France,1995-07-23,right,126239,77.0,98.0,79.0,94.0,25.0,27.0,40.0,30.0,8.0,10.0,5.0,10.0,169.0,161.0,26.0,29.0,Grand Slam,5,False,False,False,False,False,False,1,0,melbourne_2025,melbourne_2025_126207_126239
https://www.livesport.com/en/match/UsiQo9fK/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,01:10,finished,mensik j.,48.0,basilashvili n.,206.0,3.0,1.0,155.0,6.0,6.0,6.0,6.0,,1.0,7.0,3.0,3.0,,31.0,10.0,8.0,9.0,Mensik Jakub,Czech Republic,2005-09-01,right,210150,Basilashvili Nikoloz,Georgia,1992-02-23,right,509280,56.0,68.0,45.0,58.0,19.0,18.0,29.0,24.0,11.0,12.0,5.0,11.0,125.0,116.0,19.0,32.0,Grand Slam,5,False,False,False,False,True,False,0,0,melbourne_2025,melbourne_2025_210150_509280
https://www.livesport.com/en/match/fJipVZgE/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,03:05,finished,borges n.,33.0,muller a.,58.0,3.0,1.0,177.0,6.0,6.0,6.0,7.0,,7.0,3.0,2.0,5.0,,20.0,7.0,5.0,2.0,Borges Nuno,Portugal,1997-02-19,right,132686,Muller Alexandre,France,1997-02-01,right,124186,66.0,85.0,58.0,83.0,21.0,20.0,21.0,19.0,4.0,5.0,5.0,10.0,123.0,125.0,27.0,27.0,Grand Slam,5,False,False,False,False,False,False,0,0,melbourne_2025,melbourne_2025_132686_124186
https://www.livesport.com/en/match/WjTO9CaD/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,01:15,finished,michelsen a.,42.0,tsitsipas s.,12.0,3.0,1.0,165.0,7.0,6.0,2.0,6.0,,5.0,3.0,6.0,4.0,,8.0,13.0,8.0,2.0,Michelsen Alex,USA,2004-08-25,right,210506,Tsitsipas Stefanos,Greece,1998-08-12,right,126774,59.0,85.0,50.0,72.0,20.0,19.0,20.0,23.0,3.0,7.0,7.0,12.0,124.0,116.0,20.0,26.0,Grand Slam,5,False,False,False,False,False,False,0,1,melbourne_2025,melbourne_2025_210506_126774
https://www.livesport.com/en/match/ltTuK9oD/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,03:45,finished,duckworth j.,89.0,stricker d.,304.0,3.0,0.0,94.0,6.0,6.0,6.0,,,2.0,4.0,2.0,,,10.0,7.0,1.0,3.0,Duckworth James,Australia,1992-01-21,right,105902,Stricker Dominic,Switzerland,2002-08-16,left,208502,34.0,40.0,30.0,45.0,13.0,13.0,19.0,15.0,1.0,1.0,1.0,6.0,69.0,78.0,32.0,22.0,Grand Slam,5,False,False,False,False,False,False,0,0,melbourne_2025,melbourne_2025_105902_208502
https://www.livesport.com/en/match/EuCmFAJr/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,03:50,finished,mccabe j.,258.0,landaluce m.,142.0,3.0,0.0,128.0,6.0,6.0,6.0,,,4.0,3.0,4.0,,,14.0,9.0,2.0,8.0,McCabe James,Australia,2003-07-05,right,400557,Landaluce Martin,Spain,2006-01-08,right,211776,52.0,63.0,41.0,54.0,15.0,14.0,12.0,15.0,1.0,1.0,6.0,9.0,82.0,92.0,21.0,19.0,Grand Slam,5,False,False,True,False,True,False,0,0,melbourne_2025,melbourne_2025_400557_211776
https://www.livesport.com/en/match/zcLRXOo3/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,04:10,finished,sinner j.,1.0,jarry n.,36.0,3.0,0.0,162.0,7.0,7.0,6.0,,,6.0,6.0,1.0,,,7.0,13.0,1.0,4.0,Sinner Jannik,Italy,2001-08-16,right,206173,Jarry Nicolas,Chile,1995-10-11,right,111797,48.0,58.0,52.0,71.0,16.0,15.0,30.0,13.0,2.0,2.0,3.0,5.0,101.0,98.0,23.0,29.0,Grand Slam,5,False,False,False,False,False,False,1,0,melbourne_2025,melbourne_2025_206173_111797
https://www.livesport.com/en/match/EFSdtmIs/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,04:30,finished,thompson j.,27.0,koepfer d.,124.0,3.0,1.0,197.0,7.0,6.0,4.0,6.0,,6.0,4.0,6.0,3.0,,18.0,5.0,3.0,6.0,Thompson Jordan,Australia,1994-04-20,right,111442,Koepfer Dominik,Germany,1994-04-29,left,136440,52.0,67.0,51.0,69.0,21.0,20.0,36.0,24.0,8.0,12.0,3.0,8.0,128.0,116.0,30.0,30.0,Grand Slam,5,False,False,False,False,True,False,1,0,melbourne_2025,melbourne_2025_111442_136440
https://www.livesport.com/en/match/viVt4mSb/#/match-summary,AUSTRALIAN OPEN,melbourne,AUSTRALIA,HARD,outdoor,1st Round,2025-01-13,03:25,finished,marozsan f.,59.0,seyboth wild t.,79.0,3.0,2.0,240.0,6.0,6.0,7.0,5.0,7.0,3.0,7.0,5.0,7.0,5.0,20.0,23.0,1.0,6.0,Marozsan Fabian,Hungary,1999-10-08,right,206681,Seyboth Wild Thiago,Brazil,2000-03-10,right,205734,88.0,118.0,102.0,132.0,29.0,28.0,32.0,24.0,2.0,4.0,12.0,16.0,165.0,190.0,25.0,24.0,Grand Slam,5,False,False,False,False,False,False,0,0,melbourne_2025,melbourne_2025_206681_205734
