player_id,name,rank,age,hand
106121,Taro Daniel,109.0,25.1,R
200000,Felix Auger Aliassime,169.0,17.5,R
144707,Mikael Ymer,407.0,19.5,R
106281,Liam Broady,169.0,24.2,L
105577,Vasek Pospisil,77.0,27.7,R
200095,Nicola Kuhn,211.0,17.9,R
105967,Henri Laaksonen,143.0,26.0,R
106216,Bjorn Fratangelo,108.0,24.7,R
105063,Andrea Arnaboldi,221.0,30.2,L
106072,Alexey Vatutin,160.0,25.4,R
104467,Lamine Ouahab,617.0,33.2,R
106065,Marco Cecchinato,100.0,25.5,R
104719,Marcel Granollers,129.0,32.0,R
144719,Jaume Munar,174.0,20.9,R
122330,Alexander Bublik,143.0,20.8,R
120424,Yannick Maden,134.0,28.4,R
105155,Pedro Sousa,143.0,29.9,R
104620,Simone Bolelli,153.0,32.5,R
111815,Cameron Norrie,103.0,22.6,L
105477,Marco Trungelliti,186.0,28.2,R
105870,Yannick Hanfmann,118.0,26.4,R
104897,Matthias Bachinger,163.0,31.0,R
126523,Bernabe Zapata Miralles,281.0,21.3,R
111511,Noah Rubin,204.0,22.2,R
104586,Lukas Rosol,286.0,32.8,R
123921,Calvin Hemery,127.0,23.3,R
105948,Federico Coria,335.0,26.1,R
106110,Filip Horansky,334.0,25.3,R
105819,Guido Andreozzi,108.0,26.8,R
105208,Ernests Gulbis,160.0,29.7,R
105053,Santiago Giraldo,315.0,30.4,R
106361,Adam Pavlasek,185.0,23.6,R
128034,Hubert Hurkacz,188.0,21.2,R
105132,Jurgen Zopp,136.0,30.1,R
111200,Elias Ymer,122.0,22.1,R
104660,Sergiy Stakhovsky,127.0,32.3,R
106071,Bernard Tomic,181.0,25.6,R
106109,Alex Bolt,176.0,25.4,L
200484,Rudolf Molleker,303.0,17.6,R
104252,Florian Mayer,85.0,34.6,R
105432,Prajnesh Gunneswaran,169.0,28.5,L
126652,Jay Clarke,236.0,19.9,R
104918,Andy Murray,156.0,31.1,R
110602,Dennis Novak,171.0,24.8,R
105614,Bradley Klahn,168.0,27.8,L
103565,Stephane Robert,158.0,38.1,R
111442,Jordan Thompson,101.0,24.2,R
105359,Jason Jung,131.0,29.0,R
106328,Christian Harrison,208.0,24.1,R
105487,Facundo Bagnis,177.0,28.3,L
105634,Viktor Galovic,267.0,27.8,R
106177,Oriol Roca Batalla,314.0,25.2,R
144817,Marc Andrea Huesler,402.0,22.0,L
109054,Daniel Masur,349.0,23.7,R
106078,Egor Gerasimov,301.0,25.7,R
106218,Marcos Giron,446.0,25.0,R
111460,Quentin Halys,150.0,21.7,R
105902,James Duckworth,654.0,26.5,R
104672,Vincent Millot,291.0,32.4,L
126205,Tommy Paul,256.0,21.2,R
136440,Dominik Koepfer,243.0,24.3,L
200005,Ugo Humbert,139.0,20.1,L
106186,Jason Kubler,98.0,25.2,R
106005,Constant Lestienne,167.0,26.3,R
144750,Lloyd Harris,129.0,21.5,R
133297,Yosuke Watanuki,273.0,20.4,R
200059,Yibing Wu,415.0,18.9,R
106099,Salvatore Caruso,167.0,25.8,R
106214,Oscar Otte,193.0,25.2,R
200615,Alexei Popyrin,174.0,19.2,R
103781,Jurgen Melzer,426.0,37.4,L
200175,Miomir Kecmanovic,131.0,19.3,R
106034,Yasutaka Uchiyama,185.0,26.4,R
104327,Steve Darcis,2000.0,34.8,R
104907,Jose Rubin Statham,360.0,31.7,R
105554,Daniel Evans,189.0,28.6,R
106398,Pedro Cachin,280.0,23.8,R
106228,Juan Ignacio Londero,112.0,25.4,R
126156,Antoine Hoang,150.0,23.2,R
104978,Daniel Brands,180.0,31.5,R
106426,Cristian Garin,93.0,22.7,R
111153,Christopher Eubanks,166.0,22.7,R
111790,Brayden Schnur,154.0,23.6,R
106296,Gregoire Barrere,130.0,25.0,R
106198,Hugo Dellien,113.0,25.6,R
205734,Thiago Seyboth Wild,449.0,18.9,R
104386,Janko Tipsarevic,453.0,34.7,R
123755,Daniel Elahi Galan,241.0,22.8,R
105226,Attila Balazs,246.0,30.5,R
206173,Jannik Sinner,314.0,17.6,R
200221,Alejandro Davidovich Fokina,167.0,19.8,R
106137,Tristan Lamasine,270.0,26.2,R
105731,Steven Diez,262.0,28.1,R
200611,Elliot Benchetrit,273.0,20.6,R
104460,Dustin Brown,170.0,34.5,R
123795,Altug Celikbilek,443.0,22.7,R
105906,Kevin Krawietz,277.0,27.4,R
111794,Kamil Majchrzak,102.0,23.5,R
126120,Nino Serdarusic,290.0,22.5,R
126952,Soon Woo Kwon,117.0,21.6,R
110536,Kevin King,405.0,28.3,L
105649,Cedrik Marcel Stebe,455.0,28.7,L
126237,Gian Marco Moroni,265.0,21.4,R
117360,Marc Polmans,172.0,22.2,R
105613,Norbert Gombos,137.0,28.9,R
117353,Duck Hee Lee,212.0,21.2,R
202385,Jenson Brooksby,394.0,18.8,R
105842,Di Wu,339.0,28.0,R
111190,Zhizhen Zhang,224.0,22.9,R
104424,Go Soeda,133.0,35.0,R
200553,Alen Avidzba,498.0,19.6,R
110748,Nikola Milojevic,164.0,24.3,R
126149,Gianluca Mager,124.0,24.8,R
117356,Cem Ilkel,279.0,24.3,R
105147,Tatsuma Ito,146.0,31.6,R
126214,Alejandro Tabilo,208.0,22.6,L
124079,Pedro Martinez,168.0,22.7,R
200325,Emil Ruusuvuori,101.0,20.8,R
105406,Roberto Marcora,174.0,30.4,R
206909,Brandon Nakashima,294.0,18.5,R
207989,Carlos Alcaraz,406.0,16.7,R
144642,Tomas Barrios Vera,300.0,22.2,R
105952,Renzo Olivo,297.0,27.9,R
122669,Juan Pablo Varillas,146.0,24.3,R
202195,Maxime Cressy,168.0,23.3,R
105723,Andrey Kuznetsov,2000.0,29.5,R
111576,Sumit Nagal,124.0,23.0,R
200670,J J Wolf,138.0,21.6,R
106331,Christopher Oconnell,116.0,26.2,R
207518,Lorenzo Musetti,249.0,18.5,R
126127,Benjamin Bonzi,227.0,24.3,R
200624,Sebastian Korda,213.0,20.2,R
200514,Jurij Rodionov,170.0,21.3,L
200384,Hugo Gaston,239.0,20.0,L
105841,Lorenzo Giustino,157.0,29.0,R
127157,Daniel Altmaier,186.0,22.0,R
126504,Andrea Pellegrino,292.0,23.5,R
105905,Danilo Petrovic,166.0,28.7,R
106234,Aslan Karatsev,117.0,27.1,R
126128,Roman Safiullin,199.0,23.1,R
200267,Zizou Bergs,528.0,21.3,R
207797,Jonas Forejtek,399.0,19.6,R
202090,Adrian Andreev,564.0,19.6,R
126409,Hugo Grenier,250.0,24.7,R
106220,Dimitar Kuzmanov,298.0,27.4,R
124186,Alexandre Muller,210.0,24.0,R
207830,Tomas Machac,199.0,20.3,R
207678,Juan Manuel Cerundolo,335.0,19.2,L
144869,Tomas Martin Etcheverry,234.0,21.6,R
202103,Francisco Cerundolo,135.0,22.5,R
127760,Lukas Klein,291.0,22.9,R
126239,Arthur Rinderknech,138.0,25.6,R
208029,Holger Rune,410.0,17.8,R
104229,Yen Hsun Lu,1020.0,37.6,R
106408,Mario Vilella Martinez,188.0,25.7,R
105943,Federico Gaio,138.0,29.1,R
132686,Nuno Borges,331.0,24.1,R
209070,Arthur Cazaux,517.0,18.7,R
208502,Dominic Stricker,419.0,18.7,L
106353,Pedja Krstin,285.0,26.7,R
121531,Mats Moraing,253.0,28.9,L
144684,Alex Molcan,255.0,23.4,L
207925,Flavio Cobolli,429.0,19.0,R
111505,Enzo Couacaud,177.0,26.2,R
122298,Botic Van De Zandschulp,154.0,25.6,R
207733,Jack Draper,309.0,19.4,L
126845,Max Purcell,283.0,23.2,R
202104,Sebastian Baez,164.0,20.5,R
200240,Vit Kopriva,249.0,24.0,R
105011,Illya Marchenko,161.0,33.8,R
105877,Emilio Gomez,168.0,29.6,R
207213,Duje Ajdukovic,275.0,20.4,R
126623,Alexander Erler,337.0,23.7,R
208260,Zachary Svajda,716.0,18.7,R
207608,Timofey Skatov,280.0,20.6,R
126846,Aleksandar Vukic,202.0,25.4,R
131934,Andrea Vavassori,289.0,26.5,R
111578,Stefan Kozlov,169.0,23.9,R
126663,Juan Pablo Ficovich,230.0,25.0,R
208103,Jiri Lehecka,137.0,20.2,R
207799,Matheus Pucinelli De Almeida,264.0,20.8,R
133835,Gijs Brouwer,361.0,26.0,L
200303,Pavel Kotov,172.0,23.3,R
126627,Johan Nikles,317.0,25.1,R
131905,Manuel Guinard,158.0,26.4,U
200116,Camilo Ugo Carabelli,155.0,22.9,R
127339,Borna Gojo,223.0,24.2,R
144645,Zdenek Kolar,134.0,25.6,R
126646,Tim Van Rijthoven,205.0,25.1,R
126106,Ryan Peniston,180.0,26.5,U
134472,Antoine Bellier,303.0,25.6,L
202400,Alastair Gray,288.0,24.0,R
106310,Alexander Ritschard,190.0,28.3,R
210097,Ben Shelton,281.0,19.7,L
211346,Andres Martin,736.0,21.0,U
209209,Filip Misolic,205.0,20.9,R
206748,Giulio Zeppieri,168.0,20.6,L
106162,Franco Agamenone,136.0,29.2,L
208014,Rinky Hijikata,224.0,21.4,U
202358,Chun Hsin Tseng,84.0,20.9,R
207834,Juan Alejandro Hernandez Serrano,521.0,23.1,R
207182,Emilio Nava,203.0,20.7,R
200587,Brandon Holt,303.0,24.3,R
206499,Aleksandar Kovacevic,222.0,24.0,U
111187,Kaichi Uchida,163.0,28.0,R
200247,Alexandar Lazarov,334.0,24.8,R
122548,Edan Leshem,446.0,25.5,R
208134,Luca Nardi,152.0,19.1,R
200677,Rio Noguchi,291.0,23.7,U
105655,Hiroki Moriya,253.0,31.9,R
208859,Francesco Passaro,126.0,21.7,R
200374,Nicolas Alvarez Varona,231.0,21.3,U
209992,Juncheng Shang,194.0,17.9,L
207494,Dalibor Svrcina,216.0,20.2,R
209260,Luciano Darderi,200.0,20.9,R
209950,Arthur Fils,163.0,18.6,R
207680,Facundo Diaz Acosta,191.0,22.1,L
123896,Matija Pecotic,784.0,33.6,L
209857,Leandro Riedi,133.0,21.0,R
202235,Jacopo Berrettini,842.0,24.2,R
109686,Riccardo Bonadio,182.0,29.6,R
126555,Tung Lin Wu,175.0,24.8,R
209414,Luca Van Assche,91.0,18.8,R
123809,Ivan Gakhov,198.0,26.4,L
207686,Alexander Shevchenko,98.0,22.3,R
208286,Matteo Arnaldi,105.0,22.1,R
209406,Abedallah Shelbayh,267.0,19.4,L
206681,Fabian Marozsan,135.0,23.5,R
208010,Pablo Llamas Ruiz,240.0,20.6,R
202058,Thiago Agustin Tirante,153.0,22.1,R
144821,Genaro Alberto Olivieri,231.0,24.8,R
123828,Jan Choinski,164.0,27.0,R
208004,Harold Mayot,181.0,21.4,R
209863,Leo Borg,437.0,20.1,R
209098,Hamad Medjedovic,183.0,19.9,R
210506,Alex Michelsen,190.0,18.8,R
210319,Ethan Quinn,434.0,19.3,R
111454,Li Tu,252.0,27.1,R
209976,Dino Prizmic,287.0,17.9,R
200436,Zsombor Piros,124.0,23.7,R
200335,Felipe Meligeni Alves,177.0,25.4,R
200647,Sho Shimabukuro,161.0,26.0,R
209113,Gabriel Diallo,141.0,21.8,R
208300,Omni Kumar,385.0,21.8,L
210150,Jakub Mensik,206.0,17.9,R
208169,Titouan Droguet,171.0,22.2,R
200318,Yu Hsiou Hsu,237.0,24.4,R
210340,Philip Sekulic,325.0,20.0,R
106293,Kimmer Coppejans,186.0,29.6,R
208230,Alibek Kachmazov,315.0,21.1,R
207352,Bu Yunchaokete,186.0,21.7,R
208013,Dane Sweeny,273.0,22.6,R
202320,Beibit Zhukayev,302.0,22.9,R
209279,Terence Atmane,148.0,21.7,L
210136,Mark Lajal,229.0,20.4,R
208659,Giovanni Mpetshi Perricard,226.0,20.2,R
208278,Shintaro Mochizuki,215.0,20.3,R
200218,Mate Valkusz,232.0,25.2,R
126129,Billy Harris,221.0,28.7,R
105441,John Patrick Smith,218.0,28.9,L
104890,Andreas Haider Maurer,451.0,30.7,R
106325,Jabor Al Mutawa,2000.0,23.6,U
111459,Arjun Kadhe,610.0,23.9,R
105030,Michael Venus,2000.0,30.2,R
132482,Liam Caruana,397.0,19.9,R
106324,Vaclav Safranek,225.0,23.6,R
104932,Kenny De Schepper,146.0,30.6,L
200574,Alexander Donski,1529.0,19.5,R
105217,Thiemo De Bakker,352.0,29.3,R
105985,Darian King,188.0,25.8,R
106412,Lucas Gomez,828.0,22.5,U
105163,Gleb Sakharov,159.0,29.7,R
105960,Evan King,200.0,25.9,L
144760,Amine Ahouda,727.0,20.5,U
200031,Lucas Catarina,365.0,21.6,R
103990,Tommy Robredo,211.0,35.9,R
106393,Frederico Ferreira Silva,263.0,23.1,L
104593,Daniel Gimeno Traver,230.0,32.7,R
104947,Marsel Ilhan,334.0,30.8,R
111795,Filippo Baldi,370.0,22.3,R
105515,Jordi Samper Montana,410.0,28.0,U
105497,Jose Hernandez,266.0,28.1,U
106167,Joris De Loore,351.0,25.0,R
105633,Mohamed Safwat,182.0,27.6,R
126125,Maxime Janvier,307.0,21.6,R
104970,Matteo Viola,281.0,30.9,R
111574,Jc Aragone,289.0,23.0,R
202130,Emil Reinberg,1032.0,21.2,R
104597,Nicolas Almagro,661.0,32.9,R
105626,Takanyi Garanganga,451.0,27.8,R
105656,Marcelo Arevalo,145.0,27.7,R
111515,Thai Son Kwiatkowski,393.0,23.4,R
123768,Collin Altamirano,345.0,22.7,R
111192,Lucas Miedler,207.0,22.2,R
104563,Luca Vanni,170.0,33.2,R
104810,Zhe Li,254.0,32.0,R
105585,Ze Zhang,216.0,28.2,R
106348,Evgeny Karlovskiy,218.0,24.1,R
122570,Mubarak Shannan Zayid,2000.0,23.7,R
200368,Jack Mingjie Lin,2000.0,19.8,R
126204,Gerardo Lopez Villasenor,552.0,23.7,R
106203,Pedro Sakamoto,389.0,25.6,R
109640,Andrea Basso,416.0,25.5,L
105641,Blaz Rola,183.0,28.6,L
104868,James Ward,212.0,32.3,R
144985,Ergi Kirkin,566.0,20.4,R
206703,Paul Jubb,472.0,19.6,R
106032,Facundo Arguello,181.0,26.9,R
105091,Peter Torebko,384.0,31.4,R
211415,Cole Gromley,2000.0,19.5,U
105757,Sandro Ehrat,386.0,28.2,R
109699,Julian Lenz,374.0,26.4,R
111453,Mikael Torpegaard,179.0,25.2,R
104804,Amir Weintraub,2000.0,32.9,R
106031,Raymond Sarmiento,705.0,27.0,R
104735,Tobias Kamke,231.0,33.2,R
144946,Rayane Roumane,431.0,19.0,R
105339,Yan Bai,222.0,30.3,R
144984,Artem Dubrivnyy,424.0,20.7,R
106302,Andrew Harris,162.0,25.8,R
124154,Sasi Kumar Mukund,263.0,23.0,R
208108,Brian Shi,2000.0,19.9,R
200265,Ulises Blanch,244.0,22.4,R
122078,Dmitry Popko,172.0,24.0,R
126964,Vitaliy Sachko,529.0,23.2,R
200390,Kacper Zuk,262.0,21.9,R
202398,Michael Vrbensky,311.0,21.0,R
106227,Ji Sung Nam,268.0,27.3,R
110778,Joao Menezes,199.0,24.1,R
202065,Petros Tsitsipas,970.0,20.6,R
106174,Gonzalo Lama,657.0,27.8,R
209916,Marko Topo,1512.0,17.6,R
134840,Raul Brancaccio,336.0,24.0,R
106288,Mathias Bourgue,197.0,27.3,R
105512,Alexander Sarkissian,478.0,31.2,R
200711,Nicolas Mejia,301.0,21.4,R
105911,Andrea Collarini,210.0,29.4,L
200336,Trent Bryde,1164.0,21.9,R
209903,Lukas Neumayer,980.0,18.8,R
124013,Eduardo Nava,1761.0,24.4,R
200589,Sam Riffice,542.0,22.4,R
200416,August Holmgren,901.0,23.4,R
126185,Evgenii Tiurnev,304.0,24.5,R
200075,Yshai Oliel,373.0,21.8,L
126340,Viktor Durasovic,354.0,24.6,R
207531,Caleb Chakravarthi,2000.0,23.0,U
208819,Max Hans Rehberg,1067.0,18.6,U
202197,Carlos Gimeno Valero,369.0,20.8,U
144973,Santiago Fa Rodriguez Taverna,201.0,22.8,R
144972,Geoffrey Blancaneaux,191.0,23.7,R
207411,Jesper De Jong,171.0,22.0,R
202260,Henri Squire,291.0,21.7,U
144652,William Blumberg,773.0,24.4,U
105180,Daniel Dutra Da Silva,215.0,34.0,L
106292,Hernan Casanova,321.0,28.4,U
209890,Mili Poljicak,537.0,18.0,U
210202,Rodrigo Pacheco Mendez,1545.0,17.2,U
111436,Nick Chappell,500.0,29.8,L
104905,Nicolas Barrientos,354.0,35.2,R
106380,Gonzalo Villanueva,279.0,27.5,R
200008,Alexis Galarneau,237.0,23.4,R
133018,Michail Pervolarakis,377.0,26.2,R
210530,Learner Tien,1042.0,16.7,U
145001,Evan Furness,208.0,24.1,R
106057,Facundo Mena,151.0,29.9,R
111805,Seong Chan Hong,471.0,25.2,R
126283,Yunseong Chung,426.0,24.5,U
200096,Dragos Nicolae Madaras,314.0,25.0,L
202122,Yuta Shimizu,451.0,23.3,L
208353,Francesco Maestrelli,186.0,19.8,U
211776,Martin Landaluce,2000.0,16.7,R
211451,Gilles Arnaud Bailly,1185.0,17.0,R
126107,Michael Geerts,268.0,27.7,R
211768,Manas Dhamne,2000.0,21.0,R
208485,Kiranpal Pannu,575.0,26.0,R
208233,Mattia Bellucci,152.0,21.6,L
208071,Oleksii Krutykh,188.0,22.8,R
106362,Laurent Lokoli,175.0,28.2,R
126206,Alex Rybakov,378.0,26.0,L
210740,Liam Krall,2000.0,21.0,U
206889,Clement Chidekh,434.0,21.6,R
211663,Joao Fonseca,827.0,16.5,R
127123,Mateus Alves,556.0,22.0,R
210012,Henrique Rocha,596.0,18.9,R
207794,Younes Lalami Laaroussi,937.0,21.9,R
125842,Adam Moundir,720.0,27.9,R
200473,Valentin Vacherot,357.0,24.3,R
209405,Daniel Rincon,300.0,20.2,L
109303,Stefano Napolitano,555.0,28.0,R
126533,Alvaro Lopez San Martin,298.0,25.9,R
200516,Patrick Kypson,329.0,23.5,R
144923,Louis Wessels,347.0,24.8,R
207785,George Loffhagen,367.0,22.1,R
209259,Arthur Fery,391.0,20.9,R
202261,Otto Virtanen,132.0,22.0,R
208118,Eliot Spizzirri,2000.0,21.5,R
109734,Skander Mansouri,296.0,28.0,R
126177,Strong Kirchheimer,416.0,28.3,R
134457,Nicolas Moreno De Alboran,131.0,26.1,R
200307,Tao Mu,573.0,23.3,R
200666,Jie Cui,583.0,25.6,R
111761,Benjamin Lock,346.0,30.5,R
106291,Luke Saville,313.0,29.7,R
212044,Yi Zhou,903.0,18.5,R
202168,Ye Cong Mo,668.0,23.2,R
144751,Rigele Te,489.0,25.9,R
106187,Denis Yevseyev,260.0,30.3,R
210696,Alexander Blockx,646.0,18.5,R
200418,Karl Friberg,433.0,24.5,R
133975,Benjamin Hassan,161.0,28.6,R
200188,Matteo Martineau,299.0,24.8,R
